symbol,datetime,date,price,volume,source
601138,2018-06-08 09:30:00,2018-06-08,19.829999923706055,755.0,pytdxdata_mac_snapshot
601138,2018-06-08 09:31:00,2018-06-08,19.829999923706055,0.0,pytdxdata_mac_snapshot
601138,2018-06-08 09:32:00,2018-06-08,19.829999923706055,0.0,pytdxdata_mac_snapshot
601138,2018-06-08 09:33:00,2018-06-08,19.829999923706055,0.0,pytdxdata_mac_snapshot
601138,2018-06-08 09:34:00,2018-06-08,19.829999923706055,0.0,pytdxdata_mac_snapshot
601138,2018-06-08 09:35:00,2018-06-08,19.829999923706055,0.0,pytdxdata_mac_snapshot
601138,2018-06-08 09:36:00,2018-06-08,19.829999923706055,0.0,pytdxdata_mac_snapshot
601138,2018-06-08 09:37:00,2018-06-08,19.829999923706055,0.0,pytdxdata_mac_snapshot
601138,2018-06-08 09:38:00,2018-06-08,19.829999923706055,0.0,pytdxdata_mac_snapshot
601138,2018-06-08 09:39:00,2018-06-08,19.829999923706055,0.0,pytdxdata_mac_snapshot
601138,2018-06-08 09:40:00,2018-06-08,19.829999923706055,0.0,pytdxdata_mac_snapshot
601138,2018-06-08 09:41:00,2018-06-08,19.829999923706055,0.0,pytdxdata_mac_snapshot
601138,2018-06-08 09:42:00,2018-06-08,19.829999923706055,0.0,pytdxdata_mac_snapshot
601138,2018-06-08 09:43:00,2018-06-08,19.829999923706055,0.0,pytdxdata_mac_snapshot
601138,2018-06-08 09:44:00,2018-06-08,19.829999923706055,0.0,pytdxdata_mac_snapshot
601138,2018-06-08 09:45:00,2018-06-08,19.829999923706055,0.0,pytdxdata_mac_snapshot
601138,2018-06-08 09:46:00,2018-06-08,19.829999923706055,0.0,pytdxdata_mac_snapshot
601138,2018-06-08 09:47:00,2018-06-08,19.829999923706055,0.0,pytdxdata_mac_snapshot
601138,2018-06-08 09:48:00,2018-06-08,19.829999923706055,0.0,pytdxdata_mac_snapshot
601138,2018-06-08 09:49:00,2018-06-08,19.829999923706055,0.0,pytdxdata_mac_snapshot
601138,2018-06-08 09:50:00,2018-06-08,19.829999923706055,0.0,pytdxdata_mac_snapshot
601138,2018-06-08 09:51:00,2018-06-08,19.829999923706055,0.0,pytdxdata_mac_snapshot
601138,2018-06-08 09:52:00,2018-06-08,19.829999923706055,0.0,pytdxdata_mac_snapshot
601138,2018-06-08 09:53:00,2018-06-08,19.829999923706055,0.0,pytdxdata_mac_snapshot
601138,2018-06-08 09:54:00,2018-06-08,19.829999923706055,0.0,pytdxdata_mac_snapshot
601138,2018-06-08 09:55:00,2018-06-08,19.829999923706055,0.0,pytdxdata_mac_snapshot
601138,2018-06-08 09:56:00,2018-06-08,19.829999923706055,0.0,pytdxdata_mac_snapshot
601138,2018-06-08 09:57:00,2018-06-08,19.829999923706055,0.0,pytdxdata_mac_snapshot
601138,2018-06-08 09:58:00,2018-06-08,19.829999923706055,0.0,pytdxdata_mac_snapshot
601138,2018-06-08 09:59:00,2018-06-08,19.829999923706055,0.0,pytdxdata_mac_snapshot
601138,2018-06-08 10:00:00,2018-06-08,19.829999923706055,539.0,pytdxdata_mac_snapshot
601138,2018-06-08 10:01:00,2018-06-08,19.829999923706055,690.0,pytdxdata_mac_snapshot
601138,2018-06-08 10:02:00,2018-06-08,19.829999923706055,423.0,pytdxdata_mac_snapshot
601138,2018-06-08 10:03:00,2018-06-08,19.829999923706055,543.0,pytdxdata_mac_snapshot
601138,2018-06-08 10:04:00,2018-06-08,19.829999923706055,562.0,pytdxdata_mac_snapshot
601138,2018-06-08 10:05:00,2018-06-08,19.829999923706055,334.0,pytdxdata_mac_snapshot
601138,2018-06-08 10:06:00,2018-06-08,19.829999923706055,344.0,pytdxdata_mac_snapshot
601138,2018-06-08 10:07:00,2018-06-08,19.829999923706055,239.0,pytdxdata_mac_snapshot
601138,2018-06-08 10:08:00,2018-06-08,19.829999923706055,259.0,pytdxdata_mac_snapshot
601138,2018-06-08 10:09:00,2018-06-08,19.829999923706055,291.0,pytdxdata_mac_snapshot
601138,2018-06-08 10:10:00,2018-06-08,19.829999923706055,282.0,pytdxdata_mac_snapshot
601138,2018-06-08 10:11:00,2018-06-08,19.829999923706055,180.0,pytdxdata_mac_snapshot
601138,2018-06-08 10:12:00,2018-06-08,19.829999923706055,152.0,pytdxdata_mac_snapshot
601138,2018-06-08 10:13:00,2018-06-08,19.829999923706055,129.0,pytdxdata_mac_snapshot
601138,2018-06-08 10:14:00,2018-06-08,19.829999923706055,90.0,pytdxdata_mac_snapshot
601138,2018-06-08 10:15:00,2018-06-08,19.829999923706055,48.0,pytdxdata_mac_snapshot
601138,2018-06-08 10:16:00,2018-06-08,19.829999923706055,103.0,pytdxdata_mac_snapshot
601138,2018-06-08 10:17:00,2018-06-08,19.829999923706055,52.0,pytdxdata_mac_snapshot
601138,2018-06-08 10:18:00,2018-06-08,19.829999923706055,161.0,pytdxdata_mac_snapshot
601138,2018-06-08 10:19:00,2018-06-08,19.829999923706055,75.0,pytdxdata_mac_snapshot
601138,2018-06-08 10:20:00,2018-06-08,19.829999923706055,129.0,pytdxdata_mac_snapshot
601138,2018-06-08 10:21:00,2018-06-08,19.829999923706055,71.0,pytdxdata_mac_snapshot
601138,2018-06-08 10:22:00,2018-06-08,19.829999923706055,89.0,pytdxdata_mac_snapshot
601138,2018-06-08 10:23:00,2018-06-08,19.829999923706055,89.0,pytdxdata_mac_snapshot
601138,2018-06-08 10:24:00,2018-06-08,19.829999923706055,71.0,pytdxdata_mac_snapshot
601138,2018-06-08 10:25:00,2018-06-08,19.829999923706055,50.0,pytdxdata_mac_snapshot
601138,2018-06-08 10:26:00,2018-06-08,19.829999923706055,59.0,pytdxdata_mac_snapshot
601138,2018-06-08 10:27:00,2018-06-08,19.829999923706055,45.0,pytdxdata_mac_snapshot
601138,2018-06-08 10:28:00,2018-06-08,19.829999923706055,83.0,pytdxdata_mac_snapshot
601138,2018-06-08 10:29:00,2018-06-08,19.829999923706055,101.0,pytdxdata_mac_snapshot
601138,2018-06-08 10:30:00,2018-06-08,19.829999923706055,116.0,pytdxdata_mac_snapshot
601138,2018-06-08 10:31:00,2018-06-08,19.829999923706055,147.0,pytdxdata_mac_snapshot
601138,2018-06-08 10:32:00,2018-06-08,19.829999923706055,72.0,pytdxdata_mac_snapshot
601138,2018-06-08 10:33:00,2018-06-08,19.829999923706055,142.0,pytdxdata_mac_snapshot
601138,2018-06-08 10:34:00,2018-06-08,19.829999923706055,88.0,pytdxdata_mac_snapshot
601138,2018-06-08 10:35:00,2018-06-08,19.829999923706055,72.0,pytdxdata_mac_snapshot
601138,2018-06-08 10:36:00,2018-06-08,19.829999923706055,112.0,pytdxdata_mac_snapshot
601138,2018-06-08 10:37:00,2018-06-08,19.829999923706055,78.0,pytdxdata_mac_snapshot
601138,2018-06-08 10:38:00,2018-06-08,19.829999923706055,61.0,pytdxdata_mac_snapshot
601138,2018-06-08 10:39:00,2018-06-08,19.829999923706055,60.0,pytdxdata_mac_snapshot
601138,2018-06-08 10:40:00,2018-06-08,19.829999923706055,51.0,pytdxdata_mac_snapshot
601138,2018-06-08 10:41:00,2018-06-08,19.829999923706055,71.0,pytdxdata_mac_snapshot
601138,2018-06-08 10:42:00,2018-06-08,19.829999923706055,65.0,pytdxdata_mac_snapshot
601138,2018-06-08 10:43:00,2018-06-08,19.829999923706055,84.0,pytdxdata_mac_snapshot
601138,2018-06-08 10:44:00,2018-06-08,19.829999923706055,41.0,pytdxdata_mac_snapshot
601138,2018-06-08 10:45:00,2018-06-08,19.829999923706055,22.0,pytdxdata_mac_snapshot
601138,2018-06-08 10:46:00,2018-06-08,19.829999923706055,94.0,pytdxdata_mac_snapshot
601138,2018-06-08 10:47:00,2018-06-08,19.829999923706055,50.0,pytdxdata_mac_snapshot
601138,2018-06-08 10:48:00,2018-06-08,19.829999923706055,41.0,pytdxdata_mac_snapshot
601138,2018-06-08 10:49:00,2018-06-08,19.829999923706055,20.0,pytdxdata_mac_snapshot
601138,2018-06-08 10:50:00,2018-06-08,19.829999923706055,55.0,pytdxdata_mac_snapshot
601138,2018-06-08 10:51:00,2018-06-08,19.829999923706055,35.0,pytdxdata_mac_snapshot
601138,2018-06-08 10:52:00,2018-06-08,19.829999923706055,54.0,pytdxdata_mac_snapshot
601138,2018-06-08 10:53:00,2018-06-08,19.829999923706055,59.0,pytdxdata_mac_snapshot
601138,2018-06-08 10:54:00,2018-06-08,19.829999923706055,0.0,pytdxdata_mac_snapshot
601138,2018-06-08 10:55:00,2018-06-08,19.829999923706055,50.0,pytdxdata_mac_snapshot
601138,2018-06-08 10:56:00,2018-06-08,19.829999923706055,45.0,pytdxdata_mac_snapshot
601138,2018-06-08 10:57:00,2018-06-08,19.829999923706055,62.0,pytdxdata_mac_snapshot
601138,2018-06-08 10:58:00,2018-06-08,19.829999923706055,40.0,pytdxdata_mac_snapshot
601138,2018-06-08 10:59:00,2018-06-08,19.829999923706055,30.0,pytdxdata_mac_snapshot
601138,2018-06-08 11:00:00,2018-06-08,19.829999923706055,22.0,pytdxdata_mac_snapshot
601138,2018-06-08 11:01:00,2018-06-08,19.829999923706055,33.0,pytdxdata_mac_snapshot
601138,2018-06-08 11:02:00,2018-06-08,19.829999923706055,53.0,pytdxdata_mac_snapshot
601138,2018-06-08 11:03:00,2018-06-08,19.829999923706055,71.0,pytdxdata_mac_snapshot
601138,2018-06-08 11:04:00,2018-06-08,19.829999923706055,0.0,pytdxdata_mac_snapshot
601138,2018-06-08 11:05:00,2018-06-08,19.829999923706055,10.0,pytdxdata_mac_snapshot
601138,2018-06-08 11:06:00,2018-06-08,19.829999923706055,55.0,pytdxdata_mac_snapshot
601138,2018-06-08 11:07:00,2018-06-08,19.829999923706055,86.0,pytdxdata_mac_snapshot
601138,2018-06-08 11:08:00,2018-06-08,19.829999923706055,40.0,pytdxdata_mac_snapshot
601138,2018-06-08 11:09:00,2018-06-08,19.829999923706055,14.0,pytdxdata_mac_snapshot
601138,2018-06-08 11:10:00,2018-06-08,19.829999923706055,25.0,pytdxdata_mac_snapshot
601138,2018-06-08 11:11:00,2018-06-08,19.829999923706055,30.0,pytdxdata_mac_snapshot
601138,2018-06-08 11:12:00,2018-06-08,19.829999923706055,50.0,pytdxdata_mac_snapshot
601138,2018-06-08 11:13:00,2018-06-08,19.829999923706055,50.0,pytdxdata_mac_snapshot
601138,2018-06-08 11:14:00,2018-06-08,19.829999923706055,48.0,pytdxdata_mac_snapshot
601138,2018-06-08 11:15:00,2018-06-08,19.829999923706055,40.0,pytdxdata_mac_snapshot
601138,2018-06-08 11:16:00,2018-06-08,19.829999923706055,75.0,pytdxdata_mac_snapshot
601138,2018-06-08 11:17:00,2018-06-08,19.829999923706055,45.0,pytdxdata_mac_snapshot
601138,2018-06-08 11:18:00,2018-06-08,19.829999923706055,30.0,pytdxdata_mac_snapshot
601138,2018-06-08 11:19:00,2018-06-08,19.829999923706055,21.0,pytdxdata_mac_snapshot
601138,2018-06-08 11:20:00,2018-06-08,19.829999923706055,63.0,pytdxdata_mac_snapshot
601138,2018-06-08 11:21:00,2018-06-08,19.829999923706055,104.0,pytdxdata_mac_snapshot
601138,2018-06-08 11:22:00,2018-06-08,19.829999923706055,13.0,pytdxdata_mac_snapshot
601138,2018-06-08 11:23:00,2018-06-08,19.829999923706055,65.0,pytdxdata_mac_snapshot
601138,2018-06-08 11:24:00,2018-06-08,19.829999923706055,75.0,pytdxdata_mac_snapshot
601138,2018-06-08 11:25:00,2018-06-08,19.829999923706055,25.0,pytdxdata_mac_snapshot
601138,2018-06-08 11:26:00,2018-06-08,19.829999923706055,44.0,pytdxdata_mac_snapshot
601138,2018-06-08 11:27:00,2018-06-08,19.829999923706055,35.0,pytdxdata_mac_snapshot
601138,2018-06-08 11:28:00,2018-06-08,19.829999923706055,56.0,pytdxdata_mac_snapshot
601138,2018-06-08 11:29:00,2018-06-08,19.829999923706055,32.0,pytdxdata_mac_snapshot
601138,2018-06-08 13:00:00,2018-06-08,19.829999923706055,395.0,pytdxdata_mac_snapshot
601138,2018-06-08 13:01:00,2018-06-08,19.829999923706055,45.0,pytdxdata_mac_snapshot
601138,2018-06-08 13:02:00,2018-06-08,19.829999923706055,47.0,pytdxdata_mac_snapshot
601138,2018-06-08 13:03:00,2018-06-08,19.829999923706055,49.0,pytdxdata_mac_snapshot
601138,2018-06-08 13:04:00,2018-06-08,19.829999923706055,15.0,pytdxdata_mac_snapshot
601138,2018-06-08 13:05:00,2018-06-08,19.829999923706055,49.0,pytdxdata_mac_snapshot
601138,2018-06-08 13:06:00,2018-06-08,19.829999923706055,12.0,pytdxdata_mac_snapshot
601138,2018-06-08 13:07:00,2018-06-08,19.829999923706055,10.0,pytdxdata_mac_snapshot
601138,2018-06-08 13:08:00,2018-06-08,19.829999923706055,60.0,pytdxdata_mac_snapshot
601138,2018-06-08 13:09:00,2018-06-08,19.829999923706055,15.0,pytdxdata_mac_snapshot
601138,2018-06-08 13:10:00,2018-06-08,19.829999923706055,81.0,pytdxdata_mac_snapshot
601138,2018-06-08 13:11:00,2018-06-08,19.829999923706055,113.0,pytdxdata_mac_snapshot
601138,2018-06-08 13:12:00,2018-06-08,19.829999923706055,12.0,pytdxdata_mac_snapshot
601138,2018-06-08 13:13:00,2018-06-08,19.829999923706055,73.0,pytdxdata_mac_snapshot
601138,2018-06-08 13:14:00,2018-06-08,19.829999923706055,35.0,pytdxdata_mac_snapshot
601138,2018-06-08 13:15:00,2018-06-08,19.829999923706055,40.0,pytdxdata_mac_snapshot
601138,2018-06-08 13:16:00,2018-06-08,19.829999923706055,60.0,pytdxdata_mac_snapshot
601138,2018-06-08 13:17:00,2018-06-08,19.829999923706055,70.0,pytdxdata_mac_snapshot
601138,2018-06-08 13:18:00,2018-06-08,19.829999923706055,51.0,pytdxdata_mac_snapshot
601138,2018-06-08 13:19:00,2018-06-08,19.829999923706055,30.0,pytdxdata_mac_snapshot
601138,2018-06-08 13:20:00,2018-06-08,19.829999923706055,40.0,pytdxdata_mac_snapshot
601138,2018-06-08 13:21:00,2018-06-08,19.829999923706055,95.0,pytdxdata_mac_snapshot
601138,2018-06-08 13:22:00,2018-06-08,19.829999923706055,20.0,pytdxdata_mac_snapshot
601138,2018-06-08 13:23:00,2018-06-08,19.829999923706055,57.0,pytdxdata_mac_snapshot
601138,2018-06-08 13:24:00,2018-06-08,19.829999923706055,51.0,pytdxdata_mac_snapshot
601138,2018-06-08 13:25:00,2018-06-08,19.829999923706055,62.0,pytdxdata_mac_snapshot
601138,2018-06-08 13:26:00,2018-06-08,19.829999923706055,48.0,pytdxdata_mac_snapshot
601138,2018-06-08 13:27:00,2018-06-08,19.829999923706055,20.0,pytdxdata_mac_snapshot
601138,2018-06-08 13:28:00,2018-06-08,19.829999923706055,5.0,pytdxdata_mac_snapshot
601138,2018-06-08 13:29:00,2018-06-08,19.829999923706055,20.0,pytdxdata_mac_snapshot
601138,2018-06-08 13:30:00,2018-06-08,19.829999923706055,50.0,pytdxdata_mac_snapshot
601138,2018-06-08 13:31:00,2018-06-08,19.829999923706055,45.0,pytdxdata_mac_snapshot
601138,2018-06-08 13:32:00,2018-06-08,19.829999923706055,55.0,pytdxdata_mac_snapshot
601138,2018-06-08 13:33:00,2018-06-08,19.829999923706055,14.0,pytdxdata_mac_snapshot
601138,2018-06-08 13:34:00,2018-06-08,19.829999923706055,18.0,pytdxdata_mac_snapshot
601138,2018-06-08 13:35:00,2018-06-08,19.829999923706055,50.0,pytdxdata_mac_snapshot
601138,2018-06-08 13:36:00,2018-06-08,19.829999923706055,55.0,pytdxdata_mac_snapshot
601138,2018-06-08 13:37:00,2018-06-08,19.829999923706055,13.0,pytdxdata_mac_snapshot
601138,2018-06-08 13:38:00,2018-06-08,19.829999923706055,13.0,pytdxdata_mac_snapshot
601138,2018-06-08 13:39:00,2018-06-08,19.829999923706055,11.0,pytdxdata_mac_snapshot
601138,2018-06-08 13:40:00,2018-06-08,19.829999923706055,12.0,pytdxdata_mac_snapshot
601138,2018-06-08 13:41:00,2018-06-08,19.829999923706055,20.0,pytdxdata_mac_snapshot
601138,2018-06-08 13:42:00,2018-06-08,19.829999923706055,42.0,pytdxdata_mac_snapshot
601138,2018-06-08 13:43:00,2018-06-08,19.829999923706055,30.0,pytdxdata_mac_snapshot
601138,2018-06-08 13:44:00,2018-06-08,19.829999923706055,55.0,pytdxdata_mac_snapshot
601138,2018-06-08 13:45:00,2018-06-08,19.829999923706055,20.0,pytdxdata_mac_snapshot
601138,2018-06-08 13:46:00,2018-06-08,19.829999923706055,39.0,pytdxdata_mac_snapshot
601138,2018-06-08 13:47:00,2018-06-08,19.829999923706055,35.0,pytdxdata_mac_snapshot
601138,2018-06-08 13:48:00,2018-06-08,19.829999923706055,29.0,pytdxdata_mac_snapshot
601138,2018-06-08 13:49:00,2018-06-08,19.829999923706055,10.0,pytdxdata_mac_snapshot
601138,2018-06-08 13:50:00,2018-06-08,19.829999923706055,15.0,pytdxdata_mac_snapshot
601138,2018-06-08 13:51:00,2018-06-08,19.829999923706055,20.0,pytdxdata_mac_snapshot
601138,2018-06-08 13:52:00,2018-06-08,19.829999923706055,36.0,pytdxdata_mac_snapshot
601138,2018-06-08 13:53:00,2018-06-08,19.829999923706055,1097.0,pytdxdata_mac_snapshot
601138,2018-06-08 13:54:00,2018-06-08,19.829999923706055,105.0,pytdxdata_mac_snapshot
601138,2018-06-08 13:55:00,2018-06-08,19.829999923706055,75.0,pytdxdata_mac_snapshot
601138,2018-06-08 13:56:00,2018-06-08,19.829999923706055,30.0,pytdxdata_mac_snapshot
601138,2018-06-08 13:57:00,2018-06-08,19.829999923706055,78.0,pytdxdata_mac_snapshot
601138,2018-06-08 13:58:00,2018-06-08,19.829999923706055,40.0,pytdxdata_mac_snapshot
601138,2018-06-08 13:59:00,2018-06-08,19.829999923706055,75.0,pytdxdata_mac_snapshot
601138,2018-06-08 14:00:00,2018-06-08,19.829999923706055,35.0,pytdxdata_mac_snapshot
601138,2018-06-08 14:01:00,2018-06-08,19.829999923706055,35.0,pytdxdata_mac_snapshot
601138,2018-06-08 14:02:00,2018-06-08,19.829999923706055,15.0,pytdxdata_mac_snapshot
601138,2018-06-08 14:03:00,2018-06-08,19.829999923706055,53.0,pytdxdata_mac_snapshot
601138,2018-06-08 14:04:00,2018-06-08,19.829999923706055,60.0,pytdxdata_mac_snapshot
601138,2018-06-08 14:05:00,2018-06-08,19.829999923706055,30.0,pytdxdata_mac_snapshot
