date,cash,shares,open_equity,equity,id
2020-01-02,20218.0,0,20218.0,20218.0,ON1_F8
2020-01-03,1983.5254177999996,1000,20218.0,20203.5254178,ON1_F8
2020-01-06,19961.1594029,0,19961.1594029,19961.1594029,ON1_F8
2020-01-07,19961.1594029,0,19961.1594029,19961.1594029,ON1_F8
2020-01-08,19961.1594029,0,19961.1594029,19961.1594029,ON1_F8
2020-01-09,19961.1594029,0,19961.1594029,19961.1594029,ON1_F8
2020-01-10,1916.7836226,1000,19961.1594029,19946.7836226,ON1_F8
2020-01-13,19904.402412800002,0,19904.402412800002,19904.402412800002,ON1_F8
2020-01-14,19904.402412800002,0,19904.402412800002,19904.402412800002,ON1_F8
2020-01-15,19904.402412800002,0,19904.402412800002,19904.402412800002,ON1_F8
2020-01-16,19904.402412800002,0,19904.402412800002,19904.402412800002,ON1_F8
2020-01-17,899.5274229000024,1000,19904.402412800002,19889.527422900002,ON1_F8
2020-01-20,19745.839451700005,0,19745.839451700005,19745.839451700005,ON1_F8
2020-01-21,19745.839451700005,0,19745.839451700005,19745.839451700005,ON1_F8
2020-01-22,19745.839451700005,0,19745.839451700005,19745.839451700005,ON1_F8
2020-01-23,19745.839451700005,0,19745.839451700005,19745.839451700005,ON1_F8
2020-02-03,19745.839451700005,0,19745.839451700005,19745.839451700005,ON1_F8
2020-02-04,19745.839451700005,0,19745.839451700005,19745.839451700005,ON1_F8
2020-02-05,19745.839451700005,0,19745.839451700005,19745.839451700005,ON1_F8
2020-02-06,19745.839451700005,0,19745.839451700005,19745.839451700005,ON1_F8
2020-02-07,430.8032587000089,1000,19745.839451700005,19730.80325870001,ON1_F8
2020-02-10,19297.08489770001,0,19297.08489770001,19297.08489770001,ON1_F8
2020-02-11,19297.08489770001,0,19297.08489770001,19297.08489770001,ON1_F8
2020-02-12,19297.08489770001,0,19297.08489770001,19297.08489770001,ON1_F8
2020-02-13,19297.08489770001,0,19297.08489770001,19297.08489770001,ON1_F8
2020-02-14,932.5427142000117,1000,19297.08489770001,19282.54271420001,ON1_F8
2020-02-17,19339.523318600015,0,19339.523318600015,19339.523318600015,ON1_F8
2020-02-18,19339.523318600015,0,19339.523318600015,19339.523318600015,ON1_F8
2020-02-19,19339.523318600015,0,19339.523318600015,19339.523318600015,ON1_F8
2020-02-20,19339.523318600015,0,19339.523318600015,19339.523318600015,ON1_F8
2020-02-21,19339.523318600015,0,19339.523318600015,19339.523318600015,ON1_F8
2020-02-24,19339.523318600015,0,19339.523318600015,19339.523318600015,ON1_F8
2020-02-25,19339.523318600015,0,19339.523318600015,19339.523318600015,ON1_F8
2020-02-26,19339.523318600015,0,19339.523318600015,19339.523318600015,ON1_F8
2020-02-27,19339.523318600015,0,19339.523318600015,19339.523318600015,ON1_F8
2020-02-28,2245.6415478000126,1000,19339.523318600015,19325.641547800013,ON1_F8
2020-03-02,19514.354370800014,0,19514.354370800014,19514.354370800014,ON1_F8
2020-03-03,19514.354370800014,0,19514.354370800014,19514.354370800014,ON1_F8
2020-03-04,19514.354370800014,0,19514.354370800014,19514.354370800014,ON1_F8
2020-03-05,19514.354370800014,0,19514.354370800014,19514.354370800014,ON1_F8
2020-03-06,2510.519400900015,1000,19514.354370800014,19500.519400900015,ON1_F8
2020-03-09,19160.174307700014,0,19160.174307700014,19160.174307700014,ON1_F8
2020-03-10,19160.174307700014,0,19160.174307700014,19160.174307700014,ON1_F8
2020-03-11,19160.174307700014,0,19160.174307700014,19160.174307700014,ON1_F8
2020-03-12,19160.174307700014,0,19160.174307700014,19160.174307700014,ON1_F8
2020-03-13,3497.0361512000145,1000,19160.174307700014,19147.036151200016,ON1_F8
2020-03-16,19148.210548000017,0,19148.210548000017,19148.210548000017,ON1_F8
2020-03-17,19148.210548000017,0,19148.210548000017,19148.210548000017,ON1_F8
2020-03-18,19148.210548000017,0,19148.210548000017,19148.210548000017,ON1_F8
2020-03-19,19148.210548000017,0,19148.210548000017,19148.210548000017,ON1_F8
2020-03-20,5566.154012300018,1000,19148.210548000017,19136.154012300016,ON1_F8
2020-03-23,18641.24869330002,0,18641.24869330002,18641.24869330002,ON1_F8
2020-03-24,18641.24869330002,0,18641.24869330002,18641.24869330002,ON1_F8
2020-03-25,18641.24869330002,0,18641.24869330002,18641.24869330002,ON1_F8
2020-03-26,18641.24869330002,0,18641.24869330002,18641.24869330002,ON1_F8
2020-03-27,5559.452162600019,1000,18641.24869330002,18629.45216260002,ON1_F8
2020-03-30,18374.941911000016,0,18374.941911000016,18374.941911000016,ON1_F8
2020-03-31,18374.941911000016,0,18374.941911000016,18374.941911000016,ON1_F8
2020-04-01,18374.941911000016,0,18374.941911000016,18374.941911000016,ON1_F8
2020-04-02,18374.941911000016,0,18374.941911000016,18374.941911000016,ON1_F8
2020-04-03,4402.682571400017,1000,18374.941911000016,18362.682571400015,ON1_F8
2020-04-07,18725.877889900017,0,18725.877889900017,18725.877889900017,ON1_F8
2020-04-08,18725.877889900017,0,18725.877889900017,18725.877889900017,ON1_F8
2020-04-09,18725.877889900017,0,18725.877889900017,18725.877889900017,ON1_F8
2020-04-10,5093.795353700018,1000,18725.877889900017,18713.795353700018,ON1_F8
2020-04-13,18508.37340810002,0,18508.37340810002,18508.37340810002,ON1_F8
2020-04-14,18508.37340810002,0,18508.37340810002,18508.37340810002,ON1_F8
2020-04-15,18508.37340810002,0,18508.37340810002,18508.37340810002,ON1_F8
2020-04-16,18508.37340810002,0,18508.37340810002,18508.37340810002,ON1_F8
2020-04-17,4506.09846820002,1000,18508.37340810002,18496.09846820002,ON1_F8
2020-04-20,18539.73443880002,0,18539.73443880002,18539.73443880002,ON1_F8
2020-04-21,18539.73443880002,0,18539.73443880002,18539.73443880002,ON1_F8
2020-04-22,18539.73443880002,0,18539.73443880002,18539.73443880002,ON1_F8
2020-04-23,18539.73443880002,0,18539.73443880002,18539.73443880002,ON1_F8
2020-04-24,4577.480299300021,1000,18539.73443880002,18527.48029930002,ON1_F8
2020-04-27,18551.207439300022,0,18551.207439300022,18551.207439300022,ON1_F8
2020-04-28,18551.207439300022,0,18551.207439300022,18551.207439300022,ON1_F8
2020-04-29,18551.207439300022,0,18551.207439300022,18551.207439300022,ON1_F8
2020-04-30,3848.5684924000234,1000,18551.207439300022,18538.568492400023,ON1_F8
2020-05-06,18251.642251700025,0,18251.642251700025,18251.642251700025,ON1_F8
2020-05-07,18251.642251700025,0,18251.642251700025,18251.642251700025,ON1_F8
2020-05-08,3799.133307300026,1000,18251.642251700025,18239.133307300028,ON1_F8
2020-05-11,18272.100702300027,0,18272.100702300027,18272.100702300027,ON1_F8
2020-05-12,18272.100702300027,0,18272.100702300027,18272.100702300027,ON1_F8
2020-05-13,18272.100702300027,0,18272.100702300027,18272.100702300027,ON1_F8
2020-05-14,18272.100702300027,0,18272.100702300027,18272.100702300027,ON1_F8
2020-05-15,4469.929764400029,1000,18272.100702300027,18259.92976440003,ON1_F8
2020-05-18,18074.21911570003,0,18074.21911570003,18074.21911570003,ON1_F8
2020-05-19,18074.21911570003,0,18074.21911570003,18074.21911570003,ON1_F8
2020-05-20,18074.21911570003,0,18074.21911570003,18074.21911570003,ON1_F8
2020-05-21,18074.21911570003,0,18074.21911570003,18074.21911570003,ON1_F8
2020-05-22,4802.3237831000315,1000,18074.21911570003,18062.32378310003,ON1_F8
2020-05-25,18027.19054060003,0,18027.19054060003,18027.19054060003,ON1_F8
2020-05-26,18027.19054060003,0,18027.19054060003,18027.19054060003,ON1_F8
2020-05-27,18027.19054060003,0,18027.19054060003,18027.19054060003,ON1_F8
2020-05-28,18027.19054060003,0,18027.19054060003,18027.19054060003,ON1_F8
2020-05-29,4605.21720650003,1000,18027.19054060003,18015.21720650003,ON1_F8
2020-06-01,18039.76487110003,0,18039.76487110003,18039.76487110003,ON1_F8
2020-06-02,18039.76487110003,0,18039.76487110003,18039.76487110003,ON1_F8
2020-06-03,18039.76487110003,0,18039.76487110003,18039.76487110003,ON1_F8
2020-06-04,18039.76487110003,0,18039.76487110003,18039.76487110003,ON1_F8
2020-06-05,3947.443130300031,1000,18039.76487110003,18027.44313030003,ON1_F8
2020-06-08,18170.790397800032,0,18170.790397800032,18170.790397800032,ON1_F8
2020-06-09,18170.790397800032,0,18170.790397800032,18170.790397800032,ON1_F8
2020-06-10,18170.790397800032,0,18170.790397800032,18170.790397800032,ON1_F8
2020-06-11,18170.790397800032,0,18170.790397800032,18170.790397800032,ON1_F8
2020-06-12,4348.609059700033,1000,18170.790397800032,18158.609059700033,ON1_F8
2020-06-15,18002.822436500035,0,18002.822436500035,18002.822436500035,ON1_F8
2020-06-16,18002.822436500035,0,18002.822436500035,18002.822436500035,ON1_F8
2020-06-17,18002.822436500035,0,18002.822436500035,18002.822436500035,ON1_F8
2020-06-18,18002.822436500035,0,18002.822436500035,18002.822436500035,ON1_F8
2020-06-19,3640.360293000036,1000,18002.822436500035,17990.360293000034,ON1_F8
2020-06-22,17973.540416600037,0,17973.540416600037,17973.540416600037,ON1_F8
2020-06-23,17973.540416600037,0,17973.540416600037,17973.540416600037,ON1_F8
2020-06-24,17973.540416600037,0,17973.540416600037,17973.540416600037,ON1_F8
2020-06-29,17973.540416600037,0,17973.540416600037,17973.540416600037,ON1_F8
2020-06-30,17973.540416600037,0,17973.540416600037,17973.540416600037,ON1_F8
2020-07-01,17973.540416600037,0,17973.540416600037,17973.540416600037,ON1_F8
2020-07-02,17973.540416600037,0,17973.540416600037,17973.540416600037,ON1_F8
2020-07-03,2050.2670575000375,1000,17973.540416600037,17960.267057500037,ON1_F8
2020-07-06,18230.636124600038,0,18230.636124600038,18230.636124600038,ON1_F8
2020-07-07,18230.636124600038,0,18230.636124600038,18230.636124600038,ON1_F8
2020-07-08,18230.636124600038,0,18230.636124600038,18230.636124600038,ON1_F8
2020-07-09,18230.636124600038,0,18230.636124600038,18230.636124600038,ON1_F8
2020-07-10,2187.3003643000375,1000,18230.636124600038,18217.30036430004,ON1_F8
2020-07-13,18118.049303900036,0,18118.049303900036,18118.049303900036,ON1_F8
2020-07-14,18118.049303900036,0,18118.049303900036,18118.049303900036,ON1_F8
2020-07-15,18118.049303900036,0,18118.049303900036,18118.049303900036,ON1_F8
2020-07-16,18118.049303900036,0,18118.049303900036,18118.049303900036,ON1_F8
2020-07-17,3315.358356000037,1000,18118.049303900036,18105.358356000037,ON1_F8
2020-07-20,18167.74834480004,0,18167.74834480004,18167.74834480004,ON1_F8
2020-07-21,18167.74834480004,0,18167.74834480004,18167.74834480004,ON1_F8
2020-07-22,18167.74834480004,0,18167.74834480004,18167.74834480004,ON1_F8
2020-07-23,18167.74834480004,0,18167.74834480004,18167.74834480004,ON1_F8
2020-07-24,3995.385003200039,1000,18167.74834480004,18155.38500320004,ON1_F8
2020-07-27,18198.76266050004,0,18198.76266050004,18198.76266050004,ON1_F8
2020-07-28,18198.76266050004,0,18198.76266050004,18198.76266050004,ON1_F8
2020-07-29,18198.76266050004,0,18198.76266050004,18198.76266050004,ON1_F8
2020-07-30,18198.76266050004,0,18198.76266050004,18198.76266050004,ON1_F8
2020-07-31,3596.17571460004,1000,18198.76266050004,18186.17571460004,ON1_F8
2020-08-03,18248.86960140004,0,18248.86960140004,18248.86960140004,ON1_F8
2020-08-04,18248.86960140004,0,18248.86960140004,18248.86960140004,ON1_F8
2020-08-05,18248.86960140004,0,18248.86960140004,18248.86960140004,ON1_F8
2020-08-06,18248.86960140004,0,18248.86960140004,18248.86960140004,ON1_F8
2020-08-07,3936.4334584000426,1000,18248.86960140004,18236.433458400043,ON1_F8
2020-08-10,18099.871895300043,0,18099.871895300043,18099.871895300043,ON1_F8
2020-08-11,18099.871895300043,0,18099.871895300043,18099.871895300043,ON1_F8
2020-08-12,18099.871895300043,0,18099.871895300043,18099.871895300043,ON1_F8
2020-08-13,18099.871895300043,0,18099.871895300043,18099.871895300043,ON1_F8
