id,window,n,mean,median,win,cash,pf,pf_cash,worst,tail5,mdd_cash,max_loss_run,months,years,clusters,fee,gross,delete1,delete5,delete10,delete5_cash,ci_low,ci_high,increment,inc_low,inc_high,p_mean,p_inc
ON1_F4,2022,8,-0.2178502073379628,-0.3107587458049094,12.5,-162.39650949998844,0.4320719483784004,0.427600551422519,-0.8953491935101403,-0.8953491935101403,-283.7118552499901,7.0,5.0,1.0,6.0,157.0515095,0.09089682115857312,-0.43838592726352205,-0.7130545339719522,,-195.75391054999477,,,,,,,
ON1_F4,2023,67,-0.17702220119777817,-0.29208490282373295,40.298507462686565,-3919.6558471498925,0.7982965907219853,0.674665149842275,-5.717791951694962,-4.124560140492947,-7192.288411199935,7.0,11.0,1.0,12.0,1768.0108471500002,0.07050469550993367,-0.2645126574554286,-0.5589711614745054,-0.7895422237133982,-7984.7197160998985,,,,,,,
ON1_F4,2024,59,0.2706499331457729,-0.1888670391316765,44.06779661016949,2702.433609100173,1.310024214256947,1.228558526340426,-6.670425540886715,-5.013097673462134,-2755.678850699951,6.0,12.0,1.0,13.0,1284.2963909000002,0.469930788555057,0.10643260140440151,-0.23844932299785454,-0.5890699093304754,-3456.337725299842,,,,,,,
ON1_F4,2025,71,-0.30915056948107933,-0.3124496115655163,35.2112676056338,-12714.75784455571,0.640601514411727,0.5802261521048939,-8.310725936842765,-4.8772131623689,-13474.115912006868,8.0,12.0,1.0,13.0,2423.977844556,-0.12193002160431797,-0.39636936497254793,-0.6640738583195294,-0.8669281549550794,-25010.00556193174,,,,,,,
ON1_F4,2026,43,-0.5845230255586575,-0.6439444396581809,34.883720930232556,-16653.183041546745,0.42515585605041284,0.42688827418453934,-5.664649953627819,-4.078553781606843,-18542.632847012872,12.0,9.0,1.0,11.0,2225.0080415469997,-0.4063105762317818,-0.7130143720145762,-0.9588562990883505,-1.2754529251805138,-24739.853795990774,,,,,,,
ON1_F5,all,776,-0.3244286519314739,-0.28932888255021805,30.412371134020617,-48316.744662186335,0.43930286180530465,0.5329543935313441,-10.234040128153762,-3.296765520463583,-49416.79218258935,15.0,96.0,9.0,84.0,19886.959662188,-0.0735101758902319,-0.33474954677193625,-0.36047195033326196,-0.3841598764108121,-58957.65336288037,,,,,,,
ON1_F5,main2020,603,-0.2903588115973643,-0.28792499179821696,30.514096185737976,-37233.038492986605,0.49311729562238166,0.5799222047492474,-10.160302220729761,-3.2019869075158653,-38360.28907648968,15.0,78.0,7.0,70.0,15590.813492988,-0.04618188675222849,-0.30358908345953073,-0.33654448695874906,-0.36694130661900337,-47873.94719368062,-0.3740672460498706,-0.20381404264462022,0.0387765910279228,-0.05301724822660676,0.13204072357677843,1.0,0.2178910544727636
ON1_F5,old2020_2023,371,-0.2562930374683926,-0.28878332623944164,28.30188679245283,-12591.193258299472,0.40823378176558395,0.43862255600254385,-5.966708952003329,-2.0230020268362936,-12863.311658099494,15.0,46.0,4.0,42.0,8482.553258299999,0.020525404974979858,-0.2777269777032444,-0.3146650303497006,-0.34328858784245414,-15913.35906844948,-0.3250897734726424,-0.170041393691629,0.09148400029825093,0.015117858993765299,0.18166462056791116,1.0,0.02448775612193903
ON1_F5,recent2024,232,-0.3448346831570561,-0.2642122977759658,34.05172413793103,-24641.845234687135,0.566946258542008,0.6277923829484271,-10.160302220729761,-4.358021315324301,-25961.761988840197,11.0,32.0,3.0,28.0,7108.260234688,-0.15285604722979013,-0.37092330755864306,-0.44743746406316587,-0.5243102117787644,-35282.75393538116,-0.531833724616434,-0.15514958044002647,-0.04339053028232892,-0.2382297009467534,0.14260235509529232,1.0,0.6681659170414792
ON1_F5,2018,66,-0.5336064311389002,-0.37424997180618,21.21212121212121,-5194.471705999895,0.12033092117492744,0.11045211290343847,-5.370142518680945,-3.1063252459058956,-5237.090137099896,14.0,6.0,1.0,4.0,1645.3317060000002,-0.25966123038432143,-0.558263734171629,-0.6367080604029128,-0.7123542949362613,-5680.274297699897,,,,,,,
ON1_F5,2019,107,-0.38740416869575367,-0.3236413853004557,35.51401869158878,-5889.234463199837,0.34775320624840383,0.3440920371900684,-10.234040128153762,-3.433752292894732,-5901.881628799844,11.0,12.0,1.0,12.0,2650.8144632,-0.11269698667159771,-0.4195937612589672,-0.5145377471270266,-0.5885331007038537,-7446.432565799839,,,,,,,
