start,id,dividend_tax,initial,profit,return_pct
2020-01-01,hold1000,0.0,20218.0,49302.077113588995,243.85239446824113
2020-01-01,hold1000,0.2,20218.0,48562.077113588995,240.19228961118307
2024-01-01,hold1000,0.0,15620.000000000002,51984.392826389,332.8066122047951
2024-01-01,hold1000,0.2,15620.000000000002,51544.392826389,329.9897107963444
