date,code,open,high,low,close,preclose,volume,amount,adjustflag,tradestatus,pctChg,signal_close,chain_return_error_pct,action_ratio,stage,stage_v3,ordinal,vr,r3,r5,clv,upper,bias20,decelerate,gap,rt_cash,rt_pct,pt_cash,pt_pct,extra_cash_needed,exit_date,next_open,next_close,dividend_today,dividend,exit0935close,exit0935open,cash,net,fee,gross,price_only,event,calendar_days
2024-09-30,sh.601138,24.3,25.29,23.5,25.19,23.0,279167424,6863945912.08,3,1,9.5217,212.52798234480545,3.913043479286671e-05,1.0,C,C,1533,1.0990601136287703,11.75898931000976,21.951219512195163,1.0,0.0,17.794678753425043,False,5.65217391304349,-937.3838294499952,-3.85754662325101,842.1714019500047,3.4657259339506363,937.3838294499952,2024-10-08,27.71,27.71,0.0,0.0,27.64,27.65,2469.172940100003,9.795255174145314,24.377059900000003,10.003969829297343,10.003969829297343,False,8.0
2018-06-11,sh.601138,21.81,21.81,21.81,21.81,19.83,1932286,42143158.0,3,1,9.984869,158.38779956427015,2.406959161760369e-06,1.0,UNKNOWN,UNKNOWN,1,,,,1.0,0.0,,False,9.984871406959162,-54.045294999994034,-0.2478005272810363,-54.045294999994034,-0.2478005272810363,54.045294999994034,2018-06-12,23.99,23.99,0.0,0.0,,,2122.206016800002,9.723141300447695,34.8939832,9.995414947271897,9.995414947271897,False,1.0
2018-06-08,sh.601138,16.52,19.83,16.52,19.83,13.77,1672614,33034126.0,3,1,44.00871,144.0087145969499,4.596949885637969e-06,,UNKNOWN,UNKNOWN,0,,,,,,,False,19.970951343500357,-3355.050256549999,-20.309020923426143,3261.641431550001,19.743592200665866,3355.050256549999,2018-06-11,21.81,21.81,0.0,0.0,,,1926.548124800004,9.707824922987792,32.6318752,9.984871406959162,9.984871406959162,False,3.0
2025-04-09,sh.601138,14.58,16.5,14.58,16.33,15.44,218935510,3439909983.46,3,1,5.7642,137.7761791064182,4.8704663210941135e-05,1.0,D,D,1657,2.5146273184973333,-22.800000000000008,-22.255790533736164,0.0,0.2916666666666676,-23.3118931134676,False,-5.569948186528495,-1783.0504637499962,-12.229427049039757,1716.074991250002,11.770061668381356,1783.0504637499962,2025-04-10,17.9,17.96,0.0,0.0,17.75,17.75,1533.5971828500021,9.383628273491086,19.287817150000002,9.614206981016537,9.614206981016537,False,1.0
2023-05-24,sh.601138,15.14,15.29,14.53,14.82,15.23,122492233,1820114878.28,3,1,-2.6921,118.69437915624016,4.484569927898363e-05,1.0,R,R,1203,0.5293296440646708,-6.85015290519877,3.04465493910695,0.1666666666666666,0.5208333333333329,-3.6197949626629033,False,-0.5909389363099149,279.5879716000023,1.8466840924702923,-360.09219159999776,-2.3784160607661677,0.0,2023-05-25,16.0,16.3,0.0,0.0,16.3,16.3,1138.2898059000001,7.674264849426783,26.3001941,7.9622132253711175,7.9622132253711175,False,1.0
2024-02-08,sh.601138,15.5,16.56,15.2,15.7,15.3,187079316,2963949494.0,3,1,2.6144,128.86745099176972,2.0915032688861857e-05,1.0,C,C,1380,1.2090659885270818,9.913793103448263,14.951164537941342,0.5576923076923099,0.44230769230769,9.4420600858369,True,1.3071895424836557,-233.65812599999856,-1.507471780645152,166.24192599999964,1.0725285548387071,233.65812599999856,2024-02-19,16.7,17.27,0.0,0.0,16.87,16.87,965.130180000003,6.142237289007424,18.66982,6.369426751592355,6.369426751592355,False,11.0
2026-07-30,sh.601138,57.0,57.38,53.22,53.8,57.75,152598379,8348593164.95,3,1,-6.8398,465.336796232759,2.6839826845481696e-05,1.0,D,D,1975,0.8248157908654508,-4.149377593361015,-4.875638280349214,0.640625,0.2562500000000004,-7.565244531944026,False,-1.2987012987012991,3100.004162640013,5.438603794105286,-3298.397102639994,-5.786661583578937,0.0,2026-07-31,57.14,56.7,0.0,0.0,56.86,56.85,3239.843851818006,6.018130055801191,44.686148182000004,6.208178438661727,6.208178438661727,False,1.0
2025-09-22,sh.601138,66.55,71.89,64.64,70.5,66.1,239928000,16708442541.98,3,1,6.6566,606.471275775523,1.9062027233118783e-05,1.0,U,U,1771,0.8490479018205295,10.664657625983564,6.78513731825523,0.3030303030303018,0.6969696969696981,20.107569865901056,True,0.6807866868381307,-4071.710719664994,-6.118273057347849,3826.315842165021,5.7495354502855305,4071.710719664994,2025-09-23,74.72,70.87,0.0,0.0,73.27,73.17,4088.9339987939993,5.79616511492171,58.456001206,5.985815602836886,5.985815602836886,False,1.0
2024-05-15,sh.601138,23.88,25.0,23.75,24.3,23.8,142504044,3493813892.81,3,1,2.1008,199.45726491082812,4.033613444631712e-05,1.0,U,U,1438,0.6327941716436131,-1.734104046242768,-6.22537431048068,0.3300970873786414,0.0873786407766991,2.663647147632897,True,0.3361344537815114,-466.5058320999965,-1.953542010468997,373.28427710000346,1.5631669895310027,466.5058320999965,2024-05-16,25.73,25.58,0.0,0.0,25.73,25.7,1381.6261396500042,5.681637553609529,23.35886035,5.884773662551446,5.884773662551446,False,1.0
2023-03-17,sh.601138,12.55,13.59,12.55,13.59,12.35,143764698,1932690618.08,3,1,10.0405,108.84322623031728,1.4170040488536984e-05,1.0,U,U,1159,1.530303832840633,6.373815676141259,10.762331838565007,0.6557377049180321,0.3442622950819679,16.90094183349895,True,1.619433198380582,-1075.875130199996,-8.57271020079678,1003.085400200002,7.992712352191252,1075.875130199996,2023-03-20,14.39,14.88,0.0,0.0,14.88,14.88,761.3473990000002,5.597347911807155,24.662601000000002,5.88668138337014,5.88668138337014,False,3.0
