date,ON1_clv,ON1_r3,ON1_vr,ON1_relative,ON1_gapdays,ON2_clv,ON2_r3,ON2_vr,ON2_relative,ON2_gapdays
2018-06-08,,,,,3.0,,,,,3.0
2018-06-11,1.0,,,,1.0,,,,,1.0
2018-06-12,,,,0.10453189358462633,1.0,,,,,1.0
2018-06-13,,,,0.09110386433944884,1.0,,,,,1.0
2018-06-14,0.7714285714285712,29.70247100353003,,0.08185589315965691,1.0,,,,,1.0
2018-06-15,0.08187134502924005,6.78587803759747,,-0.09263068431895749,4.0,,,,,4.0
2018-06-19,0.5045045045045036,-5.877448937057106,,-0.023173150840392287,1.0,,,,,1.0
2018-06-20,0.0,-20.99533437013995,,-0.06233815203927162,1.0,,,,,1.0
2018-06-21,0.6799999999999983,-14.72735079433235,,-0.02535770041421348,1.0,,,,,1.0
2018-06-22,0.06936416184971154,-19.53055801594329,,-0.07140373445784975,3.0,,,,,3.0
2018-06-25,0.7212121212121204,-7.874015748031493,,0.025418518623109065,1.0,,,,,1.0
2018-06-26,0.1269841269841294,-8.308157099697855,,-0.016715379788437512,1.0,,,,,1.0
2018-06-27,0.8828828828828837,1.9812878370941034,,0.022758581583616433,1.0,,,,,1.0
2018-06-28,0.13235294117647042,-2.4038461538461564,,-0.003016742012675322,1.0,,,,,1.0
2018-06-29,0.14772727272727176,-1.7572762218561189,,-0.011457017440753892,3.0,,,,,3.0
2018-07-02,0.8316831683168332,-0.48569886670261075,,0.009026798238562561,1.0,,,,,1.0
2018-07-03,0.39199999999999874,-3.721948549534726,,-0.020858194657546347,1.0,,,,,1.0
2018-07-04,0.9195402298850569,0.05589714924536526,,0.013541586272873385,1.0,,,,,1.0
2018-07-05,0.06666666666666761,-6.8872017353579285,,-0.030820829174783126,1.0,,,,,1.0
2018-07-06,0.316455696202532,-3.581580443433785,,-0.0030809983128574636,3.0,,,,,3.0
2018-07-09,0.48863636363636387,-3.7430167597765407,,0.01103774074050623,1.0,,,,,1.0
2018-07-10,0.9268292682926802,1.7472335468840638,0.52962099324057,-0.01077971331027383,1.0,,,,,1.0
2018-07-11,0.4411764705882417,2.2995283018867996,0.4229782073502163,-0.01131492716315996,1.0,,,,,1.0
2018-07-12,0.19642857142856962,-3.366221706326178,0.5004898794792587,-0.022714770532138218,1.0,,,,,1.0
2018-07-13,0.8036809815950922,2.804808242701795,1.1109520474190266,0.05711930607380977,3.0,,,,,3.0
2018-07-16,0.45161290322581016,1.5561959654178503,0.7160976946137778,-0.016649146415435356,1.0,,,,,1.0
2018-07-17,0.4444444444444444,7.147147147147148,0.7196814974599206,0.018540524395680436,1.0,,,,,1.0
2018-07-18,0.6097560975609754,-1.5033407572383362,0.5085164160753246,-0.0027521484698648235,1.0,,,,,1.0
2018-07-19,0.05172413793103628,-2.3269012485811813,0.5505702798689762,-0.02324994451257889,1.0,,,,,1.0
2018-07-20,0.11764705882352736,-5.100896860986548,0.49685183898166774,-0.01099130302194673,3.0,,,,,3.0
2018-07-23,0.7600000000000003,-2.2046353872244184,0.7213560583412999,0.0013947934421876251,1.0,,,,,1.0
2018-07-24,0.8076923076923062,0.23242300987800224,0.5168386147288098,-0.013589395930975967,1.0,,,,,1.0
2018-07-25,0.9555555555555527,6.674542232722991,1.3859260994852687,0.030863385145927902,1.0,,,,,1.0
2018-07-26,0.2857142857142869,2.3699421965317935,0.9469438526978771,-0.018720763978256394,1.0,,,,,1.0
2018-07-27,0.30952380952381436,2.9565217391304133,0.7373215629990089,0.01020054039942453,3.0,,,,,3.0
2018-07-30,0.024999999999995116,-4.2635658914728864,0.6108100765663368,-0.02346905551649714,1.0,,,,,1.0
2018-07-31,0.2727272727272737,-3.2185206098249597,0.4296288453040779,-0.00709423937987208,1.0,,,,,1.0
2018-08-01,0.5454545454545527,-3.3220720720720687,0.35853871838367324,-0.0008118813253279455,1.0,,,,,1.0
2018-08-02,0.044444444444443565,-1.7929438982070556,0.5772219246231376,0.006966102430017829,1.0,,,,,1.0
2018-08-03,0.24175824175824048,-5.250875145857659,0.9004260342979099,-0.023573836007055426,3.0,,,,,3.0
2018-08-06,0.018518518518518153,-7.920792079207928,0.6870897271825653,-0.016513681202878883,1.0,,,,,1.0
2018-08-07,0.04054054054054206,-10.83627797408715,0.6758434809221764,-0.029502216510869594,1.0,,,,,1.0
2018-08-08,0.9622641509433971,-4.248768472906406,0.636148361907232,-0.00035517477380619944,1.0,,,,,1.0
