id,window,kind,value,n,mean,median,win,cash,pf,pf_cash,worst,tail5,mdd_cash,max_loss_run,months,years,clusters,fee,gross,delete1,delete5,delete10,delete5_cash,matched_base_mean,matched_base_cash,excluded
ON0,old2020_2023,slip,20.0,970,-0.646273153865933,-0.6012471116054681,15.154639175257731,-89253.99755500007,0.17392314863821423,0.19291781653663367,-10.499785466998494,-3.5595425021788003,-89261.06713940007,69.0,48.0,4.0,1.0,22501.897555,-0.07057361695814651,-0.654527026264921,-0.6776281493601751,-0.6975536552211654,-94055.47693180008,,,
ON0,recent2024,slip,20.0,653,-0.600080682132549,-0.5615869260119717,30.93415007656968,-157155.65308251203,0.43093260028160624,0.42357937889264036,-10.42942204364355,-5.046394853994133,-157155.6530825122,16.0,33.0,3.0,1.0,21247.113082511998,-0.11093137179581691,-0.6155200163076399,-0.6595356737413635,-0.7048833946930636,-174058.15877739197,,,
ON0,main2020,exit0935close,0.0,1619,-0.28981290216746436,-0.3162862347354221,37.615812229771464,-119879.27214106999,0.6253407123358131,0.659404906637903,-10.23087722223011,-4.625189568986794,-124429.02698765825,13.0,81.0,7.0,1.0,43674.367141074,-0.04728972706606098,-0.29598323731766113,-0.3189389792029118,-0.3426961469076111,-139649.98613751502,-0.32911258909466684,-131386.43072804908,4.0
ON0,old2020_2023,exit0935close,0.0,969,-0.3391917046366982,-0.3166810796277486,33.746130030959755,-51308.4774665986,0.469095790198681,0.4549699487146144,-10.23087722223011,-3.852467499701313,-51522.79102939859,13.0,48.0,4.0,1.0,22502.8324666,-0.06189901806766408,-0.34955635450806993,-0.3776083414178755,-0.4001501068936859,-56704.5248497486,-0.34783357399060744,-49839.54809869861,1.0
ON0,recent2024,exit0935close,0.0,650,-0.21620050279409883,-0.3044767001970242,43.38461538461538,-68570.7946744714,0.7780871597348041,0.7340477703792605,-10.160302220729761,-5.3109686362137865,-74189.11788745961,10.0,33.0,3.0,1.0,21171.534674474,-0.02551064555751725,-0.23119903094023858,-0.2835541424622407,-0.3368403804772743,-88341.50867091646,-0.3012039208421031,-81546.88262935044,3.0
ON0,main2020,exit0935open,0.0,1619,-0.2912808186728071,-0.3384104758788546,37.615812229771464,-120228.85385277496,0.6249862500427112,0.659851231298513,-10.23087722223011,-4.638773965563079,-125068.27288281918,16.0,81.0,7.0,1.0,43674.123852779005,-0.048760902207742714,-0.2974520610643547,-0.32035108171646076,-0.3440898520502946,-139669.94572472904,-0.32911258909466684,-131386.43072804908,4.0
ON0,old2020_2023,exit0935open,0.0,969,-0.340201631327821,-0.3424363968725609,33.746130030959755,-51338.402596548585,0.46903476249508624,0.4555603806058056,-10.23087722223011,-3.8655678716735307,-51562.70096444855,13.0,48.0,4.0,1.0,22502.77259655,-0.06291187218091246,-0.3505673245118901,-0.3784432868810526,-0.40085802738711274,-56754.419789798594,-0.34783357399060744,-49839.54809869861,1.0
ON0,recent2024,exit0935open,0.0,650,-0.2183511764224865,-0.3240410210340377,43.38461538461538,-68890.45125622637,0.7770700859089026,0.7341817698091999,-10.160302220729761,-5.314545121429177,-75058.18121642066,16.0,33.0,3.0,1.0,21171.351256229005,-0.027665071586202003,-0.2334140817699234,-0.28555284831734773,-0.33880190242387515,-88331.54312818043,-0.3012039208421031,-81546.88262935044,3.0
ON0,main2020,dividend_tax,0.0,1623,-0.32700886190472406,-0.29295259359963366,30.868761552680223,-131511.47060837405,0.5113681398783831,0.5656867510960923,-10.23087722223011,-4.1369749560615015,-131573.8174544739,22.0,81.0,7.0,1.0,43786.310608378,-0.08468289123065349,-0.3332494685853962,-0.35213158128135913,-0.37063932544841616,-149473.9901990941,,,
ON0,main2020,dividend_tax,0.1,1623,-0.32807213226500564,-0.2929934367456236,30.868761552680223,-131881.47060837405,0.5101810198234275,0.5647135269851868,-10.23087722223011,-4.1369749560615015,-131943.8174544739,22.0,81.0,7.0,1.0,43786.310608378,-0.08574705073919323,-0.3343133944761094,-0.3531981373967713,-0.3717091876894186,-149843.9901990941,,,
ON0,main2020,dividend_tax,0.2,1623,-0.3291354026252871,-0.2929934367456236,30.80714725816389,-132251.47060837405,0.5090866642638987,0.5637751005358459,-10.23087722223011,-4.1369749560615015,-132313.8174544739,22.0,81.0,7.0,1.0,43786.310608378,-0.08681121024773295,-0.3353773203668226,-0.3542646935121834,-0.372779049930421,-150213.99019909409,,,
ON0,main2020,shares,100.0,1623,-0.8737508083504467,-0.9804417185771591,17.86814540973506,-27653.597643589594,0.21708561768506038,0.3335686875297758,-10.740153228731643,-4.485239400035117,-27653.597643589583,140.0,81.0,7.0,1.0,18807.08164359,-0.08681121024773295,-0.8800980066250843,-0.8992017511654573,-0.9184842682025778,-29409.420361139597,,,
ON0,main2020,shares,500.0,1623,-0.3883037540433307,-0.3787059998556293,28.219346888478125,-73355.24550458853,0.4563095092655881,0.5321383399345445,-10.278271160633443,-4.172088384689246,-73381.41892763849,29.0,81.0,7.0,1.0,29122.6655045905,-0.08681121024773295,-0.3945565000949631,-0.4134609124326655,-0.4320492586745171,-82333.58932724857,,,
ON0,main2020,shares,1000.0,1623,-0.3291354026252871,-0.2929934367456236,30.80714725816389,-132251.47060837405,0.5090866642638987,0.5637751005358459,-10.23087722223011,-4.1369749560615015,-132313.8174544739,22.0,81.0,7.0,1.0,43786.310608378,-0.08681121024773295,-0.3353773203668226,-0.3542646935121834,-0.372779049930421,-150213.99019909409,,,
ON0,main2020,current_fees,1.0,1623,-0.30123825084945993,-0.2541741741143952,32.039433148490446,-126251.68801927405,0.5367050588884474,0.5775197911366614,-10.213887194477932,-4.125704421072834,-126323.643942324,16.0,81.0,7.0,1.0,37786.528019278005,-0.08681121024773295,-0.3074629693605543,-0.3263146509303476,-0.34477514512908575,-144214.20760999402,,,
ON0,main2020,event,0.0,8,-0.1020011399684434,-0.09012592924036106,50.0,-10.78740555198307,0.7761400891754789,0.9901994068344675,-1.322223162842252,-1.322223162842252,-750.1844445589979,2.0,8.0,7.0,8.0,240.477405552,0.1266708550844986,-0.3016509614143681,-1.1479677835586084,,-1077.2787601589953,,,
ON0,main2020,non_event,0.0,1615,-0.33026052590779786,-0.2930533153861994,30.712074303405572,-132240.68320282205,0.5081890580919899,0.5622212968670708,-10.23087722223011,-4.15708455332418,-132303.03004892194,22.0,81.0,7.0,1.0,43545.833202826005,-0.08786870654659229,-0.3365340796253029,-0.355518177008053,-0.3741287217557766,-150203.20279354206,,,
ON1_F1,main2020,slip,0.0,341,-0.2484338933930505,-0.23934638299679917,33.137829912023456,-31432.07603599998,0.5919781282914505,0.5310355446367702,-10.141061913283412,-3.7943640716733205,-31611.547525999966,13.0,81.0,7.0,105.0,9604.076036,-0.1059518784609088,-0.2782972412618204,-0.34644838114081905,-0.3998636402988377,-43106.81531799998,,,
ON1_F1,old2020_2023,slip,0.0,200,-0.2356351482974641,-0.21245755409046896,32.0,-7802.8248,0.4862292731765517,0.4631239288684539,-10.141061913283412,-2.8942241342459214,-8861.0414,13.0,48.0,4.0,63.0,4712.8248,-0.05550008457329508,-0.2633527160975998,-0.326279716660682,-0.37623424501400604,-10703.689299999998,,,
ON1_F1,recent2024,slip,0.0,141,-0.26658814175558454,-0.3250579950608712,34.751773049645394,-23629.25123599998,0.6756731076847288,0.549839087896919,-4.4419424895366575,-4.030097535123117,-24143.64942599998,10.0,33.0,3.0,42.0,4891.251236,-0.17751470667028996,-0.3392430883537584,-0.4960698936272451,-0.6205331964688672,-35303.99051799998,,,
ON1_F1,main2020,slip,5.0,341,-0.3481318538180911,-0.33905723859379727,29.61876832844575,-39939.64349125104,0.4859624688038625,0.45185885985346075,-10.23087722223011,-3.890521925271008,-40035.88046325605,14.0,81.0,7.0,105.0,9601.313491252,-0.1059518784609088,-0.377965345076807,-0.4460483278001185,-0.4994101463417149,-51350.165895920065,,,
ON1_F1,old2020_2023,slip,5.0,200,-0.33534709011797803,-0.31219529136180557,27.500000000000004,-10494.027902599715,0.3661500520240392,0.36171729049959733,-10.23087722223011,-2.991281744732878,-11378.063474499744,14.0,48.0,4.0,63.0,4711.5129026,-0.05550008457329508,-0.3630369443530247,-0.4259010053601087,-0.47580554215697407,-13309.315989749717,,,
ON1_F1,recent2024,slip,5.0,141,-0.3662662704139962,-0.4246831245010836,32.62411347517731,-29445.61558865132,0.5872790231199851,0.47812522152119225,-4.537453228723166,-4.126019779565237,-29867.926894306336,11.0,33.0,3.0,42.0,4889.800588652,-0.17751470667028996,-0.4388485664465626,-0.5955184738727569,-0.7198571689502514,-40856.13799332036,,,
ON1_F1,main2020,slip,10.0,341,-0.44773024403176753,-0.4386685166443015,26.099706744868033,-48447.21094650305,0.40192430168683646,0.3859785583451216,-10.320602827996373,-3.986583730043277,-48491.13203870304,24.0,81.0,7.0,105.0,9598.550946503998,-0.1059518784609088,-0.4775339085260203,-0.5455488023311136,-0.598857233721496,-59593.5164738411,,,
ON1_F1,old2020_2023,slip,10.0,200,-0.4349594589109187,-0.4118334312486187,22.0,-13185.23100519972,0.27945933154178687,0.2857080209281074,-10.320602827996373,-3.088242417581754,-13895.085548999741,24.0,48.0,4.0,63.0,4710.2010052,-0.05550008457329508,-0.46262162734063633,-0.5254228118003873,-0.5752774070605617,-15914.942679499729,,,
ON1_F1,recent2024,slip,10.0,141,-0.4658448328556664,-0.5242087283374596,31.914893617021278,-35261.979941303325,0.5118140211853945,0.4166013003198032,-4.6328685709481805,-4.221846210810641,-35623.12300080334,11.0,33.0,3.0,42.0,4888.349941304,-0.17751470667028996,-0.5383545508333084,-0.6948677169659755,-0.8190819286240446,-46408.28546864138,,,
ON1_F1,main2020,slip,20.0,341,-0.6466289098854827,-0.637592936177072,19.64809384164223,-65462.34585700797,0.28371936246019513,0.28712351454861834,-10.499785466998494,-4.178419768176665,-65469.41544140796,63.0,81.0,7.0,105.0,9593.025857008,-0.1059518784609088,-0.676373010208754,-0.7442519304803228,-0.7974537476432861,-76080.21762968398,,,
ON1_F1,old2020_2023,slip,20.0,200,-0.633886073424724,-0.6108115150166424,14.499999999999998,-18567.637210400026,0.17443405292814634,0.1878205077888575,-10.499785466998494,-3.2818735306925504,-18929.129698000022,63.0,48.0,4.0,63.0,4707.5772104,-0.05550008457329508,-0.6614929533563959,-0.7241685733693888,-0.7739234353154978,-21126.19605900002,,,
ON1_F1,recent2024,slip,20.0,141,-0.6647038552198923,-0.7229619551604257,26.95035460992908,-46894.70864660794,0.39249970131083556,0.3200409460323536,-4.823413635643232,-4.4132122073639195,-47201.295465607946,11.0,33.0,3.0,42.0,4885.448646608001,-0.17751470667028996,-0.7370686341859398,-0.8932687864565194,-1.0172344035660945,-57512.58041928396,,,
ON1_F1,main2020,exit0935close,0.0,341,-0.2369033689517561,-0.25738434069596483,39.29618768328446,-28933.31303618708,0.6844862733658232,0.63736349579539,-10.23087722223011,-4.636683404910737,-29063.515004387104,8.0,81.0,7.0,105.0,9609.473036188,0.005515931691998069,-0.2655938031664685,-0.353887380982183,-0.42070599360611344,-44975.96648543609,-0.3481318538180911,-39939.64349125104,0.0
ON1_F1,old2020_2023,exit0935close,0.0,200,-0.20314713808732116,-0.271769926792094,39.0,-6709.331397499697,0.653848524912106,0.6338453334659186,-10.23087722223011,-3.680160948854419,-8390.544947649729,8.0,48.0,4.0,63.0,4714.9213975,0.07700478121246239,-0.22735328478038572,-0.31648077580239514,-0.3995531213886937,-10433.017749749708,-0.33534709011797803,-10494.027902599715,0.0
ON1_F1,recent2024,exit0935close,0.0,141,-0.2847845474828694,-0.2553578481121868,39.71631205673759,-22223.981638687386,0.7104199707010159,0.6384123671939962,-7.31882114826869,-4.89090670237565,-24914.186496710652,7.0,33.0,3.0,42.0,4894.551638688001,-0.0958866917412847,-0.35480332470810755,-0.5701465632511504,-0.7064442140123228,-38266.63508793639,-0.3662662704139962,-29445.61558865132,0.0
ON1_F1,main2020,exit0935open,0.0,341,-0.23747517476057897,-0.2046427804507676,39.589442815249264,-28943.28090176108,0.6846295308859511,0.6377970386638027,-10.23087722223011,-4.650591895272899,-29093.452480161097,8.0,81.0,7.0,105.0,9609.445901762001,0.004942247007275408,-0.2662838499630043,-0.35506814520777547,-0.42225353984584807,-44995.9242535601,-0.3481318538180911,-39939.64349125104,0.0
ON1_F1,old2020_2023,exit0935open,0.0,200,-0.20479202682797998,-0.20388849990368435,39.5,-6709.325600399685,0.6521744657750995,0.6345990942227253,-10.23087722223011,-3.7015710322385744,-8440.468473399713,8.0,48.0,4.0,63.0,4714.9156004,0.075355495014378,-0.22947633698944297,-0.31782212707461377,-0.40146223271050585,-10452.9817627497,-0.33534709011797803,-10494.027902599715,0.0
ON1_F1,recent2024,exit0935open,0.0,141,-0.2838342498422797,-0.2553578481121868,39.71631205673759,-22233.9553013614,0.7121205485973298,0.6387510861356753,-7.31882114826869,-4.888549551105313,-24494.667429176672,7.0,33.0,3.0,42.0,4894.5303013620005,-0.0949347005205297,-0.3541293115844676,-0.5710129247909568,-0.7108720166296069,-38286.59865316043,-0.3662662704139962,-29445.61558865132,0.0
ON1_F1,main2020,dividend_tax,0.0,341,-0.346234637139508,-0.33905723859379727,29.61876832844575,-39771.64349125104,0.48876382285092024,0.4541645316996501,-10.23087722223011,-3.890521925271008,-39867.88046325605,14.0,81.0,7.0,105.0,9601.313491252,-0.1040532641677372,-0.37606254834916925,-0.444122878730485,-0.4974556119387033,-51182.165895920065,,,
ON1_F1,main2020,dividend_tax,0.1,341,-0.34718324547879953,-0.33905723859379727,29.61876832844575,-39855.64349125104,0.4873631458273914,0.4530116957765554,-10.23087722223011,-3.890521925271008,-39951.88046325605,14.0,81.0,7.0,105.0,9601.313491252,-0.10500257131432297,-0.37701394671298827,-0.4450856032653018,-0.49843287914020906,-51266.165895920065,,,
ON1_F1,main2020,dividend_tax,0.2,341,-0.3481318538180911,-0.33905723859379727,29.61876832844575,-39939.64349125104,0.4859624688038625,0.45185885985346075,-10.23087722223011,-3.890521925271008,-40035.88046325605,14.0,81.0,7.0,105.0,9601.313491252,-0.1059518784609088,-0.377965345076807,-0.4460483278001185,-0.4994101463417149,-51350.165895920065,,,
ON1_F1,main2020,shares,100.0,341,-0.8798362885849447,-1.0320942844345038,15.542521994134898,-7016.884225134899,0.21158006159998824,0.2743261411410128,-10.656572145554696,-4.174668779264288,-7016.884225134897,107.0,81.0,7.0,105.0,3983.051225135,-0.1059518784609088,-0.9101340564722875,-0.9809473479487895,-1.0356897315005356,-8115.422416829902,,,
ON1_F1,main2020,shares,500.0,341,-0.4055695638773198,-0.40771964644588476,26.97947214076246,-21447.321838997515,0.43615783326074614,0.42793516099985,-10.278271160633443,-3.918122769473451,-21489.21762492252,24.0,81.0,7.0,105.0,6278.156838998,-0.1059518784609088,-0.43544962242314883,-0.5038521905903468,-0.5573630481086315,-27139.62659579303,,,
ON1_F1,main2020,shares,1000.0,341,-0.3481318538180911,-0.33905723859379727,29.61876832844575,-39939.64349125104,0.4859624688038625,0.45185885985346075,-10.23087722223011,-3.890521925271008,-40035.88046325605,14.0,81.0,7.0,105.0,9601.313491252,-0.1059518784609088,-0.377965345076807,-0.4460483278001185,-0.4994101463417149,-51350.165895920065,,,
ON1_F1,main2020,current_fees,1.0,341,-0.3192861788033586,-0.3030297724634606,30.498533724340177,-38626.75318240104,0.5135951863989959,0.46287103250540607,-10.184137554537864,-3.8824226598880216,-38732.59923135604,13.0,81.0,7.0,105.0,8288.423182402,-0.1059518784609088,-0.3490348298414429,-0.41693010509827066,-0.47000804542408453,-50037.27558707005,,,
ON1_F1,main2020,event,0.0,2,0.9399187993748894,0.9399187993748894,100.0,520.447309600005,,,0.5842899885967491,0.5842899885967491,0.0,0.0,2.0,2.0,2.0,53.0776904,1.1662523375113643,0.5842899885967491,,,,,,
ON1_F1,main2020,non_event,0.0,339,-0.35573097271598475,-0.3435028653250498,29.20353982300885,-40460.09080085104,0.4778226072353002,0.4447161175369742,-10.23087722223011,-3.9616811455584005,-40556.32777285606,14.0,81.0,7.0,106.0,9548.235800852,-0.11345750805366556,-0.38576347610906564,-0.4543475321544599,-0.5081598663764663,-51870.61320552008,,,
ON1_F2,main2020,slip,0.0,375,-0.18477051833997332,-0.1886620479251749,37.333333333333336,-14161.791439999997,0.6890971346868244,0.7658749234791536,-10.124054586730972,-4.310677008554319,-20428.738317999996,13.0,80.0,7.0,96.0,9951.79144,-0.04474988749219717,-0.2106470843893078,-0.2726257658981179,-0.3214397517540952,-26044.35320199999,,,
ON1_F2,old2020_2023,slip,0.0,214,-0.21334493156508363,-0.187544830558322,35.981308411214954,-5943.443600000012,0.5582101124768102,0.6026074972466084,-10.124054586730972,-4.067603962902698,-6169.404200000008,13.0,47.0,4.0,61.0,4813.4436,-0.03667352158422353,-0.25088172318540664,-0.3209373903439041,-0.3788149911804437,-9826.945000000012,,,
ON1_F2,recent2024,slip,0.0,161,-0.14678962125814962,-0.20026598300213777,39.130434782608695,-8218.347839999984,0.8022676712369432,0.8195040730678071,-5.60094825646986,-4.012528945008697,-14474.689917999995,6.0,33.0,3.0,36.0,5138.34784,-0.0554849328605596,-0.2070387137917078,-0.32181904296833697,-0.4180789808709144,-20100.90960199998,,,
ON1_F2,main2020,slip,5.0,375,-0.2845292997095456,-0.28842356619769227,32.266666666666666,-22969.43742877509,0.5684755497715671,0.6521972592445205,-10.213887194477932,-4.406318963772034,-27188.075513620268,14.0,80.0,7.0,96.0,9949.002428775999,-0.04474988749219717,-0.3103799884079429,-0.3722966557735628,-0.42106176470440687,-34587.71756415612,,,
ON1_F2,old2020_2023,slip,5.0,214,-0.3130723405180421,-0.28730746445427524,28.971962616822427,-8763.056375999715,0.4314184411239031,0.4797263059544622,-10.213887194477932,-4.163489075803876,-8811.896663899717,14.0,47.0,4.0,61.0,4812.151376,-0.03667352158422353,-0.3505715761515858,-0.4205570509278079,-0.4783765756336017,-12544.180021199722,,,
ON1_F2,recent2024,slip,5.0,161,-0.24659010261005324,-0.300015879155465,36.64596273291926,-14206.381052775378,0.6932550360326869,0.7112430212273736,-5.695300769436614,-4.108468795447849,-18425.019137620548,9.0,33.0,3.0,36.0,5136.851052776,-0.0554849328605596,-0.30677896746068545,-0.42144450094981795,-0.5176081399550087,-25824.661188156402,,,
ON1_F2,main2020,slip,10.0,375,-0.38418845092591436,-0.38808546478251266,28.26666666666667,-31777.08341755096,0.47228196921952903,0.5573883128715459,-10.303630087073254,-4.501865387710355,-33958.017509241225,25.0,80.0,7.0,96.0,9946.213417552,-0.04474988749219717,-0.41001328811294513,-0.47186800343413526,-0.5205842844304258,-43131.08192631299,,,
ON1_F2,old2020_2023,slip,10.0,214,-0.4127001616772907,-0.3869704769920358,22.897196261682243,-11582.669151999684,0.33834443681457793,0.3863911963716036,-10.303630087073254,-4.259278432180596,-11617.602927799682,25.0,47.0,4.0,61.0,4810.859152000001,-0.03667352158422353,-0.4501618788600237,-0.5200772316136979,-0.5778387383843079,-15261.415042399696,,,
ON1_F2,recent2024,slip,10.0,161,-0.3462908975048303,-0.39966614967344716,35.40372670807454,-20194.414265551277,0.600414969512995,0.6183842473062858,-5.789559045228404,-4.204312816349068,-22375.34835724154,9.0,33.0,3.0,36.0,5135.3542655520005,-0.0554849328605596,-0.40641959472063294,-0.520970447567481,-0.6170378836018147,-31548.412774313314,,,
ON1_F2,main2020,slip,20.0,375,-0.583208459313545,-0.5871109991620207,23.200000000000003,-49392.375395104,0.3333529978362647,0.4119116826953111,-10.48284726385976,-4.6926722137018775,-49639.21482484002,53.0,80.0,7.0,96.0,9940.635395104,-0.04474988749219717,-0.6089816708418974,-0.6707126679977835,-0.7193314398023791,-60217.810650628024,,,
ON1_F2,old2020_2023,slip,20.0,214,-0.6116576367096344,-0.5859982342792177,16.355140186915886,-17221.894704000028,0.21924990969214989,0.2610443751519096,-10.48284726385976,-4.450570448556834,-17229.01545560003,53.0,47.0,4.0,61.0,4808.2747039999995,-0.03667352158422353,-0.6490444293737803,-0.7188197487388063,-0.7764653938761977,-20696.72547360003,,,
ON1_F2,recent2024,slip,20.0,161,-0.5453940247622212,-0.5986684102168995,32.298136645962735,-32170.480691103978,0.45260644896078633,0.46985397459549394,-5.977793449455453,-4.395713943280732,-32417.32012083997,10.0,33.0,3.0,36.0,5132.360691104001,-0.0554849328605596,-0.6054025664937994,-0.7197244025006427,-0.8155997198000916,-42995.91594662798,,,
ON1_F2,main2020,exit0935close,0.0,373,-0.332472778145188,-0.42087762438818543,36.72922252010724,-30259.247432715056,0.5814049695945254,0.6175526009596007,-10.213887194477932,-4.716841559162322,-33316.622945341216,9.0,80.0,7.0,96.0,9903.232432716,-0.0925953077393552,-0.3594250957500167,-0.4299149196573438,-0.4804272438628236,-43151.97902293809,-0.2909036751454683,-23486.932164275102,2.0
ON1_F2,old2020_2023,exit0935close,0.0,213,-0.3371361328091529,-0.3124314762097776,36.15023474178404,-9880.25577424971,0.4872796743505226,0.5085021539923764,-10.213887194477932,-4.6031672200927085,-10019.005185099712,9.0,47.0,4.0,61.0,4794.07577425,-0.06052429188902137,-0.38445181914717297,-0.44533191748839074,-0.5079260779695918,-13456.632568449719,-0.3131666076719032,-8721.562010949718,1.0
ON1_F2,recent2024,exit0935close,0.0,160,-0.32626468724878477,-0.5961551015546522,37.5,-20378.991658465347,0.6658015885838211,0.6546968719889725,-6.8453154870945,-4.670589960428391,-23436.3671710915,9.0,33.0,3.0,36.0,5109.156658466,-0.13528984759011203,-0.38156666213642165,-0.5173213259425687,-0.6316649381699644,-33271.72324868837,-0.2612661462196518,-14765.370153325382,1.0
ON1_F2,main2020,exit0935open,0.0,373,-0.33469609853471394,-0.4164379105118728,36.72922252010724,-30888.586619708032,0.5804063386315328,0.6129720774223052,-10.213887194477932,-4.761682749514357,-34125.756018420216,9.0,80.0,7.0,96.0,9902.886619709001,-0.09482052278873843,-0.3616543928072565,-0.43131507926247303,-0.48201178623580804,-43673.572203161035,-0.2909036751454683,-23486.932164275102,2.0
ON1_F2,old2020_2023,exit0935open,0.0,213,-0.3328619568017386,-0.3124314762097776,36.15023474178404,-9790.401823699714,0.4929155875478848,0.5129832062043558,-10.213887194477932,-4.639775186730275,-9919.16133199972,9.0,47.0,4.0,61.0,4794.176823700001,-0.05623885289077448,-0.3801574819321765,-0.4420057954055088,-0.5044742602282796,-13416.703143149723,-0.3131666076719032,-8721.562010949718,1.0
ON1_F2,recent2024,exit0935open,0.0,160,-0.3371377997167375,-0.6374791453940671,37.5,-21098.184796008318,0.6579705994350546,0.6466374675724011,-6.903518994703361,-4.726921839700097,-24335.354194720523,9.0,33.0,3.0,36.0,5108.7097960090005,-0.146182370840403,-0.39250815895951874,-0.5265191209378386,-0.6421795107949579,-33883.17037946134,-0.2612661462196518,-14765.370153325382,1.0
ON1_F2,main2020,dividend_tax,0.0,375,-0.2812246983085579,-0.2861913627108582,32.266666666666666,-22739.43742877509,0.5713390114451795,0.6544765754840443,-10.213887194477932,-4.406318963772034,-27088.075513620268,14.0,80.0,7.0,96.0,9949.002428775999,-0.041442156180870784,-0.30706655117433235,-0.3689473975968862,-0.41766662627873463,-34357.71756415612,,,
ON1_F2,main2020,dividend_tax,0.1,375,-0.2828769990090517,-0.28842356619769227,32.266666666666666,-22854.43742877509,0.5699036837896295,0.6533349293844278,-10.213887194477932,-4.406318963772034,-27138.075513620264,14.0,80.0,7.0,96.0,9949.002428775999,-0.04309602183653397,-0.3087232697911375,-0.37062202668522437,-0.4193641954915706,-34472.71756415612,,,
ON1_F2,main2020,dividend_tax,0.2,375,-0.2845292997095456,-0.28842356619769227,32.266666666666666,-22969.43742877509,0.5684755497715671,0.6521972592445205,-10.213887194477932,-4.406318963772034,-27188.075513620268,14.0,80.0,7.0,96.0,9949.002428775999,-0.04474988749219717,-0.3103799884079429,-0.3722966557735628,-0.42106176470440687,-34587.71756415612,,,
