id,window,n,mean,median,win,cash,pf,pf_cash,worst,tail5,mdd_cash,max_loss_run,months,years,clusters,fee,gross,delete1,delete5,delete10,delete5_cash
ON1_F7,all,938,-0.10968526175083282,-0.2018967588709713,41.15138592750533,-3434.639619016677,0.8006455886843303,0.9734802948619925,-10.200745196903522,-3.9072532269797864,-19267.770196187827,11,100,9,36,25427.414619019,0.136432624752134,-0.12020920557340574,-0.15341900642136952,-0.180388297498288,-19039.457924983697
ON1_F7,main2020,764,-0.12352436626315265,-0.19720058170344312,41.8848167539267,-2947.1404738169467,0.7853531320817542,0.9750808663871312,-10.200745196903522,-4.087016518820172,-19267.770196187827,11,81,7,29,21021.455473819,0.11641629028903094,-0.13646640357149228,-0.17159709702325687,-0.2017061055393026,-18551.958779783992
ON1_F7,old2020_2023,433,-0.20727353477985125,-0.22070352233676474,34.8729792147806,-9086.79910219938,0.5742161620436121,0.6945047512029383,-8.235700377192982,-3.2448085352340112,-13184.668547699413,11,48,4,24,10097.1841022,0.07058225856585768,-0.2303256728233231,-0.2738927384815652,-0.31065521123141887,-13977.698137449386
ON1_F7,recent2024,331,-0.013967296874238798,0.039534570574180077,51.057401812688816,6139.658628382431,0.979800713002228,1.0693561083393408,-10.200745196903522,-4.705653704255528,-14349.135461338627,8,33,3,6,10924.271371619001,0.17637440429547813,-0.03816891521239136,-0.10457666984224223,-0.16951850072718572,-9465.159677584612
ON1_F7,2018,55,0.05138443029530328,-0.20390641156747086,41.81818181818181,1033.0993422000895,1.14958840230454,1.3707530567123467,-2.5811538582742677,-2.0426501119126885,-919.7417569999698,6,7,1,5,1385.0906578000001,0.32626901553871285,-0.03033301085353995,-0.19551082960500263,-0.3465177715141926,-1594.0695264999206
ON1_F7,2019,119,-0.09527986019726258,-0.20391904702379912,36.134453781512605,-1520.5984873998175,0.8029233345455397,0.8202192761090215,-3.9767216105873695,-3.19446643795764,-2565.38590319991,8,12,1,4,3020.8684873999996,0.1772013477483432,-0.17828996851485174,-0.31187711103026267,-0.38888309448071934,-5186.099696099826
ON1_F7,2020,107,-0.039285615671686494,-0.20391272329747592,39.25233644859813,236.4655323001645,0.91180657326064,1.0331955650425304,-5.4392016374207,-2.718378492927769,-3851.540401399882,7,12,1,5,2734.5294676999997,0.23220712076396052,-0.13164916015915532,-0.2605435889619156,-0.34902057385610297,-3822.6793955998437
ON1_F7,2021,103,-0.2539300402630669,-0.28022765064833677,29.126213592233007,-3339.280274299849,0.2547324551764267,0.2593884640585778,-1.9266652483443614,-1.3871116831969557,-3571.8800445998563,10,12,1,8,2395.7252743,0.029022218548265963,-0.26659480785812284,-0.31056121234961287,-0.3492366092503963,-3887.6226515998583
ON1_F7,2022,109,-0.25300272647652916,-0.3033535785288039,27.522935779816514,-2708.4640773498786,0.33244586390143566,0.3181355467655199,-1.7431615528846014,-1.4690195390417535,-2709.7182224998814,11,12,1,3,2173.08407735,0.05359755471014706,-0.29822954117976946,-0.34033376811883226,-0.3819061654259477,-3403.2565627998847
ON1_F7,2023,114,-0.27906831885761024,-0.20989541840401849,42.98245614035088,-3275.5202828498172,0.6331349867004981,0.7683527114241361,-8.235700377192982,-5.449302187068581,-4372.310080249932,8,12,1,10,2793.8452828499994,-0.027328648566708955,-0.3191024788852374,-0.44052867846270755,-0.5667687176410282,-6373.490019649826
ON1_F7,2024,121,0.10681118535358058,0.1563031707746626,56.19834710743802,3780.448270250309,1.1536538925385713,1.2041951059377165,-10.200745196903522,-4.924567272408359,-5111.905887649951,7,12,1,3,2612.2367297500004,0.30539334022783515,0.046199342780657765,-0.10930229844293153,-0.2719988272277015,-2314.3918513997055
ON1_F7,2025,126,-0.12903526215415084,-0.14059676468522486,46.82539682539682,1505.5936462814718,0.819259027286605,1.0409446134936697,-6.168734283395745,-4.782341192278011,-10304.581419638735,8,12,1,3,4168.131353719,0.06099008012404404,-0.19384807828911335,-0.3271504510092535,-0.4554839555082218,-13697.83570433256
ON1_F7,2026,84,-0.015343876925396304,-0.010392998618241299,50.0,853.6167118506518,0.9764851852946836,1.0256817068059154,-5.1822823635,-3.382332628333679,-11518.448847767657,5,9,1,2,4143.903288150001,0.16360218522149592,-0.057117400410865826,-0.20244993637757602,-0.37154943410043806,-8547.601743695384
ON1_F8,all,422,-0.13520557007975692,-0.20391157810394894,40.28436018957346,-6286.561502457018,0.7912001952228845,0.9046474932758336,-10.244442283408958,-4.5279036648515385,-8826.043784328498,12,100,9,1,11230.401502458,0.11334730202464013,-0.15882801672785446,-0.24955562667861592,-0.31870371877443265,-21474.315668228017
ON1_F8,main2020,342,-0.11326198338328552,-0.20391269379215204,39.76608187134503,-3726.767013657158,0.8227171332552806,0.9355194721928044,-10.200745196903522,-4.258376587245038,-8826.043784328498,12,81,7,1,9217.307013657999,0.12933187300857055,-0.14236200230455417,-0.24754855620544552,-0.3230047354350612,-18914.521179428164
ON1_F8,old2020_2023,204,-0.15344396692972806,-0.2851361614497505,34.80392156862745,-3534.606779649708,0.6973212467970179,0.7622965105922487,-6.165217137601177,-3.111335679229062,-7953.315250999757,12,48,4,1,4750.39677965,0.12416812299420275,-0.2025242055292309,-0.3101014910346536,-0.3643808172842869,-8579.136725849716
ON1_F8,recent2024,138,-0.05386252944506608,-0.14698269825431687,47.10144927536232,-192.16023400745053,0.9354085219159106,0.9955235544318931,-10.200745196903522,-5.3761948337340115,-5441.711750333945,7,33,3,1,4466.910234008001,0.13696524259502726,-0.12560146401445854,-0.3247712200296105,-0.47948542886310863,-15220.055732908462
ON1_F8,2018,29,-0.3660062503434507,-0.20390578146257823,44.827586206896555,-1521.0944935999407,0.4929049752957079,0.5446725016889693,-10.244442283408958,-7.436945512910025,-2031.472904799996,8,7,1,1,733.8944936,-0.09171421796629478,-0.4888998206375725,-0.7718622285819509,-1.0768292357255005,-2992.4413255999543
ON1_F8,2019,51,-0.15111707836497493,-0.20391878691475895,41.17647058823529,-1038.6999951999203,0.772206879500567,0.7832542457032341,-3.6081658008298603,-3.377415409928344,-1876.186282499975,10,12,1,1,1279.1999952000003,0.12276025895077573,-0.3481376783578397,-0.5370615528416636,-0.7143223638778933,-3372.3558204999267
ON1_F8,2020,52,-0.04384374523776581,-0.34720869588352593,32.69230769230769,233.04652330007752,0.9206015674785596,1.055146666301359,-3.0707322628939746,-2.476358587190896,-2472.69393419994,7,12,1,1,1324.3184767000002,0.22806048946832777,-0.2359044088698787,-0.4288222783293383,-0.6180311567721386,-2986.302586099928
ON1_F8,2021,52,-0.2675138054345036,-0.2911753958983316,23.076923076923077,-1723.6517735999296,0.2624986414333674,0.2773199505601904,-1.5473676805653567,-1.3091597856788875,-2017.592848499936,12,12,1,1,1204.8717735999999,0.01592995039695492,-0.3003364388675353,-0.3766114438675713,-0.44514442326490067,-2239.5107555999384
ON1_F8,2022,50,-0.05842251199492571,-0.20189650159875783,36.0,-324.55628109994484,0.8160313968833575,0.7850957411221751,-1.9533340344638765,-1.4388540665976899,-656.063479799976,9,12,1,1,998.9162811,0.2475978158921829,-0.15413507880040261,-0.2613723836311749,-0.3658012945792192,-1118.4078626999521
ON1_F8,2023,50,-0.24381702037920455,-0.21078054368548466,48.0,-1719.4452482499114,0.6949523015690892,0.7452128133683235,-6.165217137601177,-5.182591913250463,-3432.413262099944,4,12,1,1,1222.29024825,0.00525806846427018,-0.44899378546386876,-0.6806030863415111,-0.8921297579398185,-5043.0837686499235
ON1_F8,2024,51,-0.18180906089924953,0.08558720465337684,56.86274509803921,-1781.6016552498697,0.8068280065476955,0.8304444560898372,-10.200745196903522,-7.546533155457262,-4692.53750749999,3,12,1,1,1098.85665525,0.016858228735534452,-0.33304988799932106,-0.6939535483176157,-0.958240729372219,-6986.383007449891
ON1_F8,2025,53,0.055424495297204425,-0.31650460581138357,37.735849056603776,2647.843017921209,1.0746700278369572,1.1763954947830062,-3.5806604101123516,-3.4159338851077163,-4230.447283799987,7,12,1,1,1703.8069820790001,0.2463328147762348,-0.1314783318424971,-0.5304632671653527,-0.8038463369237785,-9952.1725153188
ON1_F8,2026,34,-0.03230191789144792,-0.16240809478122503,47.05882352941176,-1058.4015966787877,0.9604054587226541,0.9392025646168445,-3.4900142846691096,-3.0614841320211954,-5441.711750333945,4,9,1,1,1664.2465966790003,0.14664101851356057,-0.19449398743700114,-0.5830421538419679,-1.000181882182521,-10954.36987143981
ON2_F1,all,311,-0.25514417891649155,-0.20189574414892147,39.87138263665595,-12118.743929052202,0.5877464058854605,0.7717450381327361,-10.200745196903522,-4.892446079302955,-16150.19352863729,13,80,7,112,8723.858929053,-0.01406066704669146,-0.27129478342783925,-0.3237540025606018,-0.3716476106382042,-22557.646177479237
ON2_F1,main2020,311,-0.25514417891649155,-0.20189574414892147,39.87138263665595,-12118.743929052202,0.5877464058854605,0.7717450381327361,-10.200745196903522,-4.892446079302955,-16150.19352863729,13,80,7,112,8723.858929053,-0.01406066704669146,-0.27129478342783925,-0.3237540025606018,-0.3716476106382042,-22557.646177479237
ON2_F1,old2020_2023,177,-0.28370429447255247,-0.27636129616218447,33.33333333333333,-6026.228619749729,0.38651567458319364,0.4778778134483912,-6.165217137601177,-3.3363793106363184,-7276.735278549789,9,47,4,71,4147.82861975,-0.003523774799130035,-0.3004933238701495,-0.3486802110516916,-0.39257323531419364,-8104.791516499738
ON2_F1,recent2024,134,-0.21741925015960512,-0.12798621189496553,48.507462686567166,-6092.515309302471,0.736640223156194,0.8533733590700844,-10.200745196903522,-6.245506944065865,-13139.674713251901,13,33,3,41,4576.030309303,-0.02797880083638079,-0.2547798702329956,-0.37870592761164634,-0.4937694766083371,-16531.417557729503
ON2_F1,2020,50,-0.3155281233131644,-0.32929949939705366,30.0,-2163.952251099911,0.367756818553368,0.4087458213464657,-3.20085939938554,-2.3443133662386466,-2553.120774399934,8,12,1,16,1291.9972511000003,-0.044820264036575755,-0.35255539841558114,-0.4764295746044451,-0.5999730962885319,-3065.9379421999197
ON2_F1,2021,44,-0.2032657039311012,-0.27934610580954,27.27272727272727,-1091.3640649999345,0.2994328957516307,0.32510971435760755,-1.201102833056458,-1.0625122702371608,-1254.6658389999461,6,12,1,20,1026.9540650000001,0.07919591600685062,-0.2292739029515312,-0.29561511691914144,-0.3678646748696317,-1459.033035599942
ON2_F1,2022,46,-0.2352960316028494,-0.3022831755050296,32.608695652173914,-1041.2022850999476,0.25246050659319746,0.25154139698877076,-1.4178751880687535,-1.1346092532930852,-1045.0472920999557,5,11,1,15,916.4322851000001,0.07115536891529152,-0.26194756064495367,-0.32553342807952756,-0.3931426632996107,-1278.2493529499552
ON2_F1,2023,37,-0.3965390683590282,-0.1540772113821034,45.94594594594595,-1729.7100185499357,0.5052420013350417,0.6450882936118194,-6.165217137601177,-5.17711190986534,-2591.0481540499713,6,12,1,21,912.44501855,-0.13893141113573146,-0.48175306691079367,-0.7515572459141491,-1.0536280793426807,-3808.2729152999455
ON2_F1,2025,51,0.07195631018868437,0.09136449562257376,56.86274509803921,6974.791462527183,1.104871202872663,1.6456036467863036,-9.83232226178813,-5.717489449108853,-3196.5956966499593,3,12,1,16,1626.488537473,0.26242400753156436,-0.021635427999568337,-0.27102461061939287,-0.5339349925809908,-1497.4159862728438
ON2_F1,2026,40,-0.2681895151886472,-0.18777294278358617,42.5,-8223.144357179772,0.6550468896059162,0.6004233224108438,-5.1822823635,-4.91248664739935,-13139.674713251901,6,9,1,9,2012.4443571800002,-0.08908402181320882,-0.3817759554897417,-0.6615455748900093,-0.9523267460016213,-15792.458351276793
ON2_F2,all,411,-0.019589362425909702,-0.20189817022356837,38.19951338199513,9745.43141359803,0.9594937369046391,1.193072692703289,-6.391240648360583,-2.747493333499029,-6453.740698999759,31,80,7,89,10806.503586403001,0.22046480594418147,-0.0435635912824835,-0.11641140544841684,-0.176907547149187,-5387.534013253986
ON2_F2,main2020,411,-0.019589362425909702,-0.20189817022356837,38.19951338199513,9745.43141359803,0.9594937369046391,1.193072692703289,-6.391240648360583,-2.747493333499029,-6453.740698999759,31,80,7,89,10806.503586403001,0.22046480594418147,-0.0435635912824835,-0.11641140544841684,-0.176907547149187,-5387.534013253986
ON2_F2,old2020_2023,234,-0.19540149731023673,-0.2590610924143835,29.059829059829063,-4937.325227449644,0.5623246903004946,0.6481053328245532,-5.716546976131891,-2.2751940587564543,-6453.740698999759,31,47,4,56,5300.69522745,0.08082919965674021,-0.23834246712173707,-0.30631349565169164,-0.3477949553801732,-8614.697924299653
ON2_F2,recent2024,177,0.21284023962455656,0.012972253846172222,50.282485875706215,14682.756641047672,1.3995198747617084,1.4028770157980004,-6.391240648360583,-3.111984768345453,-6253.381885274801,7,33,3,34,5505.808358953001,0.4050678108665614,0.1585133574260502,0.01715539447788184,-0.11056074728901447,-450.2087858043451
ON2_F2,2020,51,-0.16709590933813684,-0.20391078355957162,37.254901960784316,-1109.9164006999135,0.603389711078125,0.6393655480711581,-2.1218381972843465,-1.9370138596392146,-1601.2902166999634,9,12,1,16,1290.0014007,0.10553008848730201,-0.21060510472889432,-0.354340266470857,-0.4907741060632676,-2224.1819087999206
ON2_F2,2021,59,-0.33378016287995554,-0.28905638297872344,15.254237288135593,-2479.019703799909,0.16576304732944516,0.17503845614028038,-1.9266652483443614,-1.695379254276494,-2479.01970379991,31,12,1,13,1359.0297037999997,-0.049467734218811385,-0.35357048865084123,-0.4258037397786712,-0.48131049093693284,-2923.822535099918
ON2_F2,2022,57,-0.27869792521457554,-0.30959262648005637,22.807017543859647,-1544.9737143499378,0.3515565935521231,0.33829046891133496,-1.9533340344638765,-1.6453921243218694,-1544.9737143499376,9,11,1,15,1140.27871435,0.027740345114343243,-0.3663799106911473,-0.4497874743791996,-0.5206008127004329,-2223.9444801499426
ON2_F2,2023,67,-0.02422757682391406,-0.1519389572438065,40.298507462686565,196.58459140011604,0.9534603897965264,1.0350219676952146,-5.716546976131891,-3.0938364903893207,-1355.6553471499815,7,12,1,13,1511.3854086000001,0.22193126648085246,-0.1732286684238118,-0.3651649889565775,-0.48220292516265706,-3434.3022603498907
ON2_F2,2024,68,0.35317442178980163,0.23063018242964806,58.82352941176471,5712.937265650161,1.8725901546624,1.9484785708045596,-3.1897375026934305,-2.6495907096566658,-1915.5491037999554,7,12,1,14,1446.4877343500002,0.5531340755067604,0.2644311612734398,0.0040511169061188445,-0.20196572983385674,-25.91376419984988
ON2_F2,2025,63,0.19795550833132974,-0.15338755168140547,44.44444444444444,6068.752320567204,1.364921425642951,1.5264250217150932,-3.4973094420479875,-2.594553542908707,-2381.0888125349775,5,12,1,14,1851.1276794330004,0.39155188140205455,0.043497185779227183,-0.28843866177480765,-0.48946916937024487,-5258.670817843812
ON2_F2,2026,46,0.02577531971665687,-0.1541641874431136,45.65217391304348,2901.0670548303074,1.0363729039990224,1.153550370070083,-6.391240648360583,-3.8148892286825986,-5161.111261100962,4,9,1,8,2208.1929451700003,0.20469819262156994,-0.09187492600323541,-0.3546976378972439,-0.6341594608941844,-7493.010700688716
ON2_F3,all,244,-0.04359378094852984,-0.23842599585600088,41.39344262295082,1478.7955534276966,0.9382442330752103,1.0308044458758454,-9.83232226178813,-4.580514908660167,-9170.182869344932,12,61,7,74,7068.929446573,0.18144432316848988,-0.0841429095481919,-0.2058709691809465,-0.30493095466270725,-11584.266184935324
ON2_F3,main2020,244,-0.04359378094852984,-0.23842599585600088,41.39344262295082,1478.7955534276966,0.9382442330752103,1.0308044458758454,-9.83232226178813,-4.580514908660167,-9170.182869344932,12,61,7,74,7068.929446573,0.18144432316848988,-0.0841429095481919,-0.2058709691809465,-0.30493095466270725,-11584.266184935324
ON2_F3,old2020_2023,120,-0.1695171309009666,-0.37707032278066427,34.166666666666664,-2216.1563556497867,0.7523063602648112,0.8282578612520761,-8.235700377192982,-4.314415604415973,-6856.42323529985,12,32,4,38,2926.51135565,0.09075376766009496,-0.25337731241080125,-0.4490041113961557,-0.5846561148138611,-7600.616627249798
ON2_F3,recent2024,124,0.07826752545705414,-0.09242005097363712,48.38709677419355,3694.9519090774834,1.1076973433721735,1.105263474303734,-9.83232226178813,-4.783488275402396,-9170.182869344932,8,29,3,37,4142.418090923,0.2692093768862914,-0.0005625882104632369,-0.16570059311357646,-0.3407321782351527,-9368.109829285544
ON2_F3,2021,18,-0.13387558433761654,-0.32022843719983485,33.33333333333333,-269.92754119997244,0.6010922543237929,0.6478391306417097,-1.612104833919764,-1.612104833919764,-369.59630489998676,4,7,1,7,419.6075412,0.14888675002906213,-0.22448241280748324,-0.4455711364982084,-0.66224988214205,-733.5170726999795
ON2_F3,2022,11,-0.4718714861754458,-0.581455663207528,27.27272727272727,-494.11566144999074,0.26701817780970055,0.26985150430550087,-1.7431615528846014,-1.7431615528846014,-494.1156614499908,3,5,1,5,218.75066145,-0.1630936223568251,-0.605004119044199,-1.0979069345707864,-1.7431615528846014,-625.959848949993
ON2_F3,2023,57,0.10056949484787427,-0.22428157989875713,45.614035087719294,854.4859912001177,1.1453802110195626,1.1195379956113924,-8.235700377192982,-5.731035259831029,-2899.2342065499565,3,10,1,13,1414.9440088000003,0.33768797880257223,-0.07281041540072344,-0.47202323424238113,-0.656261118124663,-4255.180765349892
ON2_F3,2024,52,-0.010594587792966894,0.07917436754723806,53.84615384615385,-22.411118849873105,0.9804172038547123,0.996439288968596,-3.1897375026934305,-2.9198044116841575,-3709.09613264995,8,11,1,17,1112.8461188499998,0.18883840309201705,-0.09249326841424285,-0.2873477067284696,-0.4807605126961786,-3246.441018649885
ON2_F3,2025,40,0.5484587121498908,-0.08346038413537984,47.5,9523.387549821166,1.6830310093078447,1.873024178874009,-9.83232226178813,-7.88723585193013,-6427.191652518937,4,10,1,11,1446.607450179,0.7377755710365721,0.3118968456265114,-0.17435666659377067,-0.7169594557038332,-1058.8639780188628
ON2_F4,all,296,-0.23384059153182343,-0.12209613391622279,45.94594594594595,-13746.295548674076,0.7108764007805465,0.808341297442842,-10.200745196903522,-5.524353675632781,-18394.622824959217,9,65,7,71,9145.605548675001,-0.014569365631340616,-0.25239595195000725,-0.31410538751948186,-0.3766954613939511,-23143.744103039106
ON2_F4,main2020,296,-0.23384059153182343,-0.12209613391622279,45.94594594594595,-13746.295548674076,0.7108764007805465,0.808341297442842,-10.200745196903522,-5.524353675632781,-18394.622824959217,9,65,7,71,9145.605548675001,-0.014569365631340616,-0.25239595195000725,-0.31410538751948186,-0.3766954613939511,-23143.744103039106
ON2_F4,old2020_2023,124,-0.20496334028930893,-0.09810930303499038,45.96774193548387,-2359.571016749801,0.6969482702987053,0.8300241098160982,-6.165217137601177,-4.626436852836984,-4985.105920549915,8,32,4,37,3180.74601675,0.056307916182270164,-0.2492312595748511,-0.3581049644210923,-0.4672479078782262,-5922.691315899809
ON2_F4,recent2024,172,-0.25465907498572926,-0.140600221599974,45.93023255813954,-11386.724531924274,0.7183864010660214,0.8031374367540582,-10.200745196903522,-5.937614640377744,-16054.185066559425,9,33,3,34,5964.859531925,-0.06566694089231578,-0.28393511179617975,-0.38577229236520755,-0.4895385463371391,-20784.173086289302
ON2_F4,2020,32,-0.3744459725484696,-0.47728531989651685,40.625,-1575.5873255999516,0.51468404140031,0.5921546300004688,-5.4392016374207,-4.254966950157337,-1979.3288893999656,8,9,1,12,847.8073256,-0.10633861811898945,-0.4568678410450038,-0.7669744108737068,-1.0952228955806584,-3242.950414699959
ON2_F4,2021,17,-0.19782807327348048,-0.14091221536522144,35.294117647058826,-421.01009779997946,0.26462109483909624,0.2962678301244031,-0.875960081444162,-0.875960081444162,-518.4904099999836,5,7,1,7,410.12009780000005,0.08056567796023129,-0.23336281126085898,-0.37695327651961247,-0.5767777757665049,-592.3597914999848
ON2_F4,2022,8,-0.09363585769161067,-0.04810670535547717,37.5,-72.31211929998793,0.3962701516642774,0.3798265457934124,-0.5484881073903011,-0.5484881073903011,-98.10425484999288,3,5,1,6,157.03211930000003,0.21502438268392599,-0.14441882370516515,-0.3815171943661831,,-107.72976019999615
ON2_F4,2023,67,-0.13911968607673464,0.05061920635255807,52.23880597014925,-290.6614740498819,0.8253228735274774,0.968758666468456,-6.165217137601177,-5.009713398909911,-2652.390236449988,5,11,1,12,1765.7864740500002,0.10888366865095252,-0.22062135907535757,-0.4277428312480146,-0.6396403879808988,-3853.78177319989
ON2_F4,2025,71,-0.12239051168359968,-0.12924686298156646,46.478873239436616,-2814.862435212751,0.8105685947644293,0.862320485264216,-6.168734283395745,-4.8656515342638444,-6390.904071383978,9,12,1,12,2461.677435212999,0.06484129989530388,-0.19201813641624144,-0.3682465673676697,-0.5316793120711439,-11408.425657644771
ON2_F4,2026,43,-0.005915103565242113,-0.06466283392967674,48.837209302325576,-1633.2188874116991,0.9913513665899285,0.9186767671227067,-5.1822823635,-4.152642424723994,-11323.282766183933,6,9,1,11,2240.368887412,0.17302821144792888,-0.07113043617773288,-0.3361616694682081,-0.6163772665473526,-9258.092515097724
ON2_F5,all,607,-0.1755617340793231,-0.21963399864681216,36.24382207578254,-7608.977596311619,0.6697769692221244,0.9043669620082982,-8.235700377192982,-3.182072209984562,-18828.94106481813,13,77,7,70,15767.782596313,0.06846195192063659,-0.18955767700979562,-0.2287990146068161,-0.2647414065478913,-23001.51441278465
ON2_F5,main2020,607,-0.1755617340793231,-0.21963399864681216,36.24382207578254,-7608.977596311619,0.6697769692221244,0.9043669620082982,-8.235700377192982,-3.182072209984562,-18828.94106481813,13,77,7,70,15767.782596313,0.06846195192063659,-0.18955767700979562,-0.2287990146068161,-0.2647414065478913,-23001.51441278465
ON2_F5,old2020_2023,371,-0.22262103915281828,-0.27636129616218447,30.997304582210244,-8511.781327599454,0.5025661299554435,0.6152289094514156,-8.235700377192982,-2.507229643100791,-12037.434732249583,13,46,4,41,8458.9113276,0.05440566239032378,-0.2456713113715744,-0.2960400395959264,-0.3311801320295682,-12977.96072219947
ON2_F5,recent2024,236,-0.1015829112731083,-0.19626785225567092,44.49152542372881,902.803731287835,0.8469825681748917,1.0157166117754466,-6.080902189917678,-3.688458603989183,-8985.227605895816,7,31,3,29,7308.871268713,0.09055891554667915,-0.13594099495816914,-0.21515136457567988,-0.29475438204478016,-14489.733085185188
ON2_F5,2020,102,-0.12768010462709287,-0.2742256127085473,34.31372549019608,-1397.9961743998497,0.7030759431899631,0.7714255017968837,-3.950006198907945,-2.0283928979578776,-3997.5920187998627,10,11,1,7,2518.0761743999997,0.14721263826512063,-0.1829164957497155,-0.2968952469397143,-0.3759927006631855,-3992.0144524998564
ON2_F5,2021,91,-0.2607896978880308,-0.2867314569536267,23.076923076923077,-2937.9361814998647,0.24396425241293446,0.2641170926932346,-2.8571236783575564,-1.5752541527688766,-2977.46622269987,13,12,1,13,2122.0811814999997,0.021693013304740716,-0.2793762375624861,-0.32792847912334677,-0.3662373569901992,-3574.990939799874
ON2_F5,2022,96,-0.34117884099146406,-0.3048316384853469,20.833333333333336,-3199.771563249892,0.1693322550538209,0.16383721205675916,-2.854933342492619,-1.896772371503377,-3199.771563249892,13,12,1,12,1922.52156325,-0.03513580332539382,-0.35893710919265365,-0.4051955207531416,-0.44949588851730937,-3577.1801558498964
ON2_F5,2023,82,-0.15956101964317987,-0.14947411610817968,47.5609756097561,-976.0774084498489,0.7452303616017976,0.8807683558654685,-8.235700377192982,-3.832878710511255,-2215.802842149964,6,11,1,11,1896.23240845,0.08009493356431979,-0.264073867808984,-0.44086694643248187,-0.5605933850848026,-4841.660986449861
ON2_F5,2024,93,-0.1606544800987855,-0.15194798702328582,47.31182795698925,-3056.5168295997814,0.7638745814586757,0.7851658683134625,-6.080902189917678,-4.583158616868436,-5964.258629799942,6,11,1,11,2026.7968296000001,0.03675800819423562,-0.21277509065250752,-0.3709338624935327,-0.49395556176185557,-7149.982253699795
ON2_F5,2025,87,-0.07856249533614112,-0.20527990405114477,37.93103448275862,4975.791011537292,0.8679577825275477,1.2900834403021348,-3.4973094420479875,-2.702300105010826,-5543.889375545974,7,12,1,11,2520.7639884630003,0.11643015069673121,-0.17218027731349342,-0.36388835965632593,-0.5210062358467326,-8729.271867072734
ON2_F5,2026,56,-0.039245773518253944,-0.06758908165339896,50.0,-1016.4704506496764,0.9472119513844979,0.9609985046524391,-3.662314556867083,-3.2312708264704573,-8208.572515622847,4,8,1,8,2761.3104506500003,0.13971403922029912,-0.11562627224684108,-0.34285730712645135,-0.5893448915764302,-11097.994329812705
ON2_F6,all,194,-0.13212230340761272,-0.2029014505820443,40.20618556701031,-4400.843094929611,0.8048312389953388,0.8469927046391387,-10.200745196903522,-5.258788464310877,-6660.347311007831,12,63,7,73,4810.85309493,0.11595960940523856,-0.1834512868789563,-0.2980325913642907,-0.3930523187959572,-11722.285458671628
ON2_F6,main2020,194,-0.13212230340761272,-0.2029014505820443,40.20618556701031,-4400.843094929611,0.8048312389953388,0.8469927046391387,-10.200745196903522,-5.258788464310877,-6660.347311007831,12,63,7,73,4810.85309493,0.11595960940523856,-0.1834512868789563,-0.2980325913642907,-0.3930523187959572,-11722.285458671628
ON2_F6,old2020_2023,119,-0.23680981027334963,-0.2854495925020411,35.294117647058826,-2604.0625850498486,0.5262089513895275,0.66137361713852,-6.165217137601177,-3.285444235270106,-5496.287594949883,12,37,4,43,2714.30758505,0.04439867672745617,-0.2644722498281356,-0.36269508913186604,-0.44140283236547984,-4991.044645599852
ON2_F6,recent2024,75,0.03398187415268988,-0.08322362568679569,48.0,-1796.7805098797623,1.0354703903966942,0.9147323158088275,-10.200745196903522,-7.122884232268712,-6660.347311007832,7,26,3,30,2096.5455098800003,0.22950295592065326,-0.09764501277175605,-0.4021113192188905,-0.6725031514959459,-9118.222873621777
ON2_F6,2020,18,-0.21319919998513226,-0.20012533287218376,38.88888888888889,-427.5151500999765,0.5977409781391009,0.7103475245433786,-2.20495287642856,-2.20495287642856,-1110.489394999985,6,6,1,7,474.47015010000007,0.055137390766253416,-0.3540127970927336,-0.720922557764671,-1.1341930064425763,-1452.6661875999807
ON2_F6,2021,34,-0.180438316241607,-0.24016001652221733,26.47058823529412,-743.6463949999552,0.3699937180223981,0.4002270857320229,-0.9634531124913669,-0.907592206605391,-918.0534198999676,12,10,1,15,800.6963949999999,0.10105119032144243,-0.2105745904256379,-0.30353273924085644,-0.40273953546265795,-1112.3759055999617
ON2_F6,2022,30,-0.39577556178722606,-0.2997305005213642,33.33333333333333,-1120.299857699971,0.18162251153033518,0.18497914643169977,-1.7431615528846014,-1.5825917547959643,-1171.1312687999748,10,11,1,12,599.0948577,-0.08904256048700082,-0.4281801817614548,-0.554552192332752,-0.7254150450679762,-1312.277114799978
ON2_F6,2023,37,-0.1712057355936434,-0.20190607192073856,43.24324324324324,-312.60118224994557,0.7534425976716385,0.9131584064723757,-6.165217137601177,-5.17711190986534,-2614.853464749979,5,10,1,9,840.04618225,0.09531096866096495,-0.26005472983767225,-0.5975080452280073,-0.872278152828258,-2580.1506597999537
ON2_F6,2024,36,0.03908874253873828,0.10878107212722334,50.0,-210.3312711999147,1.0411838442138208,0.9721393109797323,-10.200745196903522,-7.008261867994008,-5475.953970099978,7,10,1,12,752.3312712000001,0.24096417168325196,-0.1397650898568991,-0.6410050226211431,-1.1072847731762099,-4919.746070849928
ON2_F6,2025,25,0.1521705843153147,-0.25430287749358904,44.0,394.5477409460675,1.1420681206556298,1.0601467476233521,-9.83232226178813,-6.706491335950241,-4142.356869858957,5,9,1,10,637.4072590540001,0.34775838524100927,-0.24875445411161742,-1.0119555247156566,-1.779092362264304,-4926.223602908948
ON2_F6,2026,14,-0.19020134127326446,0.023869949398387588,50.0,-1980.996979625915,0.755844960954923,0.7155002574567587,-4.642690931298699,-4.642690931298699,-4452.101055161988,3,7,1,8,706.806979626,-0.011139151255236025,-0.4099707697300191,-1.1440970230487038,-2.558615175300517,-6559.90569762294
