id,start,end_exclusive,n,mean,median,win,cash,pf,pf_cash,worst,tail5,mdd_cash,max_loss_run,months,years,clusters,fee,gross,delete1,delete5,delete10,delete5_cash
ON2_F3,2020-01-01,2021-01-01,34,8.918074234846373e-05,0.19756519790038551,61.76470588235294,-467.5186657999412,1.0001938672816864,0.8300428517959385,-5.247721537451792,-4.91650799642945,-1993.1131370999879,5.0,10.0,1.0,13.0,874.1286657999999,0.2718733625627448,-0.10219754149983783,-0.31214459421732776,-0.5292655771404057,-1782.7972059999504
ON2_F4,2020-01-01,2021-01-01,32,-0.16172338977912715,-0.0644446033395652,43.75,-1135.64729439995,0.7461455242625483,0.6811110471102882,-2.6808151803853426,-2.502079122971452,-1579.603964999977,3.0,9.0,1.0,12.0,847.8672944000001,0.10633861811898822,-0.3253653586242946,-0.6355100955164951,-0.9137129661338281,-3077.215230899958
ON2_F5,2020-01-01,2021-01-01,102,-0.42159821589764307,-0.27753130425433786,30.392156862745097,-6515.437505599851,0.28187083964392884,0.263855167565488,-5.966708952003329,-3.402775159187245,-6515.43750559985,17.0,11.0,1.0,7.0,2515.5175056000003,-0.14721263826512054,-0.45919375283459507,-0.5253303290879363,-0.5950798960564494,-7584.0619381998595
ON2_F6,2020-01-01,2021-01-01,18,-0.32310464127744926,-0.3324371560847158,27.77777777777778,-1087.0254048999745,0.45945057212195656,0.4133334426324692,-2.6808151803853426,-2.6808151803853426,-1087.0254048999748,4.0,6.0,1.0,7.0,473.98040490000005,-0.055137390766252854,-0.43909998184361926,-0.8276313581712391,-1.2363178349518875,-1852.8845580999812
ON2_F7,2020-01-01,2021-01-01,0,,,,,,,,,,,,,,,,,,,
ON0,2020-02-01,2021-02-01,247,-0.33740587410756906,-0.27617009527596914,32.79352226720648,-13041.742713399613,0.39726599179811706,0.38529884129854425,-5.966708952003329,-3.0640438895479063,-13041.74271339961,15.0,12.0,2.0,1.0,6236.6327134,-0.06511610647480898,-0.35874157946744145,-0.40801083662009285,-0.4501827643521785,-15442.448524499627
ON1_F1,2020-02-01,2021-02-01,57,-0.2232258797950462,-0.2774497315761367,31.57894736842105,-2068.87104949992,0.5489987309043737,0.5242170728476362,-2.6808151803853426,-2.0859427997761966,-2367.2718032999232,7.0,12.0,2.0,14.0,1440.9960495,0.049169922961649015,-0.2720631698202296,-0.4072708423882733,-0.5499073128821061,-3312.5631689999254
ON1_F2,2020-02-01,2021-02-01,51,-0.3017704745480014,-0.13302669457030233,41.17647058823529,-2501.8570748999227,0.5092152632169348,0.4763620179718397,-5.966708952003329,-4.195902792875933,-2544.2954957999264,11.0,12.0,2.0,17.0,1275.3520749,-0.0282926389686248,-0.37531690433365134,-0.5539635040942751,-0.7151623525423618,-3923.2449310999345
ON1_F3,2020-02-01,2021-02-01,36,-0.1121647220462674,-0.20387778377416685,41.66666666666667,-503.0130553999236,0.8172266352113559,0.8526303970198797,-4.58529445540711,-4.158939910875158,-1328.0817650999331,5.0,10.0,2.0,13.0,922.4230554000001,0.15951604102137618,-0.2556887896596198,-0.5350939502950625,-0.7905539784934178,-2589.7758434999396
ON1_F4,2020-02-01,2021-02-01,33,-0.3811270780432802,-0.3923479449357734,21.21212121212121,-2163.546749599951,0.34203255979379177,0.30275404462340916,-2.323343065557561,-2.313302798188464,-2372.370427099952,7.0,10.0,2.0,11.0,856.5467496000001,-0.11203334596189914,-0.4715267480326085,-0.675989115574646,-0.8195779293824197,-3074.7085690999593
ON1_F5,2020-02-01,2021-02-01,102,-0.27087826275001003,-0.20387988177590025,38.23529411764706,-4090.0272462998537,0.40686963458046904,0.39387343644734524,-5.966708952003329,-2.658647779071616,-4357.893779899858,11.0,11.0,2.0,8.0,2518.4522463,0.0038505397535006053,-0.3069815229231238,-0.37023052270519025,-0.43514691459231475,-5223.6301195998585
ON1_F6,2020-02-01,2021-02-01,30,-0.2934156717435625,-0.4295529009935851,23.333333333333332,-1438.048373399949,0.5140567627861188,0.526361580435351,-2.6808151803853426,-2.492038855602355,-2378.905279199956,9.0,7.0,2.0,8.0,788.2183734,-0.025173944013300295,-0.47288440678372234,-0.7184923993219081,-0.888442602810428,-3014.6958446999583
ON1_F7,2020-02-01,2021-02-01,107,-0.36658727089249504,-0.3435028653250498,29.906542056074763,-5962.51958359985,0.3908994104478312,0.3923009720309694,-5.966708952003329,-3.1450630640122488,-7341.573899099859,20.0,12.0,2.0,4.0,2696.7195836,-0.09428816823209898,-0.41637750594262296,-0.5001560063543347,-0.5887145174296957,-7879.039554899859
ON1_F8,2020-02-01,2021-02-01,52,-0.33195672680770344,-0.2038778033678068,42.30769230769231,-2493.4316742999276,0.4302151201638842,0.43643778988055454,-3.732585366343206,-2.7199975113731836,-2493.431674299927,7.0,12.0,2.0,1.0,1306.5566743,-0.059148050452412,-0.38771396383560397,-0.5403669186818704,-0.67126645316925,-3689.280058299932
ON2_F1,2020-02-01,2021-02-01,49,-0.22005795085401797,-0.203880589648403,30.612244897959183,-1689.8991521999121,0.47690558845004755,0.4531189120007719,-2.037492647965486,-1.6973883056988468,-1689.8991521999121,6.0,12.0,2.0,15.0,1244.3491522000002,0.05205309358864996,-0.27945537855575997,-0.40306580149309745,-0.5137982084096889,-2645.7247087999194
ON2_F2,2020-02-01,2021-02-01,50,-0.27524940947923054,-0.3489620610700811,40.0,-2071.265720999925,0.4774954805358602,0.4662752692855001,-2.5520249325944544,-2.230598002010199,-2540.040753299937,10.0,12.0,2.0,16.0,1249.855721,-0.0017314723323504921,-0.31247945816651784,-0.45342619447015126,-0.6054188718747513,-3002.398772299931
ON2_F3,2020-02-01,2021-02-01,36,-0.06367025364195687,0.1343268362344775,58.333333333333336,-820.4669235999379,0.8762069590020332,0.7412111814522374,-5.247721537451792,-4.91650799642945,-1993.1131370999879,5.0,10.0,2.0,13.0,921.0469235999999,0.2083596598625581,-0.1619337184527127,-0.3672384719059211,-0.5977486258856207,-2135.745463799947
ON2_F4,2020-02-01,2021-02-01,33,-0.15609502746696918,-0.20387677588174172,39.39393939393939,-985.1154027999452,0.7427432410629404,0.7057937650390363,-2.6808151803853426,-2.502079122971452,-1915.0389625999487,7.0,9.0,2.0,11.0,857.6354028000001,0.11362104696082627,-0.31444729846347025,-0.6119557147294029,-0.8637710066787249,-2926.683339299954
ON2_F5,2020-02-01,2021-02-01,106,-0.42677225824427906,-0.27753130425433786,31.132075471698112,-6843.837302299845,0.29072670140377543,0.27343648253733605,-5.966708952003329,-3.402775159187245,-6843.837302299842,17.0,12.0,2.0,8.0,2615.8223022999996,-0.15248372158693302,-0.4629848608440769,-0.5279159022132851,-0.5972452111726331,-7932.105025099853
ON2_F6,2020-02-01,2021-02-01,28,-0.4267079881880205,-0.46387892865614716,17.857142857142858,-1985.6030748999588,0.29265767944760546,0.27834623545927223,-2.6808151803853426,-2.502079122971452,-1985.6030748999588,14.0,7.0,2.0,8.0,726.0380749000001,-0.15758625793642736,-0.5035792525041488,-0.7343977296737652,-0.9044225572369302,-2751.4622280999656
ON2_F7,2020-02-01,2021-02-01,0,,,,,,,,,,,,,,,,,,,
ON0,2020-03-01,2021-03-01,242,-0.30069907453296457,-0.2753927105580187,32.231404958677686,-10656.990958499628,0.39743456675006095,0.3915364491938539,-5.966708952003329,-2.4610064387411272,-11040.88104369964,15.0,12.0,2.0,1.0,6011.405958500001,-0.026787951180128066,-0.31595322428096223,-0.35872519203610453,-0.3989212023854923,-12423.074563199643
ON1_F1,2020-03-01,2021-03-01,58,-0.2140312993570441,-0.30825348508496697,31.03448275862069,-1766.681996499917,0.543159222082355,0.548460484864414,-2.0134149578490024,-1.6932987469562253,-1931.2364052999428,7.0,12.0,2.0,14.0,1444.8569965,0.059762665110670556,-0.2618504863916453,-0.39373630223737993,-0.5211137778870886,-3010.3741159999227
ON1_F2,2020-03-01,2021-03-01,53,-0.20295492979614838,-0.13153796516274527,39.62264150943396,-1588.5240052999225,0.5954799663540642,0.5857789037615116,-5.966708952003329,-3.31719716789407,-1968.405659999931,11.0,12.0,2.0,18.0,1309.1790053,0.07198456613453569,-0.271772351806353,-0.4343466305330092,-0.5741389193368517,-3009.9118614999343
ON1_F3,2020-03-01,2021-03-01,32,-0.17147578975479097,-0.23825627043725467,37.5,-711.9134595999354,0.6789598287323918,0.7063530663217843,-3.732585366343206,-2.840881473402364,-1332.467383699952,6.0,10.0,2.0,11.0,795.1134595999999,0.10293881868290516,-0.2618788339026747,-0.5223557722763292,-0.7587473257800866,-1998.3185194999485
ON1_F4,2020-03-01,2021-03-01,32,-0.2592512348188424,-0.36271502494457486,25.0,-1233.9452960999556,0.4462554000483206,0.4376731985255975,-2.035704971217359,-1.6787810563368324,-1318.5744926999562,7.0,10.0,2.0,10.0,811.2802961,0.012341114066416817,-0.3486355443812317,-0.5424644879579552,-0.6752438313539227,-2145.1071155999634
ON1_F5,2020-03-01,2021-03-01,114,-0.3135964721782595,-0.2735319397697446,35.08771929824561,-5259.751763599835,0.33429958405638327,0.3191067187646673,-5.966708952003329,-2.658647779071616,-5259.751763599835,11.0,11.0,2.0,6.0,2801.2317636000002,-0.0385039497703784,-0.34624379507129277,-0.4035557957471422,-0.4599771231509503,-6350.711626399839
ON1_F6,2020-03-01,2021-03-01,25,-0.27549463616225434,-0.38637281129535245,24.0,-1021.25019669996,0.3898459043988647,0.3955138135537393,-1.4440104687388147,-1.3829338050975601,-1544.4228827999689,9.0,6.0,2.0,6.0,637.9551967,-0.004658238292667427,-0.35424819633862775,-0.5614193975138215,-0.7159128925103487,-1680.4260686999683
ON1_F7,2020-03-01,2021-03-01,106,-0.3902681527257216,-0.3414176969509635,29.245283018867923,-6100.144316099848,0.3207278622253053,0.3134910756434372,-5.966708952003329,-2.9474886671978413,-6100.14431609985,20.0,12.0,2.0,4.0,2634.4793161000002,-0.1167677988911395,-0.4179055861956352,-0.4905514688189053,-0.5757281434632764,-7268.6896347998545
ON1_F8,2020-03-01,2021-03-01,52,-0.327919426222033,-0.2038778033678068,40.38461538461539,-2404.593988799929,0.4071775038612803,0.4107426612136391,-3.732585366343206,-2.639863906955151,-2458.5950954999325,8.0,12.0,2.0,1.0,1286.7739887999999,-0.05367921597236613,-0.3835975004933518,-0.5339213012929953,-0.6458250603378513,-3556.6368472999334
ON2_F1,2020-03-01,2021-03-01,49,-0.19465419408300097,-0.203880589648403,32.6530612244898,-1386.5993846999197,0.5058294855974488,0.4956319144006688,-2.037492647965486,-1.6973883056988468,-1789.0680356999283,8.0,12.0,2.0,15.0,1217.2443847,0.0795378591651205,-0.2535223768520135,-0.37477525417991947,-0.47636077209202454,-2334.3864060999276
ON2_F2,2020-03-01,2021-03-01,53,-0.35074704119041983,-0.4239384689079077,33.9622641509434,-2727.24047669992,0.37748386835854086,0.3671974704014607,-2.5520249325944544,-2.230598002010199,-2727.24047669992,10.0,12.0,2.0,16.0,1308.2454767,-0.07620875223826963,-0.38728107998634803,-0.5256521137559901,-0.6598914886671344,-3652.896017899925
ON2_F3,2020-03-01,2021-03-01,32,0.19058762016395642,0.09214036829896208,56.25,814.5671606000565,1.729945872737292,1.664913710685523,-1.949177580461522,-1.7057930368576424,-518.4868651999765,5.0,10.0,2.0,11.0,792.1828393999999,0.46656816924411265,0.08784686550039068,-0.11086887602690734,-0.2989254841001277,-476.61032929995304
ON2_F4,2020-03-01,2021-03-01,32,-0.09654136219242612,-0.13459766747016555,43.75,-512.0208688999492,0.7710166667650109,0.7449559190034365,-2.037492647965486,-1.741179940629284,-938.1104746999537,7.0,9.0,2.0,10.0,810.4758689,0.17564399096370828,-0.1806769661862212,-0.41088722498279534,-0.6003128635489243,-1654.7519572999554
ON2_F5,2020-03-01,2021-03-01,118,-0.3803652767133967,-0.2772876638773534,30.508474576271187,-6550.078419899825,0.29830942125859866,0.2880980784235212,-5.966708952003329,-2.963457344108226,-6550.0784198998235,17.0,12.0,2.0,7.0,2902.2834199000004,-0.10559561319824863,-0.41246712535825053,-0.46871459647636327,-0.5275998476931484,-7638.346142699832
ON2_F6,2020-03-01,2021-03-01,25,-0.2980977560912896,-0.4610000002608975,16.0,-1096.3154174999604,0.3730587648483057,0.3779335478572959,-1.3218571414563058,-1.288295503265942,-1359.8634155999694,14.0,6.0,2.0,6.0,635.4204175000001,-0.026888530762950058,-0.37921916877623674,-0.5937422437906569,-0.7381045303376765,-1760.479319599969
ON2_F7,2020-03-01,2021-03-01,0,,,,,,,,,,,,,,,,,,,
ON0,2020-04-01,2021-04-01,243,-0.29063846678792715,-0.2753414395262756,30.04115226337449,-10014.94267719963,0.3244248881457412,0.32685735763916135,-2.5520249325944544,-1.7679175565348546,-10140.876279999631,15.0,12.0,2.0,1.0,6010.322677200001,-0.016271069677543014,-0.3022182222771964,-0.33243544225109717,-0.36507746734497526,-11258.634796699636
ON1_F1,2020-04-01,2021-04-01,60,-0.20739954760959226,-0.2775585755637664,30.0,-1708.662435199912,0.519729630594898,0.5360187050545201,-1.5635982610942447,-1.4723439258731768,-2211.9876715999367,7.0,12.0,2.0,14.0,1491.3824352000001,0.0666471679110244,-0.25348534268119927,-0.37960232892217927,-0.48333478821053666,-2952.354554699917
ON1_F2,2020-04-01,2021-04-01,51,-0.28879957358265057,-0.20387835223102488,31.372549019607842,-2040.5427456999278,0.2973607551066042,0.3057062452515722,-1.949177580461522,-1.6631928646275298,-2040.5427456999278,11.0,12.0,2.0,17.0,1254.3977457,-0.01375195542167813,-0.31733395858799557,-0.41255595067400647,-0.49679977116772306,-2660.556028899935
ON1_F3,2020-04-01,2021-04-01,22,-0.3399735155395017,-0.27437500585424074,27.27272727272727,-1051.5535969999573,0.29852866060774114,0.297894029250957,-1.949177580461522,-1.7764655069408928,-1051.5535969999573,6.0,9.0,2.0,9.0,541.843597,-0.0652996207193355,-0.41698766969998297,-0.6174631018163808,-0.8267926126825323,-1475.3379281999676
ON1_F4,2020-04-01,2021-04-01,31,-0.20194627558018058,-0.33905723859379727,25.806451612903224,-967.6385137999555,0.5164272039299661,0.49812566457550306,-1.3218571414563058,-1.2270367134775202,-1318.5744926999566,7.0,9.0,2.0,10.0,787.9285138,0.06950551014916752,-0.2923998968200274,-0.48503216167874746,-0.6104599675509019,-1878.8003332999635
ON1_F5,2020-04-01,2021-04-01,116,-0.2865932186731905,-0.2735319397697446,32.758620689655174,-4646.297911899828,0.2640834464996625,0.26589371425559727,-2.037492647965486,-1.739200655114258,-4647.969662299829,11.0,11.0,2.0,7.0,2840.0229118999996,-0.011056027382731424,-0.30017773610924975,-0.3423605398821706,-0.38734147608734054,-5320.558960599836
ON1_F6,2020-04-01,2021-04-01,27,-0.24082159943908868,-0.2743319449472324,29.629629629629626,-968.5945203999573,0.4239693729279337,0.42668113089104875,-1.4440104687388147,-1.3829338050975601,-1544.4228827999689,9.0,7.0,2.0,7.0,687.2145204,0.03041638487611676,-0.3121836151125424,-0.505983481659404,-0.6556732044379711,-1667.342502799965
ON1_F7,2020-04-01,2021-04-01,111,-0.2603622931093879,-0.277612876932539,30.630630630630627,-4083.822894199836,0.39201867005677565,0.39520055699358425,-2.1040641022187834,-1.6516776142879734,-4209.756496999838,20.0,12.0,2.0,3.0,2748.0528942,0.0139445165991296,-0.28556251724324805,-0.34959844599242235,-0.41833512379491306,-5252.3682128998435
ON1_F8,2020-04-01,2021-04-01,52,-0.20118629738730648,-0.2038778033678068,40.38461538461539,-1446.94133429993,0.5281927625051785,0.5366921855320553,-2.1040641022187834,-2.0302447768819305,-1797.8773131999312,8.0,12.0,2.0,1.0,1283.1063343,0.0737225579796821,-0.2543794083481405,-0.3937059247098937,-0.48891737701866617,-2598.984192799935
ON2_F1,2020-04-01,2021-04-01,51,-0.2637876363095158,-0.27263226975123467,27.450980392156865,-1919.6616392999172,0.33949994483666984,0.33880745834496,-2.037492647965486,-1.6973883056988468,-1919.6616392999167,8.0,12.0,2.0,15.0,1264.1766393,0.010400648359663948,-0.30203971200265495,-0.3991533746969928,-0.4884820261246263,-2613.5047931999243
ON2_F2,2020-04-01,2021-04-01,51,-0.33123409029861045,-0.4223325257371005,31.372549019607842,-2336.74211869992,0.3334945420023128,0.3424882018035351,-2.5520249325944544,-2.1471018024275,-2405.7432816999303,11.0,12.0,2.0,16.0,1252.3871187,-0.05615355093317486,-0.36549401599018955,-0.488122597657233,-0.5956175016759208,-3147.1397337999274
ON2_F3,2020-04-01,2021-04-01,23,-0.04200803404819522,0.087601564073982,52.17391304347826,-125.97707739996076,0.8505592449623496,0.8615968094041697,-1.949177580461522,-1.5821917336135307,-518.4868651999766,5.0,9.0,2.0,9.0,564.5270774,0.234032566847592,-0.09564111180877699,-0.2800432281772231,-0.4835241661109312,-708.9064401999697
ON2_F4,2020-04-01,2021-04-01,32,-0.15865255673632284,-0.20387554389513796,40.625,-783.7928715999486,0.6420107262569806,0.6279653737060857,-2.037492647965486,-1.741179940629284,-1016.338199699951,7.0,9.0,2.0,11.0,811.3128716000001,0.11320765539399834,-0.24479174765088882,-0.4581846239125135,-0.637503015895793,-1842.9524025999556
ON2_F5,2020-04-01,2021-04-01,117,-0.30100288834311856,-0.2753414395262756,29.059829059829063,-4910.369989099824,0.28843369490387316,0.2915377648952783,-1.949387564932994,-1.730991958889576,-4910.369989099822,17.0,12.0,2.0,8.0,2867.3349891,-0.02563485459683568,-0.31459451916050424,-0.3609883572988763,-0.411357958480542,-5653.50492349983
ON2_F6,2020-04-01,2021-04-01,28,-0.2823530503562052,-0.42667397259833545,17.857142857142858,-1162.6622419999558,0.3744819768782902,0.3783395624761739,-1.3218571414563058,-1.288295503265942,-1426.2102400999647,14.0,7.0,2.0,8.0,709.4422420000001,-0.010743778039405088,-0.3538778354933774,-0.5495191753936821,-0.6760836467805235,-1870.2529094999627
ON2_F7,2020-04-01,2021-04-01,0,,,,,,,,,,,,,,,,,,,
ON0,2020-05-01,2021-05-01,243,-0.2962774859838692,-0.2754439815897619,28.39506172839506,-10209.435148999619,0.2930349922165132,0.2965269506275637,-2.5520249325944544,-1.7002571044778383,-10240.325815499624,15.0,12.0,2.0,1.0,6017.665149,-0.022074279844965305,-0.30431506298523825,-0.33300663143105214,-0.36438993320668966,-11284.140196799624
ON1_F1,2020-05-01,2021-05-01,58,-0.24922123187510278,-0.34128005195942357,27.586206896551722,-1993.6403737999103,0.4305156814017566,0.4484499480787506,-1.5635982610942447,-1.4723439258731768,-2478.663482699928,7.0,12.0,2.0,14.0,1443.2503738000003,0.02457144841686671,-0.2825201332825159,-0.4067280158395606,-0.5016487740224861,-3058.6053564999165
ON1_F2,2020-05-01,2021-05-01,51,-0.23726615837241996,-0.20387701394371116,29.411764705882355,-1672.5733969999264,0.33701666418581383,0.3465430309141196,-1.949177580461522,-1.5945353049669002,-1817.795899799946,11.0,12.0,2.0,16.0,1255.523397,0.03783207574697814,-0.26476987507356037,-0.3554210772887508,-0.4326972302964605,-2292.586680199934
ON1_F3,2020-05-01,2021-05-01,21,-0.3430142666624662,-0.27263226975123467,28.57142857142857,-1013.3881019999596,0.3064649461321882,0.30568361409257266,-1.949177580461522,-1.7764655069408928,-1013.3881019999596,6.0,8.0,2.0,8.0,517.4881020000001,-0.0684091264678753,-0.42403116608711977,-0.6387971868075766,-0.8768539645666492,-1437.1724331999699
ON1_F4,2020-05-01,2021-05-01,27,-0.22149136658492588,-0.33905723859379727,25.925925925925924,-922.7494948999607,0.45260530281629313,0.4379410958502235,-1.3218571414563058,-1.2270367134775202,-1063.6170616999625,7.0,9.0,2.0,9.0,689.3444949000001,0.0493876423592147,-0.2934262710054016,-0.4880652982875088,-0.6187608361452769,-1613.450197199968
ON1_F5,2020-05-01,2021-05-01,113,-0.27750224881682745,-0.27443160978825454,31.858407079646017,-4379.794645299831,0.25766602317523946,0.2609382048418253,-1.949387564932994,-1.563547533091788,-4439.967971299833,11.0,11.0,2.0,7.0,2771.0696453,-0.0021307376799359077,-0.2913694678819208,-0.33244984198421573,-0.37244133996868695,-5024.182858699841
ON1_F6,2020-05-01,2021-05-01,29,-0.2711564633406512,-0.2743319449472324,31.03448275862069,-1156.0636464999536,0.37846452036052536,0.38418394050688787,-1.4440104687388147,-1.403944959472489,-1544.4228827999689,9.0,8.0,2.0,9.0,736.4786465,0.00024097177761662412,-0.3385045801767711,-0.5205412853554322,-0.6652445822263272,-1854.8116288999613
ON1_F7,2020-05-01,2021-05-01,111,-0.2903704387964471,-0.277667419551396,28.82882882882883,-4562.143718899831,0.32371584509444573,0.32769480721873206,-2.1040641022187834,-1.653899106889024,-4562.143718899829,20.0,12.0,2.0,3.0,2752.178718900001,-0.016334139526126414,-0.3079994077704824,-0.36936135255961067,-0.4290622008405263,-5560.539450899839
ON1_F8,2020-05-01,2021-05-01,52,-0.21238835794861147,-0.20387895302777448,36.53846153846153,-1517.5283999999288,0.47240298073246156,0.48396579918451293,-2.1040641022187834,-1.828980227282451,-1537.9868505999284,8.0,12.0,2.0,1.0,1283.3883999999998,0.0624573450871069,-0.2488825639544165,-0.3738230862057965,-0.4666675339307479,-2459.5028463999347
ON2_F1,2020-05-01,2021-05-01,46,-0.24155283669108418,-0.20388046994096637,26.08695652173913,-1576.8390327999234,0.30644369960215617,0.3079143186366968,-1.6037534334202637,-1.460609605860969,-1576.8390327999234,8.0,12.0,2.0,16.0,1141.4190328,0.032596665169442186,-0.28356103635860697,-0.3630304496021767,-0.4421709897253266,-2117.7896751999333
ON2_F2,2020-05-01,2021-05-01,52,-0.34556350975207883,-0.4241814286583845,30.76923076923077,-2486.2904897999156,0.33918389166473395,0.34793888154851277,-2.5520249325944544,-2.1471018024275,-2558.813801299919,11.0,12.0,2.0,16.0,1277.4204897999998,-0.07057319447506795,-0.3794326412036951,-0.5067889433988315,-0.6250907357049074,-3336.8516702999236
ON2_F3,2020-05-01,2021-05-01,23,-0.1320227662057746,-0.06033997298006239,47.82608695652174,-406.79571519996,0.6121548309335549,0.62953018780084,-1.949177580461522,-1.6565285153338427,-706.3224616999744,5.0,9.0,2.0,9.0,564.8757152000001,0.14365389576223117,-0.1897474227007918,-0.3792477815919915,-0.5955088066419907,-957.3232626999696
ON2_F4,2020-05-01,2021-05-01,27,-0.14191941061682573,-0.20387431190853417,40.74074074074074,-589.2331115999567,0.5963422078064909,0.5880040553404907,-1.3218571414563058,-1.1934513843454098,-925.2432361999699,7.0,9.0,2.0,8.0,687.6331116,0.12947998162030339,-0.21079385519237448,-0.3985007678040432,-0.5576424386640608,-1326.2479243999642
ON2_F5,2020-05-01,2021-05-01,113,-0.3342617436266118,-0.27712559617857,24.778761061946902,-5282.771239299825,0.2273016157733697,0.23042596608753443,-1.949387564932994,-1.7040194953960863,-5282.771239299824,17.0,12.0,2.0,8.0,2772.3662393000004,-0.059127767865482336,-0.3486357438953639,-0.3932319725466776,-0.44177270783271516,-5955.4414779998315
ON2_F6,2020-05-01,2021-05-01,30,-0.295133505288606,-0.42667397259833545,20.0,-1290.2021424999525,0.3676984455660152,0.3731065798489149,-1.3638794502061635,-1.3428682958312348,-1553.7501405999615,14.0,8.0,2.0,10.0,758.7571425000001,-0.023360364641979253,-0.3621662519657112,-0.5481724197780546,-0.686862970208206,-2016.5591151999593
ON2_F7,2020-05-01,2021-05-01,0,,,,,,,,,,,,,,,,,,,
ON0,2020-06-01,2021-06-01,243,-0.30569692556078937,-0.2774497315761367,25.925925925925924,-10462.292241799612,0.27908596751126785,0.2841282606212487,-2.5520249325944544,-1.6938610656649777,-10698.710061499616,16.0,12.0,2.0,1.0,6003.762241799999,-0.031218793925973362,-0.31377342586619517,-0.342623958394042,-0.37421364057661066,-11536.997289599618
