year,id,passed,last_exit,n,mean,median,win,cash,pf,pf_cash,worst,tail5,mdd_cash,max_loss_run,months,years,clusters,fee,gross,delete1,delete5,delete10,delete5_cash
2023,ON2_F2,False,2022-12-29,167,-0.31219820767201184,-0.30434342849032453,27.54491017964072,-6533.210181149769,0.2929254274944266,0.29666485957317823,-5.261079058846291,-2.2536595759765565,-6533.210181149769,12.0,35.0,3.0,43.0,3788.61018115,-0.02421938841592887,-0.3234103834784569,-0.3639925253943063,-0.4088098942918504,-7464.343232449772
2023,ON2_F3,False,2022-10-11,63,-0.14856574622641147,-0.06033997298006239,46.03174603174603,-1651.3519781499042,0.6793526949948494,0.6238895184729533,-5.247721537451792,-3.311150516643546,-1993.1131370999879,6.0,22.0,3.0,25.0,1512.27697815,0.13266289956405145,-0.20540633914513584,-0.3194994853767812,-0.43474321280832723,-2966.6305183499135
2023,ON2_F4,False,2022-12-02,57,-0.2711248757788815,-0.3923479449357734,31.57894736842105,-2388.5897072999173,0.5086842923111138,0.5143043218006838,-2.6808151803853426,-2.4358069255874235,-2732.207133199923,12.0,21.0,3.0,25.0,1414.6397073000003,0.005491652508987382,-0.3636659922110235,-0.5276488851040297,-0.6463969085406043,-4330.157643799926
2023,ON2_F5,False,2022-12-30,289,-0.3343933467907995,-0.29255673124918347,24.567474048442904,-12673.135255849611,0.25252104076682413,0.24198722115042534,-5.966708952003329,-2.380023024329584,-12733.496842299612,17.0,35.0,3.0,31.0,6560.110255850001,-0.04711666503299603,-0.34727509804609563,-0.3771206842677996,-0.40281931182199926,-13954.161875449618
2023,ON2_F6,False,2022-11-30,82,-0.308951014769709,-0.2904268135704432,24.390243902439025,-3490.7017971999007,0.30590855520510585,0.28577091836697643,-2.6808151803853426,-1.7889257405361902,-3490.701797199901,17.0,27.0,3.0,34.0,1873.5017972000003,-0.021426057196481833,-0.333120979746464,-0.40665012034110465,-0.47725672020282084,-4286.197790599907
2023,ON2_F7,False,,0,,,,,,,,,,,,,,,,,,,
2024,ON1_F1,False,2023-12-21,200,-0.33534709011797803,-0.31219529136180557,27.500000000000004,-10494.027902599715,0.3661500520240392,0.36171729049959733,-10.23087722223011,-2.991281744732878,-11378.063474499744,14.0,48.0,4.0,63.0,4711.5129026,-0.05550008457329508,-0.3630369443530247,-0.4259010053601087,-0.47580554215697407,-13309.315989749717
2024,ON1_F2,False,2023-12-27,214,-0.3130723405180421,-0.28730746445427524,28.971962616822427,-8763.056375999715,0.4314184411239031,0.4797263059544622,-10.213887194477932,-4.163489075803876,-8811.896663899717,14.0,47.0,4.0,61.0,4812.151376,-0.03667352158422353,-0.3505715761515858,-0.4205570509278079,-0.4783765756336017,-12544.180021199722
2024,ON1_F3,False,2023-12-28,114,-0.37859566996349864,-0.3212669487710902,28.947368421052634,-6480.312274249799,0.5364410533133253,0.5742970895964132,-10.213887194477932,-6.010779955569617,-7588.954861499818,10.0,29.0,4.0,36.0,2773.0522742499998,-0.11929784716231265,-0.44985992234748334,-0.6055965983608901,-0.744982006468407,-10773.993761899808
2024,ON1_F4,False,2023-12-14,121,-0.333186689865278,-0.36986674847545004,31.40495867768595,-8859.931387949817,0.5824884173337441,0.5144322184144553,-10.23087722223011,-4.691626151809095,-10496.855781549839,12.0,32.0,4.0,36.0,3105.7063879499997,-0.07224339035918774,-0.38260781154588164,-0.5440630517660936,-0.672327239152333,-12924.995256899825
2024,ON1_F5,False,2023-12-29,371,-0.2562930374683926,-0.28878332623944164,28.30188679245283,-12591.193258299472,0.40823378176558395,0.43862255600254385,-5.966708952003329,-2.0230020268362936,-12863.311658099494,15.0,46.0,4.0,42.0,8482.553258299999,0.020525404974979858,-0.2777269777032444,-0.3146650303497006,-0.34328858784245414,-15913.35906844948
2024,ON1_F6,False,2023-12-13,117,-0.39599208954421306,-0.3112697214331692,23.931623931623932,-6901.226341749829,0.4204774338161896,0.4207860679635343,-10.23087722223011,-4.825536678623094,-6901.226341749826,19.0,37.0,4.0,40.0,2701.5963417499997,-0.11613369509986629,-0.44765881369379373,-0.5862684935401731,-0.679016678777517,-9994.362498199838
2024,ON1_F7,False,2023-12-21,432,-0.3463929360249254,-0.3108532130789516,28.009259259259263,-22695.655924699397,0.3979939930122791,0.40482499277097794,-10.23087722223011,-3.418889831446026,-24493.74369354947,20.0,48.0,4.0,23.0,10061.1009247,-0.06890848880871661,-0.3650023508403587,-0.41745057811389147,-0.45448617921807144,-27698.367408249407
2024,ON1_F8,False,2023-12-25,203,-0.3980648988726425,-0.3016453367017046,29.55665024630542,-11328.121217249718,0.37523526677244334,0.40127184305620556,-10.23087722223011,-4.225648634783799,-11328.121217249713,14.0,48.0,4.0,1.0,4718.97121725,-0.1208701788037766,-0.42774516031165133,-0.5051962558751328,-0.5582717029713722,-14612.876637349724
2024,ON2_F1,False,2023-12-20,177,-0.2764180899731165,-0.30265289152641567,22.033898305084744,-7026.063807749732,0.42556975446663853,0.4467784941764398,-3.179248050691724,-2.0950130174748995,-7091.335814699745,17.0,47.0,4.0,71.0,4147.66380775,0.003523774799130499,-0.3097917604377771,-0.39219515001409366,-0.4505654731002573,-10312.78042539974
2024,ON2_F2,False,2023-12-27,234,-0.35646409206507723,-0.30448390954962257,28.63247863247863,-11884.26180254966,0.33187145795339934,0.34084954167539355,-10.213887194477932,-3.400298631064331,-12163.835564049683,12.0,47.0,4.0,56.0,5287.63180255,-0.08082919965674047,-0.380534428011934,-0.4171429208473189,-0.4554294976287938,-14135.356063699668
2024,ON2_F3,False,2023-12-27,120,-0.3503049067117112,-0.17789534542746538,40.0,-7384.5521843498,0.5253410076588515,0.507733358946114,-10.213887194477932,-6.366321293137408,-7531.014739099808,9.0,32.0,4.0,38.0,2914.9071843500005,-0.09075376766009496,-0.4177382660069928,-0.5482062388472776,-0.6387450137917943,-11003.617318449806
2024,ON2_F4,False,2023-12-29,123,-0.31164574713192306,-0.4610000002608975,31.70731707317073,-7903.999955149808,0.5931502665911074,0.5478759296274313,-5.717791951694962,-3.62214415003393,-8247.61738104981,15.0,32.0,4.0,37.0,3160.2349551499997,-0.05031325864187568,-0.36008012138552203,-0.5183737596904306,-0.6581836728663232,-12188.302387749816
2024,ON2_F5,False,2023-12-28,371,-0.3310930889798684,-0.2929934367456236,26.954177897574123,-18267.368609899462,0.3501260023497165,0.34090062683613087,-8.726985135136818,-3.0937632213688224,-18910.85113954948,17.0,46.0,4.0,41.0,8454.4986099,-0.05440566239032371,-0.35272919151610244,-0.3880069167083123,-0.41576028116926494,-21175.65739289947
2024,ON2_F6,False,2023-12-12,119,-0.3252865065392669,-0.29208490282373295,26.05042016806723,-5902.578352449849,0.4183996705803263,0.3897978942089961,-3.5350720066978507,-3.003744166629414,-5902.578352449848,17.0,37.0,4.0,43.0,2712.8233524499997,-0.04439867672745515,-0.3754783236438975,-0.4708995680177836,-0.5432996657102792,-8098.585547299858
2024,ON2_F7,False,,0,,,,,,,,,,,,,,,,,,,
2025,ON1_F1,False,2024-12-30,242,-0.3392680982118375,-0.3548211303614641,26.859504132231404,-13808.56030484961,0.451717680180374,0.4796049994245155,-10.23087722223011,-3.7655378864086106,-16037.35816529966,14.0,60.0,5.0,80.0,5625.3003048499995,-0.07373455499745121,-0.3813200619975519,-0.45993506680386936,-0.5243114982277929,-19912.51721409962
2025,ON1_F2,False,2024-12-31,273,-0.3553457554287174,-0.28842356619769227,29.304029304029307,-15286.946475749563,0.43396642392485085,0.46711737630742173,-10.213887194477932,-4.510506140035724,-15423.958110099604,14.0,59.0,5.0,76.0,6079.98647575,-0.09586913089324124,-0.3848663826524509,-0.44012728481386465,-0.4968846667480996,-19296.823174599573
2025,ON1_F3,False,2024-12-18,166,-0.4167335403365024,-0.3545144833865925,27.710843373493976,-12398.108184999663,0.48588369511437945,0.4958095639269078,-10.213887194477932,-5.114327842015877,-13641.688815349713,10.0,41.0,5.0,50.0,3890.193185,-0.176512255493733,-0.4657698942138556,-0.5716018046047057,-0.6688435699243017,-16752.091820449674
2025,ON1_F4,False,2024-12-30,181,-0.14009589059885735,-0.3166810796277486,35.35911602209944,-6310.355229449642,0.8299060038477918,0.7912083107124382,-10.23087722223011,-4.914628487243467,-10496.855781549839,12.0,44.0,5.0,49.0,4407.80022945,0.1005017430808611,-0.1952922854029915,-0.32722256812383693,-0.452090433123296,-13171.542149899655
2025,ON1_F5,False,2024-12-16,463,-0.2831333668545895,-0.30265289152641567,27.645788336933048,-21067.04859999926,0.4442838755285291,0.4723543330960503,-5.966708952003329,-2.4400732060394947,-21094.251663099276,15.0,58.0,5.0,51.0,10489.258600000001,-0.022224718817674138,-0.3003571725175362,-0.34109831160571497,-0.37681888235274386,-26155.320809099274
2025,ON1_F6,False,2024-12-30,153,-0.22081252183396707,-0.30462439060892066,28.75816993464052,-4032.1687673997358,0.6580687330739867,0.7417052691218118,-10.23087722223011,-4.237966758152577,-7516.150798549813,19.0,47.0,5.0,52.0,3452.5137674000002,0.04104074717257768,-0.25908989310792174,-0.386230873111317,-0.4997328295251512,-8371.742502599747
2025,ON1_F7,False,2024-12-30,554,-0.38189357754777603,-0.34520419185192475,28.339350180505413,-37235.29258804909,0.43795076256817306,0.44621551830330786,-10.23087722223011,-4.164118947954509,-38067.81519594916,20.0,60.0,5.0,26.0,12686.36258805,-0.1218677114198273,-0.40029710151105463,-0.4463802695501931,-0.4876882178557387,-44001.142763049094
2025,ON1_F8,False,2024-12-30,255,-0.36392499973975934,-0.31043670472473395,29.411764705882355,-14162.355440099589,0.4897971344076224,0.5371448659798829,-10.23087722223011,-5.006345250916365,-16984.735352449614,14.0,60.0,5.0,1.0,5835.4004401,-0.1027061441424693,-0.40392177207788943,-0.500138762900163,-0.5736719077169261,-20679.736903749596
2025,ON2_F1,False,2024-12-27,220,-0.19942721696893131,-0.29704813742120756,24.09090909090909,-6011.690460599616,0.6246142696842046,0.7011590192966612,-4.968700963406322,-2.547331248550264,-12050.90993174968,17.0,59.0,5.0,87.0,5086.225460600001,0.06451423165046627,-0.2450650361064393,-0.334259810880776,-0.4164623815974003,-12077.498594649627
2025,ON2_F2,False,2024-12-31,301,-0.4448623643890088,-0.31454116668287535,27.242524916943523,-23284.438130199498,0.30981004463180584,0.30537074588174423,-10.213887194477932,-4.302517547616974,-23499.97856824952,12.0,59.0,5.0,69.0,6708.6831302,-0.18625260323942577,-0.46385165288214725,-0.5016984855409369,-0.5395498704244905,-26391.638751849507
2025,ON2_F3,False,2024-12-17,171,-0.3599065277414029,-0.20388874271609508,37.42690058479532,-11723.275232499676,0.5206617460917609,0.509025014490411,-10.213887194477932,-5.675897748632904,-11807.345658799679,9.0,43.0,5.0,53.0,4005.5152325,-0.11839141988845854,-0.407166359371804,-0.5021830598154768,-0.5823311975944365,-15727.218198699684
2025,ON2_F4,False,2024-12-27,182,-0.15133928705070746,-0.372707458735705,35.16483516483517,-6277.679481449629,0.8186047977346238,0.7947759368349728,-5.717791951694962,-4.065480833095895,-10667.252916149677,15.0,44.0,5.0,48.0,4443.02448145,0.08987075610826585,-0.20629284760980132,-0.33729138843917866,-0.4649612441319088,-13056.105248999644
2025,ON2_F5,False,2024-12-31,464,-0.31162853589876643,-0.29193500368115355,28.01724137931034,-23483.345720299243,0.43894770519374027,0.45992834090851314,-8.726985135136818,-3.3245222792678626,-23681.469393049236,17.0,57.0,5.0,52.0,10480.7557203,-0.05086852480360767,-0.32887668575908074,-0.37206031291728714,-0.40737430755463366,-28858.87830584926
2025,ON2_F6,False,2024-12-27,155,-0.3524724783032798,-0.3059097770925335,27.09677419354839,-8704.030081249763,0.5061767787783866,0.5356421452793777,-6.670425540886715,-4.166900702280308,-12036.8015359498,17.0,47.0,5.0,55.0,3464.27508125,-0.09005259813654334,-0.4183668137087903,-0.5361806205240831,-0.6326244461082975,-13898.77040834978
2025,ON2_F7,False,,0,,,,,,,,,,,,,,,,,,,
2026,ON1_F1,False,2025-12-25,299,-0.3347664977004746,-0.3435028653250498,28.762541806020064,-26407.452803126354,0.4922438503410596,0.47397893470398883,-10.23087722223011,-4.060248912949445,-27417.470227785383,14.0,72.0,6.0,96.0,7491.137803127001,-0.083636682752288,-0.3687598590153932,-0.44644373741943055,-0.507226393019444,-37064.25377627736
2026,ON1_F2,False,2025-12-30,330,-0.30614226940723577,-0.28730746445427524,31.212121212121215,-20515.004790175342,0.5222332458224171,0.539384709100385,-10.213887194477932,-4.497847543565294,-20515.00479017535,14.0,71.0,6.0,89.0,7752.4497901760005,-0.05807625198089236,-0.33559445950723066,-0.4023651504664557,-0.45279994565937914,-27839.137331421374
2026,ON1_F3,False,2025-12-18,206,-0.4110705148747048,-0.3545144833865925,30.582524271844658,-22213.360981252503,0.5334563357287095,0.519385271435376,-10.213887194477932,-5.410297588316076,-23521.919674373537,10.0,51.0,6.0,62.0,5328.925981253,-0.18073713708672998,-0.4588495333545381,-0.580316746336225,-0.680747089546061,-32516.203120240512
2026,ON1_F4,False,2025-12-29,252,-0.1877263755220231,-0.3156867916739439,35.317460317460316,-19025.113074005356,0.7748911768004375,0.6856015960010625,-10.23087722223011,-5.031709509929113,-19025.11307400534,12.0,56.0,6.0,62.0,6831.778074006,0.03783247604654475,-0.2274992103812555,-0.32423118766931625,-0.42833786426351805,-32990.03382395237
2026,ON1_F5,False,2025-12-23,551,-0.29742441443632966,-0.28878332623944164,29.219600725952816,-28957.994883598967,0.4614434520174175,0.5336922146736257,-10.160302220729761,-3.096022416217461,-31763.669654972124,15.0,70.0,6.0,62.0,13014.909883600001,-0.04708459804111131,-0.31191839491608075,-0.3480734288691188,-0.3808785902345843,-38381.853725425986
2026,ON1_F6,False,2025-12-11,178,-0.23122968281391038,-0.30794705602104494,29.775280898876407,-8506.909348593654,0.6741764274972013,0.644297194206357,-10.23087722223011,-4.680450018398491,-8506.90934859365,19.0,56.0,6.0,61.0,4089.634348594,0.021348602802850333,-0.2855509142054639,-0.4061890819916005,-0.517713144948497,-13838.158196243665
2026,ON1_F7,False,2025-12-31,680,-0.3576055244653481,-0.3375792532767862,30.58823529411765,-56880.15872482957,0.48881241715607066,0.5093502807053667,-10.23087722223011,-4.305824388472793,-58437.68441391561,20.0,72.0,6.0,28.0,16848.953724831,-0.11058744444443207,-0.3725581911790603,-0.41100399624024486,-0.45156955495620593,-72191.3956757476
2026,ON1_F8,False,2025-12-29,307,-0.38360888194996023,-0.30420295601961034,32.57328990228013,-25318.821187668404,0.49519125904329253,0.5113166241769808,-10.23087722223011,-5.688873394195179,-26168.89817795739,14.0,72.0,6.0,1.0,7486.186187669001,-0.13434558415610617,-0.4168731435711865,-0.49669451175509916,-0.5605749635728364,-33877.27937011843
2026,ON2_F1,False,2025-12-18,271,-0.2470500023373831,-0.30420295601961034,25.092250922509223,-20031.65315112643,0.6006909810471434,0.5296332557197788,-5.097540108850419,-3.0746799994262317,-20094.163157226434,17.0,71.0,6.0,103.0,6707.468151126999,0.00298710914757483,-0.28424372521324487,-0.3795356757711852,-0.45241494680466987,-29206.90242955446
2026,ON2_F2,False,2025-12-29,364,-0.47584536310297304,-0.31169266945453244,29.395604395604398,-38520.72958591431,0.31731797651823607,0.30670443082616616,-10.213887194477932,-5.051750483493173,-39111.14010730134,12.0,71.0,6.0,82.0,8526.074585915,-0.228553040601431,-0.49162434257034365,-0.5263786424670285,-0.5604589336772323,-43836.85626541434
2026,ON2_F3,False,2025-12-17,212,-0.46815681899553,-0.2169007517802493,37.735849056603776,-27716.120882320534,0.48078437787809175,0.42385589183988936,-10.213887194477932,-6.216896884319524,-27844.466624525543,9.0,53.0,6.0,64.0,5466.905882321001,-0.23689184868612762,-0.5148477436044715,-0.6304577080680454,-0.7079644809526106,-35570.03395168455
2026,ON2_F4,False,2025-12-26,253,-0.17954944936006612,-0.35472572871583974,33.99209486166008,-14286.988105736309,0.7776812689337365,0.7388018414819921,-5.717791951694962,-4.046931609381537,-15640.392330508334,15.0,56.0,6.0,60.0,6903.148105737,0.046453538810821544,-0.21913200738984934,-0.31533898149543554,-0.41931049398578546,-27297.55068734534
2026,ON2_F5,False,2025-12-22,551,-0.3115533373763445,-0.28646392334415305,30.30852994555354,-39162.394061335974,0.4609744986700742,0.45031756470028966,-8.726985135136818,-3.7521269872260548,-40226.665255894965,17.0,69.0,6.0,62.0,12996.359061337,-0.06122036047094296,-0.32607300680689555,-0.36235518656844856,-0.39328024749585,-46089.97764273599
2026,ON2_F6,False,2025-12-10,180,-0.37890258695316925,-0.29251874821168333,29.444444444444446,-11768.617719695692,0.5326414358658381,0.5626265879971963,-10.160302220729761,-5.277461000936044,-12874.209267949742,17.0,56.0,6.0,65.0,4100.8177196960005,-0.1258450685677192,-0.43574145712690393,-0.571527580768906,-0.6728532021154293,-18213.94632958871
2026,ON2_F7,False,,0,,,,,,,,,,,,,,,,,,,
