id,window,kind,value,n,years,months,mean,median,win,cash,mean_cash,pf,pf_cash,worst,worst_cash,tail5,tail5_cash,longest_loss,fee,max_extra_cash,need_extra_n,excluded,matched_own_base,matched_own_cash,paired_S0_n,paired_S0,increment,unresolved,sell_restricted,delayed,max_missing_days
S1_F7,recent2024,slip,0.0,331,3.0,33.0,0.08278409821876226,0.13938995215311004,52.87009063444109,18662.513902000017,56.38221722658616,1.1284348787642058,1.2258536563662787,-10.095768161969033,-4276.364988,-4.6034236855610535,-2137.5627990588237,8.0,10927.486098,4276.364988000001,156.0,,,,,,,,,,
S1_F7,main2020,slip,5.0,764,7.0,81.0,-0.1257872637823024,-0.19720058170344312,41.8848167539267,-3347.1404738169495,-4.381073918608573,0.7820090980942168,0.9717665200788673,-10.200745196903522,-4348.957669794001,-4.087016518820172,-1533.1357437629433,11.0,21021.455473819,4348.957669793992,443.0,,,,,,,,,,
S1_F7,early2020_2023,slip,5.0,433,4.0,48.0,-0.20887423844803463,-0.22070352233676474,34.8729792147806,-9176.79910219938,-21.193531413855382,0.5723342211781829,0.6924096781407671,-8.235700377192982,-1220.5307959,-3.2448085352340112,-552.0531088681803,11.0,10097.1841022,1220.5307959000002,281.0,,,,,,,,,,
S1_F7,recent2024,slip,5.0,331,3.0,33.0,-0.017096447980906482,0.039534570574180077,51.057401812688816,5829.658628382431,17.612261717167463,0.9753285454232695,1.0657102166876797,-10.200745196903522,-4348.957669794001,-4.705653704255529,-2198.852574239406,8.0,10924.271371619001,4348.957669793992,162.0,,,,,,,,,,
S1_F7,main2020,slip,10.0,764,7.0,81.0,-0.22568650226788234,-0.2971802214575602,37.04188481675393,-22056.817049635778,-28.870179384340023,0.6461321323778578,0.8286422780225418,-10.305722231838008,-4421.550351587986,-4.18892251753468,-1584.6455014233266,22.0,21015.447049638,4421.550351587997,479.0,,,,,,,,,,
S1_F7,early2020_2023,slip,10.0,433,4.0,48.0,-0.3087877659558621,-0.3206785223367598,29.79214780600462,-15053.620404399306,-34.7658669847559,0.4451958031748226,0.5525861509097945,-8.33963152361672,-1235.933391799998,-3.3462488332144873,-570.1153485363612,22.0,10094.390404400001,1235.9333917999975,303.0,,,,,,,,,,
S1_F7,recent2024,slip,10.0,331,3.0,33.0,-0.1169769941805856,-0.0603208110047847,46.52567975830816,-7003.196645236472,-21.157693792255202,0.8427713107204947,0.9263380548019954,-10.305722231838008,-4421.550351587986,-4.80788372295001,-2260.142349419993,10.0,10921.056645238,4421.550351587997,176.0,,,,,,,,,,
S1_F7,main2020,slip,20.0,764,7.0,81.0,-0.4254849792390558,-0.49713950096583215,29.581151832460733,-59476.17020127604,-77.84839031580634,0.44874832167418044,0.6059483990229668,-10.515676301707023,-4566.7357151760025,-4.392734514963719,-1689.697811277641,34.0,21003.430201276,4566.735715175993,536.0,,,,,,,,,,
S1_F7,early2020_2023,slip,20.0,433,4.0,48.0,-0.508614820971531,-0.5206285223367748,20.785219399538107,-26807.263008800037,-61.910538126558976,0.27995768951689637,0.3617809398439291,-8.547493816464234,-1279.4157432000002,-3.549129429175466,-606.5994334363642,34.0,10088.803008800001,1279.415743200003,342.0,,,,,,,,,,
S1_F7,recent2024,slip,20.0,331,3.0,33.0,-0.3167380865799567,-0.2600315741626794,41.08761329305136,-32668.907192476006,-98.69760481110576,0.6306332592187612,0.7000974654726999,-10.515676301707023,-4566.7357151760025,-5.012343760338988,-2382.7218997811774,10.0,10914.627192476,4566.735715175993,194.0,,,,,,,,,,
S1_F7,main2020,quantity,100.0,764,7.0,81.0,-0.658913441163297,-0.793709842442097,25.392670157068064,-7117.21974364979,-9.315732648756269,0.33105521877089755,0.5694814272922805,-10.558029833664133,-442.9294596099995,-4.486532372403754,-161.80691990089687,54.0,8884.65124365,442.92945960999987,568.0,,,,,,,,,,
S1_F7,main2020,quantity,500.0,764,7.0,81.0,-0.1833416767038662,-0.23551553056417956,39.00523560209424,-5031.843738766976,-6.5861829041452555,0.701834326091111,0.9179647069277492,-10.240443489876924,-2174.7083713220004,-4.127001896383512,-769.0566930308947,22.0,13869.001238768,2174.708371321998,465.0,,,,,,,,,,
S1_F7,main2020,quantity,1000.0,764,7.0,81.0,-0.1257872637823024,-0.19720058170344312,41.8848167539267,-3347.1404738169495,-4.381073918608573,0.7820090980942168,0.9717665200788673,-10.200745196903522,-4348.957669794001,-4.087016518820172,-1533.1357437629433,11.0,21021.455473819,4348.957669793992,443.0,,,,,,,,,,
S1_F7,main2020,benchmark_dividend_tax,0.0,764,7.0,81.0,-0.1257872637823024,-0.19720058170344312,41.8848167539267,-3347.1404738169495,-4.381073918608573,0.7820090980942168,0.9717665200788673,-10.200745196903522,-4348.957669794001,-4.087016518820172,-1533.1357437629433,11.0,21021.455473819,4348.957669793992,443.0,,,,,,,,,,
S1_F7,main2020,benchmark_dividend_tax,0.1,764,7.0,81.0,-0.12465581502272753,-0.19720058170344312,41.8848167539267,-3147.1404738169495,-4.1192938138965305,0.7836788624322596,0.9734217059157236,-10.200745196903522,-4348.957669794001,-4.087016518820172,-1532.2895899167895,11.0,21021.455473819,4348.957669793992,443.0,,,,,,,,,,
S1_F7,main2020,benchmark_dividend_tax,0.2,764,7.0,81.0,-0.12352436626315265,-0.19720058170344312,41.8848167539267,-2947.1404738169495,-3.857513709184489,0.7853531320817542,0.9750808663871312,-10.200745196903522,-4348.957669794001,-4.087016518820172,-1531.5704880037895,11.0,21021.455473819,4348.957669793992,443.0,,,,,,,,,,
S1_F7,main2020,unified_fee,1.0,764,7.0,81.0,-0.09912006262665601,-0.1519338869752905,42.40837696335078,-637.6978253669504,-0.8346830174960084,0.8229449634352319,0.9945447059282779,-10.200745196903522,-4348.957669794001,-4.07409780666966,-1531.9854628039689,11.0,18312.012825368998,4348.957669793992,439.0,,,,,,,,,,
S1_F7,main2020,sell1455,5.0,764,7.0,81.0,-0.14531640241297533,-0.20178646242407622,40.70680628272251,-6862.034557611995,-8.981720625146592,0.75137744795467,0.9421629791013781,-10.121428781262404,-4698.556892738998,-4.126293128584454,-1491.684510392021,18.0,21018.109557614003,4698.556892738998,452.0,0.0,-0.1257872637823024,-3347.1404738169495,1619.0,-0.1835981173555818,0.03828171494260646,,,,
S1_F7,main2020,buy0935,5.0,763,7.0,81.0,-0.19927459155727548,-0.20391165117992974,42.59501965923984,-9307.318438517868,-12.198320365029971,0.7426299030733364,0.9421066569225284,-10.261024273954112,-6646.684821776996,-4.946322347714679,-1965.5400367878137,13.0,20967.22343852,6646.684821777002,435.0,1.0,-0.12715063756940737,-3974.7391318419454,1619.0,-0.19767294673021227,-0.0016016448270632089,,,,
S1_F7,main2020,joint,5.0,763,7.0,81.0,-0.21873395053625416,-0.24574688548008414,42.201834862385326,-12772.269776177924,-16.739540991058877,0.7206380369136788,0.920936351518959,-10.4631478579622,-6616.719174095995,-4.97715781378158,-1947.9723876388405,11.0,20963.90977618,6616.719174095997,438.0,1.0,-0.12715063756940737,-3974.7391318419454,1616.0,-0.22371425368312425,0.004980303146870091,,,,
S1_F7,main2020,conservative_repurchase,0.0,764,7.0,81.0,-0.13095116344906027,-0.19663437647534074,41.753926701570684,-3999.016437516947,-5.234314708791816,0.772905677415297,0.9662522551680114,-10.161026657602216,-4348.957669793998,-4.085998094735522,-1532.8792027360203,11.0,20966.881437519,4348.957669793992,442.0,,,,,,,0.0,2.0,1.0,2.0
S1_F8,main2020,slip,0.0,342,7.0,81.0,-0.014037063379969683,-0.10399856517344522,41.812865497076025,4130.072512000033,12.076235415204776,0.975783352620306,1.0775042816568419,-10.095768161969033,-2543.124,-4.156387104148525,-1403.7774202222215,9.0,9219.927488000001,2543.124,199.0,,,,,,,,,,
S1_F8,early2020_2023,slip,0.0,204,4.0,48.0,-0.05355396873583739,-0.18518616144975292,36.76470588235294,-771.7090999999962,-3.7828877450980203,0.8790786300813211,0.941285111699745,-6.062323767476086,-1140.7375,-3.0099653956487455,-510.81295454545466,9.0,4751.7091,1140.7374999999993,129.0,,,,,,,,,,
S1_F8,recent2024,slip,0.0,138,3.0,33.0,0.04437923149392172,-0.047023726391127674,49.275362318840585,4901.781612000032,35.52015660869588,1.0567642902210546,1.1221019661860838,-10.095768161969033,-2543.124,-5.273634052649255,-1868.1876951428571,7.0,4468.218387999999,2543.124,70.0,,,,,,,,,,
S1_F8,main2020,slip,5.0,342,7.0,81.0,-0.11393238366382226,-0.20391269379215204,39.76608187134503,-3856.7670136571587,-11.277096531161282,0.8216677918959844,0.9332702120205916,-10.200745196903522,-2569.5677150999973,-4.258376587245038,-1458.3890059171033,12.0,9217.307013657999,2569.567715099998,206.0,,,,,,,,,,
S1_F8,early2020_2023,slip,5.0,204,4.0,48.0,-0.15344396692972806,-0.2851361614497505,34.80392156862745,-3534.606779649708,-17.326503821812295,0.6973212467970179,0.7622965105922487,-6.165217137601177,-1161.60234555,-3.111335679229062,-528.6927701227261,12.0,4750.39677965,1161.6023455499999,133.0,,,,,,,,,,
S1_F8,recent2024,slip,5.0,138,3.0,33.0,-0.0555239562272658,-0.14698269825431687,47.10144927536232,-322.1602340074505,-2.334494449329352,0.9334161533306174,0.9924951551022412,-10.200745196903522,-2569.5677150999973,-5.3761948337340115,-1927.3653756887093,7.0,4466.910234008001,2569.567715099998,73.0,,,,,,,,,,
S1_F8,main2020,slip,10.0,342,7.0,81.0,-0.21382770394768452,-0.30382682241086534,35.08771929824561,-11843.606539314998,-34.630428477529236,0.6950622268895197,0.8106853682437469,-10.305722231838008,-2596.0114301999943,-4.360366070341555,-1513.0005916119926,12.0,9214.686539316,2596.011430199993,222.0,,,,,,,,,,
S1_F8,early2020_2023,slip,10.0,204,4.0,48.0,-0.253333965123629,-0.38508616144974084,30.392156862745097,-6297.504459299693,-30.870119898527907,0.5585563001659201,0.6223035464975331,-6.268110507726253,-1182.4671910999964,-3.2127059628093773,-546.5725856999978,12.0,4749.0844593,1182.4671910999969,142.0,,,,,,,,,,
S1_F8,recent2024,slip,10.0,138,3.0,33.0,-0.15542714394846235,-0.24694167011751167,42.028985507246375,-5546.102080015306,-40.18914550735729,0.8252570099545743,0.8791356189127612,-10.305722231838008,-2596.0114301999943,-5.478755614818779,-1986.5430562345643,7.0,4465.602080016,2596.011430199993,80.0,,,,,,,,,,
S1_F8,main2020,slip,20.0,342,7.0,81.0,-0.4136183445154221,-0.5036550796483181,28.362573099415204,-27817.285590631993,-81.33709237026899,0.5064760040425332,0.6177959607590319,-10.515676301707023,-2648.898860399999,-4.56434503653461,-1626.6974867946658,16.0,9209.445590632,2648.898860399997,245.0,,,,,,,,,,
S1_F8,early2020_2023,slip,20.0,204,4.0,48.0,-0.45311396151144195,-0.5849861614497582,22.058823529411764,-11823.299818599988,-57.957352051960726,0.37290916309045724,0.42832122833918657,-6.47389724797646,-1224.1968822,-3.4154465299700374,-582.9615222545456,16.0,4746.459818599999,1224.1968822000017,159.0,,,,,,,,,,
S1_F8,recent2024,slip,20.0,138,3.0,33.0,-0.35523351939087106,-0.4468596138439073,37.68115942028986,-15993.985772032003,-115.89844762342031,0.6478897098327607,0.6930109112210916,-10.515676301707023,-2648.898860399999,-5.6838771769883225,-2104.898417326286,7.0,4462.985772032,2648.898860399997,86.0,,,,,,,,,,
S1_F8,main2020,quantity,100.0,342,7.0,81.0,-0.6608091223338876,-0.876154770605001,23.976608187134502,-3426.8184164549007,-10.019936890219007,0.37010897848335883,0.567057686760696,-10.558029833664133,-265.9567715099995,-4.682299158301738,-154.26856881861033,43.0,3962.872416455,265.9567715099997,260.0,,,,,,,,,,
S1_F8,main2020,quantity,500.0,342,7.0,81.0,-0.17318060192436582,-0.2887296351219135,37.719298245614034,-3454.7690548635787,-10.101663903109879,0.7441595392308524,0.8842129915890652,-10.240443489876924,-1289.7838575499986,-4.29976002390349,-731.3480432886073,12.0,6135.039054864001,1289.783857549999,213.0,,,,,,,,,,
S1_F8,main2020,quantity,1000.0,342,7.0,81.0,-0.11393238366382226,-0.20391269379215204,39.76608187134503,-3856.7670136571587,-11.277096531161282,0.8216677918959844,0.9332702120205916,-10.200745196903522,-2569.5677150999973,-4.258376587245038,-1458.3890059171033,12.0,9217.307013657999,2569.567715099998,206.0,,,,,,,,,,
S1_F8,main2020,benchmark_dividend_tax,0.0,342,7.0,81.0,-0.11393238366382226,-0.20391269379215204,39.76608187134503,-3856.7670136571587,-11.277096531161282,0.8216677918959844,0.9332702120205916,-10.200745196903522,-2569.5677150999973,-4.258376587245038,-1458.3890059171033,12.0,9217.307013657999,2569.567715099998,206.0,,,,,,,,,,
S1_F8,main2020,benchmark_dividend_tax,0.1,342,7.0,81.0,-0.11359718352355389,-0.20391269379215204,39.76608187134503,-3791.7670136571587,-11.087038051629118,0.8221924625756325,0.934394842106698,-10.200745196903522,-2569.5677150999973,-4.258376587245038,-1458.3890059171033,12.0,9217.307013657999,2569.567715099998,206.0,,,,,,,,,,
S1_F8,main2020,benchmark_dividend_tax,0.2,342,7.0,81.0,-0.11326198338328552,-0.20391269379215204,39.76608187134503,-3726.7670136571587,-10.896979572096955,0.8227171332552806,0.9355194721928044,-10.200745196903522,-2569.5677150999973,-4.258376587245038,-1458.3890059171033,12.0,9217.307013657999,2569.567715099998,206.0,,,,,,,,,,
S1_F8,main2020,unified_fee,1.0,342,7.0,81.0,-0.08591151111346443,-0.19547750631502753,40.643274853801174,-2584.0628641071567,-7.555739368734376,0.8615196825367644,0.9546445178909577,-10.200745196903522,-2569.5677150999973,-4.244381978859968,-1457.8248436948809,9.0,7944.602864108,2569.567715099998,203.0,,,,,,,,,,
S1_F8,main2020,sell1455,5.0,342,7.0,81.0,-0.12532348463002502,-0.21075639207736221,40.643274853801174,-3786.402151688155,-11.071351320725599,0.8072972486382115,0.9334160291059275,-10.121428781262404,-2549.5879099999993,-4.296378653409347,-1384.326703208438,9.0,9216.907151689,2549.5879099999984,203.0,0.0,-0.11393238366382226,-3856.7670136571587,1619.0,-0.1835981173555818,0.058274632725556774,,,,
S1_F8,main2020,buy0935,5.0,342,7.0,81.0,-0.08999203180422845,-0.12589098130772225,46.49122807017544,-2886.4757724881433,-8.43998763885422,0.8828975306369131,0.9586405374796733,-9.922715421794353,-2952.2411752409935,-5.0137475959507665,-1838.3198960464943,12.0,9217.500772489,2952.241175240997,183.0,0.0,-0.11393238366382226,-3856.7670136571587,1619.0,-0.19767294673021227,0.10768091492598382,,,,
S1_F8,main2020,joint,5.0,342,7.0,81.0,-0.10138313277043129,-0.20180442426663348,46.49122807017544,-2816.110910519141,-8.23424242841854,0.8673292061779202,0.9586479503604256,-9.843399006153234,-2922.275527559993,-5.035667308048716,-1805.0252582487722,9.0,9217.100910520001,2922.275527559992,183.0,0.0,-0.11393238366382226,-3856.7670136571587,1616.0,-0.22371425368312425,0.12233112091269296,,,,
S1_F8,main2020,conservative_repurchase,0.0,342,7.0,81.0,-0.11381624758399438,-0.20391269379215277,39.76608187134503,-3846.7619136072194,-11.247841852652689,0.8218171830847812,0.9334317967694552,-10.161026657602216,-2559.562615049998,-4.256170001728298,-1457.8331670254374,12.0,9217.306913608001,2559.5626150499993,206.0,,,,,,,0.0,0.0,1.0,2.0
S2_F1,main2020,slip,0.0,310,7.0,80.0,-0.13748615676764547,-0.1019989210391545,42.90322580645161,-3064.3936539999913,-9.885140819354811,0.7469942889951877,0.9355830071283784,-10.095768161969033,-3809.85525,-4.605048938138913,-1613.26010575,12.0,8704.393654,3809.8552499999932,177.0,,,,,,,,,,
S2_F1,early2020_2023,slip,0.0,177,4.0,47.0,-0.18375126430595992,-0.17641129616220133,37.85310734463277,-3648.979699999999,-20.615704519774006,0.5380231221807024,0.6375573974112378,-6.062323767476086,-965.2849,-3.2348898387097584,-536.9635444444446,7.0,4148.9797,965.2848999999987,110.0,,,,,,,,,,
S2_F1,recent2024,slip,0.0,133,3.0,33.0,-0.0759152993670315,-0.0040784701912261,49.62406015037594,584.5860460000058,4.395383804511322,0.8970306822858969,1.0155875250785649,-10.095768161969033,-3809.85525,-5.849455820465352,-2417.055691428571,12.0,4555.413954000001,3809.8552499999932,67.0,,,,,,,,,,
S2_F1,main2020,slip,5.0,310,7.0,80.0,-0.23744483974427907,-0.20189497245738414,40.0,-10839.126672552204,-34.9649247501684,0.6058189738647972,0.7908045541437355,-10.200745196903522,-3886.711772625,-4.70725813141966,-1669.4052506630587,12.0,8701.891672553,3886.711772625,186.0,,,,,,,,,,
S2_F1,early2020_2023,slip,5.0,177,4.0,47.0,-0.28370429447255247,-0.27636129616218447,33.33333333333333,-6026.228619749729,-34.04648937711711,0.38651567458319364,0.4778778134483912,-6.165217137601177,-990.5175146499989,-3.3363793106363184,-553.4835945833322,9.0,4147.82861975,990.5175146499969,118.0,,,,,,,,,,
S2_F1,recent2024,slip,5.0,133,3.0,33.0,-0.1758815052562762,-0.10401596942629844,48.87218045112782,-4812.898052802473,-36.187203404529875,0.7769684019109344,0.8804890260824738,-10.200745196903522,-3886.711772625,-5.952308929088106,-2472.20161687914,12.0,4554.063052803001,3886.711772625,68.0,,,,,,,,,,
S2_F1,main2020,slip,10.0,310,7.0,80.0,-0.33740352272092294,-0.3017910238756334,35.80645161290323,-18613.859691105084,-60.044708680984144,0.49219291034832363,0.6686848554448981,-10.305722231838008,-3963.5682952499856,-4.809467324700412,-1727.783986451116,12.0,8699.389691106,3963.568295249992,199.0,,,,,,,,,,
S2_F1,early2020_2023,slip,10.0,177,4.0,47.0,-0.3836573246391564,-0.3763112961621808,28.8135593220339,-8403.477539499718,-47.47727423446168,0.27842467360970247,0.3589367043101694,-6.268110507726253,-1015.7501292999943,-3.437868782562883,-570.0036447222201,11.0,4146.6775395,1015.750129299995,126.0,,,,,,,,,,
S2_F1,recent2024,slip,10.0,133,3.0,33.0,-0.27584771114552964,-0.20395346866140715,45.11278195488722,-10210.382151605367,-76.76979061357419,0.6720332332184774,0.7629521243749696,-10.305722231838008,-3963.5682952499856,-6.05516203771086,-2527.347542329705,12.0,4552.712151606001,3963.568295249992,73.0,,,,,,,,,,
S2_F1,main2020,slip,20.0,310,7.0,80.0,-0.5373208886742237,-0.5015831267121418,27.741935483870968,-34163.325728211996,-110.20427654261934,0.3305405750559386,0.48014160043580156,-10.515676301707023,-4117.2813405,-5.0138857112619375,-1844.5414580272495,31.0,8694.385728212,4117.281340499991,224.0,,,,,,,,,,
S2_F1,early2020_2023,slip,20.0,177,4.0,47.0,-0.5835633849723768,-0.5762112961622128,18.07909604519774,-13157.975379000018,-74.33884394915265,0.1510330291574113,0.20822962089960784,-6.47389724797646,-1066.2153585999995,-3.640847726416037,-603.2442342888894,31.0,4144.375378999999,1066.2153585999986,145.0,,,,,,,,,,
S2_F1,recent2024,slip,20.0,133,3.0,33.0,-0.47578012292405003,-0.40382846713160636,40.6015037593985,-21005.350349211978,-157.934965031669,0.5023124505359394,0.5721765566315566,-10.515676301707023,-4117.2813405,-6.260868254956394,-2647.1016107228556,14.0,4550.010349212001,4117.281340499991,79.0,,,,,,,,,,
S2_F1,main2020,quantity,100.0,310,7.0,80.0,-0.7699961974620624,-0.8173836241826802,24.193548387096776,-3832.2474899899166,-12.362088677386827,0.24699563884138084,0.462345299874726,-10.558029833664133,-396.58937687499997,-5.100850463804174,-175.28818338093683,54.0,3618.52398999,396.5893768750002,235.0,,,,,,,,,,
S2_F1,main2020,quantity,500.0,310,7.0,80.0,-0.29480738322896705,-0.24430638449378012,37.74193548387097,-6764.924832368101,-21.82233816892936,0.5400305681970685,0.7470991298305567,-10.240443489876924,-1943.3558863125,-4.748305827354464,-836.4954283581856,12.0,5696.3073323685,1943.3558863125,193.0,,,,,,,,,,
S2_F1,main2020,quantity,1000.0,310,7.0,80.0,-0.23744483974427907,-0.20189497245738414,40.0,-10839.126672552204,-34.9649247501684,0.6058189738647972,0.7908045541437355,-10.200745196903522,-3886.711772625,-4.70725813141966,-1669.4052506630587,12.0,8701.891672553,3886.711772625,186.0,,,,,,,,,,
S2_F1,main2020,benchmark_dividend_tax,0.0,310,7.0,80.0,-0.23744483974427907,-0.20189497245738414,40.0,-10839.126672552204,-34.9649247501684,0.6058189738647972,0.7908045541437355,-10.200745196903522,-3886.711772625,-4.70725813141966,-1669.4052506630587,12.0,8701.891672553,3886.711772625,186.0,,,,,,,,,,
S2_F1,main2020,benchmark_dividend_tax,0.1,310,7.0,80.0,-0.23726972605304164,-0.20189497245738414,40.0,-10806.126672552204,-34.85847313726517,0.605995139917675,0.7913085392777416,-10.200745196903522,-3886.711772625,-4.70725813141966,-1668.7015525813713,12.0,8701.891672553,3886.711772625,186.0,,,,,,,,,,
S2_F1,main2020,benchmark_dividend_tax,0.2,310,7.0,80.0,-0.2370946123618042,-0.20189497245738414,40.0,-10773.126672552204,-34.75202152436195,0.6061714084549802,0.7918131672077299,-10.200745196903522,-3886.711772625,-4.70725813141966,-1668.7015525813713,12.0,8701.891672553,3886.711772625,186.0,,,,,,,,,,
S2_F1,main2020,unified_fee,1.0,310,7.0,80.0,-0.20966818141013163,-0.17905499999998983,41.29032258064516,-9697.596387802205,-31.28256899291034,0.6408797041197096,0.8101408871196115,-10.200745196903522,-3886.711772625,-4.6883906813908585,-1668.6312628505589,12.0,7560.361387803,3886.711772625,182.0,,,,,,,,,,
S2_F1,main2020,sell1455,5.0,310,7.0,80.0,-0.2692490727274234,-0.2063577845125346,37.41935483870968,-13665.526223823163,-44.082342657494074,0.5669712879404082,0.740778254231424,-10.121428781262404,-3976.608715668002,-4.721831376475681,-1655.0465419838697,12.0,8699.706223824001,3976.6087156680005,194.0,0.0,-0.23744483974427907,-10839.126672552204,1615.0,-0.19145964872209614,-0.07778942400532723,,,,
S2_F1,main2020,buy0935,5.0,310,7.0,80.0,-0.1760715199991894,-0.20189499553043505,45.483870967741936,-713.1146847962027,-2.3003699509554925,0.7613633017974121,0.988303701061309,-9.922715421794353,-4246.944142796993,-5.10661415752628,-1761.00619230762,10.0,8700.939684797002,4246.944142796987,169.0,0.0,-0.23744483974427907,-10839.126672552204,1615.0,-0.20377295341541724,0.027701433416227828,,,,
S2_F1,main2020,joint,5.0,310,7.0,80.0,-0.20787575298233368,-0.200419314836845,44.193548387096776,-3539.51423606716,-11.41778785828116,0.7215237086776419,0.9428898440346409,-9.843399006153234,-4336.841085839995,-5.0995888201737,-1786.25216595312,10.0,8698.754236068002,4336.8410858399875,173.0,0.0,-0.23744483974427907,-10839.126672552204,1612.0,-0.2298632869743802,0.021987533992046504,,,,
S2_F1,main2020,conservative_repurchase,0.0,310,7.0,80.0,-0.23731671542395225,-0.20189497245738752,40.0,-10829.12157250219,-34.932650233878036,0.6059478581030959,0.7909572869746254,-10.161026657602216,-3886.7117726249944,-4.704775722713327,-1668.779931909934,12.0,8701.891572503002,3886.711772625,186.0,,,,,,,0.0,0.0,1.0,2.0
S2_F2,main2020,slip,0.0,411,7.0,80.0,0.08026305250269042,-0.1019989837398374,41.84914841849148,19220.46887400002,46.76513108029202,1.189590514883156,1.4249419047285958,-6.288161107806691,-3383.030676,-2.6462498312151572,-1118.1698786666664,19.0,10809.531126000002,3383.030676000002,239.0,,,,,,,,,,
S2_F2,early2020_2023,slip,0.0,234,4.0,47.0,-0.09548860039338183,-0.15911109241440308,33.76068376068376,-1822.1278999999927,-7.786871367521337,0.7469963001819476,0.8477974126958709,-5.613865649606299,-1140.7375,-2.1742359265453324,-364.1801166666666,19.0,5302.1279,1140.7374999999993,155.0,,,,,,,,,,
S2_F2,recent2024,slip,0.0,177,3.0,33.0,0.3126126953144469,0.11283736263736263,52.54237288135594,21042.596774000012,118.88472753672323,1.6458003534296726,1.632687125976139,-6.288161107806691,-3383.030676,-3.0105499281863297,-1614.72468,6.0,5507.403226,3383.030676000002,84.0,,,,,,,,,,
S2_F2,main2020,slip,5.0,411,7.0,80.0,-0.019589362425909702,-0.20189817022356837,38.19951338199513,9745.43141359803,23.71151195522635,0.9594937369046391,1.193072692703289,-6.391240648360583,-3438.487468817994,-2.747493333499029,-1170.6436232784697,31.0,10806.503586403001,3438.4874688179916,254.0,,,,,,,,,,
S2_F2,early2020_2023,slip,5.0,234,4.0,47.0,-0.19540149731023673,-0.2590610924143836,29.059829059829063,-4937.325227449644,-21.099680459186516,0.5623246903004946,0.6481053328245532,-5.716546976131891,-1161.60234555,-2.2751940587564543,-380.95410308333163,31.0,5300.69522745,1161.6023455499999,166.0,,,,,,,,,,
S2_F2,recent2024,slip,5.0,177,3.0,33.0,0.21284023962455656,0.012972253846172222,50.282485875706215,14682.756641047672,82.95342735055182,1.3995198747617084,1.4028770157980004,-6.391240648360583,-3438.487468817994,-3.111984768345453,-1675.976339729993,7.0,5505.808358953001,3438.4874688179916,88.0,,,,,,,,,,
S2_F2,main2020,slip,10.0,411,7.0,80.0,-0.11944177735452008,-0.30179735670729935,35.03649635036496,270.39395319510004,0.6578928301583943,0.7818038098989879,1.0048289948965863,-6.4943201889144895,-3493.944261635995,-2.8487368357829075,-1223.3239277030402,31.0,10803.476046806001,3493.9442616359956,267.0,,,,,,,,,,
S2_F2,early2020_2023,slip,10.0,234,4.0,47.0,-0.2953143942271028,-0.35901109241438445,25.64102564102564,-8052.52255489964,-34.41248955085317,0.4317093243095323,0.5033925021708225,-5.8192283026574625,-1182.4671910999964,-2.3761521909675847,-397.72808949999825,31.0,5299.2625549,1182.4671910999969,174.0,,,,,,,,,,
S2_F2,recent2024,slip,10.0,177,3.0,33.0,0.11306778393465712,-0.08689285494503816,47.45762711864407,8322.916508094739,47.02212716437705,1.1935780477277285,1.2092300983388493,-6.4943201889144895,-3493.944261635995,-3.213419608504586,-1737.2279994599912,8.0,5504.213491906001,3493.9442616359956,93.0,,,,,,,,,,
S2_F2,main2020,slip,20.0,411,7.0,80.0,-0.3191466072117536,-0.5015957296747983,27.73722627737226,-18679.680967611996,-45.449345419980524,0.5347611699711606,0.7249929353180119,-6.7004792700223,-3604.8578472719973,-3.051223840350683,-1331.8896376053317,37.0,10797.420967612,3604.8578472719964,297.0,,,,,,,,,,
S2_F2,early2020_2023,slip,20.0,234,4.0,47.0,-0.4951401880608468,-0.5589110924144065,18.37606837606838,-14282.917209800005,-61.03810773418806,0.2685642286933528,0.31717137620934477,-6.0245909557086605,-1224.1968822,-2.578068455389862,-432.1255861333336,37.0,5296.3972097999995,1224.1968822000017,191.0,,,,,,,,,,
S2_F2,recent2024,slip,20.0,177,3.0,33.0,-0.08647712744515587,-0.2866230725274789,40.11299435028249,-4396.76375781199,-24.840473207977347,0.8760962300448256,0.9064659408663398,-6.7004792700223,-3604.8578472719973,-3.41628928882287,-1861.6134456479983,12.0,5501.023757812001,3604.8578472719964,106.0,,,,,,,,,,
S2_F2,main2020,quantity,100.0,411,7.0,80.0,-0.5688519465928644,-0.8285649864681738,23.114355231143552,-2682.1750117198885,-6.525973264525276,0.3735635867250129,0.6485670420777808,-6.549193246654267,-352.3465966699996,-3.1894511110271178,-125.56960381166603,54.0,4737.36851172,352.3465966699996,316.0,,,,,,,,,,
S2_F2,main2020,quantity,500.0,411,7.0,80.0,-0.07915349040865151,-0.27559731111109603,36.009732360097324,3028.450155773513,7.368491863195895,0.8491718177934986,1.1146177388716676,-6.400494361895899,-1721.7329833499969,-2.7855846969022346,-587.8524755116636,31.0,7247.517344227001,1721.732983349997,263.0,,,,,,,,,,
S2_F2,main2020,quantity,1000.0,411,7.0,80.0,-0.019589362425909702,-0.20189817022356837,38.19951338199513,9745.43141359803,23.71151195522635,0.9594937369046391,1.193072692703289,-6.391240648360583,-3438.487468817994,-2.747493333499029,-1170.6436232784697,31.0,10806.503586403001,3438.4874688179916,254.0,,,,,,,,,,
