id,buffer,mode,settlement,initial,final,hold_final,return_pct,hold_return_pct,increment_cash,increment_pct,mdd_pct,hold_mdd_pct,relative_mdd_cash,completed,sales,skip_t1,skip_missing,sale_blocked,failed_restore_days,max_consecutive_deficit_days,insufficient_cash_windows,max_extra_cash_required,terminal_missing,terminal_cash,terminal_cash_gap,terminal_receivable,terminal_tax_reserve,missed_rise_cash,avoided_fall_cash,fees,dividend_tax
S1_F8,0.1,nominal,ex_date_close_scenario,20218.0,60359.037003345205,69608.0,198.54108716660997,244.28726877040262,-9248.962996654795,-45.746181603792635,-63.10665491885767,-53.02362482369535,-13599.380382554791,166,167,2,173,0,825,347,825,6252.643036654783,100,2696.0370033452164,3719.2305986897827,0.0,0.0,65209.00000000001,62055.99999999999,3789.027496655,239.5
S1_F8,0.1,conservative,ex_date_close_scenario,20218.0,60359.037003345205,69608.0,198.54108716660997,244.28726877040262,-9248.962996654795,-45.746181603792635,-63.10665491885767,-53.02362482369535,-13599.380382554791,166,167,2,173,0,825,347,15551,6252.643036654783,100,2696.0370033452164,3719.2305986897827,0.0,0.0,65209.00000000001,62055.99999999999,3789.027496655,239.5
S1_F8,0.1,conservative,receivable_locked,20218.0,61910.076455965165,69608.0,206.21266423961404,244.28726877040262,-7697.923544034835,-38.07460453078858,-63.334525403602804,-53.02362482369535,-12048.340929934839,133,134,2,206,0,988,931,22899,7293.057644564828,100,822.0764559651725,5593.191146069827,3425.0,0.0,64698.00000000001,62068.99999999999,3152.970044034999,190.0
S1_F8,0.3,nominal,ex_date_close_scenario,23894.0,70661.93724999277,73284.0,195.730883276106,206.7046120364945,-2622.0627500072296,-10.973728760388505,-54.76357332304045,-45.63040509786072,-8166.266298499751,338,338,4,0,0,0,0,0,0.0,0,6591.93724999277,0.0,0.0,0.0,45770.00000000004,60800.00000000003,9126.052750008002,610.0
S1_F8,0.3,conservative,ex_date_close_scenario,23894.0,70661.93724999277,73284.0,195.730883276106,206.7046120364945,-2622.0627500072296,-10.973728760388505,-54.76357332304045,-45.63040509786072,-8166.266298499751,338,338,4,0,0,0,0,0,0.0,0,6591.93724999277,0.0,0.0,0.0,45770.00000000004,60800.00000000003,9126.052750008002,610.0
S1_F8,0.3,conservative,receivable_locked,23894.0,70661.9372499928,73284.0,195.7308832761061,206.7046120364945,-2622.0627500072005,-10.973728760388385,-54.76357332304046,-45.63040509786072,-8166.266298499751,338,338,4,0,0,0,0,0,0.0,0,3541.9372499927995,0.0,3050.0,0.0,45770.00000000004,60800.00000000003,9126.052750008002,610.0
S2_F1,0.0,nominal,ex_date_close_scenario,18380.0,61171.53790919007,67770.0,232.8157666441244,268.71599564744287,-6598.462090809931,-35.90022900331846,-59.96697849121202,-57.697841726618705,-8355.46195230994,51,52,11,247,0,1301,497,1301,5440.142130809927,100,3508.5379091900722,2906.729692844927,0.0,0.0,66132.0,61355.0,1146.33209081,45.0
S2_F1,0.0,conservative,ex_date_close_scenario,18380.0,59326.84088660005,67770.0,222.77933017736697,268.71599564744287,-8443.159113399946,-45.93666547007588,-59.8234964866563,-57.697841726618705,-10109.857414869935,42,43,9,258,0,1390,496,42737,7284.8391533999375,100,1663.8408866000627,4751.426715434936,0.0,0.0,68402.00000000001,61443.0,933.7031133999999,100.0
S2_F1,0.0,conservative,receivable_locked,18380.0,61856.590622710006,67770.0,236.5429304826442,268.71599564744287,-5913.409377289994,-32.173065164798665,-57.332801477835545,-57.697841726618705,-7580.107678759998,10,11,4,295,0,1566,931,51280,7251.543477819987,100,863.5906227100131,5551.676979324986,3330.0,0.0,67634.0,62154.0,268.86787728999997,45.0
S2_F1,0.1,nominal,ex_date_close_scenario,20218.0,61171.84158798515,69608.0,202.56128988023124,244.28726877040262,-8436.158412014847,-41.72597889017137,-63.58313649924712,-53.02362482369535,-10368.848234114845,105,106,19,185,0,1036,497,1036,5439.838452014836,100,3508.8415879851636,2906.4260140498354,0.0,0.0,63130.00000000001,58786.00000000001,2517.852412015,135.0
S2_F1,0.1,conservative,ex_date_close_scenario,20218.0,59326.53751152016,69608.0,193.4342541869629,244.28726877040262,-10281.46248847984,-50.85301458343971,-63.43296480557272,-53.02362482369535,-12126.852310579834,113,114,19,177,0,982,496,22783,7285.142528479832,100,1663.5375115201678,4751.730090514831,0.0,0.0,64332.00000000001,58410.0,2713.952488480001,190.0
S2_F1,0.1,conservative,receivable_locked,20218.0,61951.94394971008,69608.0,206.41974453313918,244.28726877040262,-7656.056050289917,-37.86752423726342,-60.74019096083857,-53.02362482369535,-9501.445872389926,62,63,12,235,0,1291,931,37845,7251.19015081991,100,863.9439497100902,5551.323652324909,3425.0,0.0,65067.0,60003.0,1557.0250502900012,190.0
S2_F1,0.3,nominal,ex_date_close_scenario,23894.0,60379.2282048553,73284.0,152.69619236986398,206.7046120364945,-12904.771795144698,-54.00841966663053,-58.50809086252682,-45.63040509786072,-14750.161617244692,179,180,28,102,0,473,473,473,6174.85183514469,100,2716.2282048553097,3699.0393971796893,0.0,0.0,56871.000000000015,51162.99999999999,4137.472295145,416.0
S2_F1,0.3,conservative,ex_date_close_scenario,23894.0,60388.2327949003,73284.0,152.7338779396514,206.7046120364945,-12895.767205099699,-53.97073409684314,-58.50809086252682,-45.63040509786072,-14741.1570271997,179,180,28,102,0,473,473,8071,6165.8472450996915,100,2725.2327949003084,3690.0348071346907,0.0,0.0,56871.000000000015,51172.0,4137.472205100001,416.0
S2_F1,0.3,conservative,receivable_locked,23894.0,62224.88509552021,73284.0,160.42054530643762,206.7046120364945,-11059.114904479793,-46.28406673005689,-58.50809086252682,-45.63040509786072,-12904.504726579802,142,143,23,144,0,766,625,13032,6978.2490050097895,100,1136.8850955202106,5278.3825065147885,3425.0,0.0,62002.0,56314.0,3300.9719044800004,239.5
S2_F2,0.0,nominal,ex_date_close_scenario,18380.0,60690.06021258506,67770.0,230.19619266912437,268.71599564744287,-7079.939787414944,-38.519802978318516,-62.61821046310529,-57.697841726618705,-8911.100509214943,43,44,7,360,0,1409,593,1409,5921.619827414932,100,3027.0602125850673,3388.2073894499317,0.0,0.0,66583.0,61175.99999999999,1023.7147874149997,90.0
S2_F2,0.0,conservative,ex_date_close_scenario,18380.0,60737.250363590036,67770.0,230.45293995424393,268.71599564744287,-7032.749636409964,-38.263055693198936,-62.5366814633989,-57.697841726618705,-8863.910358209963,36,37,9,364,1,1445,593,45675,5874.429676409953,100,3074.2503635900466,3341.0172384449525,0.0,0.0,66219.0,60607.99999999999,877.2626364100001,90.0
S2_F2,0.0,conservative,receivable_locked,18380.0,61792.501668420016,67770.0,236.1942419391731,268.71599564744287,-5977.498331579984,-32.52175370826977,-58.19969997839971,-57.697841726618705,-7808.65905337999,12,13,1,397,0,1558,920,50789,7315.632432109979,100,799.5016684200209,5615.765933614978,3330.0,0.0,66992.00000000001,61595.0,346.55833158,45.0
S2_F2,0.1,nominal,ex_date_close_scenario,20218.0,60690.34568751516,69608.0,200.1797689559559,244.28726877040262,-8917.65431248484,-44.107499814446726,-65.63586193505442,-53.02362482369535,-10903.121082984857,103,104,12,295,0,1108,593,1108,5921.3343524848315,100,3027.345687515168,3387.9219145198313,0.0,0.0,64688.0,59794.0,2490.855812485001,130.0
S2_F2,0.1,conservative,ex_date_close_scenario,20218.0,60737.13673319014,69608.0,200.41120156885026,244.28726877040262,-8870.863266809858,-43.87606720155237,-65.56267071759082,-53.02362482369535,-10856.330037309861,95,96,16,298,1,1150,593,31216,5874.543306809846,100,3074.136733190153,3341.130868844846,0.0,0.0,64310.0,59179.0,2322.876266810001,130.0
S2_F2,0.1,conservative,receivable_locked,20218.0,61731.64765259011,69608.0,205.33013973978686,244.28726877040262,-7876.352347409891,-38.95712903061574,-61.87622228229404,-53.02362482369535,-9861.819117909909,67,68,13,330,0,1286,955,37588,7396.486447939887,100,718.6476525901135,5696.619949444886,3350.0,0.0,65273.00000000001,60186.0,1720.1673474100007,107.5
S2_F2,0.3,nominal,ex_date_close_scenario,23894.0,75710.73541509188,73284.0,216.8608663894362,206.7046120364945,2426.7354150918836,10.156254352941675,-61.60114843135498,-45.63040509786072,-7033.031416947808,343,343,68,0,0,0,0,0,0.0,0,11640.735415091898,0.0,0.0,0.0,36069.999999999985,56450.00000000002,9143.654584909009,740.0
S2_F2,0.3,conservative,ex_date_close_scenario,23894.0,74337.80111722182,73284.0,211.11492892450752,206.7046120364945,1053.8011172218248,4.410316888012995,-61.60114843135498,-45.63040509786072,-7462.906950659721,337,337,66,5,3,8,8,152,125.22609786470298,0,10267.80111722184,0.0,0.0,0.0,36078.99999999998,54885.00000000002,9032.581882779008,740.0
S2_F2,0.3,conservative,receivable_locked,23894.0,62327.33005153024,73284.0,160.84929292512865,206.7046120364945,-10956.66994846976,-45.85531911136586,-61.60114843135498,-45.63040509786072,-12942.136718969778,165,166,31,212,2,759,696,12117,6875.804048999757,100,1239.3300515302435,5175.937550504756,3425.0,0.0,60900.00000000001,56094.0,3815.0479484700054,239.5
S2_F3,0.0,nominal,ex_date_close_scenario,18380.0,61150.14258623503,67770.0,232.69936118735055,268.71599564744287,-6619.85741376497,-36.016634460092334,-59.536959562378414,-57.697841726618705,-8356.575701154965,30,31,12,251,0,1113,290,1113,5461.537453764962,100,3487.142586235037,2928.125015799962,0.0,0.0,64265.999999999985,58929.00000000001,683.2399137650002,152.0
S2_F3,0.0,conservative,ex_date_close_scenario,18380.0,61150.14778633503,67770.0,232.69938947951596,268.71599564744287,-6619.85221366497,-36.01660616792693,-59.536934143237374,-57.697841726618705,-8341.694284204976,30,31,11,252,0,1139,290,32110,5461.532253664962,100,3487.1477863350374,2928.1198156999617,0.0,0.0,64382.99999999999,59056.00000000001,693.2397136650002,152.0
S2_F3,0.0,conservative,receivable_locked,18380.0,61865.149812185,67770.0,236.58949843408598,268.71599564744287,-5904.850187814998,-32.1264972133569,-57.100128302334795,-57.697841726618705,-7539.392258354987,7,8,1,285,0,1453,938,45686,7292.98428834499,100,822.14981218501,5593.117789849989,3380.0,0.0,66669.0,61164.0,206.79118781500003,100.0
S2_F3,0.1,nominal,ex_date_close_scenario,20218.0,61173.76006194507,69608.0,202.570778820581,244.28726877040262,-8434.239938054932,-41.71648994982161,-63.161383197063415,-53.02362482369535,-10154.539938054935,56,57,25,212,0,779,346,779,5437.919978054928,100,3510.7600619450714,2904.5075400899277,0.0,0.0,61287.999999999985,55265.00000000001,1347.4994380550004,214.5
S2_F3,0.1,conservative,ex_date_close_scenario,20218.0,61173.76006194507,69608.0,202.570778820581,244.28726877040262,-8434.239938054932,-41.71648994982161,-63.161383197063415,-53.02362482369535,-10154.539938054935,56,57,25,212,0,779,346,14129,5437.919978054928,100,3510.7600619450714,2904.5075400899277,0.0,0.0,61287.999999999985,55265.00000000001,1347.4994380550004,214.5
S2_F3,0.1,conservative,receivable_locked,20218.0,61910.45437557504,69608.0,206.2145334631271,244.28726877040262,-7697.545624424958,-38.07273530727549,-60.93849991360916,-53.02362482369535,-9330.54562442495,34,35,14,245,0,1083,938,27512,7292.67972495495,100,822.4543755750501,5592.813226459949,3425.0,0.0,63522.99999999999,57402.0,903.1761244250001,165.0
S2_F3,0.3,nominal,ex_date_close_scenario,23894.0,63101.20204056566,73284.0,164.088064118882,206.7046120364945,-10182.797959434341,-42.61654791761254,-54.31963232913859,-45.63040509786072,-10993.49409789122,169,170,86,38,0,161,88,161,2688.57413789122,100,5496.702040565666,977.0655614693333,0.0,58.5,55534.999999999985,54776.99999999999,4689.591459434799,362.7
S2_F3,0.3,conservative,ex_date_close_scenario,23894.0,66715.67562894101,73284.0,179.21518217519466,206.7046120364945,-6568.324371058989,-27.48942986129986,-54.31963232913859,-45.63040509786072,-10413.710295241224,179,179,91,24,0,89,39,1000,2108.790335241224,0,2645.675628941026,0.0,0.0,0.0,48538.99999999999,52623.99999999999,5192.929371059499,516.0
S2_F3,0.3,conservative,receivable_locked,23894.0,63192.596578985234,73284.0,164.47056407041615,206.7046120364945,-10091.403421014766,-42.23404796607837,-54.31963232913859,-45.63040509786072,-11811.703421014754,124,125,64,105,0,391,290,5937,6210.837521544755,100,1991.5965789852453,4423.671023049754,3538.0,0.0,58100.99999999998,53598.999999999985,3007.476921015002,333.0
S2_F4,0.0,nominal,ex_date_close_scenario,18380.0,72595.27900679337,67770.0,294.96887381280396,268.71599564744287,4825.279006793367,26.252878165361086,-59.39079279979771,-57.697841726618705,-7325.651914475893,111,111,59,74,0,495,311,495,675.2778989449093,0,8525.279006793382,0.0,0.0,0.0,29397.99999999998,41716.00000000002,3447.6799932070003,498.0
S2_F4,0.0,conservative,ex_date_close_scenario,18380.0,69591.33550871833,67770.0,278.62532920956653,268.71599564744287,1821.33550871833,9.909333562123667,-59.47329781300612,-57.697841726618705,-7325.651914475893,101,101,51,90,2,522,134,20109,1092.9529938649307,0,5521.3355087183445,0.0,0.0,0.0,31447.99999999998,40412.00000000002,3307.3629912819993,479.7
S2_F4,0.0,conservative,receivable_locked,18380.0,61822.41787096,67770.0,236.35700691490752,268.71599564744287,-5947.582129039998,-32.35898873253536,-57.14877312235739,-57.697841726618705,-7588.987035099997,5,6,2,236,0,1548,1065,50368,7285.716229569989,100,829.417870960011,5585.849731074988,3330.0,0.0,67620.0,61939.0,166.35012904000004,22.5
S2_F4,0.1,nominal,ex_date_close_scenario,20218.0,72593.27623488341,69608.0,259.0527066716956,244.28726877040262,2985.2762348834076,14.765437901292945,-63.466460691746875,-53.02362482369535,-7325.651914475893,140,140,67,37,0,146,44,146,677.2806708548692,0,8523.276234883422,0.0,0.0,0.0,26188.99999999999,37836.00000000002,4170.427265117001,518.0
S2_F4,0.1,conservative,ex_date_close_scenario,20218.0,69591.49297816836,69608.0,244.2056235936708,244.28726877040262,-16.507021831639577,-0.08164517673182103,-63.35580058302925,-53.02362482369535,-7325.651914475893,108,108,55,78,3,462,134,17065,1092.795524414922,0,5521.492978168375,0.0,0.0,0.0,31223.99999999998,38633.00000000002,3475.658021831999,479.7
S2_F4,0.1,conservative,receivable_locked,20218.0,61823.86181629001,69608.0,205.78623907552682,244.28726877040262,-7784.138183709991,-38.501029694875804,-61.24829347070634,-53.02362482369535,-9417.138183709976,14,15,6,222,1,1525,1065,49181,7284.272284239982,100,830.8618162900184,5584.405785744981,3330.0,0.0,67609.0,60461.0,393.57268371,22.5
S2_F4,0.3,nominal,ex_date_close_scenario,23894.0,74647.7118352135,73284.0,212.41195210183938,206.7046120364945,1363.7118352135003,5.707340065344858,-56.23861197924963,-45.63040509786072,-7325.651914475893,164,164,80,0,0,0,0,0,0.0,0,10577.711835213515,0.0,0.0,0.0,24439.999999999985,35520.00000000002,4743.763164787003,496.0
S2_F4,0.3,conservative,ex_date_close_scenario,23894.0,69263.15470967343,73284.0,189.8767670112724,206.7046120364945,-4020.8452903265716,-16.827845025222114,-60.42054033141435,-45.63040509786072,-7833.82110343983,151,151,73,15,5,67,46,1118,742.8849738698282,0,5193.154709673443,0.0,0.0,0.0,27628.999999999993,32733.00000000002,4448.181290327001,484.4
S2_F4,0.3,conservative,receivable_locked,23894.0,70845.89851204344,73284.0,196.50078895138293,206.7046120364945,-2438.101487956563,-10.203823085111587,-60.42054033141435,-45.63040509786072,-7325.651914475893,151,151,73,15,5,54,40,870,935.8415010448357,0,3625.898512043452,0.0,3150.0,0.0,26066.999999999985,32703.000000000022,4444.954487957001,443.8
S2_F5,0.0,nominal,ex_date_close_scenario,18380.0,70043.8812211132,67770.0,281.0874930419652,268.71599564744287,2273.8812211132026,12.37149739452232,-61.31343118275766,-57.697841726618705,-4485.034590689975,86,86,30,74,0,484,178,484,1773.2342259999723,0,5973.881221113203,0.0,0.0,0.0,20944.000000000007,27977.99999999999,2268.328278886999,388.0
S2_F5,0.0,conservative,ex_date_close_scenario,18380.0,59336.03951915003,67770.0,222.82937714445063,268.71599564744287,-8433.960480849972,-45.88661850299223,-61.472405813309216,-57.697841726618705,-10432.634323849972,28,29,10,150,1,1217,349,34388,7275.640520849968,100,1673.039519150032,4742.228082884967,0.0,0.0,64797.99999999999,57599.0,696.1894808500001,179.5
S2_F5,0.0,conservative,receivable_locked,18380.0,61923.137235115006,67770.0,236.90499039779652,268.71599564744287,-5846.862764884994,-31.81100524964633,-57.93863273254192,-57.697841726618705,-7845.536607884995,14,15,7,168,0,1375,881,41928,7204.996865414989,100,910.1372351150112,5505.130366919988,3350.0,0.0,64545.0,59391.0,389.18426488499995,107.5
S2_F5,0.1,nominal,ex_date_close_scenario,20218.0,70098.49684381325,69608.0,246.71330914933844,244.28726877040262,490.49684381324914,2.426040378935845,-62.434587418458776,-53.02362482369535,-4902.921042854916,130,130,46,14,0,144,144,144,1718.6186032999149,0,6028.496843813249,0.0,0.0,0.0,19309.000000000007,26101.999999999993,3214.0071561870022,465.5
S2_F5,0.1,conservative,ex_date_close_scenario,20218.0,66755.68400961324,69608.0,230.17946389164723,244.28726877040262,-2852.3159903867636,-14.107804878755385,-62.434587418458776,-53.02362482369535,-6347.426771570936,130,130,45,14,1,144,144,4906,1735.6272733849155,0,2685.6840096132364,0.0,0.0,0.0,21479.0,24931.99999999999,3214.419990387002,465.5
S2_F5,0.1,conservative,receivable_locked,20218.0,61756.12109002506,69608.0,205.45118750630652,244.28726877040262,-7851.878909974941,-38.83608126409606,-61.648796323937496,-53.02362482369535,-9850.552752974942,50,51,17,122,0,1040,955,25373,7397.0130105049375,100,718.1210900250626,5697.1465120099365,3375.0,0.0,62360.0,56483.00000000001,1190.0364099750002,135.0
S2_F5,0.3,nominal,ex_date_close_scenario,23894.0,74914.61685172329,73284.0,213.5289899209981,206.7046120364945,1630.6168517232873,6.824377884503588,-53.7291730901985,-45.63040509786072,-4485.034590689975,141,141,49,0,0,0,0,0,0.0,0,10844.616851723287,0.0,0.0,0.0,13939.999999999998,22369.999999999985,3505.2781482770024,471.0
S2_F5,0.3,conservative,ex_date_close_scenario,23894.0,71571.80401752327,73284.0,199.53881316449014,206.7046120364945,-1712.1959824767255,-7.165798872004375,-53.7291730901985,-45.63040509786072,-6347.426771570907,141,141,48,0,1,0,0,0,0.0,0,7501.8040175232745,0.0,0.0,0.0,16109.999999999998,21199.99999999998,3505.6909824770023,471.0
S2_F5,0.3,conservative,receivable_locked,23894.0,71571.80401752325,73284.0,199.53881316449,206.7046120364945,-1712.1959824767546,-7.165798872004498,-53.7291730901985,-45.63040509786072,-6347.4267715709175,141,141,48,0,1,0,0,0,0.0,0,4381.80401752326,0.0,3120.0,0.0,16109.999999999998,21199.99999999998,3505.6909824770023,471.0
S2_F6,0.0,nominal,ex_date_close_scenario,18380.0,60901.604105335166,67770.0,231.34713876678546,268.71599564744287,-6868.3958946648345,-37.368856880657425,-61.91336268786507,-57.697841726618705,-10709.28150516485,111,112,73,414,0,1104,338,1104,5710.0759346648265,100,3238.604105335173,3176.6634966998263,0.0,0.0,62941.99999999999,60361.0,2616.061394664999,167.2
S2_F6,0.0,conservative,ex_date_close_scenario,18380.0,60856.36918949511,67770.0,231.1010293226067,268.71599564744287,-6913.630810504888,-37.614966324836175,-61.912858872109865,-57.697841726618705,-10754.516421004897,81,82,47,470,0,1221,338,37109,5755.31085050488,100,3193.369189495119,3221.89841253988,0.0,0.0,63474.0,59686.00000000001,1904.1728105050004,167.2
S2_F6,0.0,conservative,receivable_locked,18380.0,61768.522167605115,67770.0,236.06377675519647,268.71599564744287,-6001.477832394885,-32.65221889224638,-58.208526774076155,-57.697841726618705,-9842.3634428949,73,74,46,479,0,1314,958,39016,7384.611932924878,100,730.5221676051224,5684.745434429877,3375.0,0.0,65537.0,62514.0,1862.0823323949996,115.0
S2_F6,0.1,nominal,ex_date_close_scenario,20218.0,60903.24991104024,69608.0,201.232811905432,244.28726877040262,-8704.750088959758,-43.05445686497061,-65.02245188976458,-53.02362482369535,-12545.635699459774,165,166,96,337,0,916,338,916,5708.43012895975,100,3240.2499110402496,3175.0176909947495,0.0,0.0,62424.99999999999,59918.00000000001,3832.462588959998,167.2
S2_F6,0.1,conservative,ex_date_close_scenario,20218.0,60856.729924480234,69608.0,201.0027199746772,244.28726877040262,-8751.270075519766,-43.28454879572542,-64.99678393798392,-53.02362482369535,-12592.155686019774,159,160,96,343,0,933,338,22779,5754.950115519758,100,3193.7299244802416,3221.5376775547575,0.0,0.0,61873.0,59085.000000000015,3716.0020755199985,167.2
S2_F6,0.1,conservative,receivable_locked,20218.0,61768.73246012518,69608.0,205.51356444814118,244.28726877040262,-7839.267539874818,-38.773704322261445,-61.59321024274864,-53.02362482369535,-11680.153150374827,118,119,74,406,0,1143,958,30446,7384.401640404811,100,730.7324601251894,5684.53514190981,3375.0,0.0,64841.00000000001,61570.000000000015,2868.4380398749977,115.0
S2_F6,0.3,nominal,ex_date_close_scenario,23894.0,62794.895091069455,73284.0,162.80612325717527,206.7046120364945,-10489.104908930545,-43.898488779319266,-59.33006196442029,-45.63040509786072,-14271.490519430561,345,346,202,51,0,159,132,159,3403.6849489305378,100,5190.395091069462,1283.372510965537,0.0,58.5,46539.99999999999,51136.0,8216.433908931194,524.0
S2_F6,0.3,conservative,ex_date_close_scenario,23894.0,61067.496765395525,73284.0,155.57670028206044,206.7046120364945,-12216.503234604475,-51.127911754434066,-59.33006196442029,-45.63040509786072,-16144.68884510448,317,318,191,88,2,299,299,4181,5544.183274604467,100,3404.496765395532,3010.7708366394672,0.0,0.0,54998.0,55228.0,7110.902734604994,396.0
S2_F6,0.3,conservative,receivable_locked,23894.0,62908.79671605547,73284.0,163.2828187664496,206.7046120364945,-10375.203283944531,-43.42179327004491,-59.33006196442029,-45.63040509786072,-14216.088894444532,287,288,172,137,2,391,343,6623,6407.337384474522,100,1707.796716055478,4707.470885979521,3538.0,0.0,54661.00000000001,55522.99999999999,6506.608783944997,396.0
S2_F7,0.0,nominal,ex_date_close_scenario,18380.0,67770.0,67770.0,268.71599564744287,268.71599564744287,0.0,0.0,-57.697841726618705,-57.697841726618705,0.0,0,0,0,0,0,0,0,0,0.0,0,3700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S2_F7,0.0,conservative,ex_date_close_scenario,18380.0,67770.0,67770.0,268.71599564744287,268.71599564744287,0.0,0.0,-57.697841726618705,-57.697841726618705,0.0,0,0,0,0,0,0,0,0,0.0,0,3700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S2_F7,0.0,conservative,receivable_locked,18380.0,67770.0,67770.0,268.71599564744287,268.71599564744287,0.0,0.0,-57.697841726618705,-57.697841726618705,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,3700.0,0.0,0.0,0.0,0.0,0.0
S2_F7,0.1,nominal,ex_date_close_scenario,20218.0,69608.0,69608.0,244.28726877040262,244.28726877040262,0.0,0.0,-53.02362482369535,-53.02362482369535,0.0,0,0,0,0,0,0,0,0,0.0,0,5538.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S2_F7,0.1,conservative,ex_date_close_scenario,20218.0,69608.0,69608.0,244.28726877040262,244.28726877040262,0.0,0.0,-53.02362482369535,-53.02362482369535,0.0,0,0,0,0,0,0,0,0,0.0,0,5538.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S2_F7,0.1,conservative,receivable_locked,20218.0,69608.0,69608.0,244.28726877040262,244.28726877040262,0.0,0.0,-53.02362482369535,-53.02362482369535,0.0,0,0,0,0,0,0,0,0,0.0,0,1838.0,0.0,3700.0,0.0,0.0,0.0,0.0,0.0
S2_F7,0.3,nominal,ex_date_close_scenario,23894.0,73284.0,73284.0,206.7046120364945,206.7046120364945,0.0,0.0,-45.63040509786072,-45.63040509786072,0.0,0,0,0,0,0,0,0,0,0.0,0,9214.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S2_F7,0.3,conservative,ex_date_close_scenario,23894.0,73284.0,73284.0,206.7046120364945,206.7046120364945,0.0,0.0,-45.63040509786072,-45.63040509786072,0.0,0,0,0,0,0,0,0,0,0.0,0,9214.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S2_F7,0.3,conservative,receivable_locked,23894.0,73284.0,73284.0,206.7046120364945,206.7046120364945,0.0,0.0,-45.63040509786072,-45.63040509786072,0.0,0,0,0,0,0,0,0,0,0.0,0,5514.0,0.0,3700.0,0.0,0.0,0.0,0.0,0.0
