id,buffer,mode,settlement,initial,final,hold_final,return_pct,hold_return_pct,increment_cash,increment_pct,mdd_pct,hold_mdd_pct,relative_mdd_cash,completed,sales,skip_t1,skip_missing,sale_blocked,failed_restore_days,max_consecutive_deficit_days,insufficient_cash_windows,max_extra_cash_required,terminal_missing,terminal_cash,terminal_cash_gap,terminal_receivable,terminal_tax_reserve,missed_rise_cash,avoided_fall_cash,fees,dividend_tax
S1_F1,0.3,nominal,ex_date_close_scenario,23894.0,84510.53049244567,73284.0,253.68933829599763,206.7046120364945,11226.530492445672,46.984726259503105,-57.29429352276756,-45.63040509786072,-8136.860422454876,287,287,54,0,0,0,0,0,0.0,0,20440.53049244568,0.0,0.0,0.0,25220.00000000002,52169.999999999985,7997.534507555007,700.0
S1_F1,0.3,conservative,ex_date_close_scenario,23894.0,84555.40725744567,73284.0,253.8771543376817,206.7046120364945,11271.407257445666,47.172542301187185,-57.29429352276756,-45.63040509786072,-8136.860422454876,286,286,54,0,1,0,0,0,0.0,0,20485.407257445673,0.0,0.0,0.0,25220.00000000002,52169.999999999985,7969.927742555007,700.0
S1_F1,0.3,conservative,receivable_locked,23894.0,84555.40725744567,73284.0,253.8771543376817,206.7046120364945,11271.407257445666,47.172542301187185,-57.29429352276756,-45.63040509786072,-8136.860422454876,286,286,54,0,1,0,0,0,0.0,0,16985.407257445673,0.0,3500.0,0.0,25220.00000000002,52169.999999999985,7969.927742555007,700.0
S1_F2,0.0,nominal,ex_date_close_scenario,18380.0,59396.733930625094,67770.0,223.15959701101792,268.71599564744287,-8373.266069374906,-45.55639863642495,-60.97445604558819,-57.697841726618705,-10485.576290154913,75,76,16,283,0,1186,349,1186,7214.946109374902,100,1733.7339306250979,4681.533671409901,0.0,0.0,65908.0,60289.0,1714.1300693750002,137.2
S1_F2,0.0,conservative,ex_date_close_scenario,18380.0,59341.68402552505,67770.0,222.8600871900166,268.71599564744287,-8428.31597447495,-45.855908457426274,-61.56136230041878,-57.697841726618705,-10129.309897724946,43,44,8,323,0,1403,588,43346,7269.996014474943,100,1678.6840255250572,4736.583576509942,0.0,0.0,68350.0,61528.0,1012.783474475,108.0
S1_F2,0.0,conservative,receivable_locked,18380.0,61836.42355926501,67770.0,236.43320761297608,268.71599564744287,-5933.5764407349925,-32.28278803446677,-57.40558738552799,-57.697841726618705,-7634.570363984982,12,13,3,359,0,1561,925,51007,7271.7105412649835,100,843.4235592650166,5571.8440427699825,3330.0,0.0,67658.99999999999,62338.0,354.8744407350001,90.0
S1_F2,0.1,nominal,ex_date_close_scenario,20218.0,59345.74319312516,69608.0,193.52924717145692,244.28726877040262,-10262.256806874837,-50.758021598945675,-65.1395533936749,-53.02362482369535,-12927.501018074854,112,113,16,246,0,1059,588,1059,7265.9368468748335,100,1682.7431931251667,4732.524408909832,0.0,0.0,65837.0,59820.0,2655.584306875001,135.0
S1_F2,0.1,conservative,ex_date_close_scenario,20218.0,59399.52297507017,69608.0,193.79524668646835,244.28726877040262,-10208.47702492983,-50.49202208393427,-65.1276742765138,-53.02362482369535,-12873.721236129833,112,113,18,244,0,1061,349,27369,7212.15706492982,100,1736.52297507018,4678.744626964819,0.0,0.0,65475.0,59613.99999999999,2660.8725249300005,187.2
S1_F2,0.1,conservative,receivable_locked,20218.0,61795.40443740013,69608.0,205.6454863853998,244.28726877040262,-7812.595562599869,-38.64178238500281,-61.433559384489044,-53.02362482369535,-10477.839773799878,82,83,11,281,0,1189,956,32697,7357.729663129864,100,757.404437400136,5657.863164634863,3375.0,0.0,65108.00000000001,60582.99999999999,2021.059062600002,135.0
S1_F2,0.3,nominal,ex_date_close_scenario,23894.0,59391.95380878523,73284.0,148.56429986099116,206.7046120364945,-13892.046191214773,-58.14031217550336,-56.92641329609246,-45.63040509786072,-16557.290402414776,168,169,26,180,0,709,349,709,7219.726231214762,100,1728.953808785238,4686.313793249761,0.0,0.0,63524.0,55974.00000000001,3905.2546912150015,252.2
S1_F2,0.3,conservative,ex_date_close_scenario,23894.0,59391.95380878523,73284.0,148.56429986099116,206.7046120364945,-13892.046191214773,-58.14031217550336,-56.92641329609246,-45.63040509786072,-16557.290402414776,168,169,26,180,0,709,349,10865,7219.726231214762,100,1728.953808785238,4686.313793249761,0.0,0.0,63524.0,55974.00000000001,3905.2546912150015,252.2
S1_F2,0.3,conservative,receivable_locked,23894.0,62740.7030101804,73284.0,162.57932121110068,206.7046120364945,-10543.296989819602,-44.12529082539383,-56.92641329609246,-45.63040509786072,-13295.841201019623,250,251,43,80,1,338,296,4444,6162.731090349599,100,2039.7030101804012,4375.564591854598,3038.0,0.0,57301.0,56587.999999999985,5590.174989819999,316.0
S1_F3,0.0,nominal,ex_date_close_scenario,18380.0,60474.071810165085,67770.0,229.02106534366203,268.71599564744287,-7295.9281898349145,-39.69493030378082,-56.05146952733227,-57.697841726618705,-11950.132821134921,60,61,27,207,0,786,390,786,6137.60822983491,100,2811.071810165089,3604.19579186991,0.0,0.0,62064.99999999999,57386.00000000001,1541.1196898350001,174.5
S1_F3,0.0,conservative,ex_date_close_scenario,18380.0,60400.082111960095,67770.0,228.61850985832479,268.71599564744287,-7369.917888039905,-40.09748578911809,-56.05146952733227,-57.697841726618705,-12024.122519339904,69,70,31,193,1,715,347,12177,6211.597928039897,100,2737.0821119601023,3678.1854900748967,0.0,0.0,60931.0,56611.00000000001,1797.2088880399992,174.5
S1_F3,0.0,conservative,receivable_locked,18380.0,61818.301409215055,67770.0,236.33461049627346,268.71599564744287,-5951.698590784945,-32.38138515116945,-56.05146952733227,-57.697841726618705,-10605.903222084937,49,50,22,223,0,812,640,14891,7184.832691314936,100,930.3014092150643,5484.966192819935,3225.0,0.0,61544.0,57675.0,1213.095090784999,174.5
S1_F3,0.1,nominal,ex_date_close_scenario,20218.0,60581.33844843511,69608.0,199.6406095975621,244.28726877040262,-9026.661551564888,-44.64665917284048,-57.03422789008281,-53.02362482369535,-13680.86618286488,78,79,39,177,0,673,640,673,5972.741591564877,100,2918.3384484351227,3496.9291535998764,0.0,0.0,60836.0,55366.000000000015,2044.6800515649993,235.0
S1_F3,0.1,conservative,ex_date_close_scenario,20218.0,60400.00903251511,69608.0,198.74373841386443,244.28726877040262,-9207.99096748489,-45.543530356538184,-56.83224321817582,-53.02362482369535,-13862.195598784896,78,79,39,176,1,651,347,10245,6211.671007484882,100,2737.0090325151177,3678.2585695198813,0.0,0.0,60678.0,55024.000000000015,2041.3474674849992,235.0
S1_F3,0.1,conservative,receivable_locked,20218.0,61884.0753812751,69608.0,206.08406064534125,244.28726877040262,-7723.924618724901,-38.20320812506134,-52.681061818607255,-53.02362482369535,-12378.1292500249,72,73,36,185,1,715,640,10871,7174.058719254892,100,941.0753812751082,5474.192220759891,3280.0,0.0,61139.0,56737.00000000001,1919.4171187249995,235.0
S1_F3,0.3,nominal,ex_date_close_scenario,23894.0,61129.395922275246,73284.0,155.83575760557147,206.7046120364945,-12154.604077724754,-50.86885443092305,-52.5373483432648,-45.63040509786072,-16896.10870902475,134,135,66,94,0,304,304,304,5482.284117724743,100,3466.3959222752565,2948.8716797597426,0.0,0.0,57410.0,51266.000000000015,3225.8665777250003,293.0
S1_F3,0.3,conservative,ex_date_close_scenario,23894.0,61113.81939471024,73284.0,155.77056748434853,206.7046120364945,-12170.18060528976,-50.93404455214598,-52.46624584538625,-45.63040509786072,-16911.685236589754,134,135,66,93,1,296,296,4038,5497.8606452897475,100,3450.819394710252,2964.4482073247473,0.0,0.0,57302.99999999999,51146.000000000015,3224.3566052900005,293.0
S1_F3,0.3,conservative,receivable_locked,23894.0,62275.49418572514,73284.0,160.63235199516672,206.7046120364945,-11008.50581427486,-46.07226004132779,-52.46624584538626,-45.63040509786072,-15662.710445574867,91,92,47,155,1,611,347,9807,6782.639914804857,100,1332.4941857251433,5082.773416309856,3280.0,0.0,62076.0,55064.000000000015,2271.423314275,235.0
S1_F4,0.0,nominal,ex_date_close_scenario,18380.0,62654.228117945364,67770.0,240.88263393876696,268.71599564744287,-5115.771882054636,-27.83336170867593,-60.09881060086322,-57.697841726618705,-6722.391628814632,25,26,8,203,0,1081,453,1081,3544.3519220546286,100,5049.728117945371,1424.0394840896279,0.0,58.5,59891.0,56181.0,700.2083820547001,143.7
S1_F4,0.0,conservative,ex_date_close_scenario,18380.0,59322.73333722506,67770.0,222.75698224823208,268.71599564744287,-8447.266662774942,-45.95901339921079,-60.09211053246983,-57.697841726618705,-10531.784104504932,30,31,11,195,0,1056,452,26391,7288.946702774935,100,1659.733337225065,4755.534264809934,0.0,0.0,64916.0,57766.0,764.3026627749997,118.0
S1_F4,0.0,conservative,receivable_locked,18380.0,61399.111045195044,67770.0,234.0539229880035,268.71599564744287,-6370.888954804956,-34.66207265943937,-57.93341327745789,-57.697841726618705,-8455.406396534952,24,25,5,207,0,1276,803,37232,7734.023055334948,100,381.1110451950517,6034.156556839947,3355.0,0.0,64773.0,59508.0,649.7524548049998,113.0
S1_F4,0.1,nominal,ex_date_close_scenario,20218.0,68578.54166727432,69608.0,239.19547763020236,244.28726877040262,-1029.4583327256842,-5.091791140200238,-62.00612955196541,-53.02362482369535,-7820.68494519691,109,109,43,85,0,327,100,327,1789.8618585448849,0,4508.541667274316,0.0,0.0,0.0,35759.999999999985,41873.999999999985,3474.1368327259993,351.7
S1_F4,0.1,conservative,ex_date_close_scenario,20218.0,59384.61012057014,69608.0,193.72148640107895,244.28726877040262,-10223.389879429858,-50.565782369323664,-62.00612955196541,-53.02362482369535,-11856.389879429858,69,70,26,140,1,677,349,12300,7227.069919429851,100,1721.6101205701489,4693.65748146485,0.0,0.0,59505.99999999999,52217.99999999999,1670.1368794300001,221.7
S1_F4,0.1,conservative,receivable_locked,20218.0,61418.47049067507,69608.0,203.78113804864512,244.28726877040262,-8189.52950932493,-40.50613072175749,-61.25598211772716,-53.02362482369535,-9822.52950932493,33,34,11,192,0,1223,803,34560,7734.6636098549225,100,380.4704906750776,6034.7971113599215,3375.0,0.0,65399.99999999999,58703.0,884.667009325,115.0
S1_F4,0.3,nominal,ex_date_close_scenario,23894.0,60324.93021630027,73284.0,152.4689470842064,206.7046120364945,-12959.069783699728,-54.23566495228813,-53.36045620068999,-45.63040509786072,-14592.069783699728,123,124,58,55,0,349,349,349,6286.7498236997235,100,2661.930216300276,3753.3373857347233,0.0,0.0,54457.999999999985,46929.0,2884.5797837000005,346.0
S1_F4,0.3,conservative,ex_date_close_scenario,23894.0,59500.55532450027,73284.0,149.01881361220504,206.7046120364945,-13783.444675499733,-57.6857984242895,-53.36045620068999,-45.63040509786072,-15416.444675499733,122,123,57,55,2,349,349,5575,7111.12471549973,100,1837.5553245002702,4577.712277534729,0.0,0.0,54457.999999999985,46069.0,2865.6746755000004,346.0
S1_F4,0.3,conservative,receivable_locked,23894.0,61345.777615995146,73284.0,156.74134768559114,206.7046120364945,-11938.222384004854,-49.96326435090338,-53.36045620068999,-45.63040509786072,-13571.22238400484,73,74,29,134,0,670,349,10538,7912.356484534843,100,202.77761599515725,6212.489986039842,3480.0,0.0,61328.99999999999,52681.0,1865.1418840050005,282.2
S1_F5,0.0,nominal,ex_date_close_scenario,18380.0,60431.962624450156,67770.0,228.79196204815102,268.71599564744287,-7338.037375549844,-39.92403359929186,-55.3043957504425,-57.697841726618705,-11529.12966944983,101,102,38,52,0,539,474,539,6122.117415549833,100,2768.962624450167,3646.304977584832,0.0,0.0,54368.0,51069.00000000001,2293.8823755500002,321.0
S1_F5,0.0,conservative,ex_date_close_scenario,18380.0,59382.86957856015,67770.0,223.08416528052314,268.71599564744287,-8387.130421439848,-45.631830366919736,-55.3043957504425,-57.697841726618705,-12578.222715339842,98,99,37,56,0,563,349,9344,7228.810461439841,100,1719.8695785601594,4695.39802347484,0.0,0.0,55653.99999999999,51119.00000000001,2238.4264214400005,257.2
S1_F5,0.0,conservative,receivable_locked,18380.0,62076.7653643201,67770.0,237.74083440870567,268.71599564744287,-5693.234635679903,-30.975161238737225,-55.3043957504425,-57.697841726618705,-9884.326929579896,73,74,28,90,0,827,801,15072,6926.3687362098935,100,1188.7653643201065,5226.5022377148925,3225.0,0.0,61217.0,58279.00000000001,1691.4266356800001,150.0
S1_F5,0.1,nominal,ex_date_close_scenario,20218.0,60333.47936166018,69608.0,198.4146768308447,244.28726877040262,-9274.520638339818,-45.87259193955791,-51.12831402952472,-53.02362482369535,-13465.61293223982,110,111,42,39,0,416,347,416,6278.200678339814,100,2670.4793616601855,3744.7882403748135,0.0,0.0,52926.0,48069.00000000001,2482.2866383400005,321.0
S1_F5,0.1,conservative,ex_date_close_scenario,20218.0,60096.43652261018,69608.0,197.2422421733613,244.28726877040262,-9511.56347738982,-47.04502659704135,-51.12831402952472,-53.02362482369535,-13702.655771289807,108,109,41,41,1,418,349,6768,6515.243517389808,100,2433.436522610191,3981.831079424808,0.0,0.0,52407.00000000001,47240.00000000001,2444.1244773900007,321.0
S1_F5,0.1,conservative,receivable_locked,20218.0,61176.70569109016,69608.0,202.58534816050133,244.28726877040262,-8431.29430890984,-41.701920609901286,-51.12831402952472,-53.02362482369535,-12622.386602809827,99,100,38,54,0,508,349,8346,7881.42840943983,100,233.70569109017015,6181.561910944829,3280.0,0.0,53111.0,48582.00000000001,2255.5833089100006,257.2
S1_F5,0.3,nominal,ex_date_close_scenario,23894.0,70693.13137889827,73284.0,195.86143541850785,206.7046120364945,-2590.868621101734,-10.843176617986666,-44.599922081291396,-45.63040509786072,-8412.391858749776,140,140,52,0,0,0,0,0,0.0,0,6623.131378898273,0.0,0.0,0.0,13870.000000000004,18120.000000000022,3481.0736211020007,547.0
S1_F5,0.3,conservative,ex_date_close_scenario,23894.0,69868.75648709826,73284.0,192.41130194650648,206.7046120364945,-3415.2435129017395,-14.293310089988028,-46.96917236631165,-45.63040509786072,-9236.766750549774,139,139,52,0,1,0,0,0,0.0,0,5798.756487098268,0.0,0.0,0.0,13870.000000000004,17260.000000000022,3462.1685129020007,547.0
S1_F5,0.3,conservative,receivable_locked,23894.0,62590.9105187502,73284.0,161.9524170032234,206.7046120364945,-10693.0894812498,-44.752195033271114,-46.96917236631165,-45.63040509786072,-14884.181775149787,117,118,44,29,1,347,347,5573,6525.22358177979,100,1589.91051875021,4825.357083284789,3338.0,0.0,51117.0,45178.000000000015,2639.9844812500014,321.0
S1_F6,0.0,nominal,ex_date_close_scenario,18380.0,60589.52289274504,67770.0,229.64919963408613,268.71599564744287,-7180.477107254963,-39.06679601335671,-60.420684640931825,-57.697841726618705,-8859.95285297496,42,43,15,545,0,1400,340,1400,6022.157147254955,100,2926.5228927450444,3488.7447092899547,0.0,0.0,66657.0,61102.99999999999,983.898607255,157.5
S1_F6,0.0,conservative,ex_date_close_scenario,18380.0,60862.81294278004,67770.0,231.1360878279654,268.71599564744287,-6907.187057219962,-37.57990781947749,-60.452346978196125,-57.697841726618705,-8556.601464939959,39,40,15,548,0,1411,342,44131,5748.867097219956,100,3199.812942780043,3215.454659254956,0.0,0.0,66546.0,61098.0,909.9790572200001,113.0
S1_F6,0.0,conservative,receivable_locked,18380.0,61853.87333194,67770.0,236.5281465285092,268.71599564744287,-5916.126668060002,-32.187849118933634,-57.328569816533644,-57.697841726618705,-7565.541075779998,6,7,1,595,0,1563,936,51080,7254.260768589996,100,860.8733319400044,5554.394270094995,3330.0,0.0,67176.00000000001,61634.0,194.06416806000001,90.0
S1_F6,0.1,nominal,ex_date_close_scenario,20218.0,60589.13702359509,69608.0,199.67918203380694,244.28726877040262,-9018.862976404911,-44.60808673659566,-63.93315715320833,-53.02362482369535,-10651.862976404896,79,80,40,483,0,1253,340,1253,6022.543016404903,100,2926.1370235950963,3489.130578439903,0.0,0.0,65749.0,59800.0,1887.6069764049992,159.5
S1_F6,0.1,conservative,ex_date_close_scenario,20218.0,60503.990817490136,69608.0,199.25804143580046,244.28726877040262,-9104.009182509864,-45.029227334602155,-64.39997304905452,-53.02362482369535,-10737.009182509864,92,93,51,459,0,1217,477,38143,6050.0892225098605,100,2840.9908174901393,3574.2767845448598,0.0,0.0,65602.00000000001,60240.99999999999,2175.577182509999,162.2
S1_F6,0.1,conservative,receivable_locked,20218.0,61873.56755978008,69608.0,206.0320880392723,244.28726877040262,-7734.43244021992,-38.25518073113028,-61.026017874582905,-53.02362482369535,-9367.432440219913,59,60,40,503,0,1360,936,41206,7254.56654074991,100,860.56755978009,5554.700042254909,3350.0,0.0,65591.0,60353.00000000001,1540.2219402199996,110.0
S1_F6,0.3,nominal,ex_date_close_scenario,23894.0,60585.26402879522,73284.0,153.55848342175955,206.7046120364945,-12698.735971204776,-53.14612861473498,-68.59866580469951,-45.63040509786072,-14331.735971204762,170,171,99,333,0,932,340,932,6026.416011204765,100,2922.2640287952345,3493.0035732397646,0.0,0.0,65203.00000000001,58770.0,3940.5704712050015,170.0
S1_F6,0.3,conservative,ex_date_close_scenario,23894.0,60862.47381580026,73284.0,154.71864826232635,206.7046120364945,-12421.526184199742,-51.98596377416816,-68.6254358562542,-45.63040509786072,-14054.526184199742,183,184,109,309,1,850,342,19562,5749.2062241997355,100,3199.4738158002638,3215.7937862347353,0.0,0.0,63486.00000000001,57953.99999999999,4228.321184200003,222.2
S1_F6,0.3,conservative,receivable_locked,23894.0,61862.27634405019,73284.0,158.90297289717162,206.7046120364945,-11421.723655949812,-47.801639139322894,-66.5075685265543,-45.63040509786072,-13054.723655949812,134,135,80,388,0,1087,1087,27671,7290.857756479809,100,824.2763440501913,5590.991257984808,3375.0,0.0,65510.000000000015,59183.0,3223.0461559500013,70.0
S1_F7,0.0,nominal,ex_date_close_scenario,18380.0,60597.30340445008,67770.0,229.69153103618106,268.71599564744287,-7172.696595549918,-39.0244646112618,-61.67155360579741,-57.697841726618705,-9792.391676209923,59,60,22,682,0,1438,600,1438,6014.376635549914,100,2934.3034044500855,3480.9641975849136,0.0,0.0,67576.0,62740.00000000001,1441.10709555,90.0
S1_F7,0.0,conservative,ex_date_close_scenario,18380.0,61200.884239995095,67770.0,232.97543112075675,268.71599564744287,-6569.115760004905,-35.7405645266861,-61.51757428055961,-57.697841726618705,-9382.515006744916,69,70,30,664,0,1403,297,44398,5410.7958000049,100,3537.884239995099,2877.3833620399,0.0,0.0,66741.99999999999,62917.0,1648.8592600050001,131.0
S1_F7,0.0,conservative,receivable_locked,18380.0,61858.762760995036,67770.0,236.55474842761174,268.71599564744287,-5911.237239004964,-32.16124721983114,-57.131349500925154,-57.697841726618705,-8637.336485744965,29,30,15,719,0,1523,938,49161,7274.371339534956,100,840.7627609950441,5574.504841039955,3355.0,0.0,67476.0,62854.0,764.2022390049999,113.0
S1_F7,0.1,nominal,ex_date_close_scenario,20218.0,61202.70361936513,69608.0,202.71393619232927,244.28726877040262,-8405.29638063487,-41.573332578073355,-65.29695289799487,-53.02362482369535,-10695.339982434876,94,95,43,626,0,1318,603,1318,5408.976420634859,100,3539.70361936514,2875.563982669859,0.0,0.0,67156.0,62506.000000000015,2307.2123806349996,45.0
S1_F7,0.1,conservative,ex_date_close_scenario,20218.0,61200.17807249013,69608.0,202.70144461613478,244.28726877040262,-8407.821927509867,-41.58582415426781,-65.31707758779291,-53.02362482369535,-10697.865529309873,94,95,44,625,0,1317,603,40008,5411.501967509856,100,3537.1780724901437,2878.0895295448554,0.0,0.0,67104.0,62517.00000000001,2322.4344275100007,95.0
S1_F7,0.1,conservative,receivable_locked,20218.0,61678.908567585095,69608.0,205.0692876030522,244.28726877040262,-7929.091432414905,-39.2179811673504,-61.80982531483444,-53.02362482369535,-10131.835034214922,65,66,32,666,0,1402,938,43187,7274.225532944901,100,840.9085675850993,5574.3590344499,3175.0,0.0,67516.0,62373.00000000001,1707.8259324150006,95.0
S1_F7,0.3,nominal,ex_date_close_scenario,23894.0,60577.641330175284,73284.0,153.52658127636764,206.7046120364945,-12706.358669824716,-53.17803076012688,-69.92105960570827,-45.63040509786072,-14909.102271624732,203,204,90,470,0,946,640,946,5976.438709824709,100,2914.641330175291,3500.626271859708,0.0,0.0,67069.0,61802.000000000015,4733.091169825003,100.0
S1_F7,0.3,conservative,ex_date_close_scenario,23894.0,61200.61290581031,73284.0,156.13381144140916,206.7046120364945,-12083.38709418969,-50.57080059508534,-69.92105960570827,-45.63040509786072,-14373.430695989715,215,216,95,453,0,910,297,19946,5411.067134189685,100,3537.6129058103143,2877.654696224685,0.0,0.0,66209.0,62069.000000000015,4994.483094190004,100.0
S1_F7,0.3,conservative,receivable_locked,23894.0,61462.18799785027,73284.0,157.22854272139563,206.7046120364945,-11821.81200214973,-49.476069315098904,-68.00270958035028,-45.63040509786072,-14024.555603949753,191,192,87,485,0,982,938,22592,7290.946102679724,100,824.1879978502757,5591.079604184723,2975.0,0.0,66733.99999999999,62002.000000000015,4509.652002150003,100.0
S1_F8,0.0,nominal,ex_date_close_scenario,18380.0,60380.93981839514,67770.0,228.5143624504632,268.71599564744287,-7389.060181604858,-40.20163319697965,-62.01141109503961,-57.697841726618705,-11739.477567504855,122,123,3,216,0,1047,347,1047,6230.74022160485,100,2717.939818395149,3697.32778363985,0.0,0.0,65315.00000000001,62579.99999999999,2892.8711816050013,179.5
S1_F8,0.0,conservative,ex_date_close_scenario,18380.0,60377.95299218514,67770.0,228.49811203582777,268.71599564744287,-7392.047007814857,-40.217883611615115,-62.10561269918051,-57.697841726618705,-11742.464393714861,119,120,3,219,0,1058,347,27055,6233.727047814849,100,2714.95299218515,3700.314609849849,0.0,0.0,65441.00000000001,62614.99999999999,2835.8225078150012,179.5
S1_F8,0.0,conservative,receivable_locked,18380.0,61766.77932082009,67770.0,236.05429445495153,268.71599564744287,-6003.220679179911,-32.66170119249136,-60.91809483275297,-57.697841726618705,-10353.638065079907,79,80,2,260,0,1252,956,35866,7361.354779709903,100,753.7793208200974,5661.488281214902,3350.0,0.0,65838.0,63025.0,1978.6026791800007,107.5
