id,group,value,n,years,months,mean,median,win,cash,mean_cash,pf,pf_cash,worst,worst_cash,tail5,tail5_cash,longest_loss,fee,max_extra_cash,need_extra_n
S2_F3,stage_frozen_tminus1,D,36,7.0,24.0,0.0059568084081992895,0.18562579410590688,58.333333333333336,3083.678364772118,85.65773235478106,1.0104381166838916,1.715633729010267,-3.798123706025253,-1389.5304955559914,-3.689392058068802,-1085.592177127994,4.0,964.786635228,1389.5304955559914,15.0
S2_F3,stage_frozen_tminus1,C,70,7.0,23.0,-0.2507900551713345,-0.16550579745578103,45.714285714285715,-1466.3800306488022,-20.948286152125746,0.6773199688916874,0.8948909033281603,-10.200745196903522,-2569.5677150999973,-6.116137989078064,-1494.9881946694968,5.0,2021.800030649,2569.567715099998,38.0
S2_F3,stage_frozen_tminus1,UNKNOWN,0,,,,,,,,,,,,,,,,,
S2_F3,description,corporate_action,2,2.0,2.0,-1.7157375501157193,-1.7157375501157193,0.0,-891.5926695999949,-445.79633479999745,0.0,0.0,-2.044973196814894,-680.5670798999968,-2.044973196814894,-680.5670798999968,2.0,53.1176696,40.56707989999995,2.0
S2_F3,description,non_action,292,7.0,65.0,-0.20167051492298976,-0.10117035479596309,46.57534246575342,-11358.356323674085,-38.89848056052769,0.7429301805303976,0.8361811220398501,-10.200745196903522,-4348.957669794001,-5.391631939023181,-2138.2958226231945,9.0,9050.741323675,4348.957669793992,156.0
S2_F3,description,long_break,62,7.0,43.0,-0.5896387572153485,-0.30702127701141113,40.32258064516129,-4755.715877788791,-76.70509480304501,0.487623618724098,0.720521892565539,-10.200745196903522,-2569.5677150999973,-6.692521333046975,-1663.3937860399906,11.0,1882.720877789,2569.567715099998,37.0
S2_F3,description,ordinary_break,232,7.0,60.0,-0.11104164875169321,-0.08812435310454296,47.8448275862069,-7494.23311548529,-32.302728946057286,0.8401440643758831,0.8591574836523286,-6.168734283395747,-4348.957669794001,-4.8266810243536895,-2204.6026895989958,8.0,7221.138115486,4348.957669793992,121.0
S2_F4,stage_frozen_tminus1,U,53,6.0,24.0,-0.017376604306436744,-0.24124363029896134,41.509433962264154,1152.2403404362315,21.740383781815687,0.9786170661871665,1.074094349171434,-5.942149442072131,-2899.1747127869926,-3.837275058143724,-2053.6620394469883,5.0,1807.224659564,2899.1747127869894,31.0
S2_F4,stage_frozen_tminus1,R,92,7.0,35.0,-0.12149468486672434,-0.20071530291721373,40.21739130434783,1972.2404402282395,21.437396089437385,0.7906751398198318,1.1461855249218544,-8.235700377192982,-1466.4362049180029,-3.6712549924397115,-1105.361936129597,9.0,2810.884559772,1466.4362049179908,54.0
S2_F4,stage_frozen_tminus1,D,84,7.0,26.0,0.0010232086350914639,-0.26977317925676886,40.476190476190474,-2777.2310075538,-33.06227389945,1.0013333720202424,0.8259301999073864,-9.83232226178813,-3438.487468817994,-5.156755934012804,-1719.144792933996,12.0,2033.706007554,3438.4874688179916,50.0
S2_F4,stage_frozen_tminus1,C,15,6.0,13.0,0.059375342723244615,0.0107964528263575,53.333333333333336,1021.5457803170252,68.10305202113501,1.0754894195934448,1.3275366103783544,-5.716546976131891,-1161.60234555,-5.716546976131891,-1161.60234555,2.0,417.114219683,1161.6023455499999,7.0
S2_F4,stage_frozen_tminus1,UNKNOWN,0,,,,,,,,,,,,,,,,,
S2_F4,description,corporate_action,1,1.0,1.0,-0.9947462879188622,-0.9947462879188622,0.0,-225.60845809999796,-225.60845809999796,0.0,0.0,-0.9947462879188622,-225.60845809999796,-0.9947462879188622,-225.60845809999796,1.0,33.1184581,0.0,0.0
S2_F4,description,non_action,243,7.0,61.0,-0.04167549416405177,-0.23560836141304045,41.56378600823045,1594.4040115276955,6.5613333807724095,0.941029153513825,1.0332928349840524,-9.83232226178813,-3438.487468817994,-4.580514908660167,-1607.3416456262253,12.0,7035.810988473,3438.4874688179916,142.0
S2_F4,description,long_break,60,7.0,40.0,0.2049556757200349,-0.1987755751346587,43.333333333333336,3264.7499929931696,54.412499883219496,1.3693960333032684,1.3061344044985033,-5.716546976131891,-1466.4362049180029,-3.4093485218284414,-1342.3162605119946,5.0,1776.435007007,1466.4362049179908,34.0
S2_F4,description,ordinary_break,184,7.0,54.0,-0.127278434309704,-0.2589131442617446,40.76086956521739,-1895.9544395654711,-10.304100215029734,0.8320428247632196,0.9493757134246886,-9.83232226178813,-3438.487468817994,-4.891098293008591,-1668.6627100349938,17.0,5292.494439566,3438.4874688179916,108.0
S2_F5,stage_frozen_tminus1,U,51,7.0,18.0,-0.1145601411634005,-0.14091221536522144,41.17647058823529,-2014.3051173989234,-39.49617877252791,0.8474821873275119,0.7887782514217044,-6.165217137601177,-3288.882255731998,-4.99897158367646,-1716.7159733873334,5.0,1321.120117399,3288.882255732009,30.0
S2_F5,stage_frozen_tminus1,R,37,7.0,26.0,0.02990078150037657,-0.0662911258596824,48.64864864864865,-368.06194672390734,-9.947620181727226,1.0913348080359653,0.8950095909524071,-2.02990102959951,-1196.2206767429914,-1.8287063510348953,-858.3275711384928,3.0,977.471946724,1196.2206767429961,19.0
S2_F5,stage_frozen_tminus1,D,50,6.0,25.0,-0.23362577251882527,-0.39113951981638206,40.0,-752.8633836279005,-15.057267672558009,0.7280758314164556,0.8993016875779442,-9.83232226178813,-1633.135730957996,-5.737035459308578,-1340.1359383359984,14.0,1142.833383628,1633.135730957998,30.0
S2_F5,stage_frozen_tminus1,C,52,7.0,23.0,0.10606555796218586,-0.22910457121104347,36.53846153846153,2539.8483266211106,48.843237050405975,1.2431763670732603,1.5876145527324752,-3.8157785390844943,-545.7832139879994,-2.7580185871398655,-537.7747788126645,8.0,1274.826673379,545.7832139879974,33.0
S2_F5,stage_frozen_tminus1,UNKNOWN,0,,,,,,,,,,,,,,,,,
S2_F5,description,corporate_action,2,2.0,2.0,-0.651543402129221,-0.651543402129221,50.0,-193.19144149999576,-96.59572074999788,0.060162268044894544,0.08451177994742742,-1.3865019034165447,-211.0255896999981,-1.3865019034165447,-211.0255896999981,1.0,46.92644150000001,11.025589699997,1.0
S2_F5,description,non_action,188,7.0,62.0,-0.051058676018450266,-0.19545219830763838,40.95744680851064,-402.19067962962527,-2.139312125689496,0.916291719421036,0.9836705813813056,-9.83232226178813,-3288.882255731998,-4.539870589826003,-1236.1282491212983,12.0,4669.325679630001,3288.882255732009,111.0
S2_F5,description,long_break,44,7.0,34.0,0.1572774971680265,-0.19148025834045157,38.63636363636363,3063.370881021101,69.6220654777523,1.2415967362177545,1.6624687352462126,-6.165217137601177,-837.8530089999998,-4.520552028932674,-672.3503715166655,5.0,1074.3391189790002,837.8530089999986,27.0
S2_F5,description,ordinary_break,146,7.0,57.0,-0.12207073815835795,-0.19545219830763838,41.78082191780822,-3658.753002150723,-25.0599520695255,0.7961188550667598,0.8190229974299297,-9.83232226178813,-3288.882255731998,-4.297299539596132,-1359.0106355203732,10.0,3641.9130021510005,3288.882255732009,85.0
S2_F6,stage_frozen_tminus1,U,113,7.0,26.0,-0.02519332062550484,-0.14820420694616734,45.13274336283185,5613.229681420368,49.67459895062273,0.9543424268078939,1.2879161516588105,-6.080902189917678,-1637.172627776986,-3.114901029264725,-1406.0706665036566,7.0,3365.50031858,1637.1726277769922,62.0
S2_F6,stage_frozen_tminus1,R,208,7.0,53.0,-0.33470035940276394,-0.2898768883245683,30.76923076923077,-13326.365723168585,-64.06906597677204,0.45042575113203637,0.5894852049632161,-8.235700377192982,-2546.041079933996,-3.950294278990161,-1422.2696214759967,16.0,5563.275723169,2546.041079933988,144.0
S2_F6,stage_frozen_tminus1,D,193,7.0,35.0,-0.08981079592366542,-0.20391078355957165,36.787564766839374,-249.72596352359756,-1.293916909448692,0.8158599063615809,0.9874265332420397,-3.950006198907945,-1898.5677708599956,-2.7542607916024364,-866.3480472599955,13.0,4589.175963524,1898.5677708599978,122.0
S2_F6,stage_frozen_tminus1,C,85,7.0,21.0,-0.22292119610270703,-0.20446843832018707,34.11764705882353,-269.9215857398249,-3.1755480675273513,0.49279629937330427,0.9628186217071113,-2.453816637774199,-1311.4305572399942,-1.9609883843981755,-654.2323113353971,14.0,2066.32658574,1311.4305572399971,56.0
S2_F6,stage_frozen_tminus1,UNKNOWN,0,,,,,,,,,,,,,,,,,
S2_F6,description,corporate_action,1,1.0,1.0,-1.3967958188961924,-1.3967958188961924,0.0,-849.1121783069954,-849.1121783069954,0.0,0.0,-1.3967958188961924,-849.1121783069954,-1.3967958188961924,-849.1121783069954,1.0,48.117178307,519.1121783069975,1.0
S2_F6,description,non_action,598,7.0,76.0,-0.17951422984875964,-0.22231015634894477,35.953177257525084,-7383.67141270464,-12.34727660987398,0.6636091351206963,0.9056164031453598,-8.235700377192982,-2546.041079933996,-3.2183707831963395,-1248.0899624350282,13.0,15536.161412706002,2546.041079933988,383.0
S2_F6,description,long_break,121,7.0,64.0,-0.1635776181148296,-0.22498631405107739,38.84297520661157,-5974.87298573371,-49.37911558457612,0.6851610373945,0.695268569968008,-3.4973094420479875,-2098.7353961729973,-2.521288340880228,-1451.1785495284216,8.0,3187.6029857340004,2098.735396172997,74.0
S2_F6,description,ordinary_break,478,7.0,76.0,-0.18609500727313827,-0.22604679080414963,35.146443514644346,-2257.910605277927,-4.723662354137923,0.6547528918855876,0.9620344081873177,-8.235700377192982,-2546.041079933996,-3.362687561718639,-1144.6584769571618,23.0,12396.675605279,2546.041079933988,310.0
