id,sort,k,delete,status,n,years,months,mean,median,win,cash,mean_cash,pf,pf_cash,worst,worst_cash,tail5,tail5_cash,longest_loss,fee,max_extra_cash,need_extra_n
S1_F5,net,5,best,diagnostic_only,187.0,7.0,61.0,-0.4093800107276958,-0.20390673793676722,35.82887700534759,-11072.497414224617,-59.21121611884822,0.43259654093646854,0.5890822240276185,-9.83232226178813,-1605.6182253500017,-5.039646494196912,-1041.2849510293966,120.0,4668.287414225,1605.6182253500028,120.0
S1_F5,net,5,worst,diagnostic_only,187.0,7.0,62.0,-0.09907485384572394,-0.20189420076584683,38.50267379679144,-689.6982423746231,-3.68822589505146,0.8208794702777313,0.9677568865513716,-4.189006682129503,-1117.0491281999803,-3.2831806347494292,-819.1478196629954,115.0,4679.013242375,1117.0491281999857,115.0
S1_F5,net,5,both,diagnostic_only,182.0,7.0,61.0,-0.24762207640021036,-0.20390215430855677,36.81318681318682,-5517.283357574628,-30.314743722937518,0.5642864489768277,0.7420692379698978,-4.189006682129503,-1117.0491281999803,-3.2831806347494292,-819.1478196629954,115.0,4555.138357575001,1117.0491281999857,115.0
S1_F5,cash,1,best,diagnostic_only,191.0,7.0,61.0,-0.31290624015911617,-0.20390574382977858,37.17277486910995,-8195.162319024614,-42.90660900012887,0.5570330434482126,0.6958646502332844,-9.83232226178813,-1605.6182253500017,-5.039646494196912,-1041.2849510293966,120.0,4761.412319025001,1605.6182253500028,120.0
S1_F5,cash,1,worst,diagnostic_only,191.0,7.0,62.0,-0.21037444768902125,-0.20389856478733495,37.696335078534034,-4639.294073674617,-24.28949776792993,0.6787731020365919,0.8169192737482723,-6.165217137601177,-1345.617256499998,-4.380513379096122,-950.072716856396,119.0,4773.659073675,1345.617256499998,119.0
S1_F5,cash,1,both,diagnostic_only,190.0,7.0,61.0,-0.2628040505715951,-0.20390215430855677,37.368421052631575,-6589.544093674616,-34.68181101934009,0.6008177668677039,0.7399564461361746,-6.165217137601177,-1345.617256499998,-4.380513379096122,-950.072716856396,119.0,4742.909093675001,1345.617256499998,119.0
S1_F5,cash,5,best,diagnostic_only,187.0,7.0,60.0,-0.3623098618371219,-0.20390673793676722,35.82887700534759,-13327.954563417612,-71.27248429635087,0.497836085123476,0.5053786654829363,-9.83232226178813,-1605.6182253500017,-5.039646494196912,-1041.2849510293966,120.0,4558.769563418001,1605.6182253500028,120.0
S1_F5,cash,5,worst,diagnostic_only,187.0,7.0,62.0,-0.13733518773700312,-0.20189420076584683,38.50267379679144,-124.11808374464454,-0.6637330681531793,0.767771161031159,0.9940399420974722,-6.165217137601177,-946.9026094999966,-3.8716726297419193,-762.589803799997,115.0,4616.103083745,946.9026094999972,115.0
S1_F5,cash,5,both,diagnostic_only,182.0,7.0,59.0,-0.23857023351631973,-0.20390215430855677,36.81318681318682,-7207.160348137635,-39.59978213262437,0.6073728184329298,0.6539175300508395,-6.165217137601177,-946.9026094999966,-3.8716726297419193,-762.589803799997,115.0,4382.710348138001,946.9026094999972,115.0
S1_F6,net,1,best,diagnostic_only,602.0,7.0,78.0,-0.21571600762444823,-0.20391383781200478,35.880398671096344,-22202.44434801059,-36.88113679071527,0.5841795865630294,0.7181285097441765,-8.235700377192982,-3118.429601099998,-3.3354610298049043,-1309.7721832611878,386.0,15574.319348012003,3118.429601100004,386.0
