date,code,open,high,low,close,preclose,volume,amount,adjustflag,tradestatus,pctChg,signal_close,chain_return_error_pct,action_ratio,stage,stage_v3,ordinal,vr,r3,r5,clv,upper,bias20,decelerate,gap,rt_cash,rt_pct,pt_cash,pt_pct,extra_cash_needed,exit_date,next_open,next_close,dividend_today,dividend,exit0935close,exit0935open,cash,net,fee,gross,price_only,event,calendar_days,model
2020-02-27,sh.601138,18.64,19.03,18.35,18.9,18.71,68353460,1277517830.0,3,1,1.0155,138.778654074781,2.672367747091897e-07,1.0,R,R,417,1.2940134748983554,-4.540816326530606,1.189832341806385,0.1792452830188693,0.0283018867924505,-1.936633559579637,True,-0.3741314804917128,-307.7760812999968,-1.651159234442043,211.9640512999996,1.137146197961371,307.7760812999968,2020-02-28,18.08,17.08,0.0,0.0,18.21,18.22,-867.300568199998,-4.58529445540711,28.8105682,-4.338624338624342,-4.338624338624342,False,1.0,case_classifier
2020-03-02,sh.601138,17.3,17.74,16.85,17.44,17.08,95153301,1649933620.0,3,1,2.1077,128.05818661715244,2.833723655859544e-05,1.0,R,R,419,1.3283422578543318,-14.428857715430842,-12.857142857142856,0.0489510489510466,0.2517482517482539,-9.322573794860878,True,1.2880562060890055,-185.00875069999896,-1.06941474393063,94.851320700001,0.5482735300578093,185.00875069999896,2020-03-03,17.83,17.44,0.0,0.0,17.89,17.89,343.8385189000052,1.969961957892544,28.5264811,2.23623853211008,2.23623853211008,False,1.0,case_classifier
2020-03-17,sh.601138,14.39,14.59,13.3,13.91,14.3,92974479,1291392797.0,3,1,-2.7273,102.13815228466684,2.7272727266325347e-05,1.0,D,D,430,1.321380729847795,-13.542926239419597,-11.619283065512986,0.0828025477707011,0.0382165605095544,-18.67838152918766,True,0.6293706293706292,441.1841974000004,3.065908251563588,-518.3360473999996,-3.602057313412089,0.0,2020-03-18,14.05,13.56,0.0,0.0,14.12,14.13,101.41782640000044,0.7284594642956658,24.6021736,1.0064701653486718,1.0064701653486718,False,1.0,case_classifier
2020-03-24,sh.601138,12.75,13.09,12.42,13.02,12.52,90752716,1162821440.0,3,1,3.9936,95.60307280707134,1.0223642174622682e-05,1.0,D,D,435,1.0675897133184644,-7.669616519174072,-12.447552447552455,0.014925373134328,0.1194029850746269,-22.44556632700469,True,1.8370607028753927,-305.8863263499966,-2.399108441960758,233.84381135000345,1.8340691086274776,305.8863263499966,2020-03-25,13.4,13.55,0.0,0.0,13.32,13.32,342.8683038000027,2.6310185788296008,23.9216962,2.9185867895545448,2.9185867895545448,False,1.0,case_classifier
2020-07-17,sh.601138,15.08,15.16,14.54,14.79,14.87,67917067,1009220943.0,3,1,-0.538,110.04587319594567,4.034969742106043e-06,1.0,R,R,512,1.1561867961247805,-9.878787878787875,-11.0645933014354,0.0624999999999997,0.1500000000000011,-3.808949911515136,True,1.412239408204452,249.6938414500024,1.6557947045756125,-330.0163064499995,-2.1884370454244,0.0,2020-07-20,14.88,15.29,0.0,0.0,14.95,14.95,49.69904090000269,0.3357432852913362,25.4659591,0.6085192697768971,0.6085192697768971,False,3.0,case_classifier
2020-07-27,sh.601138,14.23,14.3,13.85,14.01,14.16,38413331,538939300.93,3,1,-1.0593,104.24223688135218,2.2033898302353805e-05,1.0,R,R,518,0.7999675885679624,-8.230719377835394,-4.259634888438146,0.0999999999999996,0.1400000000000005,-9.607405043089678,True,0.4943502824858781,181.37471610000284,1.2745939290232104,-258.405396099999,-1.815919860154596,0.0,2020-07-28,14.15,14.21,0.0,0.0,14.26,14.25,101.2138764000019,0.721807279948563,24.7061236,0.9992862241256396,0.9992862241256396,False,1.0,case_classifier
2023-03-29,sh.601138,16.7,17.0,14.85,16.16,16.45,353292741,5734185786.65,3,1,-1.7629,129.42652949830224,1.7933130692204813e-05,1.0,U,U,1167,1.277300255521238,-3.178340200117702,12.671232876712343,0.0566037735849045,0.3490566037735862,25.83186720722097,True,1.5197568389057723,496.5497526999979,2.9733518125748377,-582.9105226999985,-3.490482171856278,0.0,2023-03-30,16.21,16.88,0.0,0.0,16.43,16.43,7.289405250000509,0.0450707742694162,26.52559475,0.3094059405940541,0.3094059405940541,False,1.0,case_classifier
2023-04-20,sh.601138,17.27,19.0,17.21,19.0,17.27,325560298,5938781148.63,3,1,10.0174,152.17228096953858,2.883613201731805e-05,1.0,R,R,1182,1.1795823851420224,-4.4272274488102,-6.243213897937039,0.0,0.1127450980392159,-1.5814218549650816,True,0.0,-1775.7590736499983,-10.282333952808328,1682.5118086500015,9.742396112623055,1775.7590736499983,2023-04-21,19.5,18.79,0.0,0.0,19.23,19.17,450.8747525,2.371191695722454,29.8752475,2.631578947368429,2.631578947368429,False,1.0,case_classifier
2023-04-27,sh.601138,15.9,16.84,15.83,16.1,16.65,265276404,4301910849.04,3,1,-3.3033,128.94598545313534,3.3033032842411103e-06,1.0,R,R,1187,1.0998806553689444,-11.38903672166045,-3.590040532715688,0.0,0.0858369098712442,-6.834904736591785,True,-4.504504504504492,-242.21205100000185,-1.5233462327044138,157.58805100000183,0.9911198176100744,242.21205100000185,2023-04-28,16.13,16.12,0.0,0.0,16.5,16.51,-12.559234850001602,-0.0779437120711502,26.44423485,0.1863354037267006,0.1863354037267006,False,1.0,case_classifier
2023-06-26,sh.601138,23.9,24.78,22.75,23.09,24.5,194682243,4569065398.96,3,1,-5.7551,184.92936671508667,2.040816329262896e-06,1.0,U,U,1224,0.8012759147109546,1.8287614297589183,7.503290917068894,0.285714285714285,0.0,20.88616963536785,True,-2.448979591836742,752.147054050001,3.1470588035564897,-867.0433590499954,-3.6277964813807335,0.0,2023-06-27,23.41,23.01,0.0,0.0,23.11,23.11,262.88670660000366,1.1377039636521704,33.8632934,1.3858813339107767,1.3858813339107767,False,1.0,case_classifier
