date,exit_date,open,close,next_open,net,cash,gross,stage,dividend,exit0935close,exit0935open,prev_r1,prev_r3,prev_r5,prev_r20,prev_bias20,prev_vol20,prev_intraday,prev_clv,prev_volume_ratio,prev_market1,prev_market20,prev_relative20,today_gap,return1450,range1450,clv1450,volume_ratio1450,morning_return,afternoon_return,tail_return,tail_volume_ratio,breakout_distance,breakdown_distance,known_gapdays,model_valid,entry_blocked_proxy,exit_blocked_proxy
2020-02-27,2020-02-28,18.64,18.9,18.08,-4.58529445540711,-867.300568199998,-4.338624338624342,R,0.0,18.21,18.22,-6.262525050100198,-4.540816326530606,1.189832341806385,-1.9905709795704163,-1.936633559579637,4.2546343088396155,-4.296675191815858,0.17924528301886936,1.3449355678177595,-0.8337730870712545,-2.103867416348071,0.11329643677765455,-0.37413148049171285,0.8017103153393768,3.634420096205236,0.7499999999999973,0.7880499472381168,1.0729613733905463,0.10615711252652815,-0.05299417064124068,0.556832376259649,-0.8933263268523506,2.7792915531335005,1.0,True,False,False
2020-03-02,2020-03-03,17.3,17.44,17.83,1.969961957892544,343.8385189000052,2.23623853211008,R,0.0,17.89,17.89,-9.62962962962962,-14.428857715430865,-12.857142857142856,-14.59999999999998,-9.3225737948609,4.23103278831642,-5.530973451327437,0.048951048951046676,1.360321415191673,-3.7115622225312617,-3.232793375368881,-11.367206624631098,1.2880562060890055,2.0491803278688714,5.210772833723636,0.6516853932584272,1.0809300790396417,0.1734104046242635,0.577034045008662,-1.0783200908059065,1.1514941490167248,-1.747463359639223,3.4421364985163017,1.0,True,False,False
2020-03-17,2020-03-18,14.39,13.91,14.05,0.7284594642956658,101.41782640000044,1.0064701653486718,D,0.0,14.12,14.13,-8.626198083067106,-13.542926239419605,-11.619283065512986,-25.48202188639919,-18.67838152918766,3.9116163307539824,-8.801020408163263,0.08280254777070112,1.3509102185606459,-3.4000103552419336,-6.514508205127845,-18.967513681271342,0.6293706293706292,-3.0069930069930195,9.020979020979015,0.4418604651162782,1.0108765134600122,-2.2932592077831826,-1.3513513513513598,0.3617945007235779,0.7359206192947942,-4.934886908841674,4.2857142857142705,1.0,True,False,False
2020-03-24,2020-03-25,12.75,13.02,13.4,2.6310185788296008,342.8683038000027,2.9185867895545448,D,0.0,13.32,13.32,-7.737656595431119,-7.669616519174072,-12.447552447552457,-37.83515392254223,-22.445566327004695,3.7426207378384375,-4.427480916030535,0.014925373134328042,1.0417748318367621,-3.1122608380145578,-12.24140803428837,-25.59374588825386,1.8370607028753927,3.9137380191693216,5.3514376996805115,0.880597014925373,1.0347494826973604,-0.39215686274510775,2.4409448818897728,2.927215189873422,1.1668695624240037,-0.6111535523300238,4.750402576489532,1.0,True,False,False
2020-07-17,2020-07-20,15.08,14.79,14.88,0.3357432852913362,49.69904090000269,0.6085192697768971,R,0.0,14.95,14.95,-8.209876543209871,-9.878787878787875,-11.0645933014354,7.398450913156429,-3.808949911515125,3.4893519506584822,-7.811531308121511,0.06249999999999972,1.2005940868987355,-4.498426265708044,9.494307715874605,-2.0958568027181768,1.412239408204452,-1.0087424344317308,4.16946872898454,0.29032258064516325,0.7696495895160217,-2.3872679045092826,0.0,0.13605442176871652,0.5812844483976699,-2.902374670184693,1.237964236588729,3.0,True,False,False
2020-07-27,2020-07-28,14.23,14.01,14.15,0.721807279948563,101.2138764000019,0.9992862241256396,R,0.0,14.26,14.25,-5.473965287049398,-8.230719377835394,-4.259634888438146,-7.54801158592665,-9.6074050430897,3.099550155240518,-5.093833780160861,0.09999999999999964,0.7486802892272655,-3.8597758353993816,7.290290934823895,-14.838302520750545,0.4943502824858781,-1.2711864406779627,3.1779661016949228,0.2888888888888899,0.44611825188327486,-1.8271257905832727,0.07158196134573469,-0.14285714285714457,0.3678765530783714,-2.237762237762242,0.9386281588447787,1.0,True,False,False
2023-03-29,2023-03-30,16.7,16.16,16.21,0.0450707742694162,7.289405250000509,0.3094059405940541,U,0.0,16.43,16.43,-6.693136698808832,-3.178340200117702,12.671232876712345,71.35416666666663,25.831867207221016,4.947554156997897,-3.688524590163933,0.056603773584904524,1.3552273973124975,-0.18518500862290121,-1.0437018137517962,72.39786848041842,1.5197568389057725,-1.3981762917933183,13.069908814589668,0.6372093023255809,1.8025728250313373,1.0179640718563032,-3.8529934795495047,0.3092145949288527,1.1720106876967111,-4.5882352941176485,9.225589225589225,1.0,True,False,False
2023-04-20,2023-04-21,17.27,19.0,19.5,2.371191695722454,450.8747525,2.631578947368429,R,0.0,19.23,19.17,-10.005211047420548,-4.4272274488102,-6.243213897937039,18.287671232876757,-1.5814218549651038,5.337032830650113,-9.486373165618446,0.0,1.180077897438515,-0.6837794082699689,3.5162803869764225,14.771390845900335,0.0,10.017371163867983,10.364794441227557,1.0,1.4081747843284744,8.917197452229297,1.0101010101010166,0.0,0.1961345678280185,0.0,10.400929692039496,1.0,True,True,False
2023-04-27,2023-04-28,15.9,16.1,16.13,-0.0779437120711502,-12.559234850001602,0.1863354037267006,R,0.0,16.5,16.51,-9.999999999999998,-11.38903672166045,-3.590040532715688,1.2158054711246535,-6.834904736591785,5.525517604689706,-11.341853035143778,0.0,1.0964594056712624,-0.023618079693599192,0.5769624228440628,0.6388430482805907,-4.504504504504492,-3.963963963963957,6.066066066066065,0.15841584158415858,1.2052551125298068,1.383647798742138,-0.8064516129032251,-1.174289245982696,1.37143544106546,-5.04750593824228,1.0107391029690493,1.0,True,False,False
2023-06-26,2023-06-27,23.9,23.09,23.41,1.1377039636521704,262.88670660000366,1.3858813339107767,U,0.0,23.11,23.11,-5.877833269304633,1.8287614297589627,7.503290917068917,65.31713900134955,20.886169635367892,4.6875681480150515,-3.9215686274509776,0.285714285714285,0.8087827182743911,-1.3104604765488026,-0.21369221568463548,65.53083121703418,-2.448979591836742,-6.69387755102041,8.28571428571429,0.05418719211822629,0.9829320686653584,-2.5941422594142116,-1.8041237113402109,-0.17467248908296096,1.0710039487574547,-7.748184019370463,-0.04372540445999329,1.0,True,False,False
