date,clock,side,quantity,reference,value,fee,tax,deposit,cash,shares,entry
2020-01-03,15:00,SELL,1000,18.22,18199.958,23.56395716,0.0,0.0,18176.39404284,1000,2020-01-03
2020-01-06,09:25,BUY,1000,18.01,18029.811,5.36059622,0.0,0.0,141.22244661999503,2000,2020-01-03
2020-01-10,15:00,SELL,1000,18.03,18010.167,23.37037034,0.0,0.0,18128.019076279998,1000,2020-01-10
2020-01-13,09:25,BUY,1000,18.02,18039.822,5.36079644,0.0,0.0,82.83627983999759,2000,2020-01-10
2020-01-14,15:00,SELL,1000,18.39,18369.771,23.73716642,0.0,0.0,18428.87011342,1000,2020-01-14
2020-01-15,09:25,BUY,1000,18.35,18370.185,5.3674037,0.0,0.0,53.317709719998675,2000,2020-01-14
2020-01-16,15:00,SELL,1000,18.41,18389.749,23.75754398,0.0,0.0,18419.30916574,1000,2020-01-16
2020-01-17,09:25,BUY,1000,18.41,18430.251,5.36860502,0.0,16.310439280001447,0.0,2000,2020-01-16
2020-02-13,15:00,SELL,1000,18.42,18399.738,23.76773276,0.0,0.0,18375.97026724,1000,2020-02-13
2020-02-14,09:25,BUY,1000,18.26,18280.086000000003,5.36560172,0.0,0.0,90.51866551999774,2000,2020-02-13
2020-02-19,15:00,SELL,1000,18.49,18469.661,23.83905422,0.0,0.0,18536.3406113,1000,2020-02-19
2020-02-20,09:25,BUY,1000,18.59,18610.449,5.37220898,0.0,79.48059768000167,0.0,2000,2020-02-19
2020-02-28,15:00,SELL,1000,17.08,17061.212,22.40243624,0.0,0.0,17038.809563759998,1000,2020-02-28
2020-03-02,09:25,BUY,1000,17.3,17319.030000000002,5.3463806,0.0,285.5668168400043,0.0,2000,2020-02-28
2020-03-03,15:00,SELL,1000,17.44,17420.816,22.76923232,0.0,0.0,17398.04676768,1000,2020-03-03
2020-03-04,09:25,BUY,1000,17.23,17248.953,5.34497906,0.0,0.0,143.7487886199997,2000,2020-03-03
2020-03-09,15:00,SELL,1000,16.18,16162.202,21.48544604,0.0,0.0,16284.465342579999,1000,2020-03-09
2020-03-10,09:25,BUY,1000,15.98,15997.578000000001,5.31995156,0.0,0.0,281.56739101999665,2000,2020-03-09
2020-03-11,15:00,SELL,1000,16.54,16521.806,21.852242120000003,0.0,0.0,16781.5211489,1000,2020-03-11
2020-03-12,09:25,BUY,1000,16.25,16267.875000000002,5.3253575,0.0,0.0,508.3207913999977,2000,2020-03-11
2020-03-16,15:00,SELL,1000,14.3,14284.27,19.5699554,0.0,0.0,14773.020835999998,1000,2020-03-16
2020-03-17,09:25,BUY,1000,14.39,14405.829000000002,5.2881165800000005,0.0,0.0,361.90371941999547,2000,2020-03-16
2020-03-18,15:00,SELL,1000,13.56,13545.084,18.815985680000004,0.0,0.0,13888.171733739997,1000,2020-03-18
2020-03-19,09:25,BUY,1000,13.55,13564.905,5.2712981,0.0,0.0,317.9954356399958,2000,2020-03-18
2020-03-23,15:00,SELL,1000,12.52,12506.228000000001,17.756352560000003,0.0,0.0,12806.467083079997,1000,2020-03-23
2020-03-24,09:25,BUY,1000,12.75,12764.025000000001,5.2552805000000005,0.0,0.0,37.186802579995856,2000,2020-03-23
2020-03-26,15:00,SELL,1000,13.29,13275.381,18.54088862,0.0,0.0,13294.026913959995,1000,2020-03-26
2020-03-27,09:25,BUY,1000,13.5,13514.850000000002,5.270297,0.0,226.0933830400063,0.0,2000,2020-03-26
2020-03-27,15:00,SELL,1000,13.07,13055.623,18.31673546,0.0,0.0,13037.30626454,1000,2020-03-27
2020-03-30,09:25,BUY,1000,12.84,12854.124000000002,5.25708248,0.0,0.0,177.9251820599984,2000,2020-03-27
2020-04-09,15:00,SELL,1000,13.95,13934.655,19.2133481,0.0,0.0,14093.366833959999,1000,2020-04-09
2020-04-10,09:25,BUY,1000,13.94,13955.334,5.27910668,0.0,0.0,132.7537272799982,2000,2020-04-09
2020-04-17,15:00,SELL,1000,13.99,13974.611,19.25410322,0.0,0.0,14088.110624059998,1000,2020-04-17
2020-04-20,09:25,BUY,1000,14.06,14075.466000000002,5.28150932,0.0,0.0,7.363114739995581,2000,2020-04-17
2020-04-23,15:00,SELL,1000,13.96,13944.644,19.22353688,0.0,0.0,13932.783577859997,1000,2020-04-23
2020-04-24,09:25,BUY,1000,13.96,13975.356000000002,5.27950712,0.0,47.85192926000491,0.0,2000,2020-04-23
2020-05-07,15:00,SELL,1000,14.38,14364.182,19.65146564,0.0,0.0,14344.530534360001,1000,2020-05-07
2020-05-08,09:25,BUY,1000,14.48,14495.928000000002,5.28991856,0.0,156.68738420000045,0.0,2000,2020-05-07
2020-05-14,15:00,SELL,1000,13.69,13674.941,18.948439820000004,0.0,0.0,13655.99256018,1000,2020-05-14
2020-05-15,09:25,BUY,1000,13.74,13755.114000000001,5.2751022800000005,0.0,104.39654210000117,0.0,2000,2020-05-14
2020-05-21,15:00,SELL,1000,13.6,13585.04,18.856740800000004,0.0,0.0,13566.183259200001,1000,2020-05-21
2020-05-22,09:25,BUY,1000,13.58,13594.938000000002,5.27189876,0.0,34.02663956000106,0.0,2000,2020-05-21
2020-05-22,15:00,SELL,1000,13.26,13245.414,18.510322280000004,0.0,0.0,13226.90367772,1000,2020-05-22
2020-05-25,09:25,BUY,1000,13.25,13264.575,5.2652915,0.0,42.9366137800007,0.0,2000,2020-05-22
2020-06-04,15:00,SELL,1000,14.16,14144.424,19.42731248,0.0,0.0,14124.99668752,1000,2020-06-04
2020-06-05,09:25,BUY,1000,14.16,14175.576000000001,5.28351152,0.0,55.86282399999982,0.0,2000,2020-06-04
2020-06-08,15:00,SELL,1000,14.26,14244.314,19.52920028,0.0,0.0,14224.78479972,1000,2020-06-08
2020-06-09,09:25,BUY,1000,14.4,14415.840000000002,5.2883168000000005,0.0,196.34351708000213,0.0,2000,2020-06-08
2020-06-11,15:00,SELL,1000,14.02,14004.578,19.28466956,0.0,0.0,13985.29333044,1000,2020-06-11
2020-06-12,09:25,BUY,1000,13.7,13715.070000000002,5.2743014,0.0,0.0,264.9490290399972,2000,2020-06-11
2020-06-15,15:00,SELL,1000,13.67,13654.963,18.92806226,0.0,0.0,13900.983966779997,1000,2020-06-15
2020-06-16,09:25,BUY,1000,13.74,13755.114000000001,5.2751022800000005,0.0,0.0,140.5948644999953,2000,2020-06-15
2020-07-10,15:00,SELL,1000,16.03,16012.367000000002,21.332614340000003,40.0,0.0,16491.629250159996,1000,2020-07-10
2020-07-13,09:25,BUY,1000,15.96,15977.556000000002,5.31955112,0.0,0.0,508.7536990399949,2000,2020-07-10
