entry_i,entry,sell_ref,exit_i,exit,buy_ref,buy_clock,kind,sale_net,buy_cost,dividend_tax,missed_dividend,cash_increment,net_pct
383,2020-01-02,18.38,384,2020-01-03,18.49,09:25,daily_open_indicative,18336.05502236,18515.709206780004,0.0,0.0,-179.65418442000373,-0.9774438760609561
389,2020-01-10,18.03,390,2020-01-13,18.02,09:25,daily_open_indicative,17986.796629660003,18045.18279644,0.0,0.0,-58.38616677999744,-0.32382788008872676
391,2020-01-14,18.39,392,2020-01-15,18.35,09:25,daily_open_indicative,18346.03383358,18375.5524037,0.0,0.0,-29.518570119998913,-0.16051424752582333
393,2020-01-16,18.41,394,2020-01-17,18.41,09:25,daily_open_indicative,18365.99145602,18435.61960502,0.0,0.0,-69.62814900000012,-0.3782083052688763
395,2020-01-20,19.34,396,2020-01-21,19.2,09:25,daily_open_indicative,19294.020899479998,19226.5044224,0.0,0.0,67.51647707999655,0.34910277704238135
398,2020-01-23,20.0,399,2020-02-03,18.0,09:25,daily_open_indicative,19952.62244,18025.160396000003,0.0,0.0,1927.4620439999962,9.637310219999982
405,2020-02-11,19.23,406,2020-02-12,19.08,09:25,daily_open_indicative,19184.25397606,19106.37001976,0.0,0.0,77.88395630000014,0.40501277327093155
410,2020-02-18,18.85,411,2020-02-19,18.65,09:25,daily_open_indicative,18805.0591497,18675.888410300002,0.0,0.0,129.17073939999682,0.6852559119363226
414,2020-02-24,20.14,415,2020-02-25,19.65,09:25,daily_open_indicative,20092.32579708,19677.0084323,0.0,0.0,415.3173647799995,2.062151761569014
418,2020-02-28,17.08,419,2020-03-02,17.3,09:25,daily_open_indicative,17038.809563759998,17324.376380600002,0.0,0.0,-285.5668168400043,-1.671936866744756
426,2020-03-11,16.54,427,2020-03-12,16.25,09:25,daily_open_indicative,16499.95375788,16273.200357500002,0.0,0.0,226.75340037999922,1.3709395428053157
436,2020-03-25,13.55,437,2020-03-26,13.41,09:25,daily_open_indicative,13516.2892031,13430.019495020002,0.0,0.0,86.26970807999714,0.6366768123985029
443,2020-04-03,13.96,444,2020-04-07,14.35,09:25,daily_open_indicative,13925.420463120001,14371.072315700001,0.0,0.0,-445.6518525800002,-3.1923485141833825
450,2020-04-15,13.87,451,2020-04-16,13.75,09:25,daily_open_indicative,13835.61116214,13770.400302500002,0.0,0.0,65.21085963999758,0.47015760374908133
452,2020-04-17,13.99,453,2020-04-20,14.06,09:25,daily_open_indicative,13955.35689678,14080.747509320003,0.0,0.0,-125.39061254000262,-0.8962874377412625
454,2020-04-21,14.16,455,2020-04-22,14.06,09:25,daily_open_indicative,14124.99668752,14080.747509320003,0.0,0.0,44.249178199997914,0.3124941963276689
456,2020-04-23,13.96,457,2020-04-24,13.96,09:25,daily_open_indicative,13925.420463120001,13980.635507120001,0.0,0.0,-55.21504400000049,-0.3955232378223531
460,2020-04-29,14.24,461,2020-04-30,14.31,09:25,daily_open_indicative,14204.82717728,14331.027514820002,0.0,0.0,-126.20033754000178,-0.8862383254213608
462,2020-05-06,14.76,463,2020-05-07,14.75,09:25,daily_open_indicative,14723.725360720002,14771.520324500003,0.0,0.0,-47.794963780001126,-0.32381411775068514
472,2020-05-20,13.85,473,2020-05-21,13.88,09:25,daily_open_indicative,13815.653539699999,13900.545905360003,0.0,0.0,-84.89236566000363,-0.6129412683032753
477,2020-05-27,13.48,478,2020-05-28,13.5,09:25,daily_open_indicative,13446.43752456,13520.120297000001,0.0,0.0,-73.68277244000092,-0.5466081041543095
480,2020-06-01,13.88,481,2020-06-02,13.9,09:25,daily_open_indicative,13845.58997336,13920.568305800001,0.0,0.0,-74.9783324400014,-0.5401897149856009
492,2020-06-17,14.25,493,2020-06-18,14.25,09:25,daily_open_indicative,14214.8059885,14270.960313500002,0.0,0.0,-56.154325000001336,-0.3940654385965006
494,2020-06-19,14.35,495,2020-06-22,14.36,09:25,daily_open_indicative,14314.5941007,14381.083515920001,0.0,0.0,-66.48941522000132,-0.46334087261324963
498,2020-06-29,15.22,499,2020-06-30,15.19,09:25,daily_open_indicative,15182.75067684,15212.01313418,0.0,200.0,-229.26245734000076,-1.5063236356110432
501,2020-07-02,15.61,502,2020-07-03,15.65,09:25,daily_open_indicative,15571.924314419999,15672.528344300003,0.0,0.0,-100.60402988000351,-0.644484496348517
506,2020-07-09,16.72,507,2020-07-10,16.68,09:25,daily_open_indicative,16679.57235984,16703.68196696,0.0,0.0,-24.109607120000874,-0.1441962148325411
509,2020-07-14,16.59,510,2020-07-15,16.83,09:25,daily_open_indicative,16549.84781398,16853.849970260002,0.0,0.0,-304.00215628000296,-1.8324421716696984
514,2020-07-21,15.43,515,2020-07-22,15.44,09:25,daily_open_indicative,15392.30571246,15462.293139680001,0.0,0.0,-69.98742722000134,-0.4535802152948888
521,2020-07-30,14.29,522,2020-07-31,14.28,09:25,daily_open_indicative,14254.721233380002,14300.99391416,0.0,0.0,-46.272680779999064,-0.3238116219734014
531,2020-08-13,15.17,532,2020-08-14,15.01,09:25,daily_open_indicative,15132.85662074,15031.811530220002,0.0,0.0,101.04509051999776,0.6660849737639931
534,2020-08-18,15.18,535,2020-08-19,15.18,09:25,daily_open_indicative,15142.83543196,15202.001933960002,0.0,0.0,-59.166502000001856,-0.3897661528326868
542,2020-08-28,14.75,543,2020-08-31,14.84,09:25,daily_open_indicative,14713.7465495,14861.621126480002,0.0,0.0,-147.87457698000253,-1.0025395049491697
