entry_i,entry,sell_ref,exit_i,exit,buy_ref,buy_clock,kind,sale_net,buy_cost,dividend_tax,missed_dividend,cash_increment,net_pct
384,2020-01-03,18.22,385,2020-01-06,18.01,09:25,daily_open_indicative,18187.3148922,18024.365380099996,0.0,0.0,162.94951210000363,0.8943441937431593
389,2020-01-10,18.03,390,2020-01-13,18.02,09:25,daily_open_indicative,17997.6035953,18034.370580199997,0.0,0.0,-36.766984899997624,-0.20392115862450153
391,2020-01-14,18.39,392,2020-01-15,18.35,09:25,daily_open_indicative,18357.0565789,18364.542183499998,0.0,0.0,-7.485604599998624,-0.04070475584556076
393,2020-01-16,18.41,394,2020-01-17,18.41,09:25,daily_open_indicative,18377.0261891,18424.573384099996,0.0,0.0,-47.547194999995554,-0.2582683052688515
407,2020-02-13,18.42,408,2020-02-14,18.26,09:25,daily_open_indicative,18387.0109942,18274.4953826,0.0,0.0,112.51561160000347,0.6108339391965444
411,2020-02-19,18.49,412,2020-02-20,18.59,09:25,daily_open_indicative,18456.9046299,18604.6669859,0.0,0.0,-147.76235599999927,-0.7991474094104882
418,2020-02-28,17.08,419,2020-03-02,17.3,09:25,daily_open_indicative,17049.0471108,17313.996173,0.0,0.0,-264.9490622000012,-1.5512240175644099
420,2020-03-03,17.44,421,2020-03-04,17.23,09:25,daily_open_indicative,17408.500094400002,17243.959772299997,0.0,0.0,164.54032210000514,0.9434651496559928
424,2020-03-09,16.18,425,2020-03-10,15.98,09:25,daily_open_indicative,16150.414651800002,15993.3097598,0.0,0.0,157.1048920000012,0.9709820271940741
426,2020-03-11,16.54,427,2020-03-12,16.25,09:25,daily_open_indicative,16509.867635399998,16263.4501625,0.0,0.0,246.41747289999876,1.489827526602169
429,2020-03-16,14.3,430,2020-03-17,14.39,09:25,daily_open_indicative,14273.271293,14402.4829439,0.0,0.0,-129.21165090000068,-0.9035779783216831
431,2020-03-18,13.56,432,2020-03-19,13.55,09:25,daily_open_indicative,13534.395715600001,13562.046135499999,0.0,0.0,-27.65041989999736,-0.20391165117992152
434,2020-03-23,12.52,435,2020-03-24,12.75,09:25,daily_open_indicative,12495.9759852,12761.6301275,0.0,0.0,-265.6541422999999,-2.121838197284344
437,2020-03-26,13.29,438,2020-03-27,13.5,09:25,daily_open_indicative,13264.805977900001,13512.020135,0.0,0.0,-247.21415709999928,-1.860151671181334
446,2020-04-09,13.95,447,2020-04-10,13.94,09:25,daily_open_indicative,13923.803114500002,13952.248939399999,0.0,0.0,-28.445824899996296,-0.2039127232974645
452,2020-04-17,13.99,453,2020-04-20,14.06,09:25,daily_open_indicative,13963.742334900002,14072.3113406,0.0,0.0,-108.56900569999743,-0.7760472172980517
456,2020-04-23,13.96,457,2020-04-24,13.96,09:25,daily_open_indicative,13933.787919600001,13972.2593396,0.0,0.0,-38.471419999998034,-0.27558323782233546
463,2020-05-07,14.38,464,2020-05-08,14.48,09:25,daily_open_indicative,14353.1497338,14492.5297448,0.0,0.0,-139.38001099999929,-0.9692629415855305
468,2020-05-14,13.69,469,2020-05-15,13.74,09:25,daily_open_indicative,13664.198181900001,13752.144937399999,0.0,0.0,-87.94675549999738,-0.6424160372534505
473,2020-05-21,13.6,474,2020-05-22,13.58,09:25,daily_open_indicative,13574.334936000001,13592.0617358,0.0,0.0,-17.726799799998844,-0.13034411617646208
483,2020-06-04,14.16,484,2020-06-05,14.16,09:25,daily_open_indicative,14133.4840216,14172.3633416,0.0,0.0,-38.87932000000001,-0.2745714689265537
485,2020-06-08,14.26,486,2020-06-09,14.4,09:25,daily_open_indicative,14233.3320726,14412.488143999999,0.0,0.0,-179.15607139999884,-1.2563539368863874
488,2020-06-11,14.02,489,2020-06-12,13.7,09:25,daily_open_indicative,13993.696750200002,13712.124136999999,0.0,0.0,281.5726132000036,2.0083638601997404
490,2020-06-15,13.67,491,2020-06-16,13.74,09:25,daily_open_indicative,13644.228571700001,13752.144937399999,0.0,0.0,-107.91636569999719,-0.7894393979516985
507,2020-07-10,16.03,508,2020-07-13,15.96,09:25,daily_open_indicative,15960.642575300002,15973.2993596,40.0,0.0,-12.656784299997526,-0.07895685776667201
510,2020-07-15,16.2,511,2020-07-16,16.13,09:25,daily_open_indicative,16170.384262000001,16143.387761299997,0.0,0.0,26.996500700004617,0.1666450660494112
517,2020-07-24,14.16,518,2020-07-27,14.23,09:25,daily_open_indicative,14133.4840216,14242.3997423,0.0,0.0,-108.91572070000075,-0.7691788185028301
521,2020-07-30,14.29,522,2020-07-31,14.28,09:25,daily_open_indicative,14263.2864879,14292.4257428,0.0,0.0,-29.139254899999287,-0.20391361021692994
529,2020-08-11,14.16,530,2020-08-12,14.38,09:25,daily_open_indicative,14133.4840216,14392.477743799998,0.0,0.0,-258.99372219999896,-1.8290517104519701
535,2020-08-19,14.85,536,2020-08-20,14.75,09:25,daily_open_indicative,14822.4355735,14762.6701475,0.0,0.0,59.765425999999934,0.4024607811447807
540,2020-08-26,14.54,541,2020-08-27,14.6,09:25,daily_open_indicative,14512.906615400001,14612.592145999999,0.0,0.0,-99.68553059999795,-0.6855951210453779
543,2020-08-31,14.74,544,2020-09-01,14.67,09:25,daily_open_indicative,14712.602717400001,14682.6285467,0.0,0.0,29.974170700001196,0.2033525827679864
546,2020-09-03,14.51,547,2020-09-04,14.29,09:25,daily_open_indicative,14482.9522001,14302.430942899999,0.0,0.0,180.52125720000186,1.244116176430061
551,2020-09-10,13.56,552,2020-09-11,13.47,09:25,daily_open_indicative,13534.395715600001,13482.0045347,0.0,0.0,52.39118090000193,0.3863656408554714
559,2020-09-22,13.56,560,2020-09-23,13.63,09:25,daily_open_indicative,13534.395715600001,13642.087736299998,0.0,0.0,-107.69202069999665,-0.7941889432153145
561,2020-09-24,13.23,562,2020-09-25,13.31,09:25,daily_open_indicative,13204.8971473,13321.9213331,0.0,0.0,-117.02418579999903,-0.8845365517762588
572,2020-10-19,13.86,573,2020-10-20,13.82,09:25,daily_open_indicative,13833.939868600002,13832.1865382,0.0,0.0,1.7533304000025964,0.012650291486310219
574,2020-10-21,13.64,575,2020-10-22,13.58,09:25,daily_open_indicative,13614.2741564,13592.0617358,0.0,0.0,22.21242060000077,0.1628476583577769
576,2020-10-23,13.59,577,2020-10-26,13.57,09:25,daily_open_indicative,13564.3501309,13582.0565357,0.0,0.0,-17.70640479999929,-0.13028995437821406
581,2020-10-30,13.65,582,2020-11-02,13.4,09:25,daily_open_indicative,13624.258961500002,13411.968133999999,0.0,0.0,212.2908275000027,1.5552441575091773
589,2020-11-11,14.54,590,2020-11-12,14.51,09:25,daily_open_indicative,14512.906615400001,14522.5453451,0.0,0.0,-9.638729699998294,-0.06629112585968565
599,2020-11-25,14.09,600,2020-11-26,14.06,09:25,daily_open_indicative,14063.5903859,14072.3113406,0.0,0.0,-8.72095470000022,-0.061894639460611925
609,2020-12-09,13.82,610,2020-12-10,13.76,09:25,daily_open_indicative,13794.0006482,13772.1553376,0.0,0.0,21.84531060000154,0.15807026483358566
614,2020-12-16,13.53,615,2020-12-17,13.53,09:25,daily_open_indicative,13504.4413003,13542.0357353,0.0,0.0,-37.594434999999066,-0.27785983000738407
618,2020-12-22,13.27,619,2020-12-23,13.31,09:25,daily_open_indicative,13244.836367700002,13321.9213331,0.0,0.0,-77.0849653999976,-0.5808964988696127
620,2020-12-24,13.38,621,2020-12-25,13.35,09:25,daily_open_indicative,13354.669223800001,13361.942133499999,0.0,0.0,-7.272909699997399,-0.054356574738396106
637,2021-01-19,15.1,638,2021-01-20,15.35,09:25,daily_open_indicative,15072.055701000001,15362.9821535,0.0,0.0,-290.92645249999805,-1.926665248344358
642,2021-01-26,14.82,643,2021-01-27,14.95,09:25,daily_open_indicative,14792.4811582,14962.7741495,0.0,0.0,-170.2929912999989,-1.1490755148447969
644,2021-01-28,14.21,645,2021-01-29,14.4,09:25,daily_open_indicative,14183.4080471,14412.488143999999,0.0,0.0,-229.08009689999926,-1.6121048339197697
647,2021-02-02,13.7,648,2021-02-03,13.67,09:25,daily_open_indicative,13674.182987000002,13682.1085367,0.0,0.0,-7.925549699997646,-0.05785072773720909
650,2021-02-05,13.21,651,2021-02-08,13.15,09:25,daily_open_indicative,13184.9275371,13161.838131499999,0.0,0.0,23.089405600001555,0.17478732475398603
656,2021-02-22,13.97,657,2021-02-23,13.85,09:25,daily_open_indicative,13943.772724700002,13862.202138499999,0.0,0.0,81.57058620000316,0.583898254831805
659,2021-02-25,13.92,660,2021-02-26,13.77,09:25,daily_open_indicative,13893.848699200002,13782.160537699998,0.0,0.0,111.68816150000384,0.8023574820402575
662,2021-03-02,13.58,663,2021-03-03,13.56,09:25,daily_open_indicative,13554.365325800001,13572.0513356,0.0,0.0,-17.68600979999792,-0.1302357128129449
664,2021-03-04,13.63,665,2021-03-05,13.5,09:25,daily_open_indicative,13604.289351300002,13512.020135,0.0,0.0,92.26921630000106,0.6769568327219447
666,2021-03-08,13.7,667,2021-03-09,13.68,09:25,daily_open_indicative,13674.182987000002,13692.1137368,0.0,0.0,-17.93074979999801,-0.13088138540144534
668,2021-03-10,13.73,669,2021-03-11,13.72,09:25,daily_open_indicative,13704.1374023,13732.1345372,0.0,0.0,-27.997134899998855,-0.2039121260014483
679,2021-03-25,13.82,680,2021-03-26,13.8,09:25,daily_open_indicative,13794.0006482,13812.176137999999,0.0,0.0,-18.175489799998104,-0.13151584515193998
681,2021-03-29,13.65,682,2021-03-30,13.74,09:25,daily_open_indicative,13624.258961500002,13752.144937399999,0.0,0.0,-127.88597589999699,-0.9368935963369743
685,2021-04-02,14.15,686,2021-04-06,14.33,09:25,daily_open_indicative,14123.4992165,14342.451743299998,0.0,0.0,-218.95252679999794,-1.5473676805653565
696,2021-04-20,14.38,697,2021-04-21,14.33,09:25,daily_open_indicative,14353.1497338,14342.451743299998,0.0,0.0,10.697990500002561,0.07439492698193714
698,2021-04-22,14.18,699,2021-04-23,14.15,09:25,daily_open_indicative,14153.453631800001,14162.358141499999,0.0,0.0,-8.904509699998016,-0.06279626022565597
704,2021-04-30,13.76,705,2021-05-06,13.61,09:25,daily_open_indicative,13734.091817600001,13622.0773361,0.0,0.0,112.01448150000215,0.814058731831411
706,2021-05-07,13.45,707,2021-05-10,13.5,09:25,daily_open_indicative,13424.562859500002,13512.020135,0.0,0.0,-87.45727549999901,-0.6502399665427436
712,2021-05-17,13.3,713,2021-05-18,13.31,09:25,daily_open_indicative,13274.790783,13321.9213331,0.0,0.0,-47.1305500999988,-0.35436503834585564
716,2021-05-21,13.11,717,2021-05-24,13.11,09:25,daily_open_indicative,13085.079486100001,13121.8173311,0.0,0.0,-36.73784499999783,-0.2802276506483435
724,2021-06-02,12.22,725,2021-06-03,12.22,09:25,daily_open_indicative,12196.431832200002,12231.3545222,0.0,0.0,-34.9226899999976,-0.2857830605564452
732,2021-06-15,12.55,733,2021-06-16,12.5,09:25,daily_open_indicative,12525.930400500001,12511.500125,0.0,0.0,14.43027550000079,0.11498227490040469
736,2021-06-21,12.38,737,2021-06-22,12.37,09:25,daily_open_indicative,12356.188713800002,12381.4325237,0.0,0.0,-25.24380989999736,-0.20390799596120646
742,2021-06-29,12.41,743,2021-06-30,12.45,09:25,daily_open_indicative,12386.1431291,12461.474124499999,0.0,0.0,-75.33099539999785,-0.6070184963738746
744,2021-07-01,12.3,745,2021-07-02,12.29,09:25,daily_open_indicative,12276.310273000001,12301.390922899998,0.0,0.0,-25.080649899997297,-0.20390772276420566
748,2021-07-07,12.15,749,2021-07-08,12.16,09:25,daily_open_indicative,12126.538196500002,12171.3233216,0.0,0.0,-44.78512509999928,-0.36860185267489115
753,2021-07-14,11.64,754,2021-07-15,11.66,09:25,daily_open_indicative,11617.3131364,11671.0633166,0.0,0.0,-53.750180200000614,-0.46177130756014273
755,2021-07-16,11.49,756,2021-07-19,11.5,09:25,daily_open_indicative,11467.5410599,11510.980115,0.0,0.0,-43.43905509999968,-0.37805966144473174
759,2021-07-22,11.71,760,2021-07-23,11.7,09:25,daily_open_indicative,11687.2067721,11711.084116999999,0.0,0.0,-23.877344899998207,-0.20390559265583438
762,2021-07-27,11.28,763,2021-07-28,11.28,09:25,daily_open_indicative,11207.8601528,11290.8657128,50.0,0.0,-83.0055599999996,-0.7358648936170178
764,2021-07-29,10.99,765,2021-07-30,10.96,09:25,daily_open_indicative,10968.300804900002,10970.699309599999,0.0,0.0,-2.39850469999692,-0.021824428571400545
769,2021-08-05,11.85,770,2021-08-06,11.83,09:25,daily_open_indicative,11826.9940435,11841.1517183,0.0,0.0,-14.157674799998858,-0.11947404894513805
773,2021-08-11,11.78,774,2021-08-12,11.76,09:25,daily_open_indicative,11757.1004078,11771.115317599999,0.0,0.0,-14.01490979999835,-0.11897206960949364
777,2021-08-17,12.02,778,2021-08-18,12.01,09:25,daily_open_indicative,11996.7357302,12021.245320099999,0.0,0.0,-24.5095898999989,-0.2039067379367629
779,2021-08-19,11.85,780,2021-08-20,11.88,09:25,daily_open_indicative,11826.9940435,11891.177718799998,0.0,0.0,-64.18367529999705,-0.5416343907172747
784,2021-08-26,11.69,785,2021-08-27,11.69,09:25,daily_open_indicative,11667.2371619,11701.0789169,0.0,0.0,-33.841754999999466,-0.2894931993156498
786,2021-08-30,11.51,787,2021-08-31,11.53,09:25,daily_open_indicative,11487.5106701,11540.9957153,0.0,0.0,-53.48504519999915,-0.46468327715029667
797,2021-09-14,11.94,798,2021-09-15,11.93,09:25,daily_open_indicative,11916.8572894,11941.2037193,0.0,0.0,-24.34642989999884,-0.20390644807369213
799,2021-09-16,11.75,800,2021-09-17,11.75,09:25,daily_open_indicative,11727.1459925,11761.1101175,0.0,0.0,-33.96412500000042,-0.289056382978727
803,2021-09-24,11.86,804,2021-09-27,11.9,09:25,daily_open_indicative,11836.978848600002,11911.188118999999,0.0,0.0,-74.20927039999697,-0.6257105430016607
807,2021-09-30,11.62,808,2021-10-08,11.74,09:25,daily_open_indicative,11597.3435262,11751.104917399998,0.0,0.0,-153.7613911999979,-1.3232477728054897
810,2021-10-12,11.88,811,2021-10-13,11.88,09:25,daily_open_indicative,11856.948458800001,11891.177718799998,0.0,0.0,-34.22925999999643,-0.2881250841750541
813,2021-10-15,11.73,814,2021-10-18,11.82,09:25,daily_open_indicative,11707.1763823,11831.1465182,0.0,0.0,-123.97013589999915,-1.056863903665807
822,2021-10-28,11.16,823,2021-10-29,11.21,09:25,daily_open_indicative,11138.0424916,11220.829312099999,0.0,0.0,-82.78682049999952,-0.7418173879928273
836,2021-11-17,11.74,837,2021-11-18,11.74,09:25,daily_open_indicative,11717.161187400001,11751.104917399998,0.0,0.0,-33.94372999999723,-0.289128875638818
840,2021-11-23,11.73,841,2021-11-24,11.74,09:25,daily_open_indicative,11707.1763823,11751.104917399998,0.0,0.0,-43.928535099998044,-0.37449731543050335
842,2021-11-25,11.63,843,2021-11-26,11.63,09:25,daily_open_indicative,11607.328331300001,11641.0477163,0.0,0.0,-33.71938499999851,-0.2899345227858857
844,2021-11-29,10.98,845,2021-11-30,11.01,09:25,daily_open_indicative,10958.315999800001,11020.725310099999,0.0,0.0,-62.40931029999774,-0.5683908041894148
866,2021-12-29,11.9,867,2021-12-30,11.91,09:25,daily_open_indicative,11876.918069000001,11921.1933191,0.0,0.0,-44.27525009999954,-0.37206092521008016
871,2022-01-06,11.89,872,2022-01-07,11.92,09:25,daily_open_indicative,11866.9332639,11931.1985192,0.0,0.0,-64.2652552999989,-0.5404983624894777
874,2022-01-11,11.85,875,2022-01-12,11.85,09:25,daily_open_indicative,11826.9940435,11861.162118499999,0.0,0.0,-34.16807499999777,-0.2883381856539896
876,2022-01-13,11.55,877,2022-01-14,11.47,09:25,daily_open_indicative,11527.4498905,11480.9645147,0.0,0.0,46.48537580000084,0.4024707861471934
882,2022-01-21,11.61,883,2022-01-24,11.55,09:25,daily_open_indicative,11587.358721100001,11561.0061155,0.0,0.0,26.35260560000097,0.226981960378992
884,2022-01-25,11.31,885,2022-01-26,11.31,09:25,daily_open_indicative,11287.8145681,11320.881313099999,0.0,0.0,-33.066744999998264,-0.2923673297966248
886,2022-01-27,11.13,887,2022-01-28,11.14,09:25,daily_open_indicative,11108.0880763,11150.7929114,0.0,0.0,-42.7048350999994,-0.3836912407906505
908,2022-03-07,10.82,909,2022-03-08,10.77,09:25,daily_open_indicative,10798.5591182,10780.6005077,0.0,0.0,17.95861049999985,0.16597606746765112
911,2022-03-10,10.35,912,2022-03-11,10.23,09:25,daily_open_indicative,10329.2732785,10240.3197023,0.0,0.0,88.95357620000141,0.8594548425120909
914,2022-03-15,9.75,915,2022-03-16,9.85,09:25,daily_open_indicative,9730.1849725,9860.1220985,0.0,0.0,-129.93712600000072,-1.332688471794879
921,2022-03-24,10.39,922,2022-03-25,10.39,09:25,daily_open_indicative,10369.2124989,10400.4029039,0.0,0.0,-31.190404999999373,-0.30019639076034044
924,2022-03-29,10.08,925,2022-03-30,10.12,09:25,daily_open_indicative,10059.6835408,10130.262501199999,0.0,0.0,-70.57896039999832,-0.7001880992063325
929,2022-04-07,10.06,930,2022-04-08,10.06,09:25,daily_open_indicative,10039.7139306,10070.231300599999,0.0,0.0,-30.517369999997754,-0.30335357852880473
931,2022-04-11,9.93,932,2022-04-12,9.93,09:25,daily_open_indicative,9909.9114643,9940.1636993,0.0,0.0,-30.252234999999928,-0.3046549345417918
937,2022-04-19,9.89,938,2022-04-20,9.93,09:25,daily_open_indicative,9869.9722439,9940.1636993,0.0,0.0,-70.19145539999954,-0.7097214903943331
939,2022-04-21,9.78,940,2022-04-22,9.77,09:25,daily_open_indicative,9760.1393878,9780.0804977,0.0,0.0,-19.94110990000081,-0.20389682924336208
941,2022-04-25,9.11,942,2022-04-26,9.17,09:25,daily_open_indicative,9091.1574461,9179.768491699999,0.0,0.0,-88.61104559999876,-0.9726788759604694
947,2022-05-06,9.19,948,2022-05-09,9.19,09:25,daily_open_indicative,9171.12774095,9199.68694595,0.0,0.0,-28.559204999999565,-0.3107639281828027
959,2022-05-24,9.1,960,2022-05-25,9.11,09:25,daily_open_indicative,9081.2635955,9119.646145550001,0.0,0.0,-38.382550050000646,-0.42178626428572136
975,2022-06-16,9.58,976,2022-06-17,9.53,09:25,daily_open_indicative,9560.5390379,9539.86034765,0.0,0.0,20.678690250000727,0.21585271659708483
979,2022-06-22,9.55,980,2022-06-23,9.55,09:25,daily_open_indicative,9530.58432275,9559.870547749999,0.0,0.0,-29.286224999998012,-0.30666204188479596
984,2022-06-29,9.84,985,2022-06-30,9.83,09:25,daily_open_indicative,9820.1465692,9840.013349149998,0.0,0.0,-19.86677994999809,-0.20189817022355783
990,2022-07-07,9.59,991,2022-07-08,9.62,09:25,daily_open_indicative,9570.52394295,9629.9062481,0.0,0.0,-59.38230515000032,-0.6192106897810252
995,2022-07-14,9.55,996,2022-07-15,9.52,09:25,daily_open_indicative,9530.58432275,9529.8552476,0.0,0.0,0.7290751500004262,0.0076342947644023685
1006,2022-07-29,10.05,1007,2022-08-01,10.03,09:25,daily_open_indicative,10029.82957525,10040.11535015,0.0,0.0,-10.285774899999524,-0.10234601890546789
1009,2022-08-03,9.72,1010,2022-08-04,9.77,09:25,daily_open_indicative,9700.327708600002,9779.98274885,0.0,0.0,-79.65504024999791,-0.8194962988682912
1016,2022-08-12,9.67,1017,2022-08-15,9.66,09:25,daily_open_indicative,9550.403183350001,9669.9266483,100.0,0.0,-119.52346494999802,-1.2360234224405173
1021,2022-08-19,9.52,1022,2022-08-22,9.43,09:25,daily_open_indicative,9500.6296076,9439.80934715,0.0,0.0,60.820260450000205,0.6388682820378173
1027,2022-08-29,9.24,1028,2022-08-30,9.27,09:25,daily_open_indicative,9221.0522662,9279.72774635,0.0,0.0,-58.6754801499992,-0.6350160189393853
1037,2022-09-13,9.49,1038,2022-09-14,9.46,09:25,daily_open_indicative,9470.67489245,9469.8246473,0.0,0.0,0.8502451500007737,0.00895937987355926
