date,clock,side,quantity,reference,value,fee,tax,deposit,cash,shares,entry
2020-01-02,15:00,SELL,1000,18.38,18368.971999999998,23.73635144,0.0,0.0,18345.23564856,2000,2020-01-02
2020-01-03,09:40,BUY,1000,18.47,18481.082,5.36962164,0.0,141.21597307999764,0.0,3000,2020-01-02
2020-01-10,15:00,SELL,1000,18.03,18019.182,23.379565640000003,0.0,0.0,17995.80243436,2000,2020-01-10
2020-01-13,09:40,BUY,1000,17.85,17860.71,5.3572142,0.0,0.0,129.7352201600006,3000,2020-01-10
2020-01-14,15:00,SELL,1000,18.39,18378.966,23.746545320000003,0.0,0.0,18484.954674840003,2000,2020-01-14
2020-01-15,09:40,BUY,1000,18.51,18521.106,5.37042212,0.0,41.52174727999591,0.0,3000,2020-01-14
2020-01-16,15:00,SELL,1000,18.41,18398.953999999998,23.766933079999998,0.0,0.0,18375.187066919996,2000,2020-01-16
2020-01-17,09:40,BUY,1000,18.4,18411.039999999997,5.3682208,0.0,41.2211538800002,0.0,3000,2020-01-16
2020-01-20,15:00,SELL,1000,19.34,19328.396,24.714963920000002,0.0,0.0,19303.68103608,2000,2020-01-20
2020-01-21,09:40,BUY,1000,19.26,19271.556,5.38543112,0.0,0.0,26.73960495999927,3000,2020-01-20
2020-01-21,15:00,SELL,1000,19.09,19078.546,24.46011692,0.0,0.0,19080.825488039998,2000,2020-01-21
2020-01-22,09:40,BUY,1000,18.93,18941.358,5.37882716,0.0,0.0,134.08866087999922,3000,2020-01-21
2020-01-23,15:00,SELL,1000,20.0,19988.0,25.38776,0.0,0.0,20096.700900879998,2000,2020-01-23
2020-02-03,09:40,BUY,1000,18.0,18010.8,5.360216,0.0,0.0,2080.5406848799976,3000,2020-01-23
2020-02-11,15:00,SELL,1000,19.23,19218.462,24.60283124,0.0,0.0,21274.399853639996,2000,2020-02-11
2020-02-12,09:40,BUY,1000,18.92,18931.352,5.37862704,0.0,0.0,2337.6692265999955,3000,2020-02-11
2020-02-18,15:00,SELL,1000,18.85,18838.69,24.2154638,0.0,0.0,21152.143762799995,2000,2020-02-18
2020-02-19,09:40,BUY,1000,18.62,18631.172,5.37262344,0.0,0.0,2515.599139359998,3000,2020-02-18
2020-02-24,15:00,SELL,1000,20.14,20127.915999999997,25.53047432,0.0,0.0,22617.984665039996,2000,2020-02-24
2020-02-25,09:40,BUY,1000,19.96,19971.976,5.39943952,0.0,0.0,2640.6092255199983,3000,2020-02-24
2020-02-28,15:00,SELL,1000,17.08,17069.752,22.411147040000003,0.0,0.0,19687.95007848,2000,2020-02-28
2020-03-02,09:40,BUY,1000,17.17,17180.302,5.34360604,0.0,0.0,2502.304472439999,3000,2020-02-28
2020-03-11,15:00,SELL,1000,16.54,16530.076,21.860677520000003,0.0,0.0,19010.51979492,2000,2020-03-11
2020-03-12,09:40,BUY,1000,16.31,16319.785999999996,5.32639572,0.0,0.0,2685.407399200005,3000,2020-03-11
2020-03-25,15:00,SELL,1000,13.55,13541.869999999999,18.8127074,0.0,0.0,16208.464691800003,2000,2020-03-25
2020-03-26,09:40,BUY,1000,13.35,13358.009999999998,5.2671602,0.0,0.0,2845.187531600006,3000,2020-03-25
2020-03-26,15:00,SELL,1000,13.29,13282.026,18.54766652,0.0,0.0,16108.665865080005,2000,2020-03-26
2020-03-27,09:40,BUY,1000,13.45,13458.07,5.2691614,0.0,0.0,2645.326703680006,3000,2020-03-26
2020-04-03,15:00,SELL,1000,13.96,13951.624,19.23065648,0.0,0.0,16577.720047200004,2000,2020-04-03
2020-04-07,09:40,BUY,1000,14.15,14158.49,5.2831698,0.0,0.0,2413.9468774000034,3000,2020-04-03
2020-04-15,15:00,SELL,1000,13.87,13861.678,19.13891156,0.0,0.0,16256.485965840004,2000,2020-04-15
2020-04-16,09:40,BUY,1000,13.62,13628.171999999999,5.27256344,0.0,0.0,2623.0414024000056,3000,2020-04-15
2020-04-17,15:00,SELL,1000,13.99,13981.606,19.26123812,0.0,0.0,16585.386164280004,2000,2020-04-17
2020-04-20,09:40,BUY,1000,14.08,14088.447999999999,5.28176896,0.0,0.0,2491.6563953200057,3000,2020-04-17
2020-04-21,15:00,SELL,1000,14.16,14151.503999999999,19.43453408,0.0,0.0,16623.725861240004,2000,2020-04-21
2020-04-22,09:40,BUY,1000,14.0,14008.4,5.280168,0.0,0.0,2610.0456932400048,3000,2020-04-21
2020-04-23,15:00,SELL,1000,13.96,13951.624,19.23065648,0.0,0.0,16542.439036760006,2000,2020-04-23
2020-04-24,09:40,BUY,1000,14.02,14028.411999999998,5.28056824,0.0,0.0,2508.7464685200084,3000,2020-04-23
2020-04-29,15:00,SELL,1000,14.24,14231.456,19.51608512,0.0,0.0,16720.68638340001,2000,2020-04-29
2020-04-30,09:40,BUY,1000,14.45,14458.669999999998,5.2891734,0.0,0.0,2256.727210000012,3000,2020-04-29
2020-05-06,15:00,SELL,1000,14.76,14751.144,20.04616688,0.0,0.0,16987.825043120014,2000,2020-05-06
2020-05-07,09:40,BUY,1000,14.65,14658.789999999999,5.2931758,0.0,0.0,2323.7418673200154,3000,2020-05-06
2020-05-07,15:00,SELL,1000,14.38,14371.372,19.658799440000003,0.0,0.0,16675.455067880015,2000,2020-05-07
2020-05-08,09:40,BUY,1000,14.55,14558.73,5.2911746,0.0,0.0,2111.4338932800147,3000,2020-05-07
2020-05-20,15:00,SELL,1000,13.85,13841.689999999999,19.1185238,0.0,0.0,15934.005369480014,2000,2020-05-20
2020-05-21,09:40,BUY,1000,13.9,13908.339999999998,5.2781668,0.0,0.0,2020.3872026800145,3000,2020-05-20
2020-05-27,15:00,SELL,1000,13.48,13471.912,18.741350240000003,0.0,0.0,15473.557852440015,2000,2020-05-27
2020-05-28,09:40,BUY,1000,13.51,13518.106,5.27036212,0.0,0.0,1950.1814903200157,3000,2020-05-27
2020-06-01,15:00,SELL,1000,13.88,13871.671999999999,19.14910544,0.0,0.0,15802.704384880015,2000,2020-06-01
2020-06-02,09:40,BUY,1000,14.04,14048.423999999999,5.28096848,0.0,0.0,1748.9994164000163,3000,2020-06-01
2020-06-02,15:00,SELL,1000,14.16,14151.503999999999,19.43453408,0.0,0.0,15881.068882320016,2000,2020-06-02
2020-06-03,09:40,BUY,1000,14.06,14068.436,5.28136872,0.0,0.0,1807.351513600017,3000,2020-06-02
2020-06-17,15:00,SELL,1000,14.25,14241.449999999999,19.526279000000002,0.0,0.0,16029.275234600016,2000,2020-06-17
2020-06-18,09:40,BUY,1000,14.12,14128.472,5.28256944,0.0,0.0,1895.5206651600165,3000,2020-06-17
2020-06-19,15:00,SELL,1000,14.35,14341.39,19.6282178,0.0,0.0,16217.282447360016,2000,2020-06-19
2020-06-22,09:40,BUY,1000,14.48,14488.687999999998,5.28977376,0.0,0.0,1723.3046736000178,3000,2020-06-19
2020-06-29,15:00,SELL,1000,15.22,15210.867999999999,20.51508536,0.0,0.0,16913.657588240014,2000,2020-06-29
2020-06-30,09:40,BUY,1000,15.11,15119.065999999999,5.30238132,0.0,0.0,1789.2892069200152,3000,2020-06-29
2020-07-02,15:00,SELL,1000,15.61,15600.634,20.91264668,40.0,0.0,17729.010560240014,2000,2020-07-02
2020-07-03,09:40,BUY,1000,15.81,15819.485999999999,5.31638972,0.0,0.0,1904.2081705200162,3000,2020-07-02
2020-07-03,15:00,SELL,1000,15.91,15900.454,21.21846308,40.0,0.0,17743.443707440016,2000,2020-07-03
2020-07-06,09:40,BUY,1000,16.25,16259.749999999998,5.325195,0.0,0.0,1478.368512440018,3000,2020-07-03
2020-07-09,15:00,SELL,1000,16.72,16709.968,22.044167360000003,0.0,0.0,18166.29234508002,2000,2020-07-09
2020-07-10,09:40,BUY,1000,16.46,16469.876,5.32939752,0.0,0.0,1691.0869475600193,3000,2020-07-09
2020-07-14,15:00,SELL,1000,16.59,16580.046,21.91164692,0.0,0.0,18249.221300640016,2000,2020-07-14
2020-07-15,09:40,BUY,1000,16.84,16850.104,5.33700208,0.0,0.0,1393.7802985600174,3000,2020-07-14
2020-07-21,15:00,SELL,1000,15.43,15420.742,20.72915684,0.0,0.0,16793.793141720016,2000,2020-07-21
2020-07-22,09:40,BUY,1000,15.28,15289.168,5.30578336,0.0,0.0,1499.3193583600168,3000,2020-07-21
2020-07-22,15:00,SELL,1000,15.36,15350.784,20.65779968,0.0,0.0,16829.445558680018,2000,2020-07-22
2020-07-23,09:40,BUY,1000,15.11,15119.065999999999,5.30238132,0.0,0.0,1705.077177360019,3000,2020-07-22
2020-07-30,15:00,SELL,1000,14.29,14281.426,19.56705452,0.0,0.0,15966.93612284002,2000,2020-07-30
2020-07-31,09:40,BUY,1000,14.58,14588.748,5.29177496,0.0,0.0,1372.8963478800197,3000,2020-07-30
2020-08-13,15:00,SELL,1000,15.17,15160.898,20.46411596,0.0,0.0,16513.33023192002,2000,2020-08-13
2020-08-14,09:40,BUY,1000,15.01,15019.006,5.30038012,0.0,0.0,1489.0238518000206,3000,2020-08-13
2020-08-18,15:00,SELL,1000,15.18,15170.892,20.47430984,0.0,0.0,16639.44154196002,2000,2020-08-18
2020-08-19,09:40,BUY,1000,15.04,15049.024,5.30098048,0.0,0.0,1585.1165614800193,3000,2020-08-18
2020-08-28,15:00,SELL,1000,14.75,14741.15,20.035973,0.0,0.0,16306.230588480019,2000,2020-08-28
2020-08-31,09:40,BUY,1000,14.87,14878.921999999999,5.29757844,0.0,0.0,1422.0110100400198,3000,2020-08-28
2020-08-31,15:00,SELL,1000,14.74,14731.155999999999,20.02577912,0.0,0.0,16133.141230920019,2000,2020-08-31
2020-09-01,09:40,BUY,1000,14.73,14738.838,5.29477676,0.0,0.0,1389.008454160019,3000,2020-08-31
2020-09-02,15:00,SELL,1000,14.77,14761.137999999999,20.05636076,0.0,0.0,16130.090093400018,2000,2020-09-02
2020-09-03,09:40,BUY,1000,14.73,14738.838,5.29477676,0.0,0.0,1385.9573166400187,3000,2020-09-02
2020-09-09,15:00,SELL,1000,13.91,13901.653999999999,19.17968708,0.0,0.0,15268.431629560017,2000,2020-09-09
2020-09-10,09:40,BUY,1000,13.98,13988.387999999999,5.27976776,0.0,0.0,1274.7638618000183,3000,2020-09-09
2020-09-14,15:00,SELL,1000,13.85,13841.689999999999,19.1185238,0.0,0.0,15097.335338000017,2000,2020-09-14
2020-09-15,09:40,BUY,1000,13.74,13748.243999999999,5.27496488,0.0,0.0,1343.8163731200184,3000,2020-09-14
2020-09-15,15:00,SELL,1000,13.73,13721.761999999999,18.99619724,0.0,0.0,15046.582175880018,2000,2020-09-15
2020-09-16,09:40,BUY,1000,13.59,13598.153999999999,5.27196308,0.0,0.0,1443.1562128000187,3000,2020-09-15
2020-09-21,15:00,SELL,1000,13.74,13731.756,19.00639112,0.0,0.0,15155.905821680019,2000,2020-09-21
2020-09-22,09:40,BUY,1000,13.65,13658.189999999999,5.2731638,0.0,0.0,1492.4426578800194,3000,2020-09-21
2020-10-13,15:00,SELL,1000,13.93,13921.642,19.20007484,0.0,0.0,15394.884583040019,2000,2020-10-13
2020-10-14,09:40,BUY,1000,13.7,13708.22,5.2741644,0.0,0.0,1681.3904186400196,3000,2020-10-13
2020-10-21,15:00,SELL,1000,13.64,13631.815999999999,18.90445232,0.0,0.0,15294.30196632002,2000,2020-10-21
