entry_i,entry,sell_ref,exit_i,exit,buy_ref,buy_clock,kind,sale_net,buy_cost,dividend_tax,missed_dividend,cash_increment,net_pct
383,2020-01-02,18.38,384,2020-01-03,18.49,09:25,daily_open_indicative,18337.8911476,18513.8601698,0.0,0.0,-175.96902219999902,-0.9573940272034767
389,2020-01-10,18.03,390,2020-01-13,18.02,09:25,daily_open_indicative,17988.5977906,18043.380760399996,0.0,0.0,-54.782969799995044,-0.30384342651134244
391,2020-01-14,18.39,392,2020-01-15,18.35,09:25,daily_open_indicative,18347.8709578,18373.717366999997,0.0,0.0,-25.846409199995833,-0.14054599891242975
393,2020-01-16,18.41,394,2020-01-17,18.41,09:25,daily_open_indicative,18367.8305782,18433.778568199996,0.0,0.0,-65.94798999999693,-0.35821830526885895
395,2020-01-20,19.34,396,2020-01-21,19.2,09:25,daily_open_indicative,19295.9529268,19224.584383999998,0.0,0.0,71.36854280000261,0.36902038676319865
396,2020-01-21,19.09,397,2020-01-22,18.9,09:25,daily_open_indicative,19046.4576718,18924.278378,0.0,0.0,122.17929379999987,0.6400172540597164
398,2020-01-23,20.0,399,2020-02-03,18.0,09:25,daily_open_indicative,19954.6204,18023.360359999995,0.0,0.0,1931.2600400000047,9.656300200000024
405,2020-02-11,19.23,406,2020-02-12,19.08,09:25,daily_open_indicative,19186.1750146,19104.461981599998,0.0,0.0,81.71303300000363,0.4249247685907625
410,2020-02-18,18.85,411,2020-02-19,18.65,09:25,daily_open_indicative,18806.942227000003,18674.023372999996,0.0,0.0,132.91885400000683,0.7051398090186038
414,2020-02-24,20.14,415,2020-02-25,19.65,09:25,daily_open_indicative,20094.337742800002,19675.043392999996,0.0,0.0,419.2943498000059,2.0818984597815584
418,2020-02-28,17.08,419,2020-03-02,17.3,09:25,daily_open_indicative,17040.515821599998,17322.646345999998,0.0,0.0,-282.13052439999956,-1.6518180585480067
426,2020-03-11,16.54,427,2020-03-12,16.25,09:25,daily_open_indicative,16501.6060708,16271.575324999998,0.0,0.0,230.03074580000248,1.3907542067714782
436,2020-03-25,13.55,437,2020-03-26,13.41,09:25,daily_open_indicative,13517.642821000001,13428.678468199998,0.0,0.0,88.96435280000333,0.6565634892989175
437,2020-03-26,13.29,438,2020-03-27,13.5,09:25,daily_open_indicative,13258.1677558,13518.770269999999,0.0,0.0,-260.60251419999986,-1.960891754702783
443,2020-04-03,13.96,444,2020-04-07,14.35,09:25,daily_open_indicative,13926.8150392,14369.637286999998,0.0,0.0,-442.82224779999706,-3.1720791389684604
450,2020-04-15,13.87,451,2020-04-16,13.75,09:25,daily_open_indicative,13836.996747399999,13769.025274999998,0.0,0.0,67.9714724000005,0.490061084354726
452,2020-04-17,13.99,453,2020-04-20,14.06,09:25,daily_open_indicative,13956.7544698,14079.341481199997,0.0,0.0,-122.58701139999721,-0.8762474010006949
454,2020-04-21,14.16,455,2020-04-22,14.06,09:25,daily_open_indicative,14126.4112432,14079.341481199997,0.0,0.0,47.06976200000281,0.33241357344634753
456,2020-04-23,13.96,457,2020-04-24,13.96,09:25,daily_open_indicative,13926.8150392,13979.2394792,0.0,0.0,-52.42443999999887,-0.37553323782234144
460,2020-04-29,14.24,461,2020-04-30,14.31,09:25,daily_open_indicative,14206.2497248,14329.596486199998,0.0,0.0,-123.34676139999829,-0.8661991671348194
462,2020-05-06,14.76,463,2020-05-07,14.75,09:25,daily_open_indicative,14725.1998552,14770.045294999998,0.0,0.0,-44.84543979999762,-0.3038308929539134
463,2020-05-07,14.38,464,2020-05-08,14.48,09:25,daily_open_indicative,14345.9670676,14499.769889599998,0.0,0.0,-153.80282199999783,-1.0695606536856594
472,2020-05-20,13.85,473,2020-05-21,13.88,09:25,daily_open_indicative,13817.037127,13899.157877599999,0.0,0.0,-82.12075059999916,-0.5929296072202105
477,2020-05-27,13.48,478,2020-05-28,13.5,09:25,daily_open_indicative,13447.7841496,13518.770269999999,0.0,0.0,-70.98612039999898,-0.526603267062307
480,2020-06-01,13.88,481,2020-06-02,13.9,09:25,daily_open_indicative,13846.9765576,13919.178277999998,0.0,0.0,-72.2017203999967,-0.5201853054754806
481,2020-06-02,14.16,482,2020-06-03,14.27,09:25,daily_open_indicative,14126.4112432,14289.555685399999,0.0,0.0,-163.1444421999986,-1.1521500155367133
492,2020-06-17,14.25,493,2020-06-18,14.25,09:25,daily_open_indicative,14216.229535,14269.535284999998,0.0,0.0,-53.305749999997715,-0.3740754385964752
494,2020-06-19,14.35,495,2020-06-22,14.36,09:25,daily_open_indicative,14316.027637,14379.647487199998,0.0,0.0,-63.61985019999884,-0.4433439038327445
498,2020-06-29,15.22,499,2020-06-30,15.19,09:25,daily_open_indicative,15184.2711244,15210.494103799998,0.0,200.0,-226.2229793999977,-1.486353346911943
501,2020-07-02,15.61,502,2020-07-03,15.65,09:25,daily_open_indicative,15533.483722199999,15670.963312999998,40.0,0.0,-137.47959079999964,-0.8807148673926947
502,2020-07-03,15.91,503,2020-07-06,16.21,09:25,daily_open_indicative,15832.8780282,16231.534524199997,40.0,0.0,-398.65649599999597,-2.5056976492771588
506,2020-07-09,16.72,507,2020-07-10,16.68,09:25,daily_open_indicative,16681.242654399997,16702.013933599996,0.0,0.0,-20.77127919999839,-0.12423013875597123
509,2020-07-14,16.59,510,2020-07-15,16.83,09:25,daily_open_indicative,16551.5051218,16852.1669366,0.0,0.0,-300.66181479999796,-1.8123075033152378
514,2020-07-21,15.43,515,2020-07-22,15.44,09:25,daily_open_indicative,15393.8471386,15460.749108799999,0.0,0.0,-66.90197019999869,-0.4335837342838541
515,2020-07-22,15.36,516,2020-07-23,15.17,09:25,daily_open_indicative,15323.988467199999,15190.473703399999,0.0,0.0,133.51476379999986,0.8692367434895824
521,2020-07-30,14.29,522,2020-07-31,14.28,09:25,daily_open_indicative,14256.148775799998,14299.5658856,0.0,0.0,-43.41710980000062,-0.30382862001400013
531,2020-08-13,15.17,532,2020-08-14,15.01,09:25,daily_open_indicative,15134.3720734,15030.3105002,0.0,0.0,104.06157320000057,0.6859695003296016
534,2020-08-18,15.18,535,2020-08-19,15.18,09:25,daily_open_indicative,15144.3518836,15200.483903599998,0.0,0.0,-56.13201999999728,-0.3697761528326567
542,2020-08-28,14.75,543,2020-08-31,14.84,09:25,daily_open_indicative,14715.220045,14860.1370968,0.0,0.0,-144.91705179999917,-0.9824884867796554
543,2020-08-31,14.74,544,2020-09-01,14.67,09:25,daily_open_indicative,14705.2402348,14689.9636934,0.0,0.0,15.276541400000497,0.10364003663501016
545,2020-09-02,14.77,546,2020-09-03,14.84,09:25,daily_open_indicative,14735.179665399999,14860.1370968,0.0,0.0,-124.95743140000013,-0.8460218781313482
550,2020-09-09,13.91,551,2020-09-10,14.0,09:25,daily_open_indicative,13876.9159882,14019.280279999999,0.0,0.0,-142.36429179999868,-1.0234672307692212
553,2020-09-14,13.85,554,2020-09-15,13.83,09:25,daily_open_indicative,13817.037127,13849.106876599999,0.0,0.0,-32.06974959999934,-0.23155053862815408
554,2020-09-15,13.73,555,2020-09-16,13.69,09:25,daily_open_indicative,13697.2794046,13708.964073799998,0.0,0.0,-11.684669199998098,-0.08510319883465475
558,2020-09-21,13.74,559,2020-09-22,13.65,09:25,daily_open_indicative,13707.2592148,13668.923272999999,0.0,0.0,38.33594180000182,0.27900976564775704
568,2020-10-13,13.93,569,2020-10-14,13.8,09:25,daily_open_indicative,13896.8756086,13819.076276,0.0,0.0,77.79933259999962,0.5585020287150009
574,2020-10-21,13.64,575,2020-10-22,13.58,09:25,daily_open_indicative,13607.4611128,13598.851871599998,0.0,0.0,8.609241200001634,0.06311760410558383
576,2020-10-23,13.59,577,2020-10-26,13.57,09:25,daily_open_indicative,13557.5620618,13588.841671399998,0.0,0.0,-31.279609599998366,-0.23016636938924478
579,2020-10-28,13.94,580,2020-10-29,13.76,09:25,daily_open_indicative,13906.8554188,13779.035475199998,0.0,0.0,127.81994360000135,0.9169292941176568
584,2020-11-04,13.47,585,2020-11-05,13.68,09:25,daily_open_indicative,13437.804339400001,13698.953873599998,0.0,0.0,-261.1495341999962,-1.9387493259094002
586,2020-11-06,14.0,587,2020-11-09,14.27,09:25,daily_open_indicative,13966.73428,14289.555685399999,0.0,0.0,-322.8214053999982,-2.3058671814285585
592,2020-11-16,14.28,593,2020-11-17,14.26,09:25,daily_open_indicative,14246.1689656,14279.545485199998,0.0,0.0,-33.37651959999857,-0.23372912885153063
604,2020-12-02,14.05,605,2020-12-03,14.0,09:25,daily_open_indicative,14016.633331,14019.280279999999,0.0,0.0,-2.6469489999981306,-0.0188394946619084
609,2020-12-09,13.82,610,2020-12-10,13.76,09:25,daily_open_indicative,13787.0976964,13779.035475199998,0.0,0.0,8.062221200001659,0.0583373458755547
613,2020-12-15,13.56,614,2020-12-16,13.56,09:25,daily_open_indicative,13527.6226312,13578.831471199997,0.0,0.0,-51.20883999999751,-0.3776463126843474
616,2020-12-18,13.65,617,2020-12-21,13.6,09:25,daily_open_indicative,13617.440923,13618.872271999999,0.0,0.0,-1.4313489999985904,-0.010486073260062933
620,2020-12-24,13.38,621,2020-12-25,13.35,09:25,daily_open_indicative,13347.986047600001,13368.617266999998,0.0,0.0,-20.631219399996553,-0.15419446487291893
622,2020-12-28,13.27,623,2020-12-29,13.32,09:25,daily_open_indicative,13238.2081354,13338.586666399999,0.0,0.0,-100.37853099999847,-0.7564320346646456
625,2020-12-31,13.69,626,2021-01-04,13.7,09:25,daily_open_indicative,13657.3601638,13718.974273999998,0.0,0.0,-61.61411019999832,-0.4500665463842098
628,2021-01-06,13.87,629,2021-01-07,13.79,09:25,daily_open_indicative,13836.996747399999,13809.0660758,0.0,0.0,27.930671599999187,0.20137470511895592
633,2021-01-13,15.18,634,2021-01-14,15.15,09:25,daily_open_indicative,15144.3518836,15170.453302999998,0.0,0.0,-26.10141939999812,-0.17194610935440133
634,2021-01-14,15.67,635,2021-01-15,15.57,09:25,daily_open_indicative,15633.3625834,15590.881711399998,0.0,0.0,42.48087200000191,0.27109682195278817
637,2021-01-19,15.1,638,2021-01-20,15.35,09:25,daily_open_indicative,15064.513402,15370.657306999998,0.0,0.0,-306.1439049999972,-2.02744307947018
642,2021-01-26,14.82,643,2021-01-27,14.95,09:25,daily_open_indicative,14785.0787164,14970.249299,0.0,0.0,-185.17058259999976,-1.2494641201079606
650,2021-02-05,13.21,651,2021-02-08,13.15,09:25,daily_open_indicative,13178.329274200001,13168.413262999999,0.0,0.0,9.916011200002686,0.07506442997731026
653,2021-02-10,14.04,654,2021-02-18,14.12,09:25,daily_open_indicative,14006.653520799999,14139.4026824,0.0,0.0,-132.74916160000066,-0.9455068490028538
654,2021-02-18,13.96,655,2021-02-19,13.89,09:25,daily_open_indicative,13926.8150392,13909.168077799997,0.0,0.0,17.64696140000342,0.1264108982808268
656,2021-02-22,13.97,657,2021-02-23,13.85,09:25,daily_open_indicative,13936.794849400001,13869.127276999998,0.0,0.0,67.66757240000334,0.4843777551897161
659,2021-02-25,13.92,660,2021-02-26,13.77,09:25,daily_open_indicative,13886.8957984,13789.045675399999,0.0,0.0,97.85012300000199,0.7029462859195545
664,2021-03-04,13.63,665,2021-03-05,13.5,09:25,daily_open_indicative,13597.481302600001,13518.770269999999,0.0,0.0,78.711032600002,0.5774837314747029
666,2021-03-08,13.7,667,2021-03-09,13.68,09:25,daily_open_indicative,13667.339973999999,13698.953873599998,0.0,0.0,-31.61389959999906,-0.23075839124086903
673,2021-03-17,13.55,674,2021-03-18,13.57,09:25,daily_open_indicative,13517.642821000001,13588.841671399998,0.0,0.0,-71.19885039999645,-0.5254527704796785
674,2021-03-18,13.52,675,2021-03-19,13.52,09:25,daily_open_indicative,13487.7033904,13538.790670399998,0.0,0.0,-51.08727999999792,-0.37786449704140473
683,2021-03-31,14.37,684,2021-04-01,14.41,09:25,daily_open_indicative,14335.9872574,14429.698488199998,0.0,0.0,-93.7112307999978,-0.6521310424495323
688,2021-04-08,14.36,689,2021-04-09,14.29,09:25,daily_open_indicative,14326.0074472,14309.5760858,0.0,0.0,16.43136140000024,0.11442452228412425
