scenario,event,n,increment,remaining
S1_F1_post0935_12_1000,62,1,-72.50147024000216,-1639.4293896325016
S1_F1_post0935_12_1000,63,4,-241.75396648000424,-1470.1768933924996
S1_F1_post0935_12_1000,64,1,656.8915026399991,-2368.822362512503
S1_F1_post0935_12_1000,65,3,435.870269919993,-2147.801129792497
S1_F1_post0935_12_1000,66,1,-124.52229448000435,-1587.4085653924994
S1_F1_post0935_12_1000,67,1,-351.91039124000235,-1360.0204686325014
S1_F1_post0935_12_1000,68,1,213.81633559999682,-1925.7471954725006
S1_F1_post0935_12_1000,69,1,-482.0968867999982,-1229.8339730725056
S1_F1_post0935_12_1000,70,6,648.9243660399916,-2360.8552259124954
S1_F1_post0935_12_1000,71,1,921.2319940000016,-2633.1628538725054
S1_F1_post0935_12_1000,72,1,-20.633825400003843,-1691.2970344725
S1_F1_post0935_12_1000,73,4,586.6138856399994,-2298.544745512503
S1_F1_post0935_12_1000,74,5,32.672353279984236,-1744.603213152488
S1_F1_post0935_12_1000,75,2,439.80512731999625,-2151.7359871925
S1_F1_post0935_12_1000,76,1,210.28530347999913,-1922.216163352503
S1_F1_post0935_12_1000,77,1,-193.9340914400018,-1517.996768432502
S1_F1_post0935_12_1000,78,1,84.21516191999763,-1796.1460217925014
S1_F1_post0935_12_1000,79,3,-476.9240930000051,-1235.0067668724987
S1_F1_post0935_12_1000,80,8,-388.95830372001365,-1322.9725561524901
S1_F1_post0935_12_1000,81,1,22.361727199997404,-1734.2925870725012
S1_F1_post0935_12_1000,82,3,-365.21307380001235,-1346.7177860724914
S1_F1_post0935_12_1000,83,1,-19.816393400004017,-1692.1144664724998
S1_F1_post0935_12_1000,84,1,177.85797887999433,-1889.7888387524981
S1_F1_post0935_12_1000,85,5,-1912.2895530800088,200.35869320750498
S1_F1_post0935_12_1000,86,2,54.9427962799964,-1766.8736561525002
S1_F1_post0935_12_1000,87,2,-2.0074883199995384,-1709.9233715525042
S1_F1_post0935_12_1000,88,4,156.25755599998956,-1868.1884158724934
S1_F1_post0935_12_1000,89,6,971.9790782831951,-2683.909938155699
S1_F1_post0935_12_1000,90,1,-1199.7084382247995,-512.2224216477043
S1_F1_post0935_12_1000,91,1,1185.8077860167832,-2897.738645889287
S1_F1_post0935_12_1000,92,7,10529.093147207954,-12241.024007080458
S1_F1_post0935_12_1000,93,1,-310.9673309376012,-1400.9635289349026
S1_F1_post0935_12_1000,94,1,573.0166060943811,-2284.947465966885
S1_F1_post0935_12_1000,95,2,-3507.9192206328007,1795.988360760297
S1_F1_post0935_12_1000,96,3,3253.714660216785,-4965.645520089289
S1_F1_post0935_12_1000,97,1,-628.2358445160062,-1083.6950153564976
S1_F1_post0935_12_1000,98,1,1927.9670721527946,-3639.8979320252984
S1_F1_post0935_12_1000,99,10,-3128.7822830376317,1416.851423165128
S1_F1_post0935_12_1000,100,11,-706.8129629568575,-1005.1178969156463
S1_F1_post0935_12_1000,101,4,-1824.7248777144196,112.79401784191577
S1_F1_post0935_12_1000,102,1,-1381.697381459191,-330.2334784133127
S1_F1_post0935_12_1000,103,1,543.3552906047844,-2255.286150477288
S1_F1_post0935_12_1000,104,3,-1632.4552959696157,-79.4755639028881
S2_F2_open_5_all,0,4,71.14972760001183,6705.426957948021
S2_F2_open_5_all,1,2,-35.246744399995805,6811.823429948028
S2_F2_open_5_all,2,9,-173.1534080999936,6949.730093648026
S2_F2_open_5_all,3,1,-28.445824899996296,6805.022510448029
S2_F2_open_5_all,4,2,-147.04042569999547,6923.617111248028
S2_F2_open_5_all,5,4,-272.09213619999537,7048.668821748028
S2_F2_open_5_all,6,4,-44.379143899992414,6820.955829448025
S2_F2_open_5_all,7,3,-276.0968506999907,7052.673536248023
S2_F2_open_5_all,8,2,-138.05497560000003,6914.631661148032
S2_F2_open_5_all,9,1,-258.99372219999896,7035.570407748031
S2_F2_open_5_all,10,5,222.96650420000697,6553.610181348025
S2_F2_open_5_all,11,2,-224.71620649999568,7001.292892048028
S2_F2_open_5_all,12,4,218.55017370000678,6558.026511848026
S2_F2_open_5_all,13,1,-9.638729699998294,6786.215415248031
S2_F2_open_5_all,14,2,-7.253154299998641,6783.829839848031
S2_F2_open_5_all,15,5,-87.4714839999906,6864.048169548023
S2_F2_open_5_all,16,6,-642.1634490999895,7418.740134648022
S2_F2_open_5_all,17,7,163.778964300016,6612.797721248016
S2_F2_open_5_all,18,3,-365.01399249999304,7141.590678048025
S2_F2_open_5_all,19,2,1.793480800004545,6774.783204748028
S2_F2_open_5_all,20,2,24.557206000003134,6752.019479548029
S2_F2_open_5_all,21,3,-129.4693201999944,6906.046005748027
S2_F2_open_5_all,22,1,-34.9226899999976,6811.49937554803
S2_F2_open_5_all,23,2,-10.81353439999657,6787.390219948029
S2_F2_open_5_all,24,18,-801.156310899978,7577.73299644801
S2_F2_open_5_all,25,7,-518.1188227999883,7294.695508348021
S2_F2_open_5_all,26,1,-82.78682049999952,6859.363506048032
S2_F2_open_5_all,27,6,-140.42916439998953,6917.005849948022
S2_F2_open_5_all,28,5,-110.3400893999933,6886.916774948026
S2_F2_open_5_all,29,5,-275.5948760999945,7052.171561648027
S2_F2_open_5_all,30,4,-84.65923959999782,6861.23592514803
S2_F2_open_5_all,31,5,-63.31505909999396,6839.891744648026
S2_F2_open_5_all,32,4,-228.8430860999979,7005.41977164803
S2_F2_open_5_all,33,1,-28.559204999999565,6805.135890548032
S2_F2_open_5_all,34,1,-38.382550050000646,6814.959235598033
S2_F2_open_5_all,35,7,-145.88174969999272,6922.458435248025
S2_F2_open_5_all,36,2,-89.94081514999743,6866.51750069803
S2_F2_open_5_all,37,2,-158.7032044999978,6935.27989004803
S2_F2_open_5_all,38,1,-58.6754801499992,6835.252165698032
S2_F2_open_5_all,39,7,-314.1796705999941,7090.7563561480265
S2_F2_open_5_all,40,4,202.96933655000703,6573.607348998025
S2_F2_open_5_all,41,5,-301.60534079999525,7078.182026348028
S2_F2_open_5_all,42,5,-93.53793474999475,6870.114620298027
S2_F2_open_5_all,43,7,-483.1066813999896,7259.683366948022
S2_F2_open_5_all,44,7,-193.85897989999103,6970.435665448023
S2_F2_open_5_all,45,1,-293.3482762499989,7069.924961798031
S2_F2_open_5_all,46,3,184.9674466000124,6591.60923894802
S2_F2_open_5_all,47,1,80.85923060000096,6695.717454948031
S2_F2_open_5_all,48,3,145.6251013500023,6630.95158419803
S2_F2_open_5_all,49,1,-26.78508989999682,6803.361775448029
S2_F2_open_5_all,50,2,-432.5149365999969,7209.091622148029
S2_F2_open_5_all,51,4,-255.86131009999008,7032.4379956480225
S2_F2_open_5_all,52,5,-583.2294204999926,7359.806106048025
S2_F2_open_5_all,53,17,1997.4932706000436,4779.083414947989
S2_F2_open_5_all,54,7,-530.7753789999933,7307.352064548026
S2_F2_open_5_all,55,14,-336.3002494999746,7112.876935048007
S2_F2_open_5_all,56,3,337.1496771500024,6439.42700839803
S2_F2_open_5_all,57,2,535.0377955500044,6241.538889998028
S2_F2_open_5_all,58,1,1533.7998954000032,5242.776790148029
S2_F2_open_5_all,59,5,-85.17097179998382,6861.747657348016
S2_F2_open_5_all,60,2,-434.5803616999983,7211.157047248031
S2_F2_open_5_all,61,6,-743.1667297999775,7519.74341534801
S2_F2_open_5_all,62,3,208.010899300014,6568.565786248018
S2_F2_open_5_all,63,2,377.22085990000414,6399.355825648028
S2_F2_open_5_all,64,18,3889.787442000048,2886.7892435479844
S2_F2_open_5_all,65,1,-82.04153270000097,6858.618218248033
S2_F2_open_5_all,66,2,626.9480811000067,6149.628604448026
S2_F2_open_5_all,67,13,-540.2307872499623,7316.807472797995
S2_F2_open_5_all,68,16,-169.1448549499728,6945.721540498005
S2_F2_open_5_all,69,11,1421.9430768500279,5354.6336086980045
S2_F2_open_5_all,70,1,-207.3206208499978,6983.89730639803
S2_F2_open_5_all,71,4,-935.1541263999934,7711.730811948026
S2_F2_open_5_all,72,4,-284.0171556499954,7060.593841198028
S2_F2_open_5_all,73,5,-397.1326684499909,7173.709353998023
S2_F2_open_5_all,74,4,166.96755185000802,6609.609133698024
S2_F2_open_5_all,75,3,1405.3106036300087,5371.266081918024
S2_F2_open_5_all,76,5,1773.8702451180434,5002.706440429989
S2_F2_open_5_all,77,2,1392.5427011819993,5384.033984366033
S2_F2_open_5_all,78,2,1224.0526251420088,5552.524060406024
S2_F2_open_5_all,79,3,601.1445291570126,6175.43215639102
S2_F2_open_5_all,80,3,258.57672816600825,6517.999957382024
S2_F2_open_5_all,81,11,-2030.5364875709347,8807.113173118967
S2_F2_open_5_all,82,11,-1467.770500214916,8244.347185762948
S2_F2_open_5_all,83,1,-273.63933135899424,7050.216016907027
S2_F2_open_5_all,84,1,-512.8479730799954,7289.424658628028
S2_F2_open_5_all,85,11,7043.076563634037,-266.4998780860042
S2_F2_open_5_all,86,7,-2598.035249267945,9374.611934815977
S2_F2_open_5_all,87,1,-617.0364013989893,7393.613086947022
S2_F2_open_5_all,88,5,1599.7082557100512,5176.868429837981
S2_F2_open_5_1000,0,4,71.14972760001183,794.2017092918286
S2_F2_open_5_1000,1,2,-35.246744399995805,900.5981812918362
S2_F2_open_5_1000,2,8,-366.6167453999933,1231.9681822918337
S2_F2_open_5_1000,3,1,-28.445824899996296,893.7972617918367
S2_F2_open_5_1000,4,2,-147.04042569999547,1012.3918625918359
S2_F2_open_5_1000,5,3,-245.0535662999955,1110.405003191836
S2_F2_open_5_1000,6,4,-44.379143899992414,909.7305807918328
S2_F2_open_5_1000,7,2,14.339716400007092,851.0117204918333
S2_F2_open_5_1000,8,2,-138.05497560000003,1003.4064124918405
S2_F2_open_5_1000,9,1,-258.99372219999896,1124.3451590918394
S2_F2_open_5_1000,10,5,222.96650420000697,642.3849326918335
S2_F2_open_5_1000,11,2,-224.71620649999568,1090.067643391836
S2_F2_open_5_1000,12,4,218.55017370000678,646.8012631918336
S2_F2_open_5_1000,13,1,-9.638729699998294,874.9901665918387
S2_F2_open_5_1000,14,1,-8.72095470000022,874.0723915918406
S2_F2_open_5_1000,15,4,-100.10699949999253,965.458436391833
S2_F2_open_5_1000,16,5,-675.1356847999923,1540.4871216918327
S2_F2_open_5_1000,17,6,221.91406950001328,643.4373673918271
S2_F2_open_5_1000,18,3,-365.01399249999304,1230.3654293918335
S2_F2_open_5_1000,19,2,1.793480800004545,863.5579560918359
S2_F2_open_5_1000,20,2,24.557206000003134,840.7942308918373
S2_F2_open_5_1000,21,2,-83.86839509999663,949.219831991837
S2_F2_open_5_1000,22,1,-34.9226899999976,900.274126891838
S2_F2_open_5_1000,23,2,-10.81353439999657,876.164971291837
S2_F2_open_5_1000,24,14,-555.8600652999812,1421.2115021918216
S2_F2_open_5_1000,25,6,-444.4806123999897,1309.8320492918301
S2_F2_open_5_1000,26,1,-82.78682049999952,948.1382573918399
S2_F2_open_5_1000,27,4,-174.00096039999153,1039.352397291832
S2_F2_open_5_1000,28,4,-96.22320459999537,961.5746414918358
S2_F2_open_5_1000,29,3,-49.41897449999669,914.7704113918371
S2_F2_open_5_1000,30,3,-23.02493929999946,888.3763761918399
S2_F2_open_5_1000,31,4,-162.53897039999538,1027.8904072918358
S2_F2_open_5_1000,32,3,-178.7436108999991,1044.0950477918395
S2_F2_open_5_1000,33,1,-28.559204999999565,893.91064189184
S2_F2_open_5_1000,34,1,-38.382550050000646,903.7339869418411
S2_F2_open_5_1000,35,5,-87.12754469999527,952.4789815918357
S2_F2_open_5_1000,36,2,-89.94081514999743,955.2922520418379
S2_F2_open_5_1000,37,2,-58.70320449999781,924.0546413918382
S2_F2_open_5_1000,38,1,-58.6754801499992,924.0269170418396
S2_F2_open_5_1000,39,6,-256.211015449996,1121.5624523418364
S2_F2_open_5_1000,40,4,202.96933655000703,662.3821003418334
S2_F2_open_5_1000,41,5,-301.60534079999525,1166.9567776918357
S2_F2_open_5_1000,42,3,-26.25286469999628,891.6043015918367
S2_F2_open_5_1000,43,6,-474.41631149999193,1339.7677483918324
S2_F2_open_5_1000,44,5,-213.06549029999223,1078.4169271918327
S2_F2_open_5_1000,45,1,-293.3482762499989,1158.6997131418393
S2_F2_open_5_1000,46,3,184.9674466000124,680.383990291828
S2_F2_open_5_1000,47,1,80.85923060000096,784.4922062918395
S2_F2_open_5_1000,48,2,156.73029620000125,708.6211406918392
S2_F2_open_5_1000,49,1,-26.78508989999682,892.1365267918372
S2_F2_open_5_1000,50,2,-432.5149365999969,1297.8663734918373
S2_F2_open_5_1000,51,3,-409.0150361499873,1274.3664730418277
S2_F2_open_5_1000,52,5,-473.22942049999256,1338.580857391833
S2_F2_open_5_1000,53,11,-58.087633249975624,923.439070141816
S2_F2_open_5_1000,54,6,-509.2760165499949,1374.6274534418353
S2_F2_open_5_1000,55,10,-50.85429119998298,916.2057280918234
S2_F2_open_5_1000,56,2,327.7826794500015,537.5687574418389
S2_F2_open_5_1000,57,2,535.0377955500044,330.31364134183605
S2_F2_open_5_1000,58,1,1533.7998954000032,-668.4484585081627
S2_F2_open_5_1000,59,5,-85.17097179998382,950.5224086918242
S2_F2_open_5_1000,60,2,-434.5803616999983,1299.9317985918387
S2_F2_open_5_1000,61,5,-906.4806833499788,1771.8321202418192
S2_F2_open_5_1000,62,3,208.010899300014,657.3405375918264
S2_F2_open_5_1000,63,2,377.22085990000414,488.1305769918363
S2_F2_open_5_1000,64,14,1646.760971850039,-781.4095349581985
S2_F2_open_5_1000,65,1,-82.04153270000097,947.3929695918414
S2_F2_open_5_1000,66,2,626.9480811000067,238.40335579183375
S2_F2_open_5_1000,67,11,-490.2515024499662,1355.6029393418066
S2_F2_open_5_1000,68,12,175.26249595002082,690.0889409418196
S2_F2_open_5_1000,69,9,1264.4799681500226,-399.1285312581822
S2_F2_open_5_1000,70,1,-207.3206208499978,1072.6720577418382
S2_F2_open_5_1000,71,4,-935.1541263999934,1800.5055632918338
S2_F2_open_5_1000,72,3,-85.37945234999643,950.7308892418368
S2_F2_open_5_1000,73,4,-515.922616749991,1381.2740536418314
S2_F2_open_5_1000,74,4,166.96755185000802,698.3838850418324
S2_F2_open_5_1000,75,3,1533.3106036300087,-667.9591667381683
S2_F2_open_5_1000,76,5,1773.8702451180434,-908.518808226203
S2_F2_open_5_1000,77,1,-119.5962740459945,984.9477109378349
S2_F2_open_5_1000,78,2,1224.0526251420088,-358.70118825016834
S2_F2_open_5_1000,79,2,-598.3315498529846,1463.682986744825
S2_F2_open_5_1000,80,3,258.57672816600825,606.7747087258322
S2_F2_open_5_1000,81,10,-2461.788091190938,3327.1395280827783
S2_F2_open_5_1000,82,7,-1133.9652901229492,1999.3167270147896
S2_F2_open_5_1000,83,1,-273.63933135899424,1138.9907682508347
S2_F2_open_5_1000,84,1,-512.8479730799954,1378.1994099718358
S2_F2_open_5_1000,85,10,6637.371928830034,-5772.020491938194
S2_F2_open_5_1000,86,6,-2665.2035403539558,3530.554977245796
S2_F2_open_5_1000,87,1,-617.0364013989893,1482.3878382908297
S2_F2_open_5_1000,88,5,1729.7082557100512,-864.3568188182107
S2_F2_open_10_all,0,4,-1.7337447999852884,-2648.192858104874
S2_F2_open_10_all,1,2,-72.10828879999826,-2577.818314104861
S2_F2_open_10_all,2,9,-306.97141619998547,-2342.955186704874
S2_F2_open_10_all,3,1,-42.38384980000046,-2607.542753104859
S2_F2_open_10_all,4,2,-175.01145139999608,-2474.9151515048634
S2_F2_open_10_all,5,4,-327.05467239999234,-2322.871930504867
S2_F2_open_10_all,6,4,-100.40608779999457,-2549.520515104865
S2_F2_open_10_all,7,3,-323.2083013999945,-2326.718301504865
S2_F2_open_10_all,8,2,-166.5207511999979,-2483.4058517048616
S2_F2_open_10_all,9,1,-273.25664439999855,-2376.669958504861
S2_F2_open_10_all,10,5,151.01260840000214,-2800.9392113048616
S2_F2_open_10_all,11,2,-251.56781299999784,-2398.3587899048616
S2_F2_open_10_all,12,4,164.02254740000717,-2813.9491503048666
S2_F2_open_10_all,13,1,-24.15645939999922,-2625.7701435048602
S2_F2_open_10_all,14,2,-35.294108599997344,-2614.632494304862
S2_F2_open_10_all,15,5,-154.8177679999917,-2495.1088349048678
S2_F2_open_10_all,16,6,-726.6362981999882,-1923.2903047048712
S2_F2_open_10_all,17,7,67.7221286000131,-2717.6487315048726
S2_F2_open_10_all,18,3,-406.7381849999965,-2243.188417904863
S2_F2_open_10_all,19,2,-26.71223839999766,-2623.214364504862
S2_F2_open_10_all,20,2,-2.589187999999922,-2647.3374149048595
S2_F2_open_10_all,21,3,-168.41984039999625,-2481.506762504863
S2_F2_open_10_all,22,1,-47.1365799999985,-2602.790022904861
S2_F2_open_10_all,23,2,-35.70106879999548,-2614.225534104864
S2_F2_open_10_all,24,18,-1012.4756217999729,-1637.4509811048865
S2_F2_open_10_all,25,7,-600.5776455999912,-2049.3489573048682
S2_F2_open_10_all,26,1,-93.96624099999826,-2555.960361904861
S2_F2_open_10_all,27,6,-209.2347287999928,-2440.6918741048667
S2_F2_open_10_all,28,5,-169.30057879999367,-2480.626024104866
S2_F2_open_10_all,29,5,-332.2715521999962,-2317.6550507048632
S2_F2_open_10_all,30,4,-126.13847919999534,-2523.788123704864
S2_F2_open_10_all,31,5,-113.92471819999446,-2536.001884704865
S2_F2_open_10_all,32,4,-267.5087721999953,-2382.417830704864
S2_F2_open_10_all,33,1,-37.74460999999974,-2612.1819929048597
S2_F2_open_10_all,34,1,-47.48300009999912,-2602.4436028048603
S2_F2_open_10_all,35,7,-213.1180993999933,-2436.808503504866
S2_F2_open_10_all,36,2,-109.7159302999953,-2540.210672604864
S2_F2_open_10_all,37,2,-177.8336089999957,-2472.0929939048638
S2_F2_open_10_all,38,1,-67.92586029999802,-2582.0007426048614
S2_F2_open_10_all,39,7,-375.66894119999324,-2274.257661704866
S2_F2_open_10_all,40,4,169.87097310000263,-2819.797576004862
S2_F2_open_10_all,41,5,-346.9826815999968,-2302.9439213048627
S2_F2_open_10_all,42,5,-139.81976949999626,-2510.106833404863
S2_F2_open_10_all,43,7,-549.0537627999984,-2100.872840104861
S2_F2_open_10_all,44,7,-265.0533597999929,-2384.8732431048666
S2_F2_open_10_all,45,1,-309.9150524999968,-2340.0115504048626
S2_F2_open_10_all,46,3,133.06349320000845,-2782.990096104868
S2_F2_open_10_all,47,1,66.46646120000332,-2716.393064104863
S2_F2_open_10_all,48,3,98.98350270000628,-2748.9101056048657
S2_F2_open_10_all,49,1,-44.98597979999977,-2604.9406231048597
S2_F2_open_10_all,50,2,-478.3820731999913,-2171.544529704868
S2_F2_open_10_all,51,4,-352.8028201999914,-2297.123782704868
S2_F2_open_10_all,52,5,-688.7866409999842,-1961.1399619048752
S2_F2_open_10_all,53,17,1700.2479412000248,-4350.174544104884
S2_F2_open_10_all,54,7,-636.5889579999875,-2013.337644904872
S2_F2_open_10_all,55,14,-531.2014989999861,-2118.7251039048733
S2_F2_open_10_all,56,3,295.8750543000042,-2945.8016572048637
S2_F2_open_10_all,57,2,498.98189110000385,-3148.9084940048633
S2_F2_open_10_all,58,1,1510.245990800002,-4160.172593704861
S2_F2_open_10_all,59,5,-200.38214359998528,-2449.544459304874
S2_F2_open_10_all,60,2,-483.6981233999941,-2166.2284795048654
S2_F2_open_10_all,61,6,-890.0500595999838,-1759.8765433048757
S2_F2_open_10_all,62,3,127.82099860001108,-2777.7476015048705
S2_F2_open_10_all,63,2,322.8445198000045,-2972.771122704864
S2_F2_open_10_all,64,18,3497.066284000044,-6146.992886904904
S2_F2_open_10_all,65,1,-103.12626539999474,-2546.8003375048647
S2_F2_open_10_all,66,2,579.0101622000111,-3228.9367651048706
S2_F2_open_10_all,67,13,-842.9800744999702,-1806.9465284048892
S2_F2_open_10_all,68,16,-510.5744098999785,-2139.352193004881
S2_F2_open_10_all,69,11,1199.863853700026,-3849.7904566048855
S2_F2_open_10_all,70,1,-225.32114169999477,-2424.6054612048647
S2_F2_open_10_all,71,4,-1011.0352527999894,-1638.89135010487
S2_F2_open_10_all,72,4,-359.0434112999865,-2290.883191604873
S2_F2_open_10_all,73,5,-500.53183689998696,-2149.3947660048725
S2_F2_open_10_all,74,4,59.779403700009425,-2709.706006604869
S2_F2_open_10_all,75,3,1272.304239260011,-3922.2308421648704
S2_F2_open_10_all,76,5,1458.0996702360644,-4108.026273140924
S2_F2_open_10_all,77,2,1243.440314364023,-3893.3669172688824
S2_F2_open_10_all,78,2,1092.5158062840128,-3742.4424091888723
S2_F2_open_10_all,79,3,428.82280031403207,-3078.7494032188915
S2_F2_open_10_all,80,3,79.19170033201954,-2729.118303236879
S2_F2_open_10_all,81,11,-2683.0884531419288,33.1618502370693
S2_F2_open_10_all,82,11,-2036.1034704299454,-613.823132474914
S2_F2_open_10_all,83,1,-331.5298887179888,-2318.3967141868707
S2_F2_open_10_all,84,1,-575.9122821599885,-2074.014320744871
S2_F2_open_10_all,85,11,6275.450183268113,-8925.376786172972
S2_F2_open_10_all,86,7,-3021.539710535966,371.6131076311067
S2_F2_open_10_all,87,1,-682.4351207979853,-1967.4914821068742
S2_F2_open_10_all,88,5,1281.6082554200257,-3931.534858324885
S2_F2_open_10_1000,0,4,-1.7337447999852884,-7167.520015417034
S2_F2_open_10_1000,1,2,-72.10828879999826,-7097.145471417021
S2_F2_open_10_1000,2,8,-487.48629079998864,-6681.767469417031
S2_F2_open_10_1000,3,1,-42.38384980000046,-7126.869910417019
S2_F2_open_10_1000,4,2,-175.01145139999608,-6994.2423088170235
S2_F2_open_10_1000,5,3,-286.7677325999939,-6882.486027617026
S2_F2_open_10_1000,6,4,-100.40608779999457,-7068.847672417025
S2_F2_open_10_1000,7,2,-17.8041671999963,-7151.449593017023
S2_F2_open_10_1000,8,2,-166.5207511999979,-7002.733009017022
S2_F2_open_10_1000,9,1,-273.25664439999855,-6895.997115817021
S2_F2_open_10_1000,10,5,151.01260840000214,-7320.266368617022
S2_F2_open_10_1000,11,2,-251.56781299999784,-6917.685947217022
S2_F2_open_10_1000,12,4,164.02254740000717,-7333.276307617027
S2_F2_open_10_1000,13,1,-24.15645939999922,-7145.09730081702
S2_F2_open_10_1000,14,1,-22.788909399998374,-7146.464850817021
S2_F2_open_10_1000,15,4,-154.05499899999268,-7015.198761217027
S2_F2_open_10_1000,16,5,-746.38016959999,-6422.87359061703
S2_F2_open_10_1000,17,6,139.65033900001254,-7308.904099217032
S2_F2_open_10_1000,18,3,-406.7381849999965,-6762.515575217023
S2_F2_open_10_1000,19,2,-26.71223839999766,-7142.541521817022
S2_F2_open_10_1000,20,2,-2.589187999999922,-7166.66457221702
S2_F2_open_10_1000,21,2,-110.27019019999716,-7058.983570017022
S2_F2_open_10_1000,22,1,-47.1365799999985,-7122.117180217021
S2_F2_open_10_1000,23,2,-35.70106879999548,-7133.552691417024
S2_F2_open_10_1000,24,14,-720.4627305999784,-6448.791029617041
S2_F2_open_10_1000,25,6,-515.3452247999921,-6653.908535417027
S2_F2_open_10_1000,26,1,-93.96624099999826,-7075.287519217021
S2_F2_open_10_1000,27,4,-220.07792079999308,-6949.1758394170265
S2_F2_open_10_1000,28,4,-143.36960919999365,-7025.884151017026
S2_F2_open_10_1000,29,3,-83.42694899999879,-7085.826811217021
S2_F2_open_10_1000,30,3,-53.89447859999564,-7115.359281617024
S2_F2_open_10_1000,31,4,-202.99874079999609,-6966.2550194170235
S2_F2_open_10_1000,32,3,-207.5542217999955,-6961.699538417024
S2_F2_open_10_1000,33,1,-37.74460999999974,-7131.50915021702
S2_F2_open_10_1000,34,1,-47.48300009999912,-7121.7707601170205
S2_F2_open_10_1000,35,5,-135.18348939999487,-7034.070270817025
S2_F2_open_10_1000,36,2,-109.7159302999953,-7059.537829917024
S2_F2_open_10_1000,37,2,-77.8336089999957,-7091.420151217024
S2_F2_open_10_1000,38,1,-67.92586029999802,-7101.327899917022
S2_F2_open_10_1000,39,6,-308.79973089999567,-6860.454029317024
S2_F2_open_10_1000,40,4,169.87097310000263,-7339.124733317022
S2_F2_open_10_1000,41,5,-346.9826815999968,-6822.271078617023
S2_F2_open_10_1000,42,3,-54.07892939999692,-7115.174830817023
S2_F2_open_10_1000,43,6,-531.1180229999991,-6638.1357372170205
S2_F2_open_10_1000,44,5,-264.0899805999943,-6905.163779617025
S2_F2_open_10_1000,45,1,-309.9150524999968,-6859.338707717023
S2_F2_open_10_1000,46,3,133.06349320000845,-7302.317253417028
S2_F2_open_10_1000,47,1,66.46646120000332,-7235.720221417023
S2_F2_open_10_1000,48,2,125.47599240000454,-7294.729752617024
S2_F2_open_10_1000,49,1,-44.98597979999977,-7124.26778041702
S2_F2_open_10_1000,50,2,-478.3820731999913,-6690.871687017028
S2_F2_open_10_1000,51,3,-482.8231722999917,-6686.430587917028
S2_F2_open_10_1000,52,5,-578.7866409999842,-6590.467119217035
S2_F2_open_10_1000,53,11,-254.12356649998037,-6915.130193717039
S2_F2_open_10_1000,54,6,-600.9481330999897,-6568.30562711703
S2_F2_open_10_1000,55,10,-189.51958239999294,-6979.734177817027
S2_F2_open_10_1000,56,2,300.0746589000046,-7469.328419117024
S2_F2_open_10_1000,57,2,498.98189110000385,-7668.235651317023
S2_F2_open_10_1000,58,1,1510.245990800002,-8679.499751017021
S2_F2_open_10_1000,59,5,-200.38214359998528,-6968.871616617034
S2_F2_open_10_1000,60,2,-483.6981233999941,-6685.5556368170255
S2_F2_open_10_1000,61,5,-1029.2650666999907,-6139.988693517029
S2_F2_open_10_1000,62,3,127.82099860001108,-7297.074758817031
S2_F2_open_10_1000,63,2,322.8445198000045,-7492.098280017024
S2_F2_open_10_1000,64,14,1339.7830437000448,-8509.036803917064
S2_F2_open_10_1000,65,1,-103.12626539999474,-7066.127494817025
S2_F2_open_10_1000,66,2,579.0101622000111,-7748.263922417031
S2_F2_open_10_1000,67,11,-746.9723048999767,-6422.281455317043
S2_F2_open_10_1000,68,12,-84.29750809998586,-7084.956252117034
S2_F2_open_10_1000,69,9,1083.5004363000226,-8252.754196517042
S2_F2_open_10_1000,70,1,-225.32114169999477,-6943.932618517025
S2_F2_open_10_1000,71,4,-1011.0352527999894,-6158.21850741703
S2_F2_open_10_1000,72,3,-141.54040469999018,-7027.713355517029
S2_F2_open_10_1000,73,4,-598.8169334999911,-6570.436826717028
S2_F2_open_10_1000,74,4,59.779403700009425,-7229.033163917029
S2_F2_open_10_1000,75,3,1400.304239260011,-8569.55799947703
S2_F2_open_10_1000,76,5,1458.0996702360644,-8627.353430453084
S2_F2_open_10_1000,77,1,-197.5367800919921,-6971.7169801250275
S2_F2_open_10_1000,78,2,1092.5158062840128,-8261.769566501032
S2_F2_open_10_1000,79,2,-714.7075257059769,-6454.546234511043
S2_F2_open_10_1000,80,3,79.19170033201954,-7248.445460549039
S2_F2_open_10_1000,81,10,-3057.054500381935,-4112.199259835084
S2_F2_open_10_1000,82,7,-1493.5904582459552,-5675.663301971064
S2_F2_open_10_1000,83,1,-331.5298887179888,-6837.723871499031
S2_F2_open_10_1000,84,1,-575.9122821599885,-6593.341478057031
S2_F2_open_10_1000,85,10,5933.489505660109,-13102.743265877129
S2_F2_open_10_1000,86,6,-3025.733784707969,-4143.519975509051
S2_F2_open_10_1000,87,1,-682.4351207979853,-6486.818639419034
S2_F2_open_10_1000,88,5,1411.6082554200257,-8580.862015637045
S2_F2_open_11_all,0,4,-16.310439280001447,-4518.91682131734
S2_F2_open_11_all,1,2,-79.48059768000167,-4455.74666291734
S2_F2_open_11_all,2,9,-333.73501782001404,-4201.492242777327
S2_F2_open_11_all,3,1,-45.171454780000204,-4490.055805817341
S2_F2_open_11_all,4,2,-180.6056565400031,-4354.621604057338
S2_F2_open_11_all,5,4,-338.0471796400034,-4197.180080957338
S2_F2_open_11_all,6,4,-111.61147658000664,-4423.615784017335
S2_F2_open_11_all,7,3,-332.63059154000075,-4202.5966690573405
