entry_i,entry,sell_ref,exit_i,exit,buy_ref,buy_clock,kind,sale_net,buy_cost,dividend_tax,missed_dividend,cash_increment,net_pct
383,2020-01-02,18.38,384,2020-01-03,18.47,09:40,post0935_window_indicative_unknown,18334.21889712,18497.53384328,0.0,0.0,-163.31494616000055,-0.8885470411316678
389,2020-01-10,18.03,390,2020-01-13,17.85,09:40,post0935_window_indicative_unknown,17984.99546872,17876.7774284,0.0,0.0,108.21804032,0.6002109834719911
391,2020-01-14,18.39,392,2020-01-15,18.51,09:40,post0935_window_indicative_unknown,18344.19670936,18537.582644240003,0.0,0.0,-193.38593488000333,-1.0515820276237267
393,2020-01-16,18.41,394,2020-01-17,18.4,09:40,post0935_window_indicative_unknown,18364.15233384,18427.4484416,0.0,0.0,-63.29610776000118,-0.34381373036393903
395,2020-01-20,19.34,396,2020-01-21,19.26,09:40,post0935_window_indicative_unknown,19292.088872160002,19288.497662240003,0.0,0.0,3.591209919999528,0.018568820682520828
396,2020-01-21,19.09,397,2020-01-22,18.93,09:40,post0935_window_indicative_unknown,19042.64356616,18958.09505432,0.0,0.0,84.54851183999926,0.442894247459399
398,2020-01-23,20.0,399,2020-02-03,18.0,09:40,post0935_window_indicative_unknown,19950.62448,18026.960432000003,0.0,0.0,1923.664047999995,9.618320239999974
405,2020-02-11,19.23,406,2020-02-12,18.92,09:40,post0935_window_indicative_unknown,19182.332937519997,18948.082854080003,0.0,0.0,234.25008343999434,1.2181491598543648
410,2020-02-18,18.85,411,2020-02-19,18.62,09:40,post0935_window_indicative_unknown,18803.1760724,18647.71684688,0.0,0.0,155.45922552000047,0.8247173767639282
414,2020-02-24,20.14,415,2020-02-25,19.96,09:40,post0935_window_indicative_unknown,20090.313851360002,19989.351679040003,0.0,0.0,100.96217231999981,0.5013017493545174
418,2020-02-28,17.08,419,2020-03-02,17.17,09:40,post0935_window_indicative_unknown,17037.10330592,17195.94781208,0.0,0.0,-158.84450615999958,-0.9300029634660397
426,2020-03-11,16.54,427,2020-03-12,16.31,09:40,post0935_window_indicative_unknown,16498.30144496,16334.89859144,0.0,0.0,163.40285352000137,0.9879253538089563
436,2020-03-25,13.55,437,2020-03-26,13.35,09:40,post0935_window_indicative_unknown,13514.935585199999,13371.2873204,0.0,0.0,143.6482647999983,1.0601347955719431
437,2020-03-26,13.29,438,2020-03-27,13.45,09:40,post0935_window_indicative_unknown,13255.512466959999,13471.409322800002,0.0,0.0,-215.8968558400029,-1.6245060635064177
443,2020-04-03,13.96,444,2020-04-07,14.15,09:40,post0935_window_indicative_unknown,13924.02588704,14172.263339600002,0.0,0.0,-248.23745256000257,-1.7782052475644883
450,2020-04-15,13.87,451,2020-04-16,13.62,09:40,post0935_window_indicative_unknown,13834.22557688,13641.616726880002,0.0,0.0,192.6088499999987,1.3886723143475033
452,2020-04-17,13.99,453,2020-04-20,14.08,09:40,post0935_window_indicative_unknown,13953.95932376,14102.17793792,0.0,0.0,-148.21861415999956,-1.0594611448177238
454,2020-04-21,14.16,455,2020-04-22,14.0,09:40,post0935_window_indicative_unknown,14123.58213184,14022.080336,0.0,0.0,101.50179583999852,0.7168205920903851
456,2020-04-23,13.96,457,2020-04-24,14.02,09:40,post0935_window_indicative_unknown,13924.02588704,14042.10473648,0.0,0.0,-118.07884944000034,-0.8458370303724952
460,2020-04-29,14.24,461,2020-04-30,14.45,09:40,post0935_window_indicative_unknown,14203.40462976,14472.629346800002,0.0,0.0,-269.22471704000236,-1.8906230129213648
462,2020-05-06,14.76,463,2020-05-07,14.65,09:40,post0935_window_indicative_unknown,14722.25086624,14672.873351600001,0.0,0.0,49.37751463999848,0.3345360070460602
463,2020-05-07,14.38,464,2020-05-08,14.55,09:40,post0935_window_indicative_unknown,14343.09400112,14572.751349200002,0.0,0.0,-229.6573480800016,-1.59706083504869
472,2020-05-20,13.85,473,2020-05-21,13.9,09:40,post0935_window_indicative_unknown,13814.269952400002,13921.958333600001,0.0,0.0,-107.68838119999964,-0.7775334382671454
