date,cash,hold_cash,shares,receivable,hold_receivable,tax_reserve,fee,tax,payment,hold_payment,deposit,external,equity,hold_equity,relative,pool_ex_external,relative_cash_pool
2020-01-02,18347.071773800002,0.0,2000,0,0,0.0,23.738226200000003,0.0,0.0,0.0,0.0,0.0,55107.0717738,55140.0,-32.92822619999788,18347.071773800002,18347.071773800002
2020-01-03,0.0,137.5328109000002,3000,0,0,0.0,5.3695847,0.0,0.0,0.0,137.5328109000002,137.5328109000002,54660.0,54797.5328109,-137.53281089999655,-137.5328109000002,-137.5328109000002
2020-01-06,0.0,137.5328109000002,3000,0,0,0.0,0.0,0.0,0.0,0.0,0.0,137.5328109000002,53699.99999999999,53837.5328109,-137.53281090000382,-137.5328109000002,-137.5328109000002
2020-01-07,0.0,137.5328109000002,3000,0,0,0.0,0.0,0.0,0.0,0.0,0.0,137.5328109000002,53580.0,53717.5328109,-137.53281089999655,-137.5328109000002,-137.5328109000002
2020-01-08,0.0,137.5328109000002,3000,0,0,0.0,0.0,0.0,0.0,0.0,0.0,137.5328109000002,52560.0,52697.5328109,-137.53281089999655,-137.5328109000002,-137.5328109000002
2020-01-09,0.0,137.5328109000002,3000,0,0,0.0,0.0,0.0,0.0,0.0,0.0,137.5328109000002,54900.0,55037.5328109,-137.53281089999655,-137.5328109000002,-137.5328109000002
2020-01-10,17997.6035953,137.5328109000002,2000,0,0,0.0,23.3814047,0.0,0.0,0.0,0.0,137.5328109000002,54057.603595299996,54227.5328109,-169.92921560000104,17860.0707844,17860.0707844
2020-01-13,133.32141680000132,137.5328109000002,3000,0,0,0.0,5.3571785,0.0,0.0,0.0,0.0,137.5328109000002,55963.3214168,55967.5328109,-4.21139409999887,-4.21139409999887,-4.21139409999887
2020-01-14,18490.3779957,137.5328109000002,2000,0,0,0.0,23.7484211,0.0,0.0,0.0,0.0,137.5328109000002,55270.3779957,55307.5328109,-37.15481519999594,18352.8451848,18352.8451848
2020-01-15,0.0,171.78020029999607,3000,0,0,0.0,5.3703851,0.0,0.0,0.0,34.24738939999588,171.78020029999607,56100.0,56271.780200299996,-171.78020029999607,-171.78020029999607,-171.78020029999607
2020-01-16,18377.0261891,171.78020029999607,2000,0,0,0.0,23.768810900000002,0.0,0.0,0.0,0.0,171.78020029999607,55197.0261891,55401.780200299996,-204.75401119999879,18205.245988800005,18205.245988800005
2020-01-17,0.0,209.3221951999949,3000,0,0,0.0,5.368184,0.0,0.0,0.0,37.541994899998826,209.3221951999949,56969.99999999999,57179.32219519999,-209.3221951999949,-209.3221951999949,-209.3221951999949
2020-01-20,19305.6130634,209.3221951999949,2000,0,0,0.0,24.716936600000004,0.0,0.0,0.0,0.0,209.3221951999949,57985.6130634,58229.322195199995,-243.7091317999948,19096.290868200005,19096.290868200005
2020-01-21,19086.590606700003,209.3221951999949,2000,0,0,0.0,29.847456700000002,0.0,0.0,0.0,0.0,209.3221951999949,57266.5906067,57479.322195199995,-212.73158849999163,18877.26841150001,18877.26841150001
2020-01-22,141.74681740000233,209.3221951999949,3000,0,0,0.0,5.3787893,0.0,0.0,0.0,0.0,209.3221951999949,62691.74681740001,62759.3221952,-67.57537779999257,-67.57537779999257,-67.57537779999257
2020-01-23,20106.3570174,209.3221951999949,2000,0,0,0.0,25.3898,0.0,0.0,0.0,0.0,209.3221951999949,60106.357017400005,60209.322195199995,-102.96517779998976,19897.034822200007,19897.034822200007
2020-02-03,2091.996837400002,209.3221951999949,3000,0,0,0.0,5.36018,0.0,0.0,0.0,0.0,209.3221951999949,56091.9968374,54209.322195199995,1882.674642200007,1882.674642200007,1882.674642200007
2020-02-04,2091.996837400002,209.3221951999949,3000,0,0,0.0,0.0,0.0,0.0,0.0,0.0,209.3221951999949,56151.9968374,54269.322195199995,1882.674642200007,1882.674642200007,1882.674642200007
2020-02-05,2091.996837400002,209.3221951999949,3000,0,0,0.0,0.0,0.0,0.0,0.0,0.0,209.3221951999949,58161.99683740001,56279.3221952,1882.674642200007,1882.674642200007,1882.674642200007
2020-02-06,2091.996837400002,209.3221951999949,3000,0,0,0.0,0.0,0.0,0.0,0.0,0.0,209.3221951999949,58851.99683740001,56969.3221952,1882.674642200007,1882.674642200007,1882.674642200007
2020-02-07,2091.996837400002,209.3221951999949,3000,0,0,0.0,0.0,0.0,0.0,0.0,0.0,209.3221951999949,59991.9968374,58109.322195199995,1882.674642200007,1882.674642200007,1882.674642200007
2020-02-10,2091.996837400002,209.3221951999949,3000,0,0,0.0,0.0,0.0,0.0,0.0,0.0,209.3221951999949,58821.9968374,56939.322195199995,1882.674642200007,1882.674642200007,1882.674642200007
2020-02-11,21287.777044700004,209.3221951999949,2000,0,0,0.0,24.604792700000004,0.0,0.0,0.0,0.0,209.3221951999949,59747.77704470001,57899.322195199995,1848.4548495000126,21078.45484950001,21078.45484950001
2020-02-12,2352.9384555000033,209.3221951999949,3000,0,0,0.0,5.3785892,0.0,0.0,0.0,0.0,209.3221951999949,59802.9384555,57659.32219519999,2143.616260300012,2143.6162603000084,2143.6162603000084
2020-02-13,2352.9384555000033,209.3221951999949,3000,0,0,0.0,0.0,0.0,0.0,0.0,0.0,209.3221951999949,57612.938455500014,55469.3221952,2143.616260300012,2143.6162603000084,2143.6162603000084
2020-02-14,2352.9384555000033,209.3221951999949,3000,0,0,0.0,0.0,0.0,0.0,0.0,0.0,209.3221951999949,57402.938455500014,55259.3221952,2143.616260300012,2143.6162603000084,2143.6162603000084
2020-02-17,2352.9384555000033,209.3221951999949,3000,0,0,0.0,0.0,0.0,0.0,0.0,0.0,209.3221951999949,59922.938455500014,57779.3221952,2143.616260300012,2143.6162603000084,2143.6162603000084
2020-02-18,21169.296069000004,209.3221951999949,2000,0,0,0.0,24.217386500000003,0.0,0.0,0.0,0.0,209.3221951999949,58869.296069,56759.3221952,2109.9738738000015,20959.97387380001,20959.97387380001
2020-02-19,2534.6134828000068,209.3221951999949,3000,0,0,0.0,5.3725862,0.0,0.0,0.0,0.0,209.3221951999949,58004.6134828,55679.32219519999,2325.291287600012,2325.291287600012,2325.291287600012
2020-02-20,2534.6134828000068,209.3221951999949,3000,0,0,0.0,0.0,0.0,0.0,0.0,0.0,209.3221951999949,58964.6134828,56639.32219519999,2325.291287600012,2325.291287600012,2325.291287600012
2020-02-21,2534.6134828000068,209.3221951999949,3000,0,0,0.0,0.0,0.0,0.0,0.0,0.0,209.3221951999949,61334.613482800014,59009.3221952,2325.291287600012,2325.291287600012,2325.291287600012
2020-02-24,22639.010954200006,209.3221951999949,2000,0,0,0.0,25.532528600000003,0.0,0.0,0.0,0.0,209.3221951999949,62919.01095420001,60629.322195199995,2289.6887590000115,22429.68875900001,22429.68875900001
