entry_i,entry,sell_ref,exit_i,exit,buy_ref,buy_clock,kind,sale_net,buy_cost,dividend_tax,missed_dividend,cash_increment,net_pct
383,2020-01-02,18.38,384,2020-01-03,18.47,09:40,post0935_window_indicative_unknown,18343.399523319997,18488.29865858,0.0,0.0,-144.89913526000237,-0.7883522048966396
389,2020-01-10,18.03,390,2020-01-13,17.85,09:40,post0935_window_indicative_unknown,17994.00127342,17867.8522499,0.0,0.0,126.1490235199999,0.6996618054353849
391,2020-01-14,18.39,392,2020-01-15,18.51,09:40,post0935_window_indicative_unknown,18353.38233046,18528.327459139997,0.0,0.0,-174.94512867999583,-0.9513057568243384
393,2020-01-16,18.41,394,2020-01-17,18.4,09:40,post0935_window_indicative_unknown,18373.347944740002,18418.248257599997,0.0,0.0,-44.9003128599943,-0.24389089005971917
395,2020-01-20,19.34,396,2020-01-21,19.26,09:40,post0935_window_indicative_unknown,19301.749008759998,19278.86746964,0.0,0.0,22.881539119996887,0.11831199131332414
398,2020-01-23,20.0,399,2020-02-03,18.0,09:40,post0935_window_indicative_unknown,19960.61428,18017.960251999997,0.0,0.0,1942.6540280000045,9.713270140000022
405,2020-02-11,19.23,406,2020-02-12,18.92,09:40,post0935_window_indicative_unknown,19191.93813022,18938.62266488,0.0,0.0,253.31546534000154,1.3172931114924677
410,2020-02-18,18.85,411,2020-02-19,18.62,09:40,post0935_window_indicative_unknown,18812.5914589,18638.40666068,0.0,0.0,174.1847982199979,0.9240572849867262
414,2020-02-24,20.14,415,2020-02-25,19.96,09:40,post0935_window_indicative_unknown,20100.37357996,19979.371479439997,0.0,0.0,121.0021005200033,0.6008048685203738
418,2020-02-28,17.08,419,2020-03-02,17.17,09:40,post0935_window_indicative_unknown,17045.63459512,17187.36264038,0.0,0.0,-141.72804526000255,-0.8297894921545816
426,2020-03-11,16.54,427,2020-03-12,16.31,09:40,post0935_window_indicative_unknown,16506.56300956,16326.743428339998,0.0,0.0,179.81958122000106,1.0871800557436582
436,2020-03-25,13.55,437,2020-03-26,13.35,09:40,post0935_window_indicative_unknown,13521.7036747,13364.6121869,0.0,0.0,157.09148780000032,1.1593467734317366
443,2020-04-03,13.96,444,2020-04-07,14.15,09:40,post0935_window_indicative_unknown,13930.99876744,14165.188198099999,0.0,0.0,-234.18943065999883,-1.677574718194834
450,2020-04-15,13.87,451,2020-04-16,13.62,09:40,post0935_window_indicative_unknown,13841.15350318,13634.80659068,0.0,0.0,206.34691249999923,1.4877210706560868
452,2020-04-17,13.99,453,2020-04-20,14.08,09:40,post0935_window_indicative_unknown,13960.94718886,14095.13779712,0.0,0.0,-134.19060825999986,-0.9591894800571827
454,2020-04-21,14.16,455,2020-04-22,14.0,09:40,post0935_window_indicative_unknown,14130.65491024,14015.080195999999,0.0,0.0,115.57471424000141,0.816205609039558
456,2020-04-23,13.96,457,2020-04-24,14.02,09:40,post0935_window_indicative_unknown,13930.99876744,14035.094596279998,0.0,0.0,-104.09582883999792,-0.7456721263610167
460,2020-04-29,14.24,461,2020-04-30,14.45,09:40,post0935_window_indicative_unknown,14210.517367359998,14465.4042023,0.0,0.0,-254.8868349400018,-1.789935638623608
462,2020-05-06,14.76,463,2020-05-07,14.65,09:40,post0935_window_indicative_unknown,14729.62333864,14665.5482051,0.0,0.0,64.07513354000002,0.43411337086720886
472,2020-05-20,13.85,473,2020-05-21,13.9,09:40,post0935_window_indicative_unknown,13821.1878889,13915.0081946,0.0,0.0,-93.82030569999915,-0.6774029292418712
477,2020-05-27,13.48,478,2020-05-28,13.51,09:40,post0935_window_indicative_unknown,13451.824024720001,13524.727389139998,0.0,0.0,-72.90336441999716,-0.5408261455489404
480,2020-06-01,13.88,481,2020-06-02,14.04,09:40,post0935_window_indicative_unknown,13851.13631032,14055.10899656,0.0,0.0,-203.97268624000026,-1.4695438489913564
492,2020-06-17,14.25,493,2020-06-18,14.12,09:40,post0935_window_indicative_unknown,14220.500174499999,14135.166597679998,0.0,0.0,85.33357682000133,0.5988321180350971
