date,clock,side,quantity,reference,value,fee,tax,deposit,cash,shares,entry
2020-01-03,15:00,SELL,1000,18.22,18199.958,23.56395716,0.0,0.0,18176.39404284,0,2020-01-03
2020-01-06,09:25,BUY,1000,18.01,18029.811,5.36059622,0.0,0.0,141.22244661999503,1000,2020-01-03
2020-01-10,15:00,SELL,1000,18.03,18010.167,23.37037034,0.0,0.0,18128.019076279998,0,2020-01-10
2020-01-13,09:25,BUY,1000,18.02,18039.822,5.36079644,0.0,0.0,82.83627983999759,1000,2020-01-10
2020-01-14,15:00,SELL,1000,18.39,18369.771,23.73716642,0.0,0.0,18428.87011342,0,2020-01-14
2020-01-15,09:25,BUY,1000,18.35,18370.185,5.3674037,0.0,0.0,53.317709719998675,1000,2020-01-14
2020-01-16,15:00,SELL,1000,18.41,18389.749,23.75754398,0.0,0.0,18419.30916574,0,2020-01-16
2020-01-17,09:25,BUY,1000,18.41,18430.251,5.36860502,0.0,16.310439280001447,0.0,1000,2020-01-16
2020-02-13,15:00,SELL,1000,18.42,18399.738,23.76773276,0.0,0.0,18375.97026724,0,2020-02-13
2020-02-14,09:25,BUY,1000,18.26,18280.086000000003,5.36560172,0.0,0.0,90.51866551999774,1000,2020-02-13
2020-02-19,15:00,SELL,1000,18.49,18469.661,23.83905422,0.0,0.0,18536.3406113,0,2020-02-19
2020-02-20,09:25,BUY,1000,18.59,18610.449,5.37220898,0.0,79.48059768000167,0.0,1000,2020-02-19
2020-02-28,15:00,SELL,1000,17.08,17061.212,22.40243624,0.0,0.0,17038.809563759998,0,2020-02-28
2020-03-02,09:25,BUY,1000,17.3,17319.030000000002,5.3463806,0.0,285.5668168400043,0.0,1000,2020-02-28
2020-03-03,15:00,SELL,1000,17.44,17420.816,22.76923232,0.0,0.0,17398.04676768,0,2020-03-03
2020-03-04,09:25,BUY,1000,17.23,17248.953,5.34497906,0.0,0.0,143.7487886199997,1000,2020-03-03
2020-03-09,15:00,SELL,1000,16.18,16162.202,21.48544604,0.0,0.0,16284.465342579999,0,2020-03-09
2020-03-10,09:25,BUY,1000,15.98,15997.578000000001,5.31995156,0.0,0.0,281.56739101999665,1000,2020-03-09
2020-03-11,15:00,SELL,1000,16.54,16521.806,21.852242120000003,0.0,0.0,16781.5211489,0,2020-03-11
2020-03-12,09:25,BUY,1000,16.25,16267.875000000002,5.3253575,0.0,0.0,508.3207913999977,1000,2020-03-11
2020-03-16,15:00,SELL,1000,14.3,14284.27,19.5699554,0.0,0.0,14773.020835999998,0,2020-03-16
2020-03-17,09:25,BUY,1000,14.39,14405.829000000002,5.2881165800000005,0.0,0.0,361.90371941999547,1000,2020-03-16
2020-03-18,15:00,SELL,1000,13.56,13545.084,18.815985680000004,0.0,0.0,13888.171733739997,0,2020-03-18
2020-03-19,09:25,BUY,1000,13.55,13564.905,5.2712981,0.0,0.0,317.9954356399958,1000,2020-03-18
2020-03-23,15:00,SELL,1000,12.52,12506.228000000001,17.756352560000003,0.0,0.0,12806.467083079997,0,2020-03-23
2020-03-24,09:25,BUY,1000,12.75,12764.025000000001,5.2552805000000005,0.0,0.0,37.186802579995856,1000,2020-03-23
2020-03-26,15:00,SELL,1000,13.29,13275.381,18.54088862,0.0,0.0,13294.026913959995,0,2020-03-26
2020-03-27,09:25,BUY,1000,13.5,13514.850000000002,5.270297,0.0,226.0933830400063,0.0,1000,2020-03-26
2020-04-09,15:00,SELL,1000,13.95,13934.655,19.2133481,0.0,0.0,13915.4416519,0,2020-04-09
2020-04-10,09:25,BUY,1000,13.94,13955.334,5.27910668,0.0,45.171454780000204,0.0,1000,2020-04-09
2020-04-17,15:00,SELL,1000,13.99,13974.611,19.25410322,0.0,0.0,13955.35689678,0,2020-04-17
2020-04-20,09:25,BUY,1000,14.06,14075.466000000002,5.28150932,0.0,125.39061254000262,0.0,1000,2020-04-17
2020-04-23,15:00,SELL,1000,13.96,13944.644,19.22353688,0.0,0.0,13925.420463120001,0,2020-04-23
2020-04-24,09:25,BUY,1000,13.96,13975.356000000002,5.27950712,0.0,55.21504400000049,0.0,1000,2020-04-23
2020-05-07,15:00,SELL,1000,14.38,14364.182,19.65146564,0.0,0.0,14344.530534360001,0,2020-05-07
2020-05-08,09:25,BUY,1000,14.48,14495.928000000002,5.28991856,0.0,156.68738420000045,0.0,1000,2020-05-07
2020-05-14,15:00,SELL,1000,13.69,13674.941,18.948439820000004,0.0,0.0,13655.99256018,0,2020-05-14
2020-05-15,09:25,BUY,1000,13.74,13755.114000000001,5.2751022800000005,0.0,104.39654210000117,0.0,1000,2020-05-14
2020-05-21,15:00,SELL,1000,13.6,13585.04,18.856740800000004,0.0,0.0,13566.183259200001,0,2020-05-21
2020-05-22,09:25,BUY,1000,13.58,13594.938000000002,5.27189876,0.0,34.02663956000106,0.0,1000,2020-05-21
2020-06-04,15:00,SELL,1000,14.16,14144.424,19.42731248,0.0,0.0,14124.99668752,0,2020-06-04
2020-06-05,09:25,BUY,1000,14.16,14175.576000000001,5.28351152,0.0,55.86282399999982,0.0,1000,2020-06-04
2020-06-08,15:00,SELL,1000,14.26,14244.314,19.52920028,0.0,0.0,14224.78479972,0,2020-06-08
2020-06-09,09:25,BUY,1000,14.4,14415.840000000002,5.2883168000000005,0.0,196.34351708000213,0.0,1000,2020-06-08
2020-06-11,15:00,SELL,1000,14.02,14004.578,19.28466956,0.0,0.0,13985.29333044,0,2020-06-11
2020-06-12,09:25,BUY,1000,13.7,13715.070000000002,5.2743014,0.0,0.0,264.9490290399972,1000,2020-06-11
2020-06-15,15:00,SELL,1000,13.67,13654.963,18.92806226,0.0,0.0,13900.983966779997,0,2020-06-15
2020-06-16,09:25,BUY,1000,13.74,13755.114000000001,5.2751022800000005,0.0,0.0,140.5948644999953,1000,2020-06-15
2020-07-10,15:00,SELL,1000,16.03,16012.367000000002,21.332614340000003,40.0,0.0,16291.629250159996,0,2020-07-10
2020-07-13,09:25,BUY,1000,15.96,15977.556000000002,5.31955112,0.0,0.0,308.7536990399949,1000,2020-07-10
2020-07-15,15:00,SELL,1000,16.2,16182.18,21.505823600000003,0.0,0.0,16469.427875439993,0,2020-07-15
2020-07-16,09:25,BUY,1000,16.13,16147.743,5.32295486,0.0,0.0,316.36192057999324,1000,2020-07-15
2020-07-24,15:00,SELL,1000,14.16,14144.424,19.42731248,0.0,0.0,14441.358608099994,0,2020-07-24
2020-07-27,09:25,BUY,1000,14.23,14245.653000000002,5.28491306,0.0,0.0,190.4206950399912,1000,2020-07-24
2020-07-30,15:00,SELL,1000,14.29,14274.281,19.55976662,0.0,0.0,14445.141928419993,0,2020-07-30
2020-07-31,09:25,BUY,1000,14.28,14295.708,5.28591416,0.0,0.0,144.14801425999212,1000,2020-07-30
2020-08-11,15:00,SELL,1000,14.16,14144.424,19.42731248,0.0,0.0,14269.144701779993,0,2020-08-11
2020-08-12,09:25,BUY,1000,14.38,14395.818000000001,5.28791636,0.0,131.96121458000744,0.0,1000,2020-08-11
2020-08-19,15:00,SELL,1000,14.85,14833.665,20.130338300000002,0.0,0.0,14813.534661700001,0,2020-08-19
2020-08-20,09:25,BUY,1000,14.75,14766.225000000002,5.2953245,0.0,0.0,42.01433719999841,1000,2020-08-19
2020-08-26,15:00,SELL,1000,14.54,14524.006,19.814486119999998,0.0,0.0,14546.205851079998,0,2020-08-26
2020-08-27,09:25,BUY,1000,14.6,14616.060000000001,5.2923212,0.0,75.14647012000387,0.0,1000,2020-08-26
2020-08-31,15:00,SELL,1000,14.74,14723.786,20.01826172,0.0,0.0,14703.76773828,0,2020-08-31
2020-09-01,09:25,BUY,1000,14.67,14686.137,5.29372274,0.0,0.0,12.337015539998902,1000,2020-08-31
2020-09-03,15:00,SELL,1000,14.51,14494.039,19.78391978,0.0,0.0,14486.59209576,0,2020-09-03
2020-09-04,09:25,BUY,1000,14.29,14305.719000000001,5.28611438,0.0,0.0,175.58698137999818,1000,2020-09-03
2020-09-10,15:00,SELL,1000,13.56,13545.084,18.815985680000004,0.0,0.0,13701.8549957,0,2020-09-10
2020-09-11,09:25,BUY,1000,13.47,13484.817000000001,5.26969634,0.0,0.0,211.76829935999922,1000,2020-09-10
2020-09-22,15:00,SELL,1000,13.56,13545.084,18.815985680000004,0.0,0.0,13738.03631368,0,2020-09-22
2020-09-23,09:25,BUY,1000,13.63,13644.993000000002,5.27289986,0.0,0.0,87.7704138199988,1000,2020-09-22
2020-09-24,15:00,SELL,1000,13.23,13215.447,18.47975594,0.0,0.0,13284.73765788,0,2020-09-24
2020-09-25,09:25,BUY,1000,13.31,13324.641000000001,5.26649282,0.0,45.16983494000124,0.0,1000,2020-09-24
2020-10-19,15:00,SELL,1000,13.86,13844.754,19.12164908,0.0,0.0,13825.632350920001,0,2020-10-19
2020-10-20,09:25,BUY,1000,13.82,13835.202000000001,5.27670404,0.0,14.846353119999549,0.0,1000,2020-10-19
2020-10-21,15:00,SELL,1000,13.64,13624.996000000001,18.897495920000004,0.0,0.0,13606.09850408,0,2020-10-21
2020-10-22,09:25,BUY,1000,13.58,13594.938000000002,5.27189876,0.0,0.0,5.888605319998533,1000,2020-10-21
2020-10-23,15:00,SELL,1000,13.59,13575.051,18.84655202,0.0,0.0,13562.093053299997,0,2020-10-23
2020-10-26,09:25,BUY,1000,13.57,13584.927000000001,5.27169854,0.0,28.105645240004378,0.0,1000,2020-10-23
2020-10-30,15:00,SELL,1000,13.65,13634.985,18.9076847,0.0,0.0,13616.077315300001,0,2020-10-30
2020-11-02,09:25,BUY,1000,13.4,13414.740000000002,5.2682948,0.0,0.0,196.06902049999917,1000,2020-10-30
2020-11-11,15:00,SELL,1000,14.54,14524.006,19.814486119999998,0.0,0.0,14700.260534379999,0,2020-11-11
2020-11-12,09:25,BUY,1000,14.51,14525.961000000001,5.29051922,0.0,0.0,169.00901515999794,1000,2020-11-11
2020-11-25,15:00,SELL,1000,14.09,14074.501,19.35599102,0.0,0.0,14224.154024139998,0,2020-11-25
2020-11-26,09:25,BUY,1000,14.06,14075.466000000002,5.28150932,0.0,0.0,143.4065148199952,1000,2020-11-25
2020-12-09,15:00,SELL,1000,13.82,13804.798,19.08089396,0.0,0.0,13929.123620859997,0,2020-12-09
2020-12-10,09:25,BUY,1000,13.76,13775.136000000002,5.27550272,0.0,0.0,148.71211813999435,1000,2020-12-09
2020-12-16,15:00,SELL,1000,13.53,13515.117,18.78541934,0.0,0.0,13645.043698799995,0,2020-12-16
2020-12-17,09:25,BUY,1000,13.53,13544.883000000002,5.27089766,0.0,0.0,94.88980113999241,1000,2020-12-16
2020-12-22,15:00,SELL,1000,13.27,13255.403,18.52051106,0.0,0.0,13331.772290079993,0,2020-12-22
