rule,window,kind,n,years,months,mean,median,win,cash,mean_cash,pf,pf_cash,worst,worst_cash,tail5,tail5_cash,longest_loss,fee,max_extra_cash,need_extra_n
S1_F3,recent,hit,173,3.0,33.0,-0.20065447558948526,-0.0741550149688743,47.398843930635834,555.4041055037087,3.210428355512767,0.7764740790438482,1.01003174267184,-10.200745196903522,-4348.957669794001,-5.8225699763462035,-2599.4860824799966,7.0,5940.370894497,4348.957669793992,91.0
S1_F3,recent,valid_S0,653,3.0,33.0,-0.0817879248076228,-0.1097734818718191,47.626339969372125,-10489.379201869411,-16.063367843597874,0.8880152275883197,0.942658823293578,-10.200745196903522,-4348.957669794001,-4.869772641049577,-2167.380320235328,9.0,21284.744201872,4348.957669793992,342.0
S1_F3,2018,hit,11,1.0,6.0,0.8151936250034915,0.5056721869761515,63.63636363636363,1724.37783180002,156.7616210727291,5.221882009393594,7.389682820026842,-1.1210500083333272,-134.52600099999927,-1.1210500083333272,-134.52600099999927,1.0,286.6921682,134.52600099999836,4.0
S1_F3,2018,valid_S0,135,1.0,7.0,0.04048695249446328,-0.1355262118933504,43.7037037037037,2110.737024500215,15.635089070371961,1.1176718082592139,1.345315489748699,-4.629448742411092,-533.7754399999989,-2.306941931327393,-286.8591067857132,9.0,3385.0879755,533.7754399999994,76.0
S1_F3,2019,hit,50,1.0,12.0,-0.34576871323247743,-0.35453540416797014,32.0,-2198.303241499938,-43.96606482999876,0.4614592075230654,0.5362624113067693,-3.9767216105873695,-548.3899100999982,-3.373300461290364,-486.4648894666648,7.0,1289.1082415,548.389910099997,34.0
S1_F3,2019,valid_S0,244,1.0,12.0,-0.1808934198556569,-0.26064154688541646,35.65573770491803,-5822.272210299625,-23.861771353686986,0.6299328672458673,0.6586695329242492,-3.9767216105873695,-548.3899100999982,-2.935894379687473,-421.5229784307677,14.0,6122.557210300001,548.389910099997,156.0
S1_F3,2020,hit,31,1.0,10.0,0.2338110564086296,-0.0662911258596824,45.16129032258064,1818.4695382000432,58.66030768387236,1.6242743163277598,2.083294294256817,-3.0707322628939746,-428.6742238999988,-2.6378425696612675,-368.68381329999863,6.0,816.1804618,428.67422389999774,17.0
S1_F3,2020,valid_S0,243,1.0,12.0,-0.1629628922179418,-0.27457146892655265,36.21399176954733,-4383.1186884996105,-18.037525467076588,0.6627559900819614,0.7472081750395946,-5.4392016374207,-1029.0969497999963,-2.6428783335419186,-398.7484970384597,10.0,6204.6336885,1029.096949799994,155.0
S1_F3,2021,hit,16,1.0,6.0,-0.3312292246599202,-0.17240924014685965,25.0,-732.394361299978,-45.77464758124862,0.18843992239844734,0.19474316548712392,-1.9266652483443614,-290.92645249999856,-1.9266652483443614,-290.92645249999856,6.0,385.4493613000001,290.92645249999805,12.0
S1_F3,2021,valid_S0,243,1.0,12.0,-0.24974915187071065,-0.2857830605564446,23.456790123456788,-7512.097640399648,-30.913982059257812,0.23728343342367325,0.25298104530661314,-2.8571236783575564,-333.9977579999983,-1.3764448366939466,-182.7455891461523,17.0,5637.337640399999,333.9977579999977,185.0
S1_F3,2022,hit,8,1.0,5.0,-0.399781986803446,-0.3035495872032956,25.0,-302.3265454999884,-37.79081818749855,0.08116964055705565,0.07484218526299244,-1.9533340344638765,-178.53473074999832,-1.9533340344638765,-178.53473074999832,4.0,156.9815455,178.53473074999965,6.0
S1_F3,2022,valid_S0,242,1.0,12.0,-0.25963960525771224,-0.29252423721419457,28.09917355371901,-6089.946493449734,-25.165068154750966,0.30298898154719156,0.29655738275802407,-2.854933342492619,-290.91770759999787,-1.6590196165860758,-154.49891556538356,13.0,4836.446493450001,290.9177075999978,173.0
S1_F3,2023,hit,67,1.0,11.0,-0.3188987875073236,-0.21750579947574314,43.28358208955223,-2071.789767849891,-30.92223534104315,0.6600770677134765,0.8078729073340987,-6.165217137601177,-1213.6877357999983,-5.439538687484854,-971.474390874999,6.0,1780.14476785,1213.6877357999983,38.0
S1_F3,2023,valid_S0,242,1.0,12.0,-0.16494307779223255,-0.20191658032244786,43.80165289256198,-3760.0672188995827,-15.53746784669249,0.7492527885524312,0.8592438660960808,-8.235700377192982,-1220.5307959,-4.447044312214673,-814.3147926730755,11.0,5866.287218900001,1220.5307959000002,135.0
S1_F3,2024,hit,59,1.0,12.0,-0.6687627239417088,-0.18899832469453817,42.3728813559322,-7934.907774099828,-134.48996227287844,0.503819484227905,0.5384173986799093,-10.200745196903522,-2569.5677150999973,-7.546533155457262,-1649.851683866664,7.0,1281.6377741,2569.567715099998,34.0
S1_F3,2024,valid_S0,242,1.0,12.0,-0.07470496271682106,0.06630722913178684,51.652892561983464,-2895.9634036993957,-11.96679092437767,0.9003488150646449,0.927633230553906,-10.200745196903522,-2569.5677150999973,-5.049047728386215,-1097.6879616115352,8.0,5210.673403700001,2569.567715099998,117.0
S1_F3,2025,hit,71,1.0,12.0,-0.07097874119617359,-0.04521922567542236,47.88732394366197,1929.2953305562148,27.17317366980584,0.9013018601869014,1.088285906010766,-6.168734283395747,-4348.957669794001,-5.057589215798254,-3069.507468464997,5.0,2427.924669444,4348.957669793992,37.0
S1_F3,2025,valid_S0,243,1.0,12.0,-0.0758367366180332,-0.15195645436363264,44.03292181069959,1994.1317503778878,8.20630349949748,0.8931995550111763,1.0298107549786004,-9.83232226178813,-4348.957669794001,-4.913467563524931,-2420.848859810148,9.0,7799.798249623001,4348.957669793992,136.0
S1_F3,2026,hit,43,1.0,9.0,0.2275178386164697,0.28708419535717666,53.48837209302325,6561.016549047325,152.5817802104029,1.395805917929038,1.4019935170332987,-5.1822823635,-3886.711772625,-3.2301002062119974,-2400.719965619996,5.0,2230.8084509530004,3886.711772625,20.0
S1_F3,2026,valid_S0,168,1.0,9.0,-0.10059873168883883,-0.1541641874431136,47.023809523809526,-9587.547548547904,-57.06873540802324,0.8625406058091107,0.873878543790256,-6.391240648360583,-3886.711772625,-4.0206375360272,-2534.735658024994,6.0,8274.272548549001,3886.711772625,89.0
S1_F4,full,hit,303,9.0,74.0,-0.021162712714984766,-0.13725845969352554,44.554455445544555,2514.4708284487515,8.298583592240105,0.9662455200526583,1.048632499358626,-9.83232226178813,-3438.487468817994,-4.6070339847879325,-1637.2716346629952,12.0,8520.504171552002,3438.4874688179916,168.0
S1_F4,full,valid_S0,2002,9.0,100.0,-0.14741149189262467,-0.20390707594143517,38.76123876123876,-35946.144428917396,-17.955117097361338,0.728992132128177,0.8663041000096745,-10.200745196903522,-4348.957669794001,-3.7000436337459672,-1344.414140014926,17.0,53337.094428922006,4348.957669793992,1222.0
S1_F4,main,hit,237,7.0,58.0,-0.055906345312539046,-0.13167274223825506,46.41350210970464,981.089376948652,4.139617624255916,0.9194845225322096,1.020318785107346,-9.83232226178813,-3438.487468817994,-5.2510528960649925,-1841.2652756802443,10.0,6862.230623052001,3438.4874688179916,127.0
S1_F4,main,valid_S0,1623,7.0,81.0,-0.1580071170123271,-0.2039058190314309,38.817005545286506,-32234.609243117986,-19.861127075242134,0.7222344842433968,0.8688022870445579,-10.200745196903522,-4348.957669794001,-3.889855348872354,-1489.7142897971535,17.0,43829.449243122006,4348.957669793992,990.0
S1_F4,early,hit,114,4.0,29.0,-0.14034073078010426,-0.20391159445090273,42.10526315789473,-2640.2173082497816,-23.159800949559486,0.791129815017711,0.7945955157465637,-8.235700377192982,-1220.5307959,-4.783764862011968,-915.8857576416644,7.0,2772.9573082500006,1220.5307959000002,66.0
S1_F4,early,valid_S0,970,4.0,48.0,-0.2093175628985868,-0.27434845376152195,32.88659793814433,-21745.230041248575,-22.41776292912224,0.5450913848453748,0.6535488144393702,-8.235700377192982,-1220.5307959,-2.837596113065708,-483.0146618571411,17.0,22544.70504125,1220.5307959000002,648.0
S1_F4,recent,hit,123,3.0,29.0,0.022349914389106773,0.0400859416986627,50.40650406504065,3621.306685198434,29.441517765840928,1.0312514679759333,1.102207015027515,-9.83232226178813,-3438.487468817994,-5.203271670337471,-2323.049295268138,10.0,4089.273314802,3438.4874688179916,61.0
S1_F4,recent,valid_S0,653,3.0,33.0,-0.0817879248076228,-0.1097734818718191,47.626339969372125,-10489.379201869411,-16.063367843597874,0.8880152275883197,0.942658823293578,-10.200745196903522,-4348.957669794001,-4.869772641049577,-2167.380320235328,9.0,21284.744201872,4348.957669793992,342.0
S1_F4,2018,hit,28,1.0,6.0,0.03927128017827219,-0.1705821205780519,35.714285714285715,724.4675435000454,25.873840839287336,1.1111654064871903,1.5770574108902624,-2.0198877873811587,-233.70101700000006,-1.5427836693150283,-178.71320644999855,7.0,711.4074565000001,233.70101700000123,18.0
S1_F4,2018,valid_S0,135,1.0,7.0,0.04048695249446328,-0.1355262118933504,43.7037037037037,2110.737024500215,15.635089070371961,1.1176718082592139,1.345315489748699,-4.629448742411092,-533.7754399999989,-2.306941931327393,-286.8591067857132,9.0,3385.0879755,533.7754399999994,76.0
S1_F4,2019,hit,38,1.0,10.0,0.15099752740630948,-0.1712607351055786,39.473684210526315,808.913908000057,21.287208105264657,1.3698250603073683,1.373941049186502,-1.5784518206796694,-218.29988679999826,-1.3627531534663069,-200.51254159999638,10.0,946.8660920000002,218.2998867999977,23.0
S1_F4,2019,valid_S0,244,1.0,12.0,-0.1808934198556569,-0.26064154688541646,35.65573770491803,-5822.272210299625,-23.861771353686986,0.6299328672458673,0.6586695329242492,-3.9767216105873695,-548.3899100999982,-2.935894379687473,-421.5229784307677,14.0,6122.557210300001,548.389910099997,156.0
S1_F4,2020,hit,34,1.0,9.0,-0.501844169599357,-0.3469290828835733,26.47058823529412,-2642.982477599926,-77.734778752939,0.4120530206841371,0.41963259509623746,-5.4392016374207,-1029.0969497999963,-4.3200305184031205,-732.4343168499955,6.0,871.2824775999999,1029.096949799994,25.0
S1_F4,2020,valid_S0,243,1.0,12.0,-0.1629628922179418,-0.27457146892655265,36.21399176954733,-4383.1186884996105,-18.037525467076588,0.6627559900819614,0.7472081750395946,-5.4392016374207,-1029.0969497999963,-2.6428783335419186,-398.7484970384597,10.0,6204.6336885,1029.096949799994,155.0
S1_F4,2021,hit,14,1.0,5.0,0.018557089121363803,-0.03320727678570071,42.857142857142854,64.3693157000234,4.597808264287386,1.1177182530351215,1.2349018942027281,-0.6502399665427401,-87.45727549999854,-0.6502399665427401,-87.45727549999854,4.0,326.49568430000005,87.45727549999901,8.0
S1_F4,2021,valid_S0,243,1.0,12.0,-0.24974915187071065,-0.2857830605564446,23.456790123456788,-7512.097640399648,-30.913982059257812,0.23728343342367325,0.25298104530661314,-2.8571236783575564,-333.9977579999983,-1.3764448366939466,-182.7455891461523,17.0,5637.337640399999,333.9977579999977,185.0
S1_F4,2022,hit,11,1.0,5.0,-0.12360356557581631,-0.07957591564791153,45.45454545454545,-143.8773734999899,-13.079761227271808,0.7008193893062007,0.6848370764850458,-1.7431615528846014,-181.28880149999856,-1.7431615528846014,-181.28880149999856,2.0,218.7173735,181.28880149999895,6.0
S1_F4,2022,valid_S0,242,1.0,12.0,-0.25963960525771224,-0.29252423721419457,28.09917355371901,-6089.946493449734,-25.165068154750966,0.30298898154719156,0.29655738275802407,-2.854933342492619,-290.91770759999787,-1.6590196165860758,-154.49891556538356,13.0,4836.446493450001,290.9177075999978,173.0
S1_F4,2023,hit,55,1.0,10.0,0.03933997147420253,0.0013025402843724835,50.90909090909091,82.27322715011127,1.4958768572747503,1.0529996771258083,1.010869443364663,-8.235700377192982,-1220.5307959,-5.452172494154858,-1017.5564031666651,7.0,1356.46177285,1220.5307959000002,27.0
S1_F4,2023,valid_S0,242,1.0,12.0,-0.16494307779223255,-0.20191658032244786,43.80165289256198,-3760.0672188995827,-15.53746784669249,0.7492527885524312,0.8592438660960808,-8.235700377192982,-1220.5307959,-4.447044312214673,-814.3147926730755,11.0,5866.287218900001,1220.5307959000002,135.0
S1_F4,2024,hit,52,1.0,12.0,0.10302225711159971,0.013959093184115097,50.0,1380.3800382501397,26.54576996634884,1.2320280880007484,1.2673344301546807,-2.990825857553666,-780.0073836499961,-2.4738476671992404,-579.8665709999967,10.0,1118.9649617500002,780.0073836499942,26.0
S1_F4,2024,valid_S0,242,1.0,12.0,-0.07470496271682106,0.06630722913178684,51.652892561983464,-2895.9634036993957,-11.96679092437767,0.9003488150646449,0.927633230553906,-10.200745196903522,-2569.5677150999973,-5.049047728386215,-1097.6879616115352,8.0,5210.673403700001,2569.567715099998,117.0
S1_F4,2025,hit,40,1.0,10.0,0.008610494209868947,-0.06948452915066246,50.0,3501.4198682531423,87.53549670632856,1.0088869319222582,1.2413623007959536,-9.83232226178813,-3118.429601099998,-7.88723585193013,-3008.802156943495,4.0,1442.060131747,3118.429601100004,20.0
S1_F4,2025,valid_S0,243,1.0,12.0,-0.0758367366180332,-0.15195645436363264,44.03292181069959,1994.1317503778878,8.20630349949748,0.8931995550111763,1.0298107549786004,-9.83232226178813,-4348.957669794001,-4.913467563524931,-2420.848859810148,9.0,7799.798249623001,4348.957669793992,136.0
S1_F4,2026,hit,31,1.0,7.0,-0.09524315059154217,0.04387683669319414,51.61290322580645,-1260.4932213048498,-40.661071654995155,0.8869667860191294,0.9200230050344571,-6.391240648360583,-3438.487468817994,-4.357065150923329,-2537.83004829749,3.0,1528.248221305,3438.4874688179916,15.0
S1_F4,2026,valid_S0,168,1.0,9.0,-0.10059873168883883,-0.1541641874431136,47.023809523809526,-9587.547548547904,-57.06873540802324,0.8625406058091107,0.873878543790256,-6.391240648360583,-3886.711772625,-4.0206375360272,-2534.735658024994,6.0,8274.272548549001,3886.711772625,89.0
S1_F5,full,hit,243,9.0,77.0,-0.2366329898107491,-0.20390574382977858,39.09465020576132,-7052.1437167245585,-29.02116755853728,0.6450416793334327,0.7722217022680766,-9.83232226178813,-1605.6182253500017,-4.678005965639143,-958.3069463253807,16.0,6080.868716725001,1605.6182253500028,148.0
S1_F5,full,valid_S0,1985,9.0,99.0,-0.15640312540361348,-0.20390785980550344,38.4382871536524,-39078.41376841743,-19.68685832162087,0.7145247030726856,0.854516100376345,-10.200745196903522,-4348.957669794001,-3.714597162082983,-1351.1307366835752,17.0,52835.988768422,4348.957669793992,1218.0
S1_F5,main,hit,192,7.0,62.0,-0.26048875922078735,-0.20390215430855677,37.5,-6244.912299024615,-32.5255848907532,0.6293073668733266,0.7682414926770638,-9.83232226178813,-1605.6182253500017,-5.039646494196912,-1041.2849510293966,16.0,4792.162299025001,1605.6182253500028,120.0
S1_F5,main,valid_S0,1623,7.0,81.0,-0.1580071170123271,-0.2039058190314309,38.817005545286506,-32234.609243117986,-19.861127075242134,0.7222344842433968,0.8688022870445579,-10.200745196903522,-4348.957669794001,-3.889855348872354,-1489.7142897971535,17.0,43829.449243122006,4348.957669793992,990.0
S1_F5,early,hit,117,4.0,37.0,-0.16645686675341528,-0.21750579947574314,32.47863247863248,-1624.0998507498323,-13.881195305554122,0.6932368828665693,0.8163695599417415,-6.165217137601177,-1029.0969497999963,-4.0332289403727595,-644.3599982416657,16.0,2704.4698507500007,1029.096949799994,79.0
S1_F5,early,valid_S0,970,4.0,48.0,-0.2093175628985868,-0.27434845376152195,32.88659793814433,-21745.230041248575,-22.41776292912224,0.5450913848453748,0.6535488144393702,-8.235700377192982,-1220.5307959,-2.837596113065708,-483.0146618571411,17.0,22544.70504125,1220.5307959000002,648.0
S1_F5,recent,hit,75,3.0,25.0,-0.40717851146988787,-0.15195659491157743,45.33333333333333,-4620.8124482747835,-61.61083264366378,0.5724892587756747,0.7447259622525055,-9.83232226178813,-1605.6182253500017,-5.957785866062652,-1272.9243163699957,6.0,2087.692448275,1605.6182253500028,41.0
S1_F5,recent,valid_S0,653,3.0,33.0,-0.0817879248076228,-0.1097734818718191,47.626339969372125,-10489.379201869411,-16.063367843597874,0.8880152275883197,0.942658823293578,-10.200745196903522,-4348.957669794001,-4.869772641049577,-2167.380320235328,9.0,21284.744201872,4348.957669793992,342.0
S1_F5,2018,hit,8,1.0,4.0,0.1154787625293125,0.0648651537471167,50.0,126.52833910000825,15.816042387501032,1.5319082228952972,1.6085070853510832,-0.6221841170568525,-74.41322039999956,-0.6221841170568525,-74.41322039999956,3.0,183.8066609,74.41322039999977,4.0
S1_F5,2018,valid_S0,118,1.0,6.0,-0.08370049635919972,-0.20390609651502456,38.983050847457626,-1021.5323149998176,-8.657053516947606,0.7805450673244404,0.8255997910776247,-4.629448742411092,-533.7754399999989,-2.445113476475056,-302.9857176666657,9.0,2883.9823150000007,533.7754399999994,72.0
S1_F5,2019,hit,43,1.0,11.0,-0.19562336869431043,-0.20390677389858383,44.18604651162791,-933.7597567999517,-21.715343181394225,0.668031520529884,0.75471617202793,-3.9767216105873695,-548.3899100999982,-3.3912435522989117,-514.8925947333317,5.0,1104.8997568000002,548.389910099997,24.0
S1_F5,2019,valid_S0,244,1.0,12.0,-0.1808934198556569,-0.26064154688541646,35.65573770491803,-5822.272210299625,-23.861771353686986,0.6299328672458673,0.6586695329242492,-3.9767216105873695,-548.3899100999982,-2.935894379687473,-421.5229784307677,14.0,6122.557210300001,548.389910099997,156.0
S1_F5,2020,hit,21,1.0,7.0,0.2415171197199,-0.0662911258596824,47.61904761904761,1252.8208436000343,59.65813540952544,1.4229895737079616,1.6184027894141546,-5.4392016374207,-1029.0969497999963,-3.7962961298354267,-685.850698899998,6.0,565.9191564,1029.096949799994,11.0
S1_F5,2020,valid_S0,243,1.0,12.0,-0.1629628922179418,-0.27457146892655265,36.21399176954733,-4383.1186884996105,-18.037525467076588,0.6627559900819614,0.7472081750395946,-5.4392016374207,-1029.0969497999963,-2.6428783335419186,-398.7484970384597,10.0,6204.6336885,1029.096949799994,155.0
S1_F5,2021,hit,33,1.0,10.0,-0.23082014619050423,-0.2039062649284979,24.242424242424242,-1010.2257779999463,-30.61290236363474,0.24048156418211739,0.2504769270123823,-1.9266652483443614,-290.92645249999856,-1.5753862887752335,-229.4981943999984,10.0,778.6857779999999,290.92645249999805,25.0
S1_F5,2021,valid_S0,243,1.0,12.0,-0.24974915187071065,-0.2857830605564446,23.456790123456788,-7512.097640399648,-30.913982059257812,0.23728343342367325,0.25298104530661314,-2.8571236783575564,-333.9977579999983,-1.3764448366939466,-182.7455891461523,17.0,5637.337640399999,333.9977579999977,185.0
S1_F5,2022,hit,28,1.0,11.0,0.03806314685323435,-0.2018957299072205,35.714285714285715,-5.136270999966783,-0.18343824999881367,1.11454422807953,0.9945155485375112,-1.7431615528846014,-181.28880149999856,-1.5805183704766774,-160.75832879999913,6.0,561.7012709999999,181.28880149999895,18.0
S1_F5,2022,valid_S0,242,1.0,12.0,-0.25963960525771224,-0.29252423721419457,28.09917355371901,-6089.946493449734,-25.165068154750966,0.30298898154719156,0.29655738275802407,-2.854933342492619,-290.91770759999787,-1.6590196165860758,-154.49891556538356,13.0,4836.446493450001,290.9177075999978,173.0
S1_F5,2023,hit,35,1.0,9.0,-0.5141718917677545,-0.3363928766800968,28.57142857142857,-1861.5586453499534,-53.187389867141526,0.44047815873642343,0.5894365529394844,-6.165217137601177,-837.8530089999998,-5.17711190986534,-755.3037410749989,6.0,798.16364535,837.8530089999986,25.0
S1_F5,2023,valid_S0,242,1.0,12.0,-0.16494307779223255,-0.20191658032244786,43.80165289256198,-3760.0672188995827,-15.53746784669249,0.7492527885524312,0.8592438660960808,-8.235700377192982,-1220.5307959,-4.447044312214673,-814.3147926730755,11.0,5866.287218900001,1220.5307959000002,135.0
S1_F5,2024,hit,36,1.0,10.0,-0.7546665115817724,-0.17047745980305778,44.44444444444444,-5868.758561849908,-163.02107116249744,0.2986112530782343,0.27580807292210674,-5.850509810869557,-1345.617256499998,-5.025051532215398,-1086.6396651999971,6.0,748.7335618500001,1345.617256499998,20.0
S1_F5,2024,valid_S0,242,1.0,12.0,-0.07470496271682106,0.06630722913178684,51.652892561983464,-2895.9634036993957,-11.96679092437767,0.9003488150646449,0.927633230553906,-10.200745196903522,-2569.5677150999973,-5.049047728386215,-1097.6879616115352,8.0,5210.673403700001,2569.567715099998,117.0
S1_F5,2025,hit,25,1.0,9.0,-0.09686905862486903,0.03927347209481123,52.0,1803.69067119405,72.147626847762,0.9003241520006278,1.380613969449457,-9.83232226178813,-1605.6182253500017,-6.890520199909904,-1276.260417424999,5.0,638.689328806,1605.6182253500028,12.0
S1_F5,2025,valid_S0,243,1.0,12.0,-0.0758367366180332,-0.15195645436363264,44.03292181069959,1994.1317503778878,8.20630349949748,0.8931995550111763,1.0298107549786004,-9.83232226178813,-4348.957669794001,-4.913467563524931,-2420.848859810148,9.0,7799.798249623001,4348.957669793992,136.0
S1_F5,2026,hit,14,1.0,6.0,-0.06776196269114639,-0.29495988100772835,35.714285714285715,-555.744557618926,-39.696039829923286,0.8870961502631292,0.8943172293588606,-1.7182727706506384,-1117.0491281999803,-1.7182727706506384,-1117.0491281999803,4.0,700.269557619,1117.0491281999857,9.0
S1_F5,2026,valid_S0,168,1.0,9.0,-0.10059873168883883,-0.1541641874431136,47.023809523809526,-9587.547548547904,-57.06873540802324,0.8625406058091107,0.873878543790256,-6.391240648360583,-3886.711772625,-4.0206375360272,-2534.735658024994,6.0,8274.272548549001,3886.711772625,89.0
S1_F6,full,hit,776,9.0,96.0,-0.17871042783247518,-0.2039136862931273,35.95360824742268,-22820.750446810303,-29.408183565477195,0.6377880183639167,0.7424575939122259,-8.235700377192982,-3118.429601099998,-3.1680153373679065,-1157.7784877013025,21.0,19894.765446812,3118.429601100004,496.0
S1_F6,full,valid_S0,1985,9.0,99.0,-0.15640312540361348,-0.20390785980550344,38.4382871536524,-39078.41376841743,-19.68685832162087,0.7145247030726856,0.854516100376345,-10.200745196903522,-4348.957669794001,-3.714597162082983,-1351.1307366835752,17.0,52835.988768422,4348.957669793992,1218.0
S1_F6,main,hit,603,7.0,78.0,-0.1991486983140235,-0.20391376236933342,35.98673300165838,-20340.426576010577,-33.732050706485204,0.6154775286376777,0.7417677863954204,-8.235700377192982,-3118.429601099998,-3.3354610298049043,-1309.7721832611878,21.0,15594.201576012001,3118.429601100004,386.0
S1_F6,main,valid_S0,1623,7.0,81.0,-0.1580071170123271,-0.2039058190314309,38.817005545286506,-32234.609243117986,-19.861127075242134,0.7222344842433968,0.8688022870445579,-10.200745196903522,-4348.957669794001,-3.889855348872354,-1489.7142897971535,17.0,43829.449243122006,4348.957669793992,990.0
S1_F6,early,hit,371,4.0,46.0,-0.2975490634000411,-0.2779144970413964,28.84097035040431,-14269.679019199459,-38.462746682478326,0.34283053071247066,0.38280835328337703,-8.235700377192982,-1220.5307959,-2.6315626428601155,-420.80842685526176,21.0,8481.039019200001,1220.5307959000002,264.0
S1_F6,early,valid_S0,970,4.0,48.0,-0.2093175628985868,-0.27434845376152195,32.88659793814433,-21745.230041248575,-22.41776292912224,0.5450913848453748,0.6535488144393702,-8.235700377192982,-1220.5307959,-2.837596113065708,-483.0146618571411,17.0,22544.70504125,1220.5307959000002,648.0
S1_F6,recent,hit,232,3.0,32.0,-0.04179294207733161,-0.150075081690614,47.41379310344828,-6070.747556811122,-26.167015331082425,0.9328170265016772,0.8909073478386411,-6.080902189917678,-3118.429601099998,-3.845873452836124,-1864.0592556193278,10.0,7113.162556812002,3118.429601100004,122.0
S1_F6,recent,valid_S0,653,3.0,33.0,-0.0817879248076228,-0.1097734818718191,47.626339969372125,-10489.379201869411,-16.063367843597874,0.8880152275883197,0.942658823293578,-10.200745196903522,-4348.957669794001,-4.869772641049577,-2167.380320235328,9.0,21284.744201872,4348.957669793992,342.0
S1_F6,2018,hit,66,1.0,6.0,-0.015005309058134152,-0.17491255303010633,34.84848484848485,2.9296460001024798,0.04438857575912848,0.9498226050749446,1.0010788150189913,-1.61499098052384,-240.47215699999978,-1.3885965255433725,-187.46338774999913,12.0,1647.9303539999999,240.47215700000015,43.0
S1_F6,2018,valid_S0,118,1.0,6.0,-0.08370049635919972,-0.20390609651502456,38.983050847457626,-1021.5323149998176,-8.657053516947606,0.7805450673244404,0.8255997910776247,-4.629448742411092,-533.7754399999989,-2.445113476475056,-302.9857176666657,9.0,2883.9823150000007,533.7754399999994,72.0
S1_F6,2019,hit,107,1.0,12.0,-0.16450725716642717,-0.20391878691475895,36.44859813084112,-2483.253516799825,-23.207976792521727,0.6537030619721403,0.6515269339113204,-3.6081658008298603,-490.31662949999856,-2.6125237515444764,-373.0352308333319,10.0,2652.6335168000005,490.3166294999992,67.0
S1_F6,2019,valid_S0,244,1.0,12.0,-0.1808934198556569,-0.26064154688541646,35.65573770491803,-5822.272210299625,-23.861771353686986,0.6299328672458673,0.6586695329242492,-3.9767216105873695,-548.3899100999982,-2.935894379687473,-421.5229784307677,14.0,6122.557210300001,548.389910099997,156.0
S1_F6,2020,hit,103,1.0,11.0,-0.2953827264531841,-0.34345627684797314,29.126213592233007,-4152.5939061998515,-40.3164456912607,0.3795786822087829,0.40232192807285266,-3.950006198907945,-506.3907946999985,-2.0791314767690423,-285.39552413333234,10.0,2560.3439062000007,506.3907946999989,73.0
S1_F6,2020,valid_S0,243,1.0,12.0,-0.1629628922179418,-0.27457146892655265,36.21399176954733,-4383.1186884996105,-18.037525467076588,0.6627559900819614,0.7472081750395946,-5.4392016374207,-1029.0969497999963,-2.6428783335419186,-398.7484970384597,10.0,6204.6336885,1029.096949799994,155.0
S1_F6,2021,hit,91,1.0,12.0,-0.23863874174893845,-0.2867314569536267,21.978021978021978,-2687.1622838998605,-29.529255867031434,0.2975703327342692,0.31652388474976,-2.8571236783575564,-333.9977579999983,-1.5381296722981914,-197.40434359999836,21.0,2126.8472839,333.9977579999977,71.0
S1_F6,2021,valid_S0,243,1.0,12.0,-0.24974915187071065,-0.2857830605564446,23.456790123456788,-7512.097640399648,-30.913982059257812,0.23728343342367325,0.25298104530661314,-2.8571236783575564,-333.9977579999983,-1.3764448366939466,-182.7455891461523,17.0,5637.337640399999,333.9977579999977,185.0
S1_F6,2022,hit,97,1.0,12.0,-0.2900742909391689,-0.2892742320818902,25.773195876288657,-2714.6370340498943,-27.985948804638085,0.23671021360005567,0.2368798961596358,-2.854933342492619,-290.91770759999787,-1.756044861567022,-167.566525139999,8.0,1945.3970340500002,290.9177075999978,72.0
S1_F6,2022,valid_S0,242,1.0,12.0,-0.25963960525771224,-0.29252423721419457,28.09917355371901,-6089.946493449734,-25.165068154750966,0.30298898154719156,0.29655738275802407,-2.854933342492619,-290.91770759999787,-1.6590196165860758,-154.49891556538356,13.0,4836.446493450001,290.9177075999978,173.0
S1_F6,2023,hit,80,1.0,11.0,-0.37641187470605625,-0.21915891738430748,40.0,-4715.285795049852,-58.94107243812315,0.411418747117735,0.4569871509796929,-8.235700377192982,-1220.5307959,-4.5674935216737875,-821.9713038624982,5.0,1848.45079505,1220.5307959000002,48.0
S1_F6,2023,valid_S0,242,1.0,12.0,-0.16494307779223255,-0.20191658032244786,43.80165289256198,-3760.0672188995827,-15.53746784669249,0.7492527885524312,0.8592438660960808,-8.235700377192982,-1220.5307959,-4.447044312214673,-814.3147926730755,11.0,5866.287218900001,1220.5307959000002,135.0
S1_F6,2024,hit,93,1.0,12.0,-0.005464450650144343,0.2212294033942656,55.91397849462365,215.1022922002159,2.3129278731206013,0.9902649178137168,1.0179625023138026,-6.080902189917678,-1477.659232149996,-4.281717694171768,-999.8876012699969,6.0,2030.2977078000001,1477.6592321499957,41.0
S1_F6,2024,valid_S0,242,1.0,12.0,-0.07470496271682106,0.06630722913178684,51.652892561983464,-2895.9634036993957,-11.96679092437767,0.9003488150646449,0.927633230553906,-10.200745196903522,-2569.5677150999973,-5.049047728386215,-1097.6879616115352,8.0,5210.673403700001,2569.567715099998,117.0
