date,clock,entry,buy_cost,sale_net,single_gap,cash_before,tax_reserve,receivable,deposit,cumulative_deposit,zero_capital_pool_before
2020-01-03,09:40,2020-01-02,18486.451621639997,18345.23564856,141.21597307999764,18345.23564856,0,0.0,141.21597307999764,141.21597307999764,18345.23564856
2020-01-13,09:40,2020-01-10,17866.0672142,17995.80243436,0.0,17995.80243436,0,0.0,0.0,141.21597307999764,17854.586461280003
2020-01-15,09:40,2020-01-14,18526.47642212,18355.219454680002,171.25696743999652,18484.954674840003,0,0.0,41.52174727999591,182.73772035999355,18343.738701760005
2020-01-17,09:40,2020-01-16,18416.408220799996,18375.187066919996,41.2211538800002,18375.187066919996,0,0.0,41.2211538800002,223.95887423999375,18192.449346560003
2020-01-21,09:40,2020-01-20,19276.94143112,19303.68103608,0.0,19303.68103608,0,0.0,0.0,223.95887423999375,19079.722161840007
2020-02-03,09:40,2020-01-23,18016.160216,19962.61224,0.0,19989.351844959998,0,0.0,0.0,223.95887423999375,19765.392970720004
2020-02-12,09:40,2020-02-11,18936.73062704,19193.85916876,0.0,21167.050797719996,0,0.0,0.0,223.95887423999375,20943.091923480002
2020-02-19,09:40,2020-02-18,18636.544623439997,18814.4745362,0.0,21044.794706879995,0,0.0,0.0,223.95887423999375,20820.83583264
2020-02-25,09:40,2020-02-24,19977.375439519998,20102.385525679998,0.0,22510.635609119996,0,0.0,0.0,223.95887423999375,22286.676734880002
2020-03-02,09:40,2020-02-28,17185.64560604,17047.340852960002,138.3047530799995,19580.60102256,0,0.0,0.0,223.95887423999375,19356.642148320007
2020-03-12,09:40,2020-03-11,16325.112395719996,16508.215322480002,0.0,18903.170739,0,0.0,0.0,223.95887423999375,18679.211864760007
2020-03-26,09:40,2020-03-25,13363.277160199998,13523.057292599999,0.0,16101.115635880004,0,0.0,0.0,223.95887423999375,15877.15676164001
2020-04-07,09:40,2020-04-03,14163.7731698,13932.39334352,231.379826280001,16670.231819200006,0,0.0,0.0,223.95887423999375,16446.272944960012
2020-04-16,09:40,2020-04-15,13633.444563439998,13842.53908844,0.0,16348.997737840005,0,0.0,0.0,223.95887423999375,16125.038863600012
