date,stage,clv,vr,open,close,rt_pct,rt_cash,later_open
2022-08-12,U,0.9545454545454556,1.590858203956568,9.77,9.67,0.7197593193449402,70.32048550000066,9.73
2022-11-02,C,0.9687500000000008,2.0693260571869643,8.49,8.66,-2.323112554181377,-197.2322558499989,8.47
2022-11-30,U,0.937499999999996,1.7017401701913324,9.12,9.15,-0.6407142560307041,-58.43314015000022,9.11
2023-03-03,U,0.8444444444444436,2.6043518008693485,10.28,11.37,-10.90774674562256,-1121.316365449999,10.23
2023-03-06,U,1.0,3.87399222494928,11.5,11.06,3.53913175826088,407.00015220000114,11.71
2023-03-14,U,0.9733333333333316,1.8564985837748256,11.6,11.76,-1.668170696551711,-193.50780079999848,11.6
2023-03-21,U,0.8888888888888911,2.8748936610120897,14.89,14.6,1.6794999761585148,250.07754645000284,14.83
2023-03-23,U,1.0,2.04003949050084,16.69,16.99,-2.0602663660874567,-343.8584564999965,16.5
2023-03-27,U,0.870689655172415,1.7809355386114838,17.08,17.63,-3.4822808123536277,-594.7735627499995,17.5
2023-05-26,R,1.0,1.6309105489544422,16.33,16.79,-3.081525029393751,-503.2130372999995,16.93
2023-05-30,R,0.8163265306122446,1.5566648576452204,17.42,18.03,-3.76286333553386,-655.4907930499985,17.17
2023-09-25,C,0.913978494623656,1.9213480726722385,19.76,19.29,2.177173291244969,430.2094423500058,19.76
2023-12-11,C,1.0,1.6383428918494456,15.77,15.59,0.9266033189600488,146.1253433999997,15.31
2024-01-19,C,0.9196428571428572,2.674176816611122,13.84,14.2,-2.8267120072254235,-391.2169417999986,14.14
2024-02-02,C,0.9518072289156626,1.5207342035098237,14.54,13.92,4.045522958046783,588.2190381000023,14.66
2024-02-28,U,0.9463414634146328,1.5259145349360774,19.05,18.2,4.259749431758549,811.4822667500036,18.96
2024-04-29,R,1.0,1.9643487028385085,24.76,24.52,0.777436959612295,192.49339120000425,24.47
2024-06-07,R,1.0,2.159589969421542,25.85,24.53,4.91832754003869,1271.3876691000014,26.07
2024-09-02,C,0.8333333333333326,1.563296654770854,20.37,19.45,4.317682361806598,879.5118971000038,20.1
2024-09-25,C,1.0,2.3418334637217586,21.32,21.07,0.9743266006097916,207.7264312500076,21.49
2024-09-27,C,0.9638554216867457,1.518211396467671,22.02,23.0,-4.650157583560376,-1023.9646998999948,22.19
2024-10-08,C,0.9441340782122916,2.066352794844867,27.71,27.71,-0.1880630548538402,-52.11227249999913,27.65
2024-10-09,C,1.0,2.177077563715739,27.7,26.0,5.952238027075832,1648.7699335000052,27.02
2024-11-12,R,0.913705583756346,1.9355786857292507,27.01,25.72,4.58944634931509,1239.6094589500058,26.37
2024-12-20,C,0.8571428571428575,1.5684309301607182,22.03,22.02,-0.1519518495233673,-33.47499244999781,21.99
2024-12-25,C,0.9448818897637792,1.7070163688760855,23.03,22.72,1.151360221667406,265.1582590500036,23.01
2025-01-23,C,1.0,3.014615834457527,23.81,23.0,3.209692803653947,764.2278565500048,23.88
2025-01-27,C,0.8404255319148953,1.5837526973797116,22.55,21.45,4.684215711751695,1056.290643000007,22.02
2025-04-10,D,0.9114583333333324,2.3692750465520582,17.9,17.96,-0.5432074039106163,-97.2341253000003,17.75
2025-04-11,D,1.0,2.523636424031908,17.65,17.8,-1.0589240127478876,-186.90008825000217,17.74
2025-05-30,C,0.8557692307692291,2.4010558599107927,19.32,18.93,1.8159282192028985,350.83733195,19.14
2025-06-06,R,0.8939393939393935,2.7815376391351543,20.5,20.31,0.7265464680488039,148.9420259500048,20.38
2025-07-04,U,1.0,3.380902702026864,23.31,23.81,-2.34097114972114,-545.6803749999976,24.17
2025-07-09,U,1.0,2.2468560243047637,27.0,26.6,1.2932250074074236,349.1707520000044,26.74
2025-07-16,U,0.8709677419354835,1.8106305034424517,26.99,26.73,0.7747852864023691,209.11454879999943,27.14
2025-12-10,C,0.9249999999999998,1.5447328628337282,66.84,65.21,2.2611785734605547,1511.371758501035,64.54
2026-04-02,C,0.911330049261084,1.684279970738485,52.66,52.0,1.0750771913824777,566.1356489820128,53.8
2026-04-09,C,1.0,1.8772725165668984,55.0,55.02,-0.2154421080981723,-118.49315945399476,55.18
2026-04-15,C,0.882911392405064,1.7220718830179624,59.36,57.82,2.4169591980424587,1434.7069799580036,59.76
2026-04-23,U,0.8987730061349698,1.8388676539936664,66.98,67.92,-1.583364860164202,-1060.5377833379823,67.46
2026-05-14,U,1.0,1.7166934788679875,74.0,68.6,7.122952503486502,5270.984852580012,72.5
2026-08-06,C,1.0,1.9659895632908369,65.55,68.27,-4.331237586947363,-2839.1262382439963,65.45
2026-09-08,C,0.8640350877192973,1.51252987553081,66.3,64.75,2.160312243868787,1432.2870176850058,66.28
