scope,window,n,down_pct,baseline_down_pct,lift_pp,down_ci_low,down_ci_high,lift_ci_low,lift_ci_high,net_RT_win_pct,net_RT_mean_pct,net_RT_cash,mean_net_winner_pct,mean_net_loser_pct,mean_pct,median_pct,win_pct,cash,pf_pct,pf_cash,worst_pct,mdd_cash,clusters,episodes,delete5_pct,delete5_cash,double_slip_pct,double_slip_cash,matched_n,excluded_n,matched_open_pct,matched_open_cash,delayed_pct,delayed_cash,month_ci_low,month_ci_high
candidate_overlap_old_UR,2024,4,100.0,52.892561983471076,47.107438016528924,100.0,100.0,40.16393442622951,54.77178423236515,100.0,3.636240070181156,3514.9727860000153,3.636240070181156,,3.636240070181156,4.42459789053682,100.0,3514.9727860000153,,,0.777436959612295,0.0,4,4.0,,,3.5381792942547987,3420.176972000019,4.0,0.0,3.636240070181156,3514.9727860000153,2.8465098429933313,2715.780582000013,1.730439307037994,4.75388694467689
candidate_outside_old_UR,2024,9,66.66666666666666,52.892561983471076,13.774104683195587,33.33333333333333,91.66666666666666,-19.941361788617883,43.22262862223659,55.55555555555556,0.9582495193381558,2088.616652350032,3.288226033841282,-1.9542211237907519,0.9582495193381558,0.9743266006097916,55.55555555555556,2088.616652350032,2.1032842661779103,2.391697711150102,-4.650157583560376,-1076.076972399994,5,8.0,-1.9542211237907519,-1500.7689066499904,0.8588539775860301,1897.3398047000294,9.0,0.0,0.9582495193381558,2088.616652350032,0.9912210689113574,1778.9296733000272,-0.541823097824782,2.512338639856153
high_volume_without_highCLV,2024,18,61.111111111111114,52.892561983471076,8.21854912764004,35.714285714285715,83.33333333333334,-13.915519399249064,28.568538826318907,61.111111111111114,-0.6462008606968284,-2064.0751642499536,1.2878385382672226,-3.6854056304974803,-0.6462008606968284,0.6872136746582673,61.111111111111114,-2064.0751642499536,0.5491244322396998,0.5802996486406027,-8.827690427622347,-2707.801477999962,11,13.0,-1.6608992962083546,-4104.387532999969,-0.7463960276116597,-2415.6324284999573,18.0,0.0,-0.6462008606968284,-2064.0751642499536,-0.31988044981380376,-1284.8627653499655,-2.1867928900238924,0.6176310177769309
candidate_stage_U,2024,1,100.0,52.892561983471076,47.107438016528924,100.0,100.0,41.038950456323334,55.095487627365365,100.0,4.259749431758549,811.4822667500036,4.259749431758549,,4.259749431758549,4.259749431758549,100.0,811.4822667500036,,,4.259749431758549,0.0,1,1.0,,,4.16200542519687,792.8620335000037,1.0,0.0,4.259749431758549,811.4822667500036,3.78778553175854,721.5731438000018,4.259749431758549,4.259749431758549
candidate_stage_R,2024,3,100.0,52.892561983471076,47.107438016528924,100.0,100.0,40.31891495601173,54.79474470042882,100.0,3.4284036163220253,2703.4905192500114,3.4284036163220253,,3.4284036163220253,4.58944634931509,100.0,2703.4905192500114,,,0.777436959612295,0.0,3,3.0,,,3.3302372506074414,2627.314938500015,3.0,0.0,3.4284036163220253,2703.4905192500114,2.532751280071595,1994.207438200011,0.7774369596122949,4.91832754003869
candidate_stage_D,2024,0,,,,,,,,,,,,,,,,0.0,,,,0.0,0,,,,,,,,,,,,,
candidate_stage_C,2024,9,66.66666666666666,52.892561983471076,13.774104683195587,33.33333333333333,91.66666666666666,-19.941361788617883,43.22262862223659,55.55555555555556,0.9582495193381558,2088.616652350032,3.288226033841282,-1.9542211237907519,0.9582495193381558,0.9743266006097916,55.55555555555556,2088.616652350032,2.1032842661779103,2.391697711150102,-4.650157583560376,-1076.076972399994,5,8.0,-1.9542211237907519,-1500.7689066499904,0.8588539775860301,1897.3398047000294,9.0,0.0,0.9582495193381558,2088.616652350032,0.9912210689113574,1778.9296733000272,-0.541823097824782,2.512338639856153
candidate,2025,10,70.0,44.03292181069959,25.96707818930041,33.33333333333333,100.0,-8.060838077600204,55.37190082644627,70.0,1.0822469503548047,3560.1403282010556,2.1093674385610988,-1.314367522126548,1.0822469503548047,1.0340051469048963,70.0,3560.1403282010556,3.744658380389199,5.290284091560704,-2.34097114972114,-545.6803749999976,5,9.0,-0.48835416238569423,-471.758013799996,0.9829109156655853,3296.3719264020347,10.0,0.0,1.0822469503548047,3560.1403282010556,0.6766728762154687,1192.844688141053,-0.1297935150825813,2.8009248138408047
old_UR_volume,2025,9,55.55555555555556,44.03292181069959,11.52263374485597,0.0,100.0,-41.99087042224297,56.190073965847866,55.55555555555556,0.40095643536521686,854.9127892000408,1.6238058234038697,-1.1276052996830992,0.40095643536521686,0.7265464680488039,55.55555555555556,854.9127892000408,1.800060074057188,1.57739051613308,-2.34097114972114,-771.9422258999934,4,7.0,-1.1276052996830992,-1480.6491712499762,0.30127600555446227,556.8124824000306,9.0,0.0,0.40095643536521686,854.9127892000408,1.023280069317827,3471.9492263950324,-0.4185376487985802,1.7439180943185302
candidate_overlap_old_UR,2025,4,75.0,44.03292181069959,30.967078189300413,66.66666666666666,100.0,21.06164574616457,57.82497076915256,75.0,0.11339640303436413,161.546951750011,0.9315189206195322,-2.34097114972114,0.11339640303436413,0.7506658772255865,75.0,161.546951750011,1.1937595908396772,1.2960468419814652,-2.34097114972114,-545.6803749999976,2,4.0,,,0.013574733111748644,63.94640350000725,4.0,0.0,0.11339640303436413,161.546951750011,0.7869246902732274,790.9108124000122,-0.0909869519704491,0.7265464680488039
