model,month,feature,logistic_coef,net_return_coef
A12,2024-03,weak_ret5,0.03257717630643618,0.1764710466666922
A12,2024-03,gap,0.14116543629225492,-0.16369179986268131
A12,2024-03,gap_clv,-0.20681232088428705,-0.18387418656277124
A12,2024-03,gap_weak,0.24799889136572742,0.3796706981956209
A12,2024-04,intercept,-0.005293283100638451,-0.563185861631685
A12,2024-04,clv,0.060291205314145994,0.05455605273455722
A12,2024-04,logvolume,0.050229357884175034,0.08116260949279007
A12,2024-04,intraday1,0.0568528697501975,-0.025566710052607942
A12,2024-04,ret5,0.046346419173331405,0.11402044344763869
A12,2024-04,market1,-0.1007243880863204,-0.0041048193398045465
A12,2024-04,relative5,-0.2662920328158279,-0.4845206695709513
A12,2024-04,weak,-0.10361487772331594,-0.0014902899552332958
A12,2024-04,weak_clv,-0.09510465910992981,-0.1474693814691871
A12,2024-04,weak_ret5,0.05318011671802095,0.19277438539196234
A12,2024-04,gap,0.14272065242945625,-0.19821076445644423
A12,2024-04,gap_clv,-0.2008333887008899,-0.07708017451782
A12,2024-04,gap_weak,0.22817942426803672,0.3373250325482901
A12,2024-05,intercept,-0.022056647310690444,-0.6069617162245545
A12,2024-05,clv,0.04609264856148653,0.021758519215685054
A12,2024-05,logvolume,0.04953243919236723,0.05932720873473924
A12,2024-05,intraday1,0.050031751161192003,-0.01819613471579884
A12,2024-05,ret5,0.041014111195030505,0.2175624491476136
A12,2024-05,market1,-0.0512608449808851,0.04660497598098334
A12,2024-05,relative5,-0.23703797974448176,-0.5460503695925278
A12,2024-05,weak,-0.13244165810335837,-0.06913286777118419
A12,2024-05,weak_clv,-0.08035536202552579,-0.1294768662382971
A12,2024-05,weak_ret5,0.023176605993650696,0.14145835441369897
A12,2024-05,gap,0.10420069181000725,-0.3219849956595671
A12,2024-05,gap_clv,-0.1779130218033862,0.009631852431883105
A12,2024-05,gap_weak,0.246725539338824,0.42019855157764985
A12,2024-06,intercept,0.01830180263208341,-0.5848056009631071
A12,2024-06,clv,0.027736435815306267,0.0035606724626032547
A12,2024-06,logvolume,0.05406239908468776,0.04439401466653521
