model,window,bin,predicted_pct,n,down_pct,baseline_down_pct,lift_pp,down_ci_low,down_ci_high,lift_ci_low,lift_ci_high,net_RT_win_pct,net_RT_mean_pct,net_RT_cash,mean_net_winner_pct,mean_net_loser_pct
A8,2026,"[0.4,0.5)",44.489661784364245,70,40.0,47.337278106508876,-7.337278106508871,28.57142857142857,47.43589743589743,-16.090963908841005,-0.9286752539298125,37.142857142857146,-0.7885709540465394,-33401.94066829758,2.123588469629434,-2.509392431673251
A8,2026,"[0.5,0.55)",52.40177730090656,28,50.0,47.337278106508876,2.6627218934911268,30.0,66.66666666666666,-13.79351395730706,17.018083798511416,50.0,-0.09717946596780278,-1357.0075193668551,2.2521347902754405,-2.4464937222110454
A8,2026,"[0.55,0.6)",57.270604286714146,31,61.29032258064516,47.337278106508876,13.95304447413629,51.42857142857142,72.72727272727273,1.1865035224323361,27.747547654744054,58.06451612903226,1.0058240278689354,24630.681282048194,3.224305401145608,-2.0659194120526108
A8,2026,"[0.6,0.65)",61.25843522300152,16,56.25,47.337278106508876,8.912721893491128,36.84210526315789,80.0,-10.122420634920633,30.437801932367137,50.0,-1.0946278901396642,-11578.220821232893,1.7705840846980865,-3.959839864977415
A8,2026,"[0.65,1)",,0,,,,,,,,,,,,
A12,full_2020,"[0,0.4)",35.56822382448534,205,41.46341463414634,48.830049261083744,-7.366634626937402,35.069312796208536,47.47509339975093,-13.288410217558194,-1.7062790301460293,37.5609756097561,-0.6299460723469801,-32736.924826044396,1.7896844978874016,-2.0855050872536
A12,full_2020,"[0.4,0.5)",45.778819177107685,637,47.409733124018835,48.830049261083744,-1.4203161370649031,43.547957480237635,50.97550093907804,-4.448851226225687,1.5161206281373643,43.01412872841444,-0.44745214450353765,-80936.75130061939,1.4424263637148773,-1.8739720102111013
A12,full_2020,"[0.5,0.55)",52.478292993883166,401,53.61596009975062,48.830049261083744,4.785910838666885,49.47916666666667,57.936507936507944,0.8606486326566033,9.031236737821278,49.62593516209476,-0.3042276966914428,-21064.818269499017,1.4388421677946064,-2.0214103849722536
A12,full_2020,"[0.55,0.6)",57.352614208984896,240,51.66666666666667,48.830049261083744,2.8366174055829307,44.978903468123505,58.119918699187,-3.2993017604763972,8.755159918267477,46.25,-0.34143931324404003,-1290.7548254053345,1.942925988453189,-2.307055968192819
A12,full_2020,"[0.6,0.65)",62.05512639457002,94,45.744680851063826,48.830049261083744,-3.085368410019912,35.483137829912025,56.84578381437462,-13.184924045235636,7.350392550007229,41.48936170212766,-0.9882976037159978,-33338.07883996465,1.9730141562387091,-3.0881368516838803
A12,full_2020,"[0.65,1)",70.52436066753191,47,51.06382978723404,48.830049261083744,2.2337805261502974,37.5,69.6969696969697,-10.185611644719387,20.311950040726707,48.93617021276596,-0.8318458545012112,-11507.648341979882,1.9348741610479443,-3.483285869402485
A12,primary,"[0,0.4)",35.72972053099851,76,36.84210526315789,48.1651376146789,-11.323032351521006,27.9388495904691,45.056620209059226,-19.839468619493207,-3.967258165596521,35.526315789473685,-0.8089503583040831,-22603.723364194597,2.4089284764166825,-2.582067267231852
A12,primary,"[0.4,0.5)",45.70542873097801,233,43.34763948497854,48.1651376146789,-4.817498129700359,36.595852761261064,49.2396716294659,-10.284267926570788,-0.11908761381104553,41.201716738197426,-0.6971911186574865,-65682.78759781999,1.6394277664839982,-2.3345298994865558
A12,primary,"[0.5,0.55)",52.641751535193556,149,57.04697986577181,48.1651376146789,8.881842251092909,50.0,64.15094339622641,2.6977478883765014,15.29799613775933,55.033557046979865,-0.260839903311766,-9517.92085784941,1.7746855099385859,-2.75207996131966
A12,primary,"[0.55,0.6)",57.35947675981393,111,55.85585585585585,48.1651376146789,7.690718241176953,47.67414692458161,64.95954692556633,0.10258330549216065,15.632292669055833,51.35135135135135,-0.2135485788053218,6851.2721695444925,2.538335302390862,-3.118314897845738
A12,primary,"[0.6,0.65)",62.13310614001833,55,43.63636363636363,48.1651376146789,-4.5287739783152645,30.5066322770818,57.14285714285714,-16.44222486149983,7.229899258934406,38.18181818181819,-1.483516059103005,-32119.946646464712,2.209513554507136,-3.7645049380975038
