id,window,losing_direction,large,losing_mean,opposite_direction,n,mean_pct,median_pct,win_pct,cash,pf_pct,pf_cash,worst_pct,mdd_cash,clusters
highCLV,primary,rt,False,-0.2441880126807767,pt,141,-0.13421924156060425,-0.921129590889642,38.297872340425535,-10309.139320897437,0.908750333624939,0.888958346519589,-7.467996327810795,-30678.352060895733,42
highCLV,primary,pt,False,-0.13421924156060425,rt,141,-0.2441880126807767,0.532741427929862,53.191489361702125,-11148.929736101292,0.8369211529023428,0.8785606824132459,-12.332728137168736,-26865.785782268875,42
highCLV,2024,pt,True,-0.5073729240194359,rt,42,0.11259234561060806,0.8130055978830835,54.761904761904766,1720.3784829501174,1.0869789172634445,1.143664664043209,-9.235975889780406,-5214.666664899986,17
highCLV,2025,rt,True,-0.6833110801101246,pt,57,0.3017830377974298,-0.5451187731034454,42.10526315789473,8446.384762002253,1.25655831500924,1.2960755997666595,-5.6866300598875,-10773.257989508907,16
highCLV,2026,rt,False,-0.0050156366037606296,pt,42,-0.35278293823053325,-0.9054694646460801,38.095238095238095,-13297.69663244978,0.7916879917516894,0.7246585680582794,-7.467996327810795,-23492.473489871933,9
highCLV,2026,pt,False,-0.35278293823053325,rt,42,-0.0050156366037606296,0.5486616371539472,54.761904761904766,3698.0567284502986,0.9966466266675156,1.0946769310472084,-11.91543918827798,-11812.462845920969,9
lowCLV,full_2020,rt,True,-0.6454237704263126,pt,376,0.16589153175684374,0.03302293659137505,51.06382978723404,24639.01102075498,1.2182378311394608,1.3441815817044536,-8.464638457150821,-7862.535354266838,96
lowCLV,primary,rt,True,-0.8366289113531197,pt,162,0.4526520341803216,0.3085045692360764,56.17283950617284,24876.538548954664,1.621979022066527,1.5138787246782563,-8.464638457150821,-7862.535354266838,36
lowCLV,2024,rt,True,-0.7716466483718074,pt,59,0.37266966580655636,-0.1049669684408588,49.152542372881356,4445.701642600145,1.4781468421001138,1.4337670381809837,-3.737101711290311,-2734.0847317499674,16
lowCLV,2025,rt,True,-1.0175163828324612,pt,57,0.6289371714507391,0.6210959687672498,63.1578947368421,9547.398184562206,1.9086160027324224,1.530080642390003,-8.464638457150821,-6133.842967202983,14
lowCLV,2026,rt,True,-0.6958325557351842,pt,46,0.33679783656376416,0.38115047660527984,56.52173913043478,10883.438721792312,1.4773233933491434,1.5401455600637661,-5.272534001019839,-4786.329199787966,8
highVolume,full_2020,rt,False,-0.2516991255192858,pt,174,-0.24379188183067732,-0.4133747293329569,41.95402298850575,-18298.71934573658,0.7876403650428407,0.6047992209171072,-7.467996327810795,-22096.51542541276,64
highVolume,full_2020,pt,False,-0.24379188183067732,rt,174,-0.2516991255192858,-0.09074215840421125,47.701149425287355,2759.018017237407,0.7802016988143085,1.0781994903007805,-12.229427049039757,-10787.08789134983,64
highVolume,primary,pt,True,-0.7423822290830521,rt,67,0.35104678812239853,0.7747852864023691,56.71641791044776,12051.407812137251,1.354918256503641,1.7002698583623883,-12.229427049039757,-3811.631516360985,27
highVolume,2024,pt,True,-0.7770713909794942,rt,31,0.3721803374911329,0.8073696187253275,64.51612903225806,3539.5142741000936,1.3432302610481286,1.5514342381446076,-8.827690427622347,-1759.3217835499988,12
highVolume,2025,pt,True,-0.5703045620116325,rt,23,0.1776647094551622,0.7265464680488039,52.17391304347826,2817.4800925511,1.1770350138325323,1.6148161091947466,-12.229427049039757,-2417.1495984499957,8
highVolume,2026,pt,True,-0.9641070232255858,rt,13,0.6074043095774501,-0.0471404071436813,46.15384615384615,5694.413445486059,1.8248786356415787,1.917228639043488,-4.331237586947363,-3811.6315163609834,7
highCLV_highVolume,full_2020,pt,True,-0.7316971474053587,rt,62,0.26102591841550005,0.295491244610784,54.83870967741935,10783.08288787022,1.2583168992130311,1.862078341835847,-10.90774674562256,-4091.7942350999538,40
highCLV_highVolume,primary,pt,True,-1.7390743351750593,rt,30,1.354564401329552,1.113218706524942,66.66666666666666,13849.687084720164,3.2714846407445006,3.1814857136252335,-4.650157583560376,-2839.1262382439963,19
highCLV_highVolume,2024,pt,True,-2.177345851763111,rt,13,1.782246611905233,1.151360221667406,69.23076923076923,5603.589438350047,3.963994922670899,4.733812323483137,-4.650157583560376,-1076.0769723999938,9
highCLV_highVolume,2025,pt,True,-1.4728841190469528,rt,10,1.0822469503548047,1.0340051469048963,70.0,3560.1403282010556,3.744658380389199,5.290284091560704,-2.34097114972114,-545.6803749999976,5
highCLV_highVolume,2026,pt,True,-1.3054132559802594,rt,7,0.9493223687957839,1.0750771913824777,57.14285714285714,4685.95731816906,2.0840470279980083,2.1661956232784583,-4.331237586947363,-2839.1262382439963,5
weak_highCLV,full_2020,rt,False,-0.4421536651765884,pt,127,-0.049854828441457166,-0.2021135422535077,41.732283464566926,3623.754406306248,0.9427481486761967,1.113514581744127,-6.833398358269028,-7790.011743617977,66
weak_highCLV,full_2020,pt,False,-0.049854828441457166,rt,127,-0.4421536651765884,-0.3004721674876811,46.45669291338583,-16589.965093805688,0.5869005341439497,0.6039563657627911,-11.91543918827798,-17127.34106720569,66
weak_highCLV,primary,rt,True,-0.5056617897981047,pt,46,0.1265812344949972,-0.39659953691230415,43.47826086956522,5203.881924456139,1.1096982707402878,1.2232653590301446,-6.833398358269028,-7790.011743617977,24
weak_highCLV,2024,rt,False,-0.012008655703746771,pt,14,-0.38787016139419694,-0.7764070184374987,35.714285714285715,-1294.7470559999729,0.7105479303000328,0.6862199118280183,-4.712952096710849,-2634.130876899992,9
weak_highCLV,2024,pt,False,-0.38787016139419694,rt,14,-0.012008655703746771,0.34831187781251716,50.0,104.90312600002872,0.9893596915527872,1.0312470859079188,-7.49321665068133,-2341.8097329499897,9
weak_highCLV,2025,rt,True,-0.5219091058579961,pt,13,0.13635378716339944,-0.1995035171102703,46.15384615384615,1460.8958947860483,1.2054102183633033,1.501900173849654,-2.325687473230353,-1385.1794590559982,8
weak_highCLV,2026,rt,True,-0.8582896197213902,pt,19,0.4989642006928651,-0.8594738846730166,47.368421052631575,5037.733085670063,1.3690305283230175,1.3096134695772712,-6.833398358269028,-7790.011743617977,7
weak_lowCLV,full_2020,rt,True,-0.5508039730800255,pt,211,0.06742046906067621,0.0154764357298675,50.23696682464455,2257.5053848895527,1.0871457514266085,1.055248572090704,-8.464638457150821,-8179.862972714807,71
weak_lowCLV,primary,rt,True,-0.6644289522524112,pt,85,0.2792746414365483,0.1002442691919287,50.588235294117645,3283.6116828393706,1.3494918395426276,1.118946389042331,-8.464638457150821,-8179.862972714805,24
weak_lowCLV,2024,rt,True,-0.9997794981893786,pt,32,0.5926386541870534,0.10394635161205307,50.0,3956.4663514000777,1.8021024707619666,1.8105582339779691,-3.418863025592392,-2119.752444499984,10
weak_lowCLV,2025,rt,True,-0.7104467224796722,pt,24,0.322096272170197,0.0089263244040357,50.0,1030.921871840088,1.3737378957034,1.1218577438230868,-8.464638457150821,-5743.559953493968,6
weak_lowCLV,2026,rt,False,-0.2563032986166449,pt,29,-0.10194492910220114,0.2677632193896288,51.724137931034484,-1703.776540400795,0.8747035926885667,0.8805591578783308,-5.272534001019839,-4786.329199787964,8
weak_lowCLV,2026,pt,False,-0.10194492910220114,rt,29,-0.2563032986166449,-0.6266741869220804,37.93103448275862,-4443.092082098809,0.7196921474558248,0.7231597101280683,-4.474353531462628,-6216.740213732928,8
gapDown1,full_2020,rt,False,-0.4651724742915488,pt,270,0.034814895190574714,-0.1770403940684861,46.666666666666664,3752.0747950259556,1.02907191532865,1.0334236488999422,-7.313733019285691,-23349.224034593593,68
gapDown1,primary,rt,True,-0.6063702911024517,pt,170,0.22748398276773943,-0.03539170145797965,49.411764705882355,8887.240026725765,1.1892902606231885,1.0975998557073703,-7.313733019285691,-23349.224034593597,31
gapDown1,2024,rt,True,-0.6660720420308042,pt,63,0.2662799592734412,-0.3888359749110873,46.03174603174603,2200.3657296501383,1.250915972679037,1.1472643861831515,-4.661905271653563,-5892.203293149959,12
gapDown1,2025,rt,True,-1.0435399439241577,pt,58,0.6695569102911495,0.46054654746003676,56.896551724137936,19755.72344986522,1.570916499203156,1.6281721186121758,-6.717014494036358,-5600.076609536988,10
gapDown1,2026,rt,False,-0.012144777385203712,pt,49,-0.3456665542979134,-0.1427330028108863,44.89795918367347,-13068.849152789593,0.756021951756131,0.7074145786232909,-7.313733019285691,-22557.08992913066,9
gapDown1,2026,pt,False,-0.3456665542979134,rt,49,-0.012144777385203712,-0.2154421080981723,48.97959183673469,2327.3038917903405,0.9902802023559093,1.063175649706892,-11.91543918827798,-7987.292493938849,9
gapUp1,full_2020,rt,True,-0.5923235303899491,pt,240,0.16022529509725428,-0.19923768695906147,47.5,4321.661702261831,1.135913576664722,1.0428744910859569,-11.579930701011715,-21492.27795369591,73
gapUp1,primary,rt,True,-0.5724195146423428,pt,154,0.19393636640134299,-0.13522733761884875,48.05194805194805,2581.7112862116664,1.1603177028778495,1.0305086095882885,-8.278709473963682,-21492.277953695906,38
gapUp1,2024,rt,True,-0.6894677609380248,pt,57,0.2952194040896755,-0.5353290424460194,38.59649122807017,2448.3087800501103,1.2481155213706923,1.1514927759931908,-4.84578237451057,-5870.508393499965,12
gapUp1,2025,rt,True,-0.7735918754888907,pt,47,0.39268950164766064,0.2369958675025044,57.446808510638306,7348.958184254207,1.338235082522947,1.2979291441727407,-8.278709473963682,-9124.541753777925,18
gapUp1,2026,rt,False,-0.24988249466951018,pt,50,-0.10835424369489466,0.02136378641245845,50.0,-7215.555678092652,0.9152234444223156,0.8352400746138429,-7.467996327810795,-21492.27795369591,8
gapUp1,2026,pt,False,-0.10835424369489466,rt,50,-0.24988249466951018,-0.37983305766379427,44.0,-4036.350049406684,0.816291781046901,0.9048548607189647,-6.863366757636006,-11046.433135787925,8
gapUp1_highCLV,full_2020,rt,False,-0.3342175838728603,pt,49,-0.08412176841677327,-0.2480803007211629,46.93877551020408,-7210.162117568793,0.9439024898540214,0.7808345152609233,-7.467996327810795,-18735.593855921972,38
gapUp1_highCLV,full_2020,pt,False,-0.08412176841677327,rt,49,-0.3342175838728603,-0.1519504805288377,48.97959183673469,529.8389325692776,0.7940575006891353,1.0182331091319123,-8.246846366530596,-13673.97692650985,38
gapUp1_highCLV,primary,pt,False,-0.4125777254163937,rt,36,0.035658986783135296,0.010168742142993903,50.0,4847.925286419253,1.0251272363095707,1.2095596158707098,-5.989254518903222,-9890.515048109892,29
gapUp1_highCLV,2024,rt,True,-0.6973615327132,pt,11,0.3069306132988127,-0.2480803007211629,36.36363636363637,483.15106995002157,1.2919644872652265,1.1678870349865045,-3.383462599802745,-2165.593487199997,8
gapUp1_highCLV,2025,rt,False,-0.15452865931394688,pt,13,-0.230123451551779,-0.5682676870370431,46.15384615384615,1816.6989510950789,0.8460395102568347,1.2573882495965003,-5.325724502669927,-3979.381348394969,12
gapUp1_highCLV,2025,pt,False,-0.230123451551779,rt,13,-0.15452865931394688,0.1722879648148255,53.84615384615385,-3561.957269594935,0.8927859782114531,0.638027916471787,-5.989254518903222,-5936.820780644959,12
gapUp1_highCLV,2026,pt,True,-1.269785832591999,rt,12,0.9136310795932817,-0.5528890827637619,50.0,9906.236743464146,1.7088424726021962,2.043586915695503,-3.5635911576617345,-3746.271001814971,9
gapUp1_highVolume,full_2020,rt,False,-0.11334853207789779,pt,28,-0.3440326132661437,-0.3593897407251309,46.42857142857143,-8543.738656866906,0.7423007655726941,0.3393029888857599,-7.467996327810795,-10692.999274616921,16
gapUp1_highVolume,full_2020,pt,False,-0.3440326132661437,rt,28,-0.11334853207789779,-0.09619020023797425,46.42857142857143,5693.97846536707,0.9078665109226143,2.002286847888992,-8.57271020079678,-3168.093395049949,16
gapUp1_highVolume,primary,pt,True,-1.46348702440693,rt,17,1.0785517088786583,0.9743266006097916,64.70588235294117,8642.169148117046,3.3509419442472774,5.006569283015841,-4.650157583560376,-1076.076972399994,10
gapUp1_highVolume,2024,pt,True,-0.7060205080046631,rt,7,0.31083400450721504,0.8471319952449138,71.42857142857143,450.16072130003045,1.4497186453786164,1.4183350567348625,-4.650157583560376,-1076.076972399994,4
gapUp1_highVolume,2025,pt,True,-1.4303104646595628,rt,7,1.041725688868135,1.2932250074074236,57.14285714285714,1579.3590118250202,4.348486844704571,3.3720612549939597,-1.038664812161499,-357.6301791749895,4
gapUp1_highVolume,2026,pt,True,-3.308320868756077,rt,3,2.955820399103248,2.527726998094946,66.66666666666666,6612.649414991996,12.321825791029458,16.93003756598951,-0.7832183042717047,-415.1057012640035,2
gapDown1_lowCLV,full_2020,rt,True,-1.1665880012663516,pt,59,0.739821672164473,0.5202433456536848,64.40677966101694,17408.91365406727,2.1847052974276213,2.2859474703981935,-5.272534001019839,-5891.232280481972,42
gapDown1_lowCLV,primary,rt,True,-1.330873353209364,pt,40,0.9506279916574997,1.0375440265471312,67.5,17061.31141361723,2.3927677215552334,2.4377661579919883,-5.272534001019839,-5891.232280481972,27
gapDown1_lowCLV,2024,rt,True,-0.542864414637664,pt,12,0.14121965910829756,0.17181238552578365,58.333333333333336,332.1322792000295,1.2021471615831112,1.1788487638327274,-3.418863025592392,-1711.0333203999905,9
gapDown1_lowCLV,2025,rt,True,-2.6951221751185623,pt,12,2.3084793487064292,2.019200297032753,75.0,10711.494802403031,5.260678057773755,5.58708014943017,-3.369841558624988,-1698.4001455469943,8
gapDown1_lowCLV,2026,rt,True,-0.8986934407062401,pt,16,0.5392957232827043,0.9709512268624431,68.75,6017.684332014171,1.6949163568854604,1.784130517609662,-5.272534001019839,-5891.232280481972,10
P6_55,full_2020,rt,True,-1.7042544787441316,pt,56,1.1986980917184837,-0.22947868858832438,44.642857142857146,26097.530001526116,2.34567828039097,3.8980235389420326,-5.25773460895119,-1533.6492641499672,33
P6_55,primary,rt,True,-2.9587033874902176,pt,18,2.575269686172511,1.8979354327377682,50.0,22385.012603476047,3.9512386668013764,5.852401873251552,-3.784717833585839,-1482.3378757800074,14
P6_55,2024,pt,True,-2.901873128205114,rt,1,2.526634365007556,2.526634365007556,100.0,670.0634336000038,,,2.526634365007556,0.0,1
P6_55,2025,rt,True,-2.0832026517419853,pt,14,1.6970906428138102,-0.40098629512987854,42.857142857142854,8394.800277260038,2.855462057243508,3.1840953760537625,-3.784717833585839,-1482.3378757800074,10
P6_55,2026,rt,True,-8.872819405147892,pt,3,8.499152826638989,9.125525910916815,100.0,14759.789079816004,,,4.835604407840839,0.0,3
P6_60,full_2020,rt,True,-2.16880671818269,pt,33,1.677359030598188,0.6327820698160735,51.515151515151516,16417.206689763058,2.6010769485718233,3.4367716584664136,-5.25773460895119,-1809.5726752740047,16
P6_60,primary,rt,True,-2.835235805593106,pt,13,2.4517745648226006,-0.5451187731034454,46.15384615384615,12798.32096791302,3.7322873302509,4.354867449446182,-3.1619835234215183,-1809.5726752740056,10
P6_60,2024,pt,True,-2.901873128205114,rt,1,2.526634365007556,2.526634365007556,100.0,670.0634336000038,,,2.526634365007556,0.0,1
P6_60,2025,rt,True,-2.49720551358545,pt,11,2.112601300885419,-0.5451187731034454,45.45454545454545,6761.464106429022,3.6517594289163853,3.2203133613087793,-3.1619835234215183,-1809.5726752740056,8
P6_60,2026,rt,True,-11.91543918827798,pt,1,11.536328161159313,11.536328161159313,100.0,6806.433615083994,,,11.536328161159313,0.0,1
P9_55,full_2020,rt,True,-0.6544568235463507,pt,117,0.17623367317455138,-0.3353222827981645,41.88034188034188,12947.306626578216,1.1615123789555628,1.3521368277998604,-6.833398358269028,-5756.224356530997,59
P9_55,primary,rt,True,-0.7302636096589274,pt,52,0.3467866417812262,-0.27689943058008587,44.230769230769226,11793.387640878114,1.2645868843654229,1.4137839369245524,-6.833398358269028,-5756.224356530998,27
P9_55,2024,rt,True,-0.9085605312650721,pt,4,0.5088540862790658,0.03242234915982234,50.0,763.1092022000162,1.23215926425352,1.4212640589818908,-4.480544175378238,-1160.0036180499974,3
P9_55,2025,rt,True,-0.5333500351807418,pt,37,0.14469717256210737,-0.2568538171563117,45.94594594594595,5452.618374364095,1.1475763647980062,1.4715331056170242,-5.6866300598875,-4421.608442612998,13
P9_55,2026,rt,True,-1.3277740250469547,pt,11,0.9676085129735937,-1.5361948406249808,36.36363636363637,5577.660064314003,1.4605768480974843,1.3687405036363298,-6.833398358269028,-5756.224356530998,11
P9_60,full_2020,rt,True,-0.7007999299708673,pt,73,0.23699615031724,-0.532700953228451,41.0958904109589,2785.649811807143,1.1982435948561843,1.0979552486268185,-6.833398358269028,-10257.642373230003,40
P9_60,primary,rt,False,-0.4531026101752464,pt,39,0.06693147883097937,-0.5451187731034454,38.46153846153847,605.0823042070779,1.04560608241705,1.0250500834327243,-6.833398358269028,-10257.642373230003,20
P9_60,2024,rt,True,-0.9085605312650721,pt,4,0.5088540862790658,0.03242234915982234,50.0,763.1092022000162,1.23215926425352,1.4212640589818908,-4.480544175378238,-1160.0036180499974,3
P9_60,2025,rt,False,-0.2928898381656854,pt,29,-0.09694437591748577,-0.3353222827981645,37.93103448275862,-623.7888495519335,0.9098726974430775,0.9401287967029289,-5.6866300598875,-4421.608442612998,11
P9_60,2025,pt,False,-0.09694437591748577,rt,29,-0.2928898381656854,-0.0601616965596156,48.275862068965516,-2643.284076947896,0.7443394004116531,0.7659184908746305,-6.295431170794602,-5949.873613117954,11
P9_60,2026,rt,True,-0.9238257274949083,pt,6,0.5643830384831696,-2.461202098397684,33.33333333333333,465.76195155899586,1.1960167453962678,1.0390589784909572,-6.833398358269028,-10257.642373230003,6
A8_55,full_2020,rt,True,-1.1661362763801988,pt,71,0.6466578288568788,-0.0958881904255303,49.29577464788733,15791.302477002115,1.70044396467761,2.2578912578231876,-5.779884209070786,-2484.036472049958,49
A8_55,primary,rt,True,-2.0736012912960753,pt,19,1.6922933561738587,0.6403679929178552,57.89473684210527,13481.68070355204,2.876760221414757,3.1882226851165845,-4.661905271653563,-2002.2904796759976,17
A8_55,2024,pt,True,-1.0707167302124474,rt,3,0.6806415858755845,2.526634365007556,66.66666666666666,323.89769480000575,1.4303809434925925,1.2797894465737198,-4.744459039139351,-1157.6480055500017,3
A8_55,2025,rt,True,-2.532819147264057,pt,13,2.1492789809691364,0.6403679929178552,61.53846153846154,9862.797406067028,5.177902040287688,4.943449415455478,-3.1619835234215183,-1482.3378757800074,11
A8_55,2026,rt,True,-2.837900125939816,pt,3,2.475032401780625,1.1805647903617469,66.66666666666666,4214.755722285007,3.5772696869375533,3.1049671688830194,-2.8809934959366874,-2002.2904796759976,3
A8_60,full_2020,rt,True,-1.6352003036194502,pt,42,1.1412914808590326,0.39077806242469115,52.38095238095239,17148.575423528084,2.0893105115777946,3.14007273768229,-5.779884209070786,-2683.995841549975,29
A8_60,primary,rt,True,-2.7526329122139637,pt,15,2.3734465428552354,1.1805647903617469,66.66666666666666,15359.223191978028,4.814711647781113,5.767459428202464,-3.1619835234215183,-1482.3378757800074,13
A8_60,2024,pt,True,-2.901873128205114,rt,1,2.526634365007556,2.526634365007556,100.0,670.0634336000038,,,2.526634365007556,0.0,1
A8_60,2025,rt,True,-2.7312250560252185,pt,12,2.3497900474795905,1.7450494437782806,66.66666666666666,9911.75374361702,5.384711585686249,5.042145623469353,-3.1619835234215183,-1482.3378757800074,10
A8_60,2026,rt,True,-5.520713687957198,pt,2,5.153045350639281,5.153045350639281,100.0,6217.046201961005,,,1.1805647903617469,0.0,2
A12_55,full_2020,rt,True,-1.043144516593185,pt,144,0.5698441570085261,-0.1655415024934454,47.22222222222222,33218.22283629429,1.597631329480061,1.9409705302439444,-5.779884209070786,-5405.929538858993,69
A12_55,primary,rt,True,-1.4783137452803126,pt,69,1.0929377460537886,-0.1520280049868781,49.275362318840585,32729.397939594186,2.1027052385540066,2.307446538109201,-5.6866300598875,-5405.929538858993,33
A12_55,2024,rt,True,-1.2826240658086012,pt,19,0.8837347874531749,-0.5266384183333146,42.10526315789473,3414.951588750039,1.6018456705293802,1.5727212365930978,-4.661905271653563,-3254.157466899984,9
A12_55,2025,rt,True,-1.4219335697952098,pt,37,1.0350144300067239,0.2267412225118635,54.054054054054056,17113.399465035105,2.5327998215455643,2.8532685326224896,-5.6866300598875,-4421.608442613,14
A12_55,2026,rt,True,-1.9247883916581054,pt,13,1.5635545850655617,-0.1790550000000127,46.15384615384615,12201.046885809035,2.310889698072697,2.240420335732271,-5.5197532861127145,-5405.929538858994,10
A12_60,full_2020,rt,True,-0.9143724174000261,pt,94,0.44843711610433074,-0.2772252997797078,45.744680851063826,18546.4962271322,1.4013941195354165,1.664200897406871,-5.779884209070786,-6310.441061018981,50
A12_60,primary,rt,True,-1.2561899381018027,pt,48,0.8699831042419802,-0.27689943058008587,45.83333333333333,19074.13366328211,1.7723699343306576,1.9488135212551025,-5.6866300598875,-6310.441061018981,25
A12_60,2024,rt,False,-0.38921245269496046,pt,11,-0.010699721777149517,-1.2445943823109762,36.36363636363637,-185.00243104998344,0.9946072424964703,0.9602048948653988,-4.661905271653563,-3109.3099593999955,6
A12_60,2024,pt,False,-0.010699721777149517,rt,11,-0.38921245269496046,0.8471319952449138,63.63636363636363,-764.8575064499676,0.8166227607715674,0.8411118075092237,-8.827690427622347,-2243.00555039999,6
A12_60,2025,rt,True,-1.4219309906741586,pt,30,1.0349155094605282,-0.0367212271009992,50.0,13444.881820239087,2.4122213274474635,2.553702695138552,-5.6866300598875,-4421.608442613,13
A12_60,2026,rt,True,-1.9082643327167423,pt,7,1.5470600941925503,-0.7923444985070357,42.857142857142854,5814.254274093011,2.055863328471503,1.8549339121557418,-5.5197532861127145,-6310.4410610189825,6
