id,kind,timing,window,n,down_pct,baseline_down_pct,lift_pp,down_ci_low,down_ci_high,lift_ci_low,lift_ci_high,net_RT_win_pct,net_RT_mean_pct,net_RT_cash,mean_net_winner_pct,mean_net_loser_pct,mean_pct,median_pct,win_pct,cash,pf_pct,pf_cash,worst_pct,mdd_cash,clusters,episodes,delete5_pct,delete5_cash,double_slip_pct,double_slip_cash,matched_n,excluded_n,matched_open_pct,matched_open_cash,delayed_pct,delayed_cash,month_ci_low,month_ci_high
notweak,condition,previous_close,full_2020,907,51.929437706725466,48.830049261083744,3.0993884456417264,48.98811133386172,55.15936275829072,1.151479191446969,5.373178279020583,47.4090407938258,-0.4066418637404623,-92818.58910443557,1.6561359953484398,-2.266169074239892,-0.4066418637404623,-0.1185316658333315,47.4090407938258,-92818.58910443557,0.6588002638626983,0.6968602510713052,-12.332728137168736,-102966.6882933588,49,94,-0.45687263642515846,-118922.1165196606,-0.5066855275853046,-114376.6522528735,904,3,-0.4009659181396948,-90674.39341206958,-0.36441079161495377,-81454.24383454764,-0.6677327069753658,-0.1564721528673356
notweak,condition,previous_close,primary,376,50.53191489361703,48.1651376146789,2.366777278938126,46.082495946407235,55.96896551724137,-0.38362253026213156,5.782286288006868,47.6063829787234,-0.5877771461019432,-75906.13179493634,2.0790547353606392,-3.010939109461346,-0.5877771461019432,-0.12882106854673214,47.6063829787234,-75906.13179493634,0.6274090157987908,0.6775254225656069,-12.332728137168736,-86926.68974395958,20,34,-0.6914039187001317,-102009.6592101614,-0.6879508904703973,-90301.61323387423,373,3,-0.5754778190885133,-73761.93610257037,-0.47342069256738095,-62773.91860119841,-1.0267265225256532,-0.17099325085844247
notweak,condition,previous_close,2024,134,56.71641791044776,52.892561983471076,3.8238559269766825,47.2510060362173,66.4123561581406,-0.9874054232768701,10.30275552861173,55.223880597014926,-0.3734602745916793,-8842.571688799646,1.915900707445386,-3.1970054857707257,-0.3734602745916793,0.15352447541468234,55.223880597014926,-8842.571688799646,0.7391117144985621,0.789543674032314,-10.105854526435447,-16390.110804349726,8,16,-0.5958774634192447,-15804.608394849653,-0.4735237220859306,-11962.871777599632,134,0,-0.3734602745916793,-8842.571688799646,-0.370727337903024,-9881.521553999659,-1.0129259134956055,0.343944289258581
notweak,condition,previous_close,2025,168,47.023809523809526,44.03292181069959,2.9908877131099354,41.45077720207254,53.333333333333336,-1.1249937873636044,8.120062576574803,42.857142857142854,-0.9058741339561336,-58858.551041487175,2.0473883220384343,-3.120820975952059,-0.9058741339561336,-0.48685918018410035,42.857142857142854,-58858.551041487175,0.4920311845380311,0.537185525577525,-12.332728137168736,-62835.38399577244,6,11,-1.1354561822450835,-80896.0335804152,-1.0062069642877012,-65273.3778829752,165,3,-0.8838537823655467,-56714.3553491212,-0.5734728763764674,-35148.32347076421,-1.6374854231068936,-0.19415868371482847
notweak,condition,previous_close,2026,74,47.2972972972973,47.337278106508876,-0.039980809211576096,42.22222222222222,54.90196078431373,-5.653805447183503,7.330733768495563,44.5945945945946,-0.2536983193839892,-8205.009064649525,2.5140056391463235,-2.481362481127899,-0.2536983193839892,-0.335255577899381,44.5945945945946,-8205.009064649525,0.8154664902241416,0.8760478322514789,-10.70066262246178,-21488.679165338828,7,8,-0.7213030785189656,-31557.56445767657,-0.3537106223921744,-13065.363573299395,74,0,-0.2536983193839892,-8205.009064649525,-0.4362896006285237,-17744.073576434563,-0.6415357565771642,0.35038200283752374
highCLV,condition,previous_close,full_2020,341,54.54545454545454,48.830049261083744,5.7154052843708,49.549200903690064,59.821494030163386,1.3298387999688432,10.280983404888621,49.853372434017594,-0.28638093643927287,-19729.982962151,1.7095815718290186,-2.2706711493375744,-0.28638093643927287,-0.013956033620672,49.853372434017594,-19729.982962151,0.7484941266256052,0.8330988423122779,-12.332728137168736,-32234.387792618436,105,286,-0.39605398238081574,-43304.82901917203,-0.38636412766282136,-28247.978888302925,341,0,-0.28638093643927287,-19729.982962151,-0.3516172383864548,-28910.100655127048,-0.6501323692309471,0.07383899244037219
highCLV,condition,previous_close,primary,141,58.156028368794324,48.1651376146789,9.990890754115423,50.0,66.88322439150254,2.5704302951786584,17.481038409892488,53.191489361702125,-0.2441880126807767,-11148.929736101292,2.355966450962527,-3.198908994093622,-0.2441880126807767,0.532741427929862,53.191489361702125,-11148.929736101292,0.8369211529023428,0.8785606824132459,-12.332728137168736,-26865.785782268875,42,117,-0.48894553211962505,-34723.775793122324,-0.34419052131872907,-16974.703136203214,141,0,-0.2441880126807767,-11148.929736101292,-0.3742371119304449,-18640.763893127358,-0.9493842357338694,0.43223826501956786
highCLV,condition,previous_close,2024,42,61.904761904761905,52.892561983471076,9.012199921290831,46.666666666666664,75.76018808777427,-4.971832038254631,23.632528262608535,54.761904761904766,0.11259234561060806,1720.3784829501174,2.5694338704880924,-2.8614789739779263,0.11259234561060806,0.8130055978830835,54.761904761904766,1720.3784829501174,1.0869789172634445,1.143664664043209,-9.235975889780406,-5214.666664899986,17,36,-0.5218531133607895,-4378.342146249906,0.012772377215677614,767.3522659001342,42,0,0.11259234561060806,1720.3784829501174,-0.13629876314925177,-1146.7235488998845,-1.1743052013894772,1.2572855565086556
highCLV,condition,previous_close,2025,57,56.14035087719298,44.03292181069959,12.107429066493392,41.9325513196481,72.22701149425284,1.141268760927985,24.528946841859522,50.877192982456144,-0.6833110801101246,-16567.36494750171,1.8962693191329767,-3.355019350754765,-0.6833110801101246,0.1722879648148255,50.877192982456144,-16567.36494750171,0.5853895367088998,0.5936571478222202,-12.332728137168736,-26865.78578226887,16,46,-1.164290015627632,-28940.179744828758,-0.7835324493293455,-18760.143971003727,57,0,-0.6833110801101246,-16567.36494750171,-0.8643353463543785,-21701.513083254722,-1.732036909693144,0.4432009246461151
highCLV,condition,previous_close,2026,42,57.14285714285714,47.337278106508876,9.805579036348266,44.1843365253078,68.57142857142857,-1.7581850721695738,21.448370744363483,54.761904761904766,-0.0050156366037606296,3698.0567284502986,2.722117154178569,-3.3062816464981593,-0.0050156366037606296,0.5486616371539472,54.761904761904766,3698.0567284502986,0.9966466266675156,1.0946769310472084,-11.91543918827798,-11812.462845920969,9,35,-0.8512356304506579,-19611.62859094176,-0.10490366041015668,1018.088568900373,42,0,-0.0050156366037606296,3698.0567284502986,0.05295785743512912,4207.472739027249,-1.3893788127794764,1.3183966677043408
lowCLV,condition,previous_close,full_2020,376,41.755319148936174,48.830049261083744,-7.07473011214757,36.82793795120168,46.65012406947891,-11.185392749697465,-2.8031465871781998,38.03191489361702,-0.6454237704263126,-62255.35535575305,1.4557429962633033,-1.9349810564203689,-0.6454237704263126,-0.5551234933210056,38.03191489361702,-62255.35535575305,0.4617300162459249,0.4744421591450575,-12.229427049039757,-62255.35535575307,96,313,-0.7423661941504615,-80725.71368618807,-0.7455893748912304,-71107.90387150699,374,2,-0.644883845000274,-61983.495814803064,-0.5536720785452501,-57417.607199154125,-0.8708064537763786,-0.4431115691310029
lowCLV,condition,previous_close,primary,162,38.88888888888889,48.1651376146789,-9.27624872579001,31.546599804305284,46.52660673862405,-14.960146258156406,-3.2592475297905916,37.03703703703704,-0.8366289113531197,-47305.423953953345,1.5506683904457106,-2.2409214418230197,-0.8366289113531197,-0.6911861157602345,37.03703703703704,-47305.423953953345,0.4070458962589596,0.45698940400137955,-12.229427049039757,-47664.49871620335,36,139,-1.0398812891151494,-65775.78228438838,-0.9369263312692993,-53341.27086790728,161,1,-0.8387710064218781,-47175.10977855334,-0.6138198522488667,-42249.799563604356,-1.1957563682345442,-0.5220813336984012
lowCLV,condition,previous_close,2024,59,47.45762711864407,52.892561983471076,-5.434934864827007,32.758620689655174,60.65573770491803,-14.876109926729315,4.215600985935898,47.45762711864407,-0.7716466483718074,-9590.790182599838,1.2364352631677131,-2.5853980523429874,-0.7716466483718074,-0.3023892860902004,47.45762711864407,-9590.790182599838,0.4319567877324733,0.4481628151937607,-8.955440431609654,-10005.645582849842,16,49,-1.1260077958116037,-13153.453391549849,-0.8719078018123051,-10894.98496519986,59,0,-0.7716466483718074,-9590.790182599838,-0.353457262981022,-4775.657153499837,-1.3613513039538994,-0.20238929728502222
lowCLV,condition,previous_close,2025,57,28.07017543859649,44.03292181069959,-15.962746372103098,19.565217391304348,34.84848484848485,-22.52662822957733,-9.694978256907008,26.31578947368421,-1.0175163828324612,-16686.046182561786,2.1739126043182098,-2.157312449671986,-1.0175163828324612,-1.033776245511704,26.31578947368421,-16686.046182561786,0.3598910110601384,0.48767857818424715,-12.229427049039757,-20491.07527855584,14,50,-1.58051266618686,-30449.239350438816,-1.117903120194247,-18585.43340112377,56,1,-1.0269050395744155,-16555.732007161787,-0.6395336422615318,-9933.02072530881,-1.6391554355459668,-0.5755144417335851
lowCLV,condition,previous_close,2026,46,41.30434782608695,47.337278106508876,-6.032930280421916,27.498774509803926,54.28726708074533,-19.333974358974363,6.833152608521797,36.95652173913043,-0.6958325557351842,-21028.58758879172,1.5183074701925598,-1.9937767088652407,-0.6958325557351842,-0.740264702437609,36.95652173913043,-21028.58758879172,0.4464102254557122,0.43422429991866407,-7.326522662142857,-21028.587588791717,8,40,-1.1982616419879673,-31803.693026390738,-0.7960658153832256,-23860.852501583653,46,0,-0.6958325557351842,-21028.58758879172,-0.916459428903075,-27541.121684795704,-1.3311226686708773,-0.15280466255717412
highVolume,condition,previous_close,full_2020,174,51.724137931034484,48.830049261083744,2.894088669950745,43.29245540589734,60.69415772089182,-4.976163093548446,11.00994522946682,47.701149425287355,-0.2516991255192858,2759.018017237407,1.872989845108941,-2.1896022525758,-0.2516991255192858,-0.09074215840421125,47.701149425287355,2759.018017237407,0.7802016988143085,1.0781994903007805,-12.229427049039757,-10787.08789134983,64,108,-0.42770033068145447,-8870.688814931626,-0.3516617589144649,-712.598347525608,174,0,-0.2516991255192858,2759.018017237407,-0.16036203044154254,3856.884065609359,-0.7458884438463985,0.25428979055182893
highVolume,condition,previous_close,primary,67,59.70149253731343,48.1651376146789,11.536354922634528,48.64671814671815,72.1311475409836,0.9002246549472461,23.15711970632638,56.71641791044776,0.35104678812239853,12051.407812137251,2.362876184770114,-2.2851434557608155,0.35104678812239853,0.7747852864023691,56.71641791044776,12051.407812137251,1.354918256503641,1.7002698583623883,-12.229427049039757,-3811.631516360985,27,42,-0.060436214959146965,421.7009799682212,0.25134522834501377,9965.58704227424,67,0,0.35104678812239853,12051.407812137251,0.42985484853324085,11801.611528759206,-0.2952532320399494,1.0523336378350494
highVolume,condition,previous_close,2024,31,67.74193548387096,52.892561983471076,14.849373500399887,54.54545454545454,82.6086956521739,0.5485770697167737,30.770767913217234,64.51612903225806,0.3721803374911329,3539.5142741000936,2.2576157185435237,-3.055883991695033,0.3721803374911329,0.8073696187253275,64.51612903225806,3539.5142741000936,1.3432302610481286,1.5514342381446076,-8.827690427622347,-1759.3217835499988,12,19,-0.4807635864526785,-2311.2469512999255,0.2724927251059223,2901.884348200091,31,0,0.3721803374911329,3539.5142741000936,0.4693284159847444,3209.847489950074,-0.30333479036476874,1.2462204117055
highVolume,condition,previous_close,2025,23,52.17391304347826,44.03292181069959,8.14099123277867,31.812200956937797,76.47058823529412,-10.52114056748291,30.83515180265654,52.17391304347826,0.1776647094551622,2817.4800925511,2.264008082428119,-2.0983462428789723,0.1776647094551622,0.7265464680488039,52.17391304347826,2817.4800925511,1.1770350138325323,1.6148161091947466,-12.229427049039757,-2417.1495984499957,8,14,-0.6475891082244066,-2142.744799199955,0.07787675502298234,2197.760659102071,23,0,0.1776647094551622,2817.4800925511,0.2362356187733671,2587.70556728608,-0.9449078391989503,1.443829381302286
highVolume,condition,previous_close,2026,13,53.84615384615385,47.337278106508876,6.508875739644971,28.57142857142857,81.85606060606041,-20.860549212023933,36.3355614973262,46.15384615384615,0.6074043095774501,5694.413445486059,2.911480610209402,-1.3675182338213663,0.6074043095774501,-0.0471404071436813,46.15384615384615,5694.413445486059,1.8248786356415787,1.917228639043488,-4.331237586947363,-3811.6315163609834,7,9,-1.062193805670886,-5642.145692324943,0.5078223427156718,4865.94203497208,13,0,0.6074043095774501,5694.413445486059,0.6782826711086626,6004.058471523051,-1.3270732469560316,2.626856175572928
highCLV_highVolume,condition,previous_close,full_2020,62,58.06451612903226,48.830049261083744,9.234466867948521,46.478873239436616,70.91055718475073,-2.300870705751968,21.58417717226784,54.83870967741935,0.26102591841550005,10783.08288787022,2.318641556288936,-2.2375073561451013,0.26102591841550005,0.295491244610784,54.83870967741935,10783.08288787022,1.2583168992130311,1.862078341835847,-10.90774674562256,-4091.7942350999538,40,58,-0.19444865245450546,-515.0376543538432,0.1613112331261055,9353.124487740206,62,0,0.26102591841550005,10783.08288787022,0.24777006644997612,8535.032863176186,-0.47504966665255793,1.0507149044215451
highCLV_highVolume,condition,previous_close,primary,30,70.0,48.1651376146789,21.834862385321095,54.282738095238095,86.21081504702191,5.838195674889826,38.05966918854421,66.66666666666666,1.354564401329552,13849.687084720164,2.9263481828319473,-1.7890031616752389,1.354564401329552,1.113218706524942,66.66666666666666,13849.687084720164,3.2714846407445006,3.1814857136252335,-4.650157583560376,-2839.1262382439963,19,28,0.5347900763287501,2551.566542496102,1.255363035354568,12862.841381440154,30,0,1.354564401329552,13849.687084720164,1.1796646852770418,10952.848116776124,0.47013511924165946,2.5259664227837426
highCLV_highVolume,condition,previous_close,2024,13,76.92307692307693,52.892561983471076,24.03051493960585,55.55555555555556,100.0,-2.0291972605446076,47.81004387120777,69.23076923076923,1.782246611905233,5603.589438350047,3.442898938881226,-1.9542211237907519,1.782246611905233,1.151360221667406,69.23076923076923,5603.589438350047,3.963994922670899,4.733812323483137,-4.650157583560376,-1076.0769723999938,9,12,-0.10852971940334144,-247.17178704997264,1.6832617673302666,5317.5167767000485,13,0,1.782246611905233,5603.589438350047,1.5620791532442728,4494.71025530004,0.34703046650253233,3.34460989489572
highCLV_highVolume,condition,previous_close,2025,10,70.0,44.03292181069959,25.96707818930041,33.33333333333333,100.0,-8.060838077600204,55.37190082644627,70.0,1.0822469503548047,3560.1403282010556,2.1093674385610988,-1.314367522126548,1.0822469503548047,1.0340051469048963,70.0,3560.1403282010556,3.744658380389199,5.290284091560704,-2.34097114972114,-545.6803749999976,5,9,-0.48835416238569423,-471.758013799996,0.9829109156655853,3296.3719264020347,10,0,1.0822469503548047,3560.1403282010556,0.6766728762154687,1192.844688141053,-0.1297935150825813,2.8009248138408047
highCLV_highVolume,condition,previous_close,2026,7,57.14285714285714,47.337278106508876,9.805579036348266,25.0,100.0,-21.055078822707152,52.07559458778048,57.14285714285714,0.9493223687957839,4685.95731816906,3.1938252841950563,-2.0433481850699127,0.9493223687957839,1.0750771913824777,57.14285714285714,4685.95731816906,2.0840470279980083,2.1661956232784583,-4.331237586947363,-2839.1262382439963,5,7,-2.957301223555783,-3899.664021581979,0.8499112755268177,4248.95267833807,7,0,0.9493223687957839,4685.95731816906,1.1880261148544318,5265.29317333503,-1.614354762811361,4.641632373677645
weak_highCLV,condition,previous_close,full_2020,127,48.031496062992126,48.830049261083744,-0.7985531980916172,40.17045454545455,55.072463768115945,-8.732407915163792,5.948886612661779,46.45669291338583,-0.4421536651765884,-16589.965093805688,1.3521809403501066,-1.999002808207103,-0.4421536651765884,-0.3004721674876811,46.45669291338583,-16589.965093805688,0.5869005341439497,0.6039563657627911,-11.91543918827798,-17127.34106720569,66,114,-0.6387587473444355,-28150.646696156724,-0.5422118294227414,-19590.923627611628,127,0,-0.4421536651765884,-16589.965093805688,-0.4224634530977483,-13463.734591005685,-0.8741785964684327,-0.07943698596081122
weak_highCLV,condition,previous_close,primary,46,52.17391304347826,48.1651376146789,4.00877542879936,39.21355498721228,63.1578947368421,-8.394380786279699,14.171196211249326,50.0,-0.5056617897981047,-12271.751604455822,1.9091980856331252,-2.920521665229335,-0.5056617897981047,0.010168742142993903,50.0,-12271.751604455822,0.6537181724632762,0.6156097958083621,-11.91543918827798,-14396.431346355843,24,43,-1.0754167064980793,-23832.43320680686,-0.6057949156619787,-14192.153148911753,46,0,-0.5056617897981047,-12271.751604455822,-0.44920000366268764,-8695.975486905787,-1.536842676787689,0.3064075524080228
weak_highCLV,condition,previous_close,2024,14,57.14285714285714,52.892561983471076,4.250295159386064,29.411764705882355,83.36538461538444,-22.81039136302294,29.771898960537545,50.0,-0.012008655703746771,104.90312600002872,2.2331833634267864,-2.2572006748342797,-0.012008655703746771,0.34831187781251716,50.0,104.90312600002872,0.9893596915527872,1.0312470859079188,-7.49321665068133,-2341.8097329499897,9,13,-1.5446367324011994,-2984.688500549986,-0.11188966590243517,-194.36194799996042,14,0,-0.012008655703746771,104.90312600002872,-0.25475894454335796,-574.4102473999656,-0.8792619440142444,1.1072016862404295
weak_highCLV,condition,previous_close,2025,13,46.15384615384615,44.03292181069959,2.1209243431465685,0.0,66.66666666666666,-40.24425901544038,22.643756223000995,46.15384615384615,-0.5219091058579961,-3217.935008785948,1.0212887233107875,-1.8446501022883819,-0.5219091058579961,-0.1995035171102703,46.15384615384615,-3217.935008785948,0.47455630375669794,0.3960260089945676,-4.459903419932236,-3863.9825561999764,8,12,-1.592532843900481,-5290.722195385962,-0.6220487322288708,-3688.597765571946,13,0,-0.5219091058579961,-3217.935008785948,-0.8057640148420127,-4896.043758673952,-2.002743347041758,0.28751647511818673
weak_highCLV,condition,previous_close,2026,19,52.63157894736842,47.337278106508876,5.294300840859545,30.76923076923077,71.42857142857143,-13.408222723955483,21.939804670467616,52.63157894736842,-0.8582896197213902,-9158.7197216699,2.2151540085709653,-4.273226984490673,-0.8582896197213902,0.5025836053814594,52.63157894736842,-9158.7197216699,0.5759774148854108,0.6059086954233804,-11.91543918827798,-9877.692869900946,7,18,-2.4186095993978776,-20564.239966388937,-0.9586040673074531,-10309.193435339845,19,0,-0.8582896197213902,-9158.7197216699,-0.34850751325949775,-3225.521480831872,-3.2629452343457395,1.0485175269346667
weak_lowCLV,condition,previous_close,full_2020,211,41.70616113744076,48.830049261083744,-7.123888123642985,35.61627129969929,47.939242291156205,-12.625259852918207,-1.366028560263533,39.33649289099526,-0.5508039730800255,-23094.42412738846,1.4379909251948497,-1.8404131649301398,-0.5508039730800255,-0.5457094513172942,39.33649289099526,-23094.42412738846,0.5066510381061256,0.5810768540214483,-12.229427049039757,-24772.740918006573,71,177,-0.6843487701820361,-37013.73923340352,-0.6509211446280415,-27973.25710477748,210,1,-0.5486600489284635,-22952.878761838474,-0.5201898344024151,-28166.074733901514,-0.8184791638963965,-0.3089365205892535
weak_lowCLV,condition,previous_close,primary,85,41.17647058823529,48.1651376146789,-6.988667026443607,30.88235294117647,50.516313583323885,-16.10413648626729,1.4134451412573799,38.82352941176471,-0.6644289522524112,-15251.756075338639,1.6282147698156835,-2.119375929718702,-0.6644289522524112,-0.505664900505041,38.82352941176471,-15251.756075338639,0.4875445303939898,0.5975435250910454,-12.229427049039757,-17235.609239556725,24,72,-0.9954642877326674,-29171.071181353687,-0.7646399426569206,-18475.566300677652,85,0,-0.6644289522524112,-15251.756075338639,-0.5455258567630482,-19386.46735950166,-1.2474000338537603,-0.2344810479724518
weak_lowCLV,condition,previous_close,2024,32,43.75,52.892561983471076,-9.142561983471076,22.22222222222222,60.0,-27.915201996491554,4.790141146677053,43.75,-0.9997794981893786,-6600.895021399901,1.262303883395107,-2.7591776838662008,-0.9997794981893786,-0.5116986903563613,43.75,-6600.895021399901,0.35582772180572436,0.36038465061371927,-8.955440431609654,-7057.822484349905,10,27,-1.6481817653718343,-9368.727708849927,-1.1001527062087608,-7260.190842799933,32,0,-0.9997794981893786,-6600.895021399901,-0.4147858150669247,-3034.4998110499187,-1.9146176464882534,-0.24296533055779831
weak_lowCLV,condition,previous_close,2025,24,33.33333333333333,44.03292181069959,-10.699588477366257,16.666666666666664,50.0,-24.770239684028276,4.2837456794615045,33.33333333333333,-0.7104467224796722,-4207.76897183993,2.1218855182032152,-2.1266128428211157,-0.7104467224796722,-0.3907782795767131,33.33333333333333,-4207.76897183993,0.4988885319126472,0.634972367942968,-12.229427049039757,-9627.895933883965,6,20,-1.741175125139471,-11331.322804954947,-0.8106799302798136,-5056.237223679893,24,0,-0.7104467224796722,-4207.76897183993,-0.6166317163887105,-4986.81085204192,-2.725143236696941,0.31934159881792606
weak_lowCLV,condition,previous_close,2026,29,44.827586206896555,47.337278106508876,-2.5096918996123208,23.524509803921568,61.111111111111114,-21.974867939546353,14.391933891018907,37.93103448275862,-0.2563032986166449,-4443.092082098809,1.7348862627963937,-1.4731413639246127,-0.2563032986166449,-0.6266741869220804,37.93103448275862,-4443.092082098809,0.7196921474558248,0.7231597101280683,-4.474353531462628,-6216.740213732928,8,25,-0.9678581844666404,-14131.30623909286,-0.3563169034635304,-6159.138234197822,29,0,-0.2563032986166449,-4443.092082098809,-0.6309445017030498,-11365.15669640982,-0.8277195474285914,0.12479655287055078
gapDown1,condition,after_auction,full_2020,270,48.51851851851852,48.830049261083744,-0.3115307425652247,43.15771449170873,54.024615050965075,-5.097876878481418,4.681813480389531,47.40740740740741,-0.4651724742915488,-38457.707796523915,2.0763977134026863,-2.756165319537056,-0.4651724742915488,-0.2467292582373939,47.40740740740741,-38457.707796523915,0.6790893248009129,0.7119878230946839,-12.332728137168736,-50534.74665355317,68,196,-0.5881099458851935,-57557.03761498694,-0.565264548010314,-47251.085191049,268,2,-0.46295060038141167,-37625.47671295794,-0.33435374677744734,-27377.07885926593,-0.8409358755310706,-0.08614661940622202
