date,original_signal,endpoint_good,high_bad,low_bad,volume_bad,strict,original_net,original_cash,fine_qualified,direct_pre_daily_bounds_conflict,layer,signal_status,volume_timing,fine_clv,fine_signal,pre_max_price_gap,post_max_price_gap,post0940_price_gap
2020-03-18,True,True,False,False,False,True,-0.2039116511799297,-27.650419899998475,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2020-03-23,True,True,False,False,False,True,-2.1218381972843465,-265.6541423000002,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2020-03-26,True,True,False,False,False,True,-1.860151671181329,-247.21415709999863,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2020-03-27,True,True,False,False,False,True,1.480209160673298,193.4633373000001,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2020-04-09,True,True,False,False,False,True,-0.2039127232974759,-28.44582489999789,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2020-04-17,True,True,False,False,False,True,-0.7760472172980545,-108.56900569999782,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2020-04-23,True,True,False,False,False,True,-0.2755832378223433,-38.47141999999913,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2020-05-07,True,True,False,False,False,True,-0.969262941585525,-139.3800109999985,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2020-05-14,True,True,False,False,False,True,-0.6424160372534574,-87.94675549999832,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2020-05-21,True,True,False,False,False,True,-0.1303441161764583,-17.726799799998332,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2020-05-22,True,True,False,False,False,True,-0.2039107835595716,-27.038569899999203,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2020-06-04,True,True,False,False,False,True,-0.2745714689265526,-38.87931999999986,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2020-06-08,True,True,False,False,False,True,-1.2563539368863823,-179.1560713999981,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2020-06-11,True,True,False,False,False,True,2.0083638601997365,281.57261320000305,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2020-06-15,True,True,False,False,False,True,-0.7894393979517053,-107.91636569999812,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2020-07-10,True,True,False,False,False,True,0.1705752694947151,27.34321570000284,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2020-07-15,True,True,False,False,False,True,0.1666450660494109,26.99650070000458,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2020-07-16,True,True,False,False,False,True,-1.684173282447872,-250.4365670999985,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2020-07-24,True,True,False,False,False,True,-0.7691788185028228,-108.91572069999972,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2020-07-30,True,True,False,False,False,True,-0.2039136102169212,-29.13925489999804,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2020-08-11,True,True,False,False,False,True,-1.829051710451968,-258.9937221999986,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2020-08-19,True,True,False,False,False,True,0.4024607811447861,59.76542600000073,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2020-08-26,True,True,False,False,False,True,-0.6855951210453776,-99.68553059999788,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2020-08-31,True,True,False,False,False,True,0.2033525827679911,29.97417070000189,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2020-09-03,True,True,False,False,False,True,1.2441161764300632,180.5212572000022,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2020-09-10,True,True,False,False,False,True,0.3863656408554749,52.3911809000024,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2020-09-22,True,True,False,False,False,True,-0.794188943215321,-107.69202069999751,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2020-09-24,True,True,False,False,False,True,-0.8845365517762556,-117.02418579999862,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2020-10-19,True,True,False,False,False,True,0.0126502914863035,1.7533304000016692,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2020-10-21,True,True,False,False,False,True,0.1628476583577803,22.21242060000124,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2020-10-23,True,True,False,False,False,True,-0.1302899543782187,-17.70640479999993,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2020-10-30,True,True,False,False,False,True,1.5552441575091736,212.2908275000022,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2020-11-11,True,True,False,False,False,True,-0.0662911258596824,-9.63872969999782,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2020-11-25,True,True,False,False,False,True,-0.0618946394606026,-8.72095469999891,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2020-11-26,True,True,False,False,False,True,0.0104842885714316,1.467800400000435,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2020-12-09,True,True,False,False,False,True,0.1580702648335813,21.845310600000943,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2020-12-10,True,True,False,False,False,True,0.0940842553983705,12.635515500001162,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2020-12-16,True,True,False,False,False,True,-0.2778598300073824,-37.59443499999884,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2020-12-22,True,True,False,False,False,True,-0.5808964988696098,-77.08496539999723,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2020-12-24,True,True,False,False,False,True,-0.0543565747384003,-7.272909699997967,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2021-01-19,True,True,False,False,False,True,-1.9266652483443611,-290.92645249999856,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2021-01-26,True,True,False,False,False,True,-1.1490755148447935,-170.2929912999984,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2021-01-28,True,True,False,False,False,True,-1.612104833919764,-229.08009689999847,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2021-02-02,True,True,False,False,False,True,-0.0578507277372093,-7.925549699997674,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2021-02-03,True,True,False,False,False,True,0.2484720097965565,32.972235700003054,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2021-02-05,True,True,False,False,False,True,0.1747873247539858,23.089405600001527,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2021-02-22,True,True,False,False,False,True,0.5838982548317965,81.57058620000197,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2021-02-23,True,True,False,False,False,True,-0.4215743669325413,-58.135105199997454,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2021-02-25,True,True,False,False,False,True,0.8023574820402477,111.68816150000248,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2021-03-02,True,True,False,False,False,True,-0.1302357128129447,-17.68600979999789,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2021-03-04,True,True,False,False,False,True,0.6769568327219464,92.2692163000013,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2021-03-08,True,True,False,False,False,True,-0.1308813854014503,-17.930749799998694,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2021-03-10,True,True,False,False,False,True,-0.203912126001446,-27.997134899998542,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2021-03-25,True,True,False,False,False,True,-0.13151584515195,-18.175489799999493,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2021-03-29,True,True,False,False,False,True,-0.9368935963369808,-127.88597589999787,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2021-04-02,True,True,False,False,False,True,-1.547367680565357,-218.952526799998,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2021-04-20,True,True,False,False,False,True,0.0743949269819349,10.697990500002252,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2021-04-22,True,True,False,False,False,True,-0.0627962602256504,-8.904509699997238,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2021-04-30,True,True,False,False,False,True,0.8140587318314122,112.01448150000232,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2021-05-07,True,True,False,False,False,True,-0.6502399665427401,-87.45727549999854,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2021-05-17,True,True,False,False,False,True,-0.3543650383458532,-47.13055009999847,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2021-05-21,True,True,False,False,False,True,-0.2802276506483367,-36.73784499999695,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2021-05-24,True,True,False,False,False,True,-0.3633539848605456,-45.60092509999848,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2021-06-02,True,True,False,False,False,True,-0.2857830605564446,-34.92268999999753,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2021-06-15,True,True,False,False,False,True,0.1149822749004012,14.43027550000036,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2021-06-21,True,True,False,False,False,True,-0.2039079959612131,-25.243809899998183,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2021-06-29,True,True,False,False,False,True,-0.6070184963738797,-75.33099539999847,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2021-07-01,True,True,False,False,False,True,-0.2039077227642134,-25.080649899998253,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2021-07-02,True,True,False,False,False,True,-0.1203209256474294,-14.40241479999731,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2021-07-07,True,True,False,False,False,True,-0.3686018526748876,-44.78512509999884,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2021-07-08,True,True,False,False,False,True,-0.2039067738985838,-24.52998489999964,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2021-07-14,True,True,False,False,False,True,-0.4617713075601343,-53.75018019999964,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2021-07-16,True,True,False,False,False,True,-0.3780596614447256,-43.43905509999898,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2021-07-22,True,True,False,False,False,True,-0.2039055926558335,-23.87734489999811,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2021-07-27,True,True,False,False,False,True,-0.2926024822694932,-33.00555999999884,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2021-07-28,True,True,False,False,False,True,-0.7496409136363603,-82.46050049999964,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2021-07-29,True,True,False,False,False,True,-0.0218244285714153,-2.3985046999985435,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2021-08-05,True,True,False,False,False,True,-0.1194740489451335,-14.157674799998324,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2021-08-11,True,True,False,False,False,True,-0.1189720696094959,-14.01490979999862,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2021-08-17,True,True,False,False,False,True,-0.2039067379367672,-24.50958989999942,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2021-08-19,True,True,False,False,False,True,-0.5416343907172824,-64.18367529999796,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2021-08-26,True,True,False,False,False,True,-0.2894931993156432,-33.84175499999869,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2021-08-27,True,True,False,False,False,True,-0.6311131118701927,-73.90334539999957,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2021-08-30,True,True,False,False,False,True,-0.4646832771502921,-53.48504519999862,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2021-09-14,True,True,False,False,False,True,-0.2039064480736976,-24.34642989999949,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2021-09-16,True,True,False,False,False,True,-0.2890563829787234,-33.964125,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2021-09-24,True,True,False,False,False,True,-0.6257105430016642,-74.20927039999738,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2021-09-30,True,True,False,False,False,True,-1.3232477728054948,-153.76139119999849,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2021-10-12,True,True,False,False,False,True,-0.2881250841750621,-34.22925999999738,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2021-10-15,True,True,False,False,False,True,-1.0568639036658112,-123.97013589999963,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2021-10-18,True,True,False,False,False,True,-0.6359085526770167,-73.63821039999854,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2021-10-28,True,True,False,False,False,True,-0.7418173879928269,-82.7868204999995,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2021-11-17,True,True,False,False,False,True,-0.2891288756388242,-33.94372999999796,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2021-11-18,True,True,False,False,False,True,-0.1178019776247742,-13.688589799998766,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2021-11-23,True,True,False,False,False,True,-0.3744973154305095,-43.92853509999877,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2021-11-25,True,True,False,False,False,True,-0.289934522785876,-33.71938499999738,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2021-11-26,True,True,False,False,False,True,0.4231010367054681,47.2603858000008,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2021-11-29,True,True,False,False,False,True,-0.568390804189426,-62.40931029999898,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2021-12-29,True,True,False,False,False,True,-0.3720609252100743,-44.27525009999884,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2022-01-06,True,True,False,False,False,True,-0.5404983624894772,-64.26525529999884,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2022-01-07,True,True,False,False,False,True,-0.11933123245983,-14.11688479999789,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2022-01-11,True,True,False,False,False,True,-0.2883381856539961,-34.168074999998545,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2022-01-13,True,True,False,False,False,True,0.4024707861472,46.485375800001606,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2022-01-21,True,True,False,False,False,True,0.2269819603789999,26.352605600001887,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2022-01-24,True,True,False,False,False,True,-0.9005244186248722,-103.47025569999782,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2022-01-25,True,True,False,False,False,True,-0.2923673297966195,-33.066744999997674,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2022-01-27,True,True,False,False,False,True,-0.3836912407906416,-42.704835099998405,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2022-01-28,True,True,False,False,False,True,-1.1044612592259122,-122.70564589999884,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2022-03-07,True,True,False,False,False,True,0.1659760674676518,17.958610499999924,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2022-03-08,True,True,False,False,False,True,-0.581455663207528,-61.63430029999796,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2022-03-10,True,True,False,False,False,True,0.8594548425120865,88.95357620000095,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2022-03-15,True,True,False,False,False,True,-1.3326884717948642,-129.93712599999927,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2022-03-24,True,True,False,False,False,True,-0.3001963907603409,-31.19040499999942,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2022-03-25,True,True,False,False,False,True,0.9708797583170368,99.22391130000116,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2022-03-29,True,True,False,False,False,True,-0.7001880992063348,-70.57896039999855,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2022-04-07,True,True,False,False,False,True,-0.3033535785288039,-30.517369999997676,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2022-04-11,True,True,False,False,False,True,-0.3046549345417955,-30.25223500000029,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2022-04-19,True,True,False,False,False,True,-0.7097214903943362,-70.19145539999985,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2022-04-20,True,True,False,False,False,True,-0.5086241137055711,-50.09947519999877,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2022-04-21,True,True,False,False,False,True,-0.20389682924335,-19.94110989999964,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2022-04-25,True,True,False,False,False,True,-0.9726788759604764,-88.61104559999941,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2022-05-06,True,True,False,False,False,True,-0.3107639281827932,-28.55920499999869,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2022-05-24,True,True,False,False,False,True,-0.4217862642857095,-38.382550049999566,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2022-06-16,True,True,False,False,False,True,0.2158527165970931,20.678690250001527,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2022-06-22,True,True,False,False,False,True,-0.3066620418848091,-29.286224999999277,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2022-06-29,True,True,False,False,False,True,-0.2018981702235683,-19.866779949999128,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2022-06-30,True,True,False,False,False,True,-0.2018981702235683,-19.866779949999128,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2022-07-07,True,True,False,False,False,True,-0.6192106897810173,-59.38230514999957,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2022-07-14,True,True,False,False,False,True,0.0076342947643993,0.729075150000142,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2022-07-15,True,True,False,False,False,True,-0.4159082893048081,-38.88742504999957,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2022-07-29,True,True,False,False,False,True,-0.1023460189054632,-10.285774899999057,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2022-08-03,True,True,False,False,False,True,-0.8194962988683024,-79.65504024999899,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2022-08-12,True,True,False,False,False,True,-0.2018972590485941,-19.523464949999056,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2022-08-19,True,True,False,False,False,True,0.6388682820378113,60.82026044999964,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2022-08-29,True,True,False,False,False,True,-0.6350160189393853,-58.6754801499992,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2022-09-13,True,True,False,False,False,True,0.0089593798735664,0.8502451500014558,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2022-09-16,True,True,False,False,False,True,-0.3115991228070064,-28.417839999998986,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2022-09-19,True,True,False,False,False,True,-0.6520658622047114,-57.96865514999884,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2022-09-20,True,True,False,False,False,True,-0.2018916470251574,-17.645329949998764,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2022-09-22,True,True,False,False,False,True,-0.5476896324884852,-47.53946010000051,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2022-09-29,True,True,False,False,False,True,-0.6794595483293392,-56.93871014999862,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2022-10-10,True,True,False,False,False,True,-1.3053911813725358,-106.51992039999892,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2022-10-19,True,True,False,False,False,True,-0.0827809511904476,-6.953599899997602,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2022-10-24,True,True,False,False,False,True,-1.6501538667068678,-136.79775554999935,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2022-10-26,True,True,False,False,False,True,-0.4429753018072105,-36.76695004999847,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2022-10-28,True,True,False,False,False,True,4.631493261473443,383.4876420500011,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2022-11-18,True,True,False,False,False,True,0.2452622932960975,21.950975250000727,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2022-11-23,True,True,False,False,False,True,-0.3124472375690527,-28.276474999999277,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2022-11-28,True,True,False,False,False,True,-1.1155995473744091,-97.72652034999824,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2022-12-02,True,True,False,False,False,True,-1.9533340344638763,-178.53473074999832,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2022-12-07,True,True,False,False,False,True,-0.2018958593418158,-19.01858994999905,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2022-12-19,True,True,False,False,False,True,0.22521649146212,21.10278525000065,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2022-12-20,True,True,False,False,False,True,-0.3095926264800563,-28.76115499999724,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2022-12-22,True,True,False,False,False,True,0.0134999477933496,1.2541451500021807,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2022-12-27,True,True,False,False,False,True,-0.5277936492942383,-48.60979509999935,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2022-12-28,True,True,False,False,False,True,-0.420108124863678,-38.52391504999928,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2023-01-06,True,True,False,False,False,True,-1.3752016044775954,-128.99391049999846,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2023-01-11,True,True,False,False,False,True,-0.7363559850427265,-68.9229201999992,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2023-01-18,True,True,False,False,False,True,0.1130594459601427,10.7745652000016,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2023-01-20,True,True,False,False,False,True,-1.7766761353619995,-169.31723569999855,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2023-01-31,True,True,False,False,False,True,-0.6227207691903031,-59.22074514999782,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
2023-02-07,True,True,False,False,False,True,-0.6336145107874849,-58.73606514999985,False,False,full_day_consistent_unconfirmed,unconfirmed,full_day_volume_consistent,,,,,
