scenario,date,clock,side,quantity_old,reference_old,value_old,fee_old,dividend_tax_old,sequence,quantity_new,reference_new,value_new,fee_new,dividend_tax_new,_merge
S1_F1_30_paid_open_10,2023-09-08,09:25,BUY,1000.0,19.01,19019.505,5.19019505,0.0,0,1000.0,19.01,19029.01,5.1902901,0.0,both
S1_F1_30_paid_open_10,2023-09-11,15:00,SELL,1000.0,19.46,19450.27,14.9196377,0.0,0,1000.0,19.46,19440.54,14.914675400000002,0.0,both
S1_F1_30_paid_open_10,2023-09-12,09:25,BUY,1000.0,19.19,19199.595,5.19199595,0.0,0,1000.0,19.19,19209.19,5.1920919,0.0,both
S1_F1_30_paid_open_10,2023-09-25,15:00,SELL,1000.0,19.29,19280.355,14.83298105,0.0,0,1000.0,19.29,19270.71,14.8280621,0.0,both
S1_F1_30_paid_open_10,2023-09-26,09:25,BUY,1000.0,19.49,19499.745,5.19499745,0.0,0,1000.0,19.49,19509.489999999998,5.1950949,0.0,both
S1_F1_30_paid_open_10,2023-10-31,15:00,SELL,1000.0,14.72,14712.64,12.5034464,0.0,0,1000.0,14.72,14705.28,12.499692800000002,0.0,both
S1_F1_30_paid_open_10,2023-11-01,09:25,BUY,1000.0,14.76,14767.38,5.1476738,0.0,0,1000.0,14.76,14774.759999999998,5.1477476,0.0,both
S1_F1_30_paid_open_10,2023-11-20,15:00,SELL,1000.0,16.12,16111.940000000002,13.217089400000004,0.0,0,1000.0,16.12,16103.880000000001,13.212978800000002,0.0,both
S1_F1_30_paid_open_10,2023-11-21,09:25,BUY,1000.0,16.19,16198.095,5.16198095,0.0,0,1000.0,16.19,16206.19,5.1620619,0.0,both
S1_F1_30_paid_open_10,2023-11-29,15:00,SELL,1000.0,14.95,14942.525,12.620687750000002,0.0,0,1000.0,14.95,14935.05,12.616875499999999,0.0,both
S1_F1_30_paid_open_10,2023-11-30,09:25,BUY,1000.0,15.08,15087.54,5.1508754,0.0,0,1000.0,15.08,15095.079999999998,5.1509508,0.0,both
S1_F1_30_paid_open_10,2023-12-11,15:00,SELL,1000.0,15.59,15582.205000000002,12.946924550000002,0.0,0,1000.0,15.59,15574.41,12.9429491,0.0,both
S1_F1_30_paid_open_10,2023-12-12,09:25,BUY,1000.0,15.61,15617.804999999998,5.15617805,0.0,0,1000.0,15.61,15625.609999999999,5.1562561,0.0,both
S1_F1_30_paid_open_10,2023-12-20,15:00,SELL,1000.0,14.55,14542.725,12.41678975,0.0,0,1000.0,14.55,14535.45,12.413079500000002,0.0,both
S1_F1_30_paid_open_10,2023-12-21,09:25,BUY,1000.0,14.55,14557.275,5.14557275,0.0,0,1000.0,14.55,14564.55,5.1456455,0.0,both
S1_F1_30_paid_open_10,2024-01-12,15:00,SELL,1000.0,12.86,12853.570000000002,11.5553207,0.0,0,1000.0,12.86,12847.14,11.5520414,0.0,both
S1_F1_30_paid_open_10,2024-01-15,09:25,BUY,1000.0,12.8,12806.4,5.128064,0.0,0,1000.0,12.8,12812.8,5.128128,0.0,both
S1_F1_30_paid_open_10,2024-01-19,15:00,SELL,1000.0,14.2,14192.9,12.238379000000002,0.0,0,1000.0,14.2,14185.8,12.234758,0.0,both
S1_F1_30_paid_open_10,2024-01-22,09:25,BUY,1000.0,14.71,14717.355,5.14717355,0.0,0,1000.0,14.71,14724.71,5.1472471,0.0,both
S1_F1_30_paid_open_10,2024-01-26,15:00,SELL,1000.0,14.41,14402.795,12.34542545,0.0,0,1000.0,14.41,14395.59,12.341750900000001,0.0,both
S1_F1_30_paid_open_10,2024-01-29,09:25,BUY,1000.0,14.22,14227.11,5.1422711,0.0,0,1000.0,14.22,14234.219999999998,5.1423422,0.0,both
S1_F1_30_paid_open_10,2024-02-02,15:00,SELL,1000.0,13.92,13913.04,12.0956504,0.0,0,1000.0,13.92,13906.08,12.0921008,0.0,both
S1_F1_30_paid_open_10,2024-02-05,09:25,BUY,1000.0,13.88,13886.94,5.1388694,0.0,0,1000.0,13.88,13893.88,5.1389388,0.0,both
S1_F1_30_paid_open_10,2024-02-20,15:00,SELL,1000.0,18.49,18480.755,14.42518505,0.0,0,1000.0,18.49,18471.51,14.4204701,0.0,both
S1_F1_30_paid_open_10,2024-02-21,09:25,BUY,1000.0,17.73,17738.864999999998,5.17738865,0.0,0,1000.0,17.73,17747.73,5.1774773,0.0,both
S1_F1_30_paid_open_10,2024-02-28,15:00,SELL,1000.0,18.2,18190.9,14.277359,0.0,0,1000.0,18.2,18181.8,14.272718000000001,0.0,both
S1_F1_30_paid_open_10,2024-02-29,09:25,BUY,1000.0,18.16,18169.08,5.1816908,0.0,0,1000.0,18.16,18178.159999999996,5.1817816,0.0,both
S1_F1_30_paid_open_10,2024-03-05,15:00,SELL,1000.0,22.75,22738.625,16.59669875,0.0,0,1000.0,22.75,22727.25,16.5908975,0.0,both
S1_F1_30_paid_open_10,2024-03-06,09:25,BUY,1000.0,22.07,22081.035,5.22081035,0.0,0,1000.0,22.07,22092.069999999996,5.2209207,0.0,both
S1_F1_30_paid_open_10,2024-03-11,15:00,SELL,1000.0,25.82,25807.09,18.1616159,0.0,0,1000.0,25.82,25794.18,18.155031800000003,0.0,both
S1_F1_30_paid_open_10,2024-03-12,09:25,BUY,1000.0,25.26,25272.63,5.2527263,0.0,0,1000.0,25.26,25285.26,5.2528526,0.0,both
S1_F1_30_paid_open_10,2024-03-19,15:00,SELL,1000.0,25.51,25497.245000000003,18.00359495,0.0,0,1000.0,25.51,25484.49,17.997089900000002,0.0,both
S1_F1_30_paid_open_10,2024-03-20,09:25,BUY,1000.0,25.3,25312.65,5.2531265,0.0,0,1000.0,25.3,25325.299999999996,5.253253,0.0,both
S1_F1_30_paid_open_10,2024-04-29,15:00,SELL,1000.0,24.52,24507.74,17.498947400000002,0.0,0,1000.0,24.52,24495.48,17.492694800000002,0.0,both
S1_F1_30_paid_open_10,2024-04-30,09:25,BUY,1000.0,25.3,25312.65,5.2531265,0.0,0,1000.0,25.3,25325.299999999996,5.253253,0.0,both
S1_F1_30_paid_open_10,2024-05-20,15:00,SELL,1000.0,26.22,26206.890000000003,18.365513900000003,0.0,0,1000.0,26.22,26193.78,18.3588278,0.0,both
S1_F1_30_paid_open_10,2024-05-21,09:25,BUY,1000.0,25.94,25952.97,5.2595297,0.0,0,1000.0,25.94,25965.94,5.2596594,0.0,both
S1_F1_30_paid_open_10,2024-06-07,15:00,SELL,1000.0,24.53,24517.735,17.50404485,0.0,0,1000.0,24.53,24505.47,17.497789700000002,0.0,both
S1_F1_30_paid_open_10,2024-06-11,09:25,BUY,1000.0,24.5,24512.25,5.2451225,0.0,0,1000.0,24.5,24524.499999999996,5.245245,0.0,both
S1_F1_30_paid_open_10,2024-07-02,15:00,SELL,1000.0,27.36,27346.32,18.9466232,0.0,0,1000.0,27.36,27332.64,18.9396464,0.0,both
S1_F1_30_paid_open_10,2024-07-03,09:25,BUY,1000.0,27.15,27163.575,5.27163575,0.0,0,1000.0,27.15,27177.149999999998,5.2717715,0.0,both
S1_F1_30_paid_open_10,2024-07-08,15:00,SELL,1000.0,26.96,26946.52,18.7427252,0.0,0,1000.0,26.96,26933.04,18.735850400000004,0.0,both
S1_F1_30_paid_open_10,2024-07-09,09:25,BUY,1000.0,27.1,27113.55,5.2711355,0.0,0,1000.0,27.1,27127.1,5.271271,0.0,both
S1_F1_30_paid_open_10,2024-07-10,15:00,SELL,1000.0,28.95,28935.525,19.757117750000003,0.0,0,1000.0,28.95,28921.05,19.7497355,0.0,both
S1_F1_30_paid_open_10,2024-07-11,09:25,BUY,1000.0,29.45,29464.725,5.29464725,0.0,0,1000.0,29.45,29479.449999999997,5.2947945,0.0,both
S1_F1_30_paid_open_10,2024-07-17,15:00,SELL,1000.0,25.95,25937.025,18.22788275,0.0,0,1000.0,25.95,25924.05,18.2212655,0.0,both
S1_F1_30_paid_open_10,2024-07-18,09:25,BUY,1000.0,24.82,24832.41,5.2483241,0.0,0,1000.0,24.82,24844.819999999996,5.2484482,0.0,both
S1_F1_30_paid_open_10,2024-07-19,15:00,SELL,1000.0,24.66,24647.67,17.5703117,0.0,0,1000.0,24.66,24635.34,17.564023400000004,0.0,both
S1_F1_30_paid_open_10,2024-07-22,09:25,BUY,1000.0,24.49,24502.245,5.24502245,0.0,0,1000.0,24.49,24514.489999999998,5.2451449,0.0,both
S1_F1_30_paid_open_10,2024-07-23,15:00,SELL,1000.0,24.54,24527.73,17.5091423,0.0,0,1000.0,24.54,24515.46,17.5028846,0.0,both
S1_F1_30_paid_open_10,2024-07-24,09:25,BUY,1000.0,24.4,24412.2,5.244122,0.0,0,1000.0,24.4,24424.399999999998,5.244244,0.0,both
S1_F1_30_paid_open_10,2024-08-01,15:00,SELL,1000.0,23.97,23958.015000000003,17.218587650000003,0.0,0,1000.0,23.97,23946.03,17.2124753,0.0,both
S1_F1_30_paid_open_10,2024-08-02,09:25,BUY,1000.0,22.93,22941.465,5.22941465,0.0,0,1000.0,22.93,22952.929999999997,5.2295293,0.0,both
S1_F1_30_paid_open_10,2024-08-09,15:00,SELL,1000.0,20.79,20779.605,15.59759855,0.0,0,1000.0,20.79,20769.21,15.5922971,0.0,both
S1_F1_30_paid_open_10,2024-08-12,09:25,BUY,1000.0,20.51,20520.255,5.20520255,0.0,0,1000.0,20.51,20530.51,5.2053051,0.0,both
S1_F1_30_paid_open_10,2024-08-26,15:00,SELL,1000.0,20.12,20109.94,15.2560694,116.0,0,1000.0,20.12,20099.88,15.250938800000002,116.0,both
S1_F1_30_paid_open_10,2024-08-27,09:25,BUY,1000.0,20.0,20010.0,5.2001,0.0,0,1000.0,20.0,20019.999999999996,5.2002,0.0,both
S1_F1_30_paid_open_10,2024-08-30,15:00,SELL,1000.0,20.47,20459.765,15.43448015,0.0,0,1000.0,20.47,20449.53,15.429260300000001,0.0,both
S1_F1_30_paid_open_10,2024-09-02,09:25,BUY,1000.0,20.37,20380.185,5.20380185,0.0,0,1000.0,20.37,20390.37,5.2039037,0.0,both
S1_F1_30_paid_open_10,2024-09-05,15:00,SELL,1000.0,18.88,18870.56,14.6239856,0.0,0,1000.0,18.88,18861.12,14.6191712,0.0,both
S1_F1_30_paid_open_10,2024-09-06,09:25,BUY,1000.0,18.87,18879.435,5.18879435,0.0,0,1000.0,18.87,18888.87,5.1888887,0.0,both
S1_F1_30_paid_open_10,2024-09-10,15:00,SELL,1000.0,18.82,18810.59,14.5934009,0.0,0,1000.0,18.82,18801.18,14.588601800000001,0.0,both
S1_F1_30_paid_open_10,2024-09-11,09:25,BUY,1000.0,18.72,18729.36,5.1872936,0.0,0,1000.0,18.72,18738.719999999998,5.1873872,0.0,both
S1_F1_30_paid_open_10,2024-09-25,15:00,SELL,1000.0,21.07,21059.465,15.74032715,0.0,0,1000.0,21.07,21048.93,15.7349543,0.0,both
S1_F1_30_paid_open_10,2024-09-26,09:25,BUY,1000.0,21.11,21120.555,5.21120555,0.0,0,1000.0,21.11,21131.109999999997,5.2113111,0.0,both
S1_F1_30_paid_open_10,2024-09-27,15:00,SELL,1000.0,23.0,22988.5,16.724135,0.0,0,1000.0,23.0,22977.0,16.71827,0.0,both
S1_F1_30_paid_open_10,2024-09-30,09:25,BUY,1000.0,24.3,24312.15,5.2431215,0.0,0,1000.0,24.3,24324.299999999996,5.243243,0.0,both
S1_F1_30_paid_open_10,2024-10-08,15:00,SELL,1000.0,27.71,27696.145,19.12503395,0.0,0,1000.0,27.71,27682.29,19.117967900000004,0.0,both
S1_F1_30_paid_open_10,2024-10-09,09:25,BUY,1000.0,27.7,27713.85,5.2771385,0.0,0,1000.0,27.7,27727.699999999997,5.277277,0.0,both
S1_F1_30_paid_open_10,2024-10-15,15:00,SELL,1000.0,24.6,24587.7,17.539727,0.0,0,1000.0,24.6,24575.4,17.533454,0.0,both
S1_F1_30_paid_open_10,2024-10-16,09:25,BUY,1000.0,23.61,23621.805,5.23621805,0.0,0,1000.0,23.61,23633.609999999997,5.2363361,0.0,both
S1_F1_30_paid_open_10,2024-10-21,15:00,SELL,1000.0,26.2,26186.9,18.355319,0.0,0,1000.0,26.2,26173.8,18.348638,0.0,both
S1_F1_30_paid_open_10,2024-10-22,09:25,BUY,1000.0,26.49,26503.245,5.26503245,0.0,0,1000.0,26.49,26516.489999999998,5.2651649,0.0,both
S1_F1_30_paid_open_10,2024-11-08,15:00,SELL,1000.0,25.98,25967.01,18.2431751,0.0,0,1000.0,25.98,25954.02,18.236550200000003,0.0,both
S1_F1_30_paid_open_10,2024-11-11,09:25,BUY,1000.0,25.3,25312.65,5.2531265,0.0,0,1000.0,25.3,25325.299999999996,5.253253,0.0,both
S1_F1_30_paid_open_10,2024-11-12,15:00,SELL,1000.0,25.72,25707.140000000003,18.1106414,0.0,0,1000.0,25.72,25694.28,18.1040828,0.0,both
S1_F1_30_paid_open_10,2024-11-13,09:25,BUY,1000.0,25.47,25482.735,5.25482735,0.0,0,1000.0,25.47,25495.469999999998,5.2549547,0.0,both
S1_F1_30_paid_open_10,2024-11-20,15:00,SELL,1000.0,24.0,23988.0,17.23388,0.0,0,1000.0,24.0,23976.0,17.227760000000004,0.0,both
S1_F1_30_paid_open_10,2024-11-21,09:25,BUY,1000.0,23.6,23611.8,5.236118,0.0,0,1000.0,23.6,23623.6,5.236236,0.0,both
S1_F1_30_paid_open_10,2024-11-28,15:00,SELL,1000.0,21.85,21839.075,16.13792825,0.0,0,1000.0,21.85,21828.15,16.1323565,0.0,both
S1_F1_30_paid_open_10,2024-11-29,09:25,BUY,1000.0,21.85,21860.925,5.21860925,0.0,0,1000.0,21.85,21871.85,5.2187185,0.0,both
S1_F1_30_paid_open_10,2024-12-06,15:00,SELL,1000.0,22.6,22588.7,16.520237,0.0,0,1000.0,22.6,22577.4,16.514474,0.0,both
S1_F1_30_paid_open_10,2024-12-09,09:25,BUY,1000.0,22.62,22631.31,5.2263131,0.0,0,1000.0,22.62,22642.62,5.2264262,0.0,both
S1_F1_30_paid_open_10,2024-12-20,15:00,SELL,1000.0,22.02,22008.99,16.224584900000004,0.0,0,1000.0,22.02,21997.98,16.2189698,0.0,both
S1_F1_30_paid_open_10,2024-12-23,09:25,BUY,1000.0,22.23,22241.115,5.22241115,0.0,0,1000.0,22.23,22252.229999999996,5.2225223,0.0,both
S1_F1_30_paid_open_10,2024-12-25,15:00,SELL,1000.0,22.72,22708.640000000003,16.581406400000002,0.0,0,1000.0,22.72,22697.28,16.575612800000002,0.0,both
S1_F1_30_paid_open_10,2024-12-26,09:25,BUY,1000.0,22.64,22651.32,5.2265132,0.0,0,1000.0,22.64,22662.639999999996,5.2266264,0.0,both
S1_F1_30_paid_open_10,2024-12-27,15:00,SELL,1000.0,22.61,22598.695,16.525334450000003,0.0,0,1000.0,22.61,22587.39,16.519568900000003,0.0,both
S1_F1_30_paid_open_10,2024-12-30,09:25,BUY,1000.0,22.55,22561.275,5.22561275,0.0,0,1000.0,22.55,22572.55,5.2257255,0.0,both
S1_F1_30_paid_open_10,2025-01-08,15:00,SELL,1000.0,20.63,20619.685,15.516039350000002,0.0,0,1000.0,20.63,20609.37,15.5107787,0.0,both
S1_F1_30_paid_open_10,2025-01-09,09:25,BUY,1000.0,20.62,20630.31,5.2063031,0.0,0,1000.0,20.62,20640.62,5.2064062,0.0,both
S1_F1_30_paid_open_10,2025-01-15,15:00,SELL,1000.0,20.14,20129.93,15.2662643,0.0,0,1000.0,20.14,20119.86,15.261128600000001,0.0,both
S1_F1_30_paid_open_10,2025-01-16,09:25,BUY,1000.0,20.35,20360.175,5.20360175,0.0,0,1000.0,20.35,20370.35,5.2037035,0.0,both
S1_F1_30_paid_open_10,2025-01-17,15:00,SELL,1000.0,20.66,20649.67,15.5313317,0.0,0,1000.0,20.66,20639.34,15.5260634,0.0,both
S1_F1_30_paid_open_10,2025-01-20,09:25,BUY,1000.0,20.91,20920.455,5.20920455,0.0,0,1000.0,20.91,20930.909999999996,5.2093091,0.0,both
S1_F1_30_paid_open_10,2025-01-23,15:00,SELL,1000.0,23.0,22988.5,16.724135,0.0,0,1000.0,23.0,22977.0,16.71827,0.0,both
S1_F1_30_paid_open_10,2025-01-24,09:25,BUY,1000.0,22.71,22721.355,5.22721355,0.0,0,1000.0,22.71,22732.71,5.2273271,0.0,both
S1_F1_30_paid_open_10,2025-01-27,15:00,SELL,1000.0,21.45,21439.275,15.93403025,0.0,0,1000.0,21.45,21428.55,15.9285605,0.0,both
S1_F1_30_paid_open_10,2025-02-05,09:25,BUY,1000.0,20.56,20570.28,5.2057028,0.0,0,1000.0,20.56,20580.559999999998,5.2058056,0.0,both
S1_F1_30_paid_open_10,2025-02-07,15:00,SELL,1000.0,21.55,21539.225,15.985004750000002,0.0,0,1000.0,21.55,21528.45,15.9795095,0.0,both
S1_F1_30_paid_open_10,2025-02-10,09:25,BUY,1000.0,21.66,21670.83,5.2167083,0.0,0,1000.0,21.66,21681.659999999996,5.2168166,0.0,both
S1_F1_30_paid_open_10,2025-02-11,15:00,SELL,1000.0,21.77,21759.115,16.09714865,0.0,0,1000.0,21.77,21748.23,16.0915973,0.0,both
S1_F1_30_paid_open_10,2025-02-12,09:25,BUY,1000.0,21.72,21730.86,5.2173086,0.0,0,1000.0,21.72,21741.719999999998,5.2174172,0.0,both
S1_F1_30_paid_open_10,2025-02-13,15:00,SELL,1000.0,21.79,21779.105,16.107343550000003,0.0,0,1000.0,21.79,21768.21,16.101787100000003,0.0,both
S1_F1_30_paid_open_10,2025-02-14,09:25,BUY,1000.0,21.81,21820.905,5.2182090500000005,0.0,0,1000.0,21.81,21831.809999999998,5.2183181,0.0,both
S1_F1_30_paid_open_10,2025-02-24,15:00,SELL,1000.0,23.21,23198.395,16.831181450000003,0.0,0,1000.0,23.21,23186.79,16.825262900000002,0.0,both
S1_F1_30_paid_open_10,2025-02-25,09:25,BUY,1000.0,22.8,22811.4,5.228114,0.0,0,1000.0,22.8,22822.8,5.228228,0.0,both
S1_F1_30_paid_open_10,2025-03-05,15:00,SELL,1000.0,21.04,21029.48,15.7250348,0.0,0,1000.0,21.04,21018.96,15.7196696,0.0,both
S1_F1_30_paid_open_10,2025-03-06,09:25,BUY,1000.0,21.2,21210.6,5.212106,0.0,0,1000.0,21.2,21221.199999999997,5.212212,0.0,both
S1_F1_30_paid_open_10,2025-03-11,15:00,SELL,1000.0,20.82,20809.59,15.6128909,0.0,0,1000.0,20.82,20799.18,15.6075818,0.0,both
S1_F1_30_paid_open_10,2025-03-12,09:25,BUY,1000.0,20.92,20930.46,5.2093046,0.0,0,1000.0,20.92,20940.92,5.2094092,0.0,both
S1_F1_30_paid_open_10,2025-03-17,15:00,SELL,1000.0,21.52,21509.24,15.969712400000002,0.0,0,1000.0,21.52,21498.48,15.9642248,0.0,both
S1_F1_30_paid_open_10,2025-03-18,09:25,BUY,1000.0,21.48,21490.74,5.2149074,0.0,0,1000.0,21.48,21501.479999999996,5.2150148,0.0,both
S1_F1_30_paid_open_10,2025-03-25,15:00,SELL,1000.0,20.51,20499.745000000003,15.454869950000004,0.0,0,1000.0,20.51,20489.49,15.449639900000001,0.0,both
S1_F1_30_paid_open_10,2025-03-26,09:25,BUY,1000.0,20.43,20440.215,5.20440215,0.0,0,1000.0,20.43,20450.429999999997,5.2045043,0.0,both
S1_F1_30_paid_open_10,2025-04-10,15:00,SELL,1000.0,17.96,17951.02,14.1550202,0.0,0,1000.0,17.96,17942.04,14.1504404,0.0,both
S1_F1_30_paid_open_10,2025-04-11,09:25,BUY,1000.0,17.65,17658.825,5.17658825,0.0,0,1000.0,17.65,17667.649999999998,5.1766765,0.0,both
S1_F1_30_paid_open_10,2025-04-22,15:00,SELL,1000.0,17.78,17771.11,14.063266100000002,0.0,0,1000.0,17.78,17762.22,14.058732200000001,0.0,both
S1_F1_30_paid_open_10,2025-04-23,09:25,BUY,1000.0,18.19,18199.095,5.18199095,0.0,0,1000.0,18.19,18208.19,5.1820819,0.0,both
S1_F1_30_paid_open_10,2025-04-30,15:00,SELL,1000.0,18.06,18050.97,14.205994700000002,0.0,0,1000.0,18.06,18041.94,14.2013894,0.0,both
S1_F1_30_paid_open_10,2025-05-06,09:25,BUY,1000.0,18.3,18309.15,5.1830915,0.0,0,1000.0,18.3,18318.3,5.183183,0.0,both
S1_F1_30_paid_open_10,2025-05-07,15:00,SELL,1000.0,18.63,18620.685,14.496549350000002,0.0,0,1000.0,18.63,18611.37,14.4917987,0.0,both
S1_F1_30_paid_open_10,2025-05-08,09:25,BUY,1000.0,18.7,18709.35,5.1870935,0.0,0,1000.0,18.7,18718.699999999997,5.187187,0.0,both
S1_F1_30_paid_open_10,2025-05-13,15:00,SELL,1000.0,19.09,19080.455,14.73103205,0.0,0,1000.0,19.09,19070.91,14.7261641,0.0,both
S1_F1_30_paid_open_10,2025-05-14,09:25,BUY,1000.0,19.48,19489.74,5.1948974,0.0,0,1000.0,19.48,19499.48,5.1949948,0.0,both
S1_F1_30_paid_open_10,2025-05-19,15:00,SELL,1000.0,19.05,19040.475,14.71064225,0.0,0,1000.0,19.05,19030.95,14.705784500000002,0.0,both
S1_F1_30_paid_open_10,2025-05-20,09:25,BUY,1000.0,19.05,19059.525,5.19059525,0.0,0,1000.0,19.05,19069.05,5.1906905,0.0,both
S1_F1_30_paid_open_10,2025-05-30,15:00,SELL,1000.0,18.93,18920.535,14.64947285,0.0,0,1000.0,18.93,18911.07,14.6446457,0.0,both
S1_F1_30_paid_open_10,2025-06-03,09:25,BUY,1000.0,18.82,18829.41,5.1882941,0.0,0,1000.0,18.82,18838.82,5.1883882,0.0,both
S1_F1_30_paid_open_10,2025-06-05,15:00,SELL,1000.0,20.56,20549.72,15.480357200000002,0.0,0,1000.0,20.56,20539.44,15.4751144,0.0,both
S1_F1_30_paid_open_10,2025-06-06,09:25,BUY,1000.0,20.5,20510.25,5.2051025,0.0,0,1000.0,20.5,20520.499999999996,5.205205,0.0,both
S1_F1_30_paid_open_10,2025-06-19,15:00,SELL,1000.0,20.81,20799.595,15.60779345,0.0,0,1000.0,20.81,20789.19,15.6024869,0.0,both
S1_F1_30_paid_open_10,2025-06-20,09:25,BUY,1000.0,20.91,20920.455,5.20920455,0.0,0,1000.0,20.91,20930.909999999996,5.2093091,0.0,both
S1_F1_30_paid_open_10,2025-06-26,15:00,SELL,1000.0,21.04,21029.48,15.7250348,0.0,0,1000.0,21.04,21018.96,15.7196696,0.0,both
S1_F1_30_paid_open_10,2025-06-27,09:25,BUY,1000.0,21.04,21050.52,5.2105052,0.0,0,1000.0,21.04,21061.039999999997,5.2106104,0.0,both
S1_F1_30_paid_open_10,2025-07-04,15:00,SELL,1000.0,23.81,23798.095,17.137028450000003,0.0,0,1000.0,23.81,23786.19,17.1309569,0.0,both
S1_F1_30_paid_open_10,2025-07-07,09:25,BUY,1000.0,23.8,23811.9,5.238119,0.0,0,1000.0,23.8,23823.799999999996,5.238238,0.0,both
S1_F1_30_paid_open_10,2025-07-09,15:00,SELL,1000.0,26.6,26586.7,18.559217000000004,0.0,0,1000.0,26.6,26573.4,18.552434,0.0,both
S1_F1_30_paid_open_10,2025-07-10,09:25,BUY,1000.0,26.9,26913.45,5.2691345,0.0,0,1000.0,26.9,26926.899999999998,5.2692689999999995,0.0,both
S1_F1_30_paid_open_10,2025-07-16,15:00,SELL,1000.0,26.73,26716.635,18.62548385,0.0,0,1000.0,26.73,26703.27,18.618667700000003,0.0,both
S1_F1_30_paid_open_10,2025-07-17,09:25,BUY,1000.0,26.63,26643.315,5.26643315,0.0,0,1000.0,26.63,26656.629999999997,5.2665663,0.0,both
S1_F1_30_paid_open_10,2025-07-18,15:00,SELL,1000.0,27.11,27096.445,18.81918695,0.0,0,1000.0,27.11,27082.89,18.8122739,0.0,both
S1_F1_30_paid_open_10,2025-07-21,09:25,BUY,1000.0,27.0,27013.5,5.270135,0.0,0,1000.0,27.0,27026.999999999996,5.27027,0.0,both
S1_F1_30_paid_open_10,2025-07-29,15:00,SELL,1000.0,31.19,31174.405,20.89894655,0.0,0,1000.0,31.19,31158.81,20.890993100000003,0.0,both
S1_F1_30_paid_open_10,2025-07-30,09:25,BUY,1000.0,31.0,31015.5,5.310155,0.0,0,1000.0,31.0,31030.999999999996,5.31031,0.0,both
S1_F1_30_paid_open_10,2025-08-05,15:00,SELL,1000.0,35.05,35032.475,22.86656225,128.0,0,1000.0,35.05,35014.95,22.8576245,128.0,both
S1_F1_30_paid_open_10,2025-08-06,09:25,BUY,1000.0,34.1,34117.05,5.3411705,0.0,0,1000.0,34.1,34134.1,5.341341,0.0,both
S1_F1_30_paid_open_10,2025-08-13,15:00,SELL,1000.0,43.68,43658.16,28.17697646400001,0.0,0,1000.0,43.68,43636.32,28.162880928,0.0,both
S1_F1_30_paid_open_10,2025-08-14,09:25,BUY,1000.0,43.96,43981.98,6.394979892,0.0,0,1000.0,43.96,44003.95999999999,6.398175783999999,0.0,both
S1_F1_30_paid_open_10,2025-08-20,15:00,SELL,1000.0,47.91,47886.045000000006,30.90565344300001,0.0,0,1000.0,47.91,47862.09,30.890192886,0.0,both
S1_F1_30_paid_open_10,2025-08-21,09:25,BUY,1000.0,47.42,47443.71,6.898315434000001,0.0,0,1000.0,47.42,47467.42,6.9017628680000005,0.0,both
S1_F1_30_paid_open_10,2025-08-26,15:00,SELL,1000.0,45.48,45457.26,29.338115604,0.0,0,1000.0,45.48,45434.52,29.323439207999996,0.0,both
S1_F1_30_paid_open_10,2025-08-27,09:25,BUY,1000.0,45.0,45022.5,6.5462715000000005,0.0,0,1000.0,45.0,45044.99999999999,6.549543,0.0,both
S1_F1_30_paid_open_10,2025-08-29,15:00,SELL,1000.0,53.83,53803.08500000001,34.72451105900001,0.0,0,1000.0,53.83,53776.17,34.707140118,0.0,both
S1_F1_30_paid_open_10,2025-09-01,09:25,BUY,1000.0,53.99,54016.995,7.854071073,0.0,0,1000.0,53.99,54043.98999999999,7.857996146,0.0,both
S1_F1_30_paid_open_10,2025-09-11,15:00,SELL,1000.0,59.04,59010.48,38.085363792,0.0,0,1000.0,59.04,58980.96,38.066311584000005,0.0,both
S1_F1_30_paid_open_10,2025-09-12,09:25,BUY,1000.0,58.88,58909.44,8.565432576,0.0,0,1000.0,58.88,58938.87999999999,8.569713151999999,0.0,both
S1_F1_30_paid_open_10,2025-09-23,15:00,SELL,1000.0,70.87,70834.565,45.716628251,0.0,0,1000.0,70.87,70799.13,45.69375850200001,0.0,both
S1_F1_30_paid_open_10,2025-09-24,09:25,BUY,1000.0,68.8,68834.4,10.00852176,0.0,0,1000.0,68.8,68868.79999999999,10.01352352,0.0,both
S1_F1_30_paid_open_10,2025-10-16,15:00,SELL,1000.0,63.59,63558.205,41.020465507,0.0,0,1000.0,63.59,63526.41,40.999945014000005,0.0,both
S1_F1_30_paid_open_10,2025-10-17,09:25,BUY,1000.0,63.0,63031.5,9.1647801,0.0,0,1000.0,63.0,63062.99999999999,9.1693602,0.0,both
S1_F1_30_paid_open_10,2025-10-22,15:00,SELL,1000.0,65.46,65427.27,42.226760058,0.0,0,1000.0,65.46,65394.53999999999,42.205636116,0.0,both
S1_F1_30_paid_open_10,2025-10-23,09:25,BUY,1000.0,64.8,64832.4,9.42663096,0.0,0,1000.0,64.8,64864.799999999996,9.43134192,0.0,both
S1_F1_30_paid_open_10,2025-10-27,15:00,SELL,1000.0,72.76,72723.62000000001,46.93582434800001,0.0,0,1000.0,72.76,72687.24,46.912344696000005,0.0,both
S1_F1_30_paid_open_10,2025-10-28,09:25,BUY,1000.0,71.18,71215.59,10.354746786000002,0.0,0,1000.0,71.18,71251.18,10.359921572,0.0,both
S1_F1_30_paid_open_10,2025-10-30,15:00,SELL,1000.0,77.97,77931.015,50.296677081,0.0,0,1000.0,77.97,77892.03,50.271516162000005,0.0,both
