entry,exit,days,sale_cash,final_cash,restored
2020-01-02,2020-01-03,1,18347.071773800002,5376.4671891,True
2020-01-06,2020-01-07,1,17867.801129,5410.001739899999,True
2020-01-08,2020-01-09,1,17488.3785352,5094.129297200001,True
2020-01-10,2020-01-13,1,17997.6035953,5227.450714000002,True
2020-01-14,2020-01-15,1,18357.0565789,5059.881907800005,True
2020-01-16,2020-01-17,1,18377.0261891,5022.339912900006,True
2020-01-20,2020-01-21,1,19305.6130634,5052.937583700008,True
2020-01-22,2020-01-23,1,20813.3186335,5460.653213300007,True
2020-02-04,2020-02-05,1,17987.618790200002,5273.828621900011,True
2020-02-06,2020-02-07,1,18886.251249200002,4785.012477500011,True
2020-02-10,2020-02-11,1,18876.2664441,4736.445532500016,True
2020-02-12,2020-02-13,1,19115.9017665,4887.493109500017,True
2020-02-14,2020-02-17,1,18317.1173585,4860.07868470002,True
2020-02-18,2020-02-19,1,18816.3576135,5041.753712000023,True
2020-02-20,2020-02-21,1,18776.4183931,4893.3387160000275,True
2020-02-24,2020-02-25,1,20104.3974714,5022.3567878000285,True
2020-02-26,2020-02-27,1,18676.5703421,5034.228943400027,True
2020-02-28,2020-03-02,1,17049.0471108,4899.347482500027,True
2020-03-03,2020-03-04,1,17408.500094400002,5213.965806100026,True
2020-03-05,2020-03-06,1,17128.9255516,5409.092788500027,True
2020-03-09,2020-03-10,1,16150.414651800002,5746.29128230003,True
2020-03-11,2020-03-12,1,16509.867635399998,5932.67755460003,True
2020-03-13,2020-03-16,1,15621.2199815,5940.785380100031,True
2020-03-17,2020-03-18,1,13883.8638941,5662.291132700035,True
2020-03-19,2020-03-20,1,13484.471690100001,5564.706287100036,True
2020-03-23,2020-03-24,1,12495.9759852,5239.020944200038,True
2020-03-25,2020-03-26,1,13524.4109105,5401.489721200038,True
2020-03-27,2020-03-30,1,13045.1402657,5785.051860400037,True
2020-03-31,2020-04-01,1,13184.9275371,5538.000863300036,True
2020-04-02,2020-04-03,1,13953.757529800001,5739.613455700039,True
2020-04-07,2020-04-08,1,14123.4992165,5750.780531200042,True
2020-04-09,2020-04-10,1,13923.803114500002,5842.3971075000445,True
2020-04-13,2020-04-14,1,13125.018706500001,5605.473680500045,True
2020-04-15,2020-04-16,1,13843.924673700001,5817.315818000046,True
2020-04-17,2020-04-20,1,13963.742334900002,5688.73641210005,True
2020-04-21,2020-04-22,1,14133.4840216,5809.9402937000505,True
2020-04-23,2020-04-24,1,13933.787919600001,5711.437673100054,True
2020-04-27,2020-04-28,1,13923.803114500002,5582.939847200059,True
2020-04-29,2020-04-30,1,14213.3624624,5333.7881651000625,True
2020-05-06,2020-05-07,1,14732.5723276,5403.742346200064,True
2020-05-08,2020-05-11,1,14413.0585644,5314.265965700066,True
2020-05-12,2020-05-13,1,14203.3776573,5455.3374825000665,True
2020-05-14,2020-05-15,1,13664.198181900001,5407.411527400069,True
2020-05-18,2020-05-19,1,13464.502079900001,5149.784270200071,True
2020-05-20,2020-05-21,1,13823.955063500001,5061.511194700073,True
2020-05-22,2020-05-25,1,13234.8515626,5084.498625300075,True
2020-05-26,2020-05-27,1,13474.486885,5026.954975100076,True
2020-05-28,2020-05-29,1,13434.5476646,5139.581306600077,True
2020-06-01,2020-06-02,1,13853.909478800002,4941.189845000079,True
2020-06-03,2020-06-04,1,14193.3928522,4982.229755800079,True
2020-06-05,2020-06-08,1,14053.6055808,4573.321192100082,True
2020-06-09,2020-06-10,1,14522.8914205,4663.714068400081,True
2020-06-11,2020-06-12,1,13993.696750200002,4845.234680600082,True
