ordinal,date,status_old,cash_old,net_old,fee_old,extra_cash_old,days_missing_old,restore_date_old,auction_quantity,restore_clock_old,restore_price,restore_kind,missed_dividend_old,cash_openonly,net_openonly,status_openonly,restore_date_openonly,days_missing_openonly,restore_clock_openonly,missed_dividend_openonly,fee_openonly,extra_cash_openonly
600,2020-11-26,completed,1.467800400001309,0.0104842885714379,24.5521996,0.0,1,2020-11-27,unknown,09:25,13.96,open_proxy,0.0,1.467800400001309,0.010484288571437921,restored_at_open,2020-11-27,1,09:25,0.0,24.5521996,0.0
601,2020-11-27,completed,21.82491560000321,0.1578085003615561,24.3750844,0.0,1,2020-11-30,unknown,09:25,13.77,open_proxy,0.0,21.82491560000321,0.1578085003615561,restored_at_open,2020-11-30,1,09:25,0.0,24.375084400000002,0.0
602,2020-11-30,completed,11.860505500002605,0.0858834576394105,24.3544945,0.0,1,2020-12-01,unknown,09:25,13.76,open_proxy,0.0,11.860505500002603,0.08588345763941059,restored_at_open,2020-12-01,1,09:25,0.0,24.3544945,0.0
603,2020-12-01,completed,-58.72656019999918,-0.4170920468749941,24.6365602,58.72656019999886,1,2020-12-02,unknown,09:25,14.1,open_proxy,0.0,-58.72656019999918,-0.4170920468749941,restored_at_open,2020-12-02,1,09:25,0.0,24.6365602,58.72656019999886
604,2020-12-02,completed,11.37102549999948,0.0809325658362952,24.603974500000003,0.0,1,2020-12-03,unknown,09:25,14.0,open_proxy,0.0,11.37102549999948,0.08093256583629523,restored_at_open,2020-12-03,1,09:25,0.0,24.603974500000003,0.0
605,2020-12-03,completed,31.748535700001582,0.2289007620764353,24.4164643,0.0,1,2020-12-04,unknown,09:25,13.8,open_proxy,0.0,31.748535700001586,0.22890076207643537,restored_at_open,2020-12-04,1,09:25,0.0,24.4164643,0.0
606,2020-12-04,completed,-18.216279799999253,-0.1316205187861217,24.3862798,18.21627979999903,1,2020-12-07,unknown,09:25,13.82,open_proxy,0.0,-18.216279799999253,-0.13162051878612177,restored_at_open,2020-12-07,1,09:25,0.0,24.3862798,18.21627979999903
607,2020-12-07,completed,-178.03434639999833,-1.29857291320203,24.254346400000003,178.03434639999796,1,2020-12-08,unknown,09:25,13.85,open_proxy,0.0,-178.03434639999833,-1.29857291320203,restored_at_open,2020-12-08,1,09:25,0.0,24.254346400000003,178.03434639999796
608,2020-12-08,completed,-68.85413029999961,-0.486945758840167,24.6991303,68.85413030000018,1,2020-12-09,unknown,09:25,14.17,open_proxy,0.0,-68.85413029999961,-0.486945758840167,restored_at_open,2020-12-09,1,09:25,0.0,24.6991303,68.85413030000018
609,2020-12-09,completed,21.8453106000016,0.158070264833586,24.364689400000003,0.0,1,2020-12-10,unknown,09:25,13.76,open_proxy,0.0,21.845310600001596,0.15807026483358608,restored_at_open,2020-12-10,1,09:25,0.0,24.364689400000003,0.0
