scenario,date,field,old,new
S0_0_paid_open_5,2020-12-15,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2020-12-16,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2020-12-17,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2020-12-18,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2020-12-21,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2020-12-22,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2020-12-23,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2020-12-24,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2020-12-25,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2020-12-28,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2020-12-29,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2020-12-30,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2020-12-31,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2021-01-04,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2021-01-05,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2021-01-06,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2021-01-07,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2021-01-08,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2021-01-11,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2021-01-12,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2021-01-13,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2021-01-14,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2021-01-15,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2021-01-18,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2021-01-19,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2021-01-20,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2021-01-21,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2021-01-22,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2021-01-25,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2021-01-26,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2021-01-27,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2021-01-28,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2021-01-29,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2021-02-01,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2021-02-02,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2021-02-03,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2021-02-04,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2021-02-05,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2021-02-08,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2021-02-09,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2021-02-10,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2021-02-18,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2021-02-19,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2021-02-22,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2021-02-23,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2021-02-24,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2021-02-25,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2021-02-26,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2021-03-01,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2021-03-02,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2021-03-03,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2021-03-04,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2021-03-05,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2021-03-08,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2021-03-09,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2021-03-10,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2021-03-11,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2021-03-12,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2021-03-15,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2021-03-16,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2021-03-17,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2021-03-18,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2021-03-19,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2021-03-22,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2021-03-23,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2021-03-24,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2021-03-25,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2021-03-26,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2021-03-29,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2021-03-30,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2021-03-31,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2021-04-01,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2021-04-02,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2021-04-06,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2021-04-07,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2021-04-08,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2021-04-09,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2021-04-12,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2021-04-13,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2021-04-14,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2021-04-15,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2021-04-16,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2021-04-19,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2021-04-20,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2021-04-21,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2021-04-22,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2021-04-23,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2021-04-26,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2021-04-27,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2021-04-28,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2021-04-29,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2021-04-30,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2021-05-06,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2021-05-07,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2021-05-10,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2021-05-11,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2021-05-12,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2021-05-13,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2021-05-14,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2021-05-17,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2021-05-18,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2021-05-19,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2021-05-20,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2021-05-21,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2021-05-24,cash,6.952748160018928,1106.0224872400086
S0_0_paid_open_5,2021-05-25,cash,12622.746394560018,1106.0224872400086
S0_0_paid_open_5,2021-05-26,cash,51.21506896001847,1106.0224872400086
S0_0_paid_open_5,2021-05-27,cash,12647.039105160018,1106.0224872400086
S0_0_paid_open_5,2021-05-28,cash,75.50777956001912,1106.0224872400086
S0_0_paid_open_5,2021-05-31,cash,12471.63571376002,1106.0224872400086
S0_0_paid_open_5,2021-06-01,cash,40.17718956002136,1106.0224872400086
S0_0_paid_open_5,2021-06-02,cash,12236.609021760023,1106.0224872400086
S0_0_paid_open_5,2021-06-03,cash,5.25449956002376,1106.0224872400086
S0_0_paid_open_5,2021-06-04,cash,12201.686331760024,1106.0224872400086
S0_0_paid_open_5,2021-06-07,cash,1183.962581690026,1106.0224872400086
S0_0_paid_open_5,2021-06-08,cash,1183.962581690026,1106.0224872400086
S0_0_paid_open_5,2021-06-09,cash,1183.962581690026,1106.0224872400086
S0_0_paid_open_5,2021-06-10,cash,1183.962581690026,1106.0224872400086
S0_0_paid_open_5,2021-06-11,cash,1183.962581690026,1106.0224872400086
S0_0_paid_open_5,2021-06-15,cash,1183.962581690026,1106.0224872400086
S0_0_paid_open_5,2021-06-16,cash,1183.962581690026,1106.0224872400086
S0_0_paid_open_5,2021-06-17,cash,1183.962581690026,1106.0224872400086
S0_0_paid_open_5,2021-06-18,cash,1183.962581690026,1106.0224872400086
S0_0_paid_open_5,2021-06-21,cash,1183.962581690026,1106.0224872400086
S0_0_paid_open_5,2021-06-22,cash,1183.962581690026,1106.0224872400086
S0_0_paid_open_5,2021-06-23,cash,1183.962581690026,1106.0224872400086
S0_0_paid_open_5,2021-06-24,cash,1183.962581690026,1106.0224872400086
S0_0_paid_open_5,2021-06-25,cash,1183.962581690026,1106.0224872400086
S0_0_paid_open_5,2021-06-28,cash,1183.962581690026,1106.0224872400086
S0_0_paid_open_5,2021-06-29,cash,1183.962581690026,1106.0224872400086
S0_0_paid_open_5,2021-06-30,cash,1183.962581690026,1106.0224872400086
S0_0_paid_open_5,2021-07-01,cash,1183.962581690026,1106.0224872400086
S0_0_paid_open_5,2021-07-02,cash,1183.962581690026,1106.0224872400086
S0_0_paid_open_5,2021-07-05,cash,1183.962581690026,1106.0224872400086
S0_0_paid_open_5,2021-07-06,cash,1183.962581690026,1106.0224872400086
S0_0_paid_open_5,2021-07-07,cash,1183.962581690026,1106.0224872400086
S0_0_paid_open_5,2021-07-08,cash,1183.962581690026,1106.0224872400086
S0_0_paid_open_5,2021-07-09,cash,1183.962581690026,1106.0224872400086
S0_0_paid_open_5,2021-07-12,cash,1183.962581690026,1106.0224872400086
S0_0_paid_open_5,2021-07-13,cash,1183.962581690026,1106.0224872400086
S0_0_paid_open_5,2021-07-14,cash,0.350009910026074,1106.0224872400086
S0_0_paid_open_5,2021-07-15,cash,11727.496002410026,1106.0224872400086
S0_0_paid_open_5,2021-07-16,cash,0.4061653000262595,1106.0224872400086
S0_0_paid_open_5,2021-07-19,cash,11537.840860900027,1106.0224872400086
S0_0_paid_open_5,2021-07-20,cash,16.855545800028267,1106.0224872400086
S0_0_paid_open_5,2021-07-21,cash,11763.971148500028,1106.0224872400086
S0_0_paid_open_5,2021-07-22,cash,1169.4673626600288,1106.0224872400086
S0_0_paid_open_5,2021-07-23,cash,5.865191080028808,1106.0224872400086
S0_0_paid_open_5,2021-07-26,cash,11603.20871728003,1106.0224872400086
S0_0_paid_open_5,2021-07-27,cash,162.26500298002975,1331.0224872400086
S0_0_paid_open_5,2021-07-28,cash,11140.55061298003,197.43591596000874
S0_0_paid_open_5,2021-07-29,cash,79.80450248003035,11165.73672086001
S0_0_paid_open_5,2021-07-30,cash,11277.75582468003,195.03741126001114
S0_0_paid_open_5,2021-08-02,cash,46.9213124800317,11982.092234360012
S0_0_paid_open_5,2021-08-03,cash,11853.945745780033,120.93011586001376
S0_0_paid_open_5,2021-08-04,cash,52.8148278800345,12007.832989960014
S0_0_paid_open_5,2021-08-05,cash,11879.808871380035,16.60327016001429
S0_0_paid_open_5,2021-08-06,cash,38.65715308003564,11823.627703460015
S0_0_paid_open_5,2021-08-09,cash,12045.377688380036,12.491585460014903
S0_0_paid_open_5,2021-08-10,cash,1189.7381799300383,12129.044976860016
S0_0_paid_open_5,2021-08-11,cash,0.1224880900383595,1102.3165467000163
S0_0_paid_open_5,2021-08-12,cash,11727.26848059004,1102.3165467000163
S0_0_paid_open_5,2021-08-13,cash,1150.7740549300397,1102.3165467000163
S0_0_paid_open_5,2021-08-16,cash,1150.7740549300397,1102.3165467000163
S0_0_paid_open_5,2021-08-17,cash,1150.7740549300397,1102.3165467000163
S0_0_paid_open_5,2021-08-18,cash,1150.7740549300397,1102.3165467000163
