scenario,date,field,old,new
S0_0_paid_open_5,2020-03-04,cash,1.5420705400024417,1692.4182873900027
S0_0_paid_open_5,2020-03-05,cash,17130.467622140004,1692.4182873900027
S0_0_paid_open_5,2020-03-06,cash,286.71585384000355,3.5431105600027877
S0_0_paid_open_5,2020-03-09,cash,16437.130505640005,16153.957762360005
S0_0_paid_open_5,2020-03-10,cash,443.8207458400048,160.6480025600049
S0_0_paid_open_5,2020-03-11,cash,16953.688381240005,16670.51563796
S0_0_paid_open_5,2020-03-12,cash,690.2382187400053,407.06547546000184
S0_0_paid_open_5,2020-03-13,cash,16311.458200240006,16028.285456960002
S0_0_paid_open_5,2020-03-16,cash,618.3044434400072,335.1317001600037
S0_0_paid_open_5,2020-03-17,cash,14502.168337540008,14218.995594260005
S0_0_paid_open_5,2020-03-18,cash,439.86219704000905,156.68945376000556
S0_0_paid_open_5,2020-03-19,cash,13924.33388714001,13641.161143860007
S0_0_paid_open_5,2020-03-20,cash,232.22015034001012,1317.7587807400068
S0_0_paid_open_5,2020-03-23,cash,12728.19613554001,2.0775676400069187
S0_0_paid_open_5,2020-03-24,cash,1242.2290207900114,12997.293807840008
S0_0_paid_open_5,2020-03-25,cash,1242.2290207900114,926.0224872400086
S0_0_paid_open_5,2020-03-26,cash,1242.2290207900114,926.0224872400086
S0_0_paid_open_5,2020-03-27,cash,1242.2290207900114,926.0224872400086
S0_0_paid_open_5,2020-03-30,cash,1242.2290207900114,926.0224872400086
S0_0_paid_open_5,2020-03-31,cash,1242.2290207900114,926.0224872400086
S0_0_paid_open_5,2020-04-01,cash,1242.2290207900114,926.0224872400086
S0_0_paid_open_5,2020-04-02,cash,1242.2290207900114,926.0224872400086
S0_0_paid_open_5,2020-04-03,cash,1242.2290207900114,926.0224872400086
S0_0_paid_open_5,2020-04-07,cash,1242.2290207900114,926.0224872400086
S0_0_paid_open_5,2020-04-08,cash,1242.2290207900114,926.0224872400086
S0_0_paid_open_5,2020-04-09,cash,1242.2290207900114,926.0224872400086
S0_0_paid_open_5,2020-04-10,cash,1242.2290207900114,926.0224872400086
S0_0_paid_open_5,2020-04-13,cash,1242.2290207900114,926.0224872400086
S0_0_paid_open_5,2020-04-14,cash,1242.2290207900114,926.0224872400086
S0_0_paid_open_5,2020-04-15,cash,1242.2290207900114,926.0224872400086
S0_0_paid_open_5,2020-04-16,cash,1242.2290207900114,926.0224872400086
S0_0_paid_open_5,2020-04-17,cash,1242.2290207900114,926.0224872400086
S0_0_paid_open_5,2020-04-20,cash,1242.2290207900114,926.0224872400086
S0_0_paid_open_5,2020-04-21,cash,1242.2290207900114,926.0224872400086
S0_0_paid_open_5,2020-04-22,cash,1242.2290207900114,926.0224872400086
S0_0_paid_open_5,2020-04-23,cash,1242.2290207900114,926.0224872400086
S0_0_paid_open_5,2020-04-24,cash,1242.2290207900114,926.0224872400086
S0_0_paid_open_5,2020-04-27,cash,1242.2290207900114,926.0224872400086
S0_0_paid_open_5,2020-04-28,cash,1242.2290207900114,926.0224872400086
S0_0_paid_open_5,2020-04-29,cash,1242.2290207900114,926.0224872400086
S0_0_paid_open_5,2020-04-30,cash,1242.2290207900114,926.0224872400086
S0_0_paid_open_5,2020-05-06,cash,1242.2290207900114,926.0224872400086
S0_0_paid_open_5,2020-05-07,cash,1242.2290207900114,926.0224872400086
S0_0_paid_open_5,2020-05-08,cash,1242.2290207900114,926.0224872400086
S0_0_paid_open_5,2020-05-11,cash,1242.2290207900114,926.0224872400086
S0_0_paid_open_5,2020-05-12,cash,1242.2290207900114,926.0224872400086
S0_0_paid_open_5,2020-05-13,cash,1242.2290207900114,926.0224872400086
S0_0_paid_open_5,2020-05-14,cash,1242.2290207900114,926.0224872400086
S0_0_paid_open_5,2020-05-15,cash,1242.2290207900114,926.0224872400086
S0_0_paid_open_5,2020-05-18,cash,1242.2290207900114,926.0224872400086
S0_0_paid_open_5,2020-05-19,cash,1242.2290207900114,926.0224872400086
S0_0_paid_open_5,2020-05-20,cash,1242.2290207900114,926.0224872400086
S0_0_paid_open_5,2020-05-21,cash,1242.2290207900114,926.0224872400086
S0_0_paid_open_5,2020-05-22,cash,1242.2290207900114,926.0224872400086
S0_0_paid_open_5,2020-05-25,cash,1242.2290207900114,926.0224872400086
S0_0_paid_open_5,2020-05-26,cash,1242.2290207900114,926.0224872400086
S0_0_paid_open_5,2020-05-27,cash,1242.2290207900114,926.0224872400086
S0_0_paid_open_5,2020-05-28,cash,1242.2290207900114,926.0224872400086
S0_0_paid_open_5,2020-05-29,cash,1242.2290207900114,926.0224872400086
S0_0_paid_open_5,2020-06-01,cash,1242.2290207900114,926.0224872400086
S0_0_paid_open_5,2020-06-02,cash,1242.2290207900114,926.0224872400086
S0_0_paid_open_5,2020-06-03,cash,1242.2290207900114,926.0224872400086
S0_0_paid_open_5,2020-06-04,cash,1242.2290207900114,926.0224872400086
S0_0_paid_open_5,2020-06-05,cash,1242.2290207900114,926.0224872400086
S0_0_paid_open_5,2020-06-08,cash,1242.2290207900114,926.0224872400086
S0_0_paid_open_5,2020-06-09,cash,1242.2290207900114,926.0224872400086
S0_0_paid_open_5,2020-06-10,cash,1242.2290207900114,926.0224872400086
S0_0_paid_open_5,2020-06-11,cash,1242.2290207900114,926.0224872400086
S0_0_paid_open_5,2020-06-12,cash,1242.2290207900114,926.0224872400086
S0_0_paid_open_5,2020-06-15,cash,1242.2290207900114,926.0224872400086
S0_0_paid_open_5,2020-06-16,cash,1242.2290207900114,926.0224872400086
S0_0_paid_open_5,2020-06-17,cash,1242.2290207900114,926.0224872400086
S0_0_paid_open_5,2020-06-18,cash,1242.2290207900114,926.0224872400086
S0_0_paid_open_5,2020-06-19,cash,1242.2290207900114,926.0224872400086
S0_0_paid_open_5,2020-06-22,cash,1242.2290207900114,926.0224872400086
S0_0_paid_open_5,2020-06-23,cash,1242.2290207900114,926.0224872400086
S0_0_paid_open_5,2020-06-24,cash,1242.2290207900114,926.0224872400086
S0_0_paid_open_5,2020-06-29,cash,1242.2290207900114,926.0224872400086
S0_0_paid_open_5,2020-06-30,cash,1422.2290207900114,1106.0224872400086
S0_0_paid_open_5,2020-07-01,cash,1422.2290207900114,1106.0224872400086
S0_0_paid_open_5,2020-07-02,cash,1422.2290207900114,1106.0224872400086
S0_0_paid_open_5,2020-07-03,cash,1422.2290207900114,1106.0224872400086
S0_0_paid_open_5,2020-07-06,cash,1422.2290207900114,1106.0224872400086
S0_0_paid_open_5,2020-07-07,cash,1422.2290207900114,1106.0224872400086
S0_0_paid_open_5,2020-07-08,cash,1422.2290207900114,1106.0224872400086
S0_0_paid_open_5,2020-07-09,cash,1422.2290207900114,1106.0224872400086
S0_0_paid_open_5,2020-07-10,cash,1422.2290207900114,1106.0224872400086
S0_0_paid_open_5,2020-07-13,cash,1422.2290207900114,1106.0224872400086
S0_0_paid_open_5,2020-07-14,cash,1422.2290207900114,1106.0224872400086
S0_0_paid_open_5,2020-07-15,cash,1422.2290207900114,1106.0224872400086
S0_0_paid_open_5,2020-07-16,cash,1422.2290207900114,1106.0224872400086
S0_0_paid_open_5,2020-07-17,cash,1422.2290207900114,1106.0224872400086
S0_0_paid_open_5,2020-07-20,cash,1422.2290207900114,1106.0224872400086
S0_0_paid_open_5,2020-07-21,cash,1422.2290207900114,1106.0224872400086
S0_0_paid_open_5,2020-07-22,cash,1422.2290207900114,1106.0224872400086
S0_0_paid_open_5,2020-07-23,cash,1422.2290207900114,1106.0224872400086
S0_0_paid_open_5,2020-07-24,cash,1422.2290207900114,1106.0224872400086
S0_0_paid_open_5,2020-07-27,cash,18.502046810011507,1106.0224872400086
S0_0_paid_open_5,2020-07-28,cash,14183.910093910012,1106.0224872400086
S0_0_paid_open_5,2020-07-29,cash,1374.255005930012,1106.0224872400086
S0_0_paid_open_5,2020-07-30,cash,1374.255005930012,1106.0224872400086
S0_0_paid_open_5,2020-07-31,cash,1374.255005930012,1106.0224872400086
S0_0_paid_open_5,2020-08-03,cash,1374.255005930012,1106.0224872400086
S0_0_paid_open_5,2020-08-04,cash,1374.255005930012,1106.0224872400086
S0_0_paid_open_5,2020-08-05,cash,1374.255005930012,1106.0224872400086
S0_0_paid_open_5,2020-08-06,cash,1374.255005930012,1106.0224872400086
S0_0_paid_open_5,2020-08-07,cash,1374.255005930012,1106.0224872400086
S0_0_paid_open_5,2020-08-10,cash,1374.255005930012,1106.0224872400086
S0_0_paid_open_5,2020-08-11,cash,1374.255005930012,1106.0224872400086
S0_0_paid_open_5,2020-08-12,cash,1374.255005930012,1106.0224872400086
S0_0_paid_open_5,2020-08-13,cash,1374.255005930012,1106.0224872400086
S0_0_paid_open_5,2020-08-14,cash,1374.255005930012,1106.0224872400086
S0_0_paid_open_5,2020-08-17,cash,1374.255005930012,1106.0224872400086
S0_0_paid_open_5,2020-08-18,cash,1374.255005930012,1106.0224872400086
S0_0_paid_open_5,2020-08-19,cash,1374.255005930012,1106.0224872400086
S0_0_paid_open_5,2020-08-20,cash,1374.255005930012,1106.0224872400086
S0_0_paid_open_5,2020-08-21,cash,1374.255005930012,1106.0224872400086
S0_0_paid_open_5,2020-08-24,cash,1374.255005930012,1106.0224872400086
S0_0_paid_open_5,2020-08-25,cash,1374.255005930012,1106.0224872400086
S0_0_paid_open_5,2020-08-26,cash,1374.255005930012,1106.0224872400086
S0_0_paid_open_5,2020-08-27,cash,1374.255005930012,1106.0224872400086
S0_0_paid_open_5,2020-08-28,cash,1374.255005930012,1106.0224872400086
S0_0_paid_open_5,2020-08-31,cash,1374.255005930012,1106.0224872400086
S0_0_paid_open_5,2020-09-01,cash,1374.255005930012,1106.0224872400086
S0_0_paid_open_5,2020-09-02,cash,1374.255005930012,1106.0224872400086
S0_0_paid_open_5,2020-09-03,cash,1374.255005930012,1106.0224872400086
S0_0_paid_open_5,2020-09-04,cash,1374.255005930012,1106.0224872400086
S0_0_paid_open_5,2020-09-07,cash,1374.255005930012,1106.0224872400086
S0_0_paid_open_5,2020-09-08,cash,1374.255005930012,1106.0224872400086
S0_0_paid_open_5,2020-09-09,cash,1374.255005930012,1106.0224872400086
S0_0_paid_open_5,2020-09-10,cash,2.5446722700119158,1106.0224872400086
S0_0_paid_open_5,2020-09-11,cash,13596.849218470014,1106.0224872400086
S0_0_paid_open_5,2020-09-14,cash,1327.474935890015,1106.0224872400086
S0_0_paid_open_5,2020-09-15,cash,1327.474935890015,1106.0224872400086
S0_0_paid_open_5,2020-09-16,cash,1327.474935890015,1106.0224872400086
S0_0_paid_open_5,2020-09-17,cash,1327.474935890015,1106.0224872400086
S0_0_paid_open_5,2020-09-18,cash,1327.474935890015,1106.0224872400086
S0_0_paid_open_5,2020-09-21,cash,1327.474935890015,1106.0224872400086
S0_0_paid_open_5,2020-09-22,cash,1327.474935890015,1106.0224872400086
S0_0_paid_open_5,2020-09-23,cash,1327.474935890015,1106.0224872400086
S0_0_paid_open_5,2020-09-24,cash,0.7880026800153246,1106.0224872400086
S0_0_paid_open_5,2020-09-25,cash,13145.776319380017,1106.0224872400086
S0_0_paid_open_5,2020-09-28,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2020-09-29,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2020-09-30,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2020-10-09,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2020-10-12,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2020-10-13,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2020-10-14,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2020-10-15,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2020-10-16,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2020-10-19,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2020-10-20,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2020-10-21,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2020-10-22,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2020-10-23,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2020-10-26,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2020-10-27,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2020-10-28,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2020-10-29,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2020-10-30,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2020-11-02,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2020-11-03,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2020-11-04,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2020-11-05,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2020-11-06,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2020-11-09,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2020-11-10,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2020-11-11,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2020-11-12,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2020-11-13,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2020-11-16,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2020-11-17,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2020-11-18,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2020-11-19,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2020-11-20,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2020-11-23,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2020-11-24,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2020-11-25,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2020-11-26,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2020-11-27,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2020-11-30,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2020-12-01,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2020-12-02,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2020-12-03,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2020-12-04,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2020-12-07,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2020-12-08,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2020-12-09,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2020-12-10,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2020-12-11,cash,1254.598600580019,1106.0224872400086
S0_0_paid_open_5,2020-12-14,cash,1254.598600580019,1106.0224872400086
