scenario,date,clock,side,quantity_old,reference_old,value_old,fee_old,dividend_tax_old,cash_after_old,shares_after_old,sequence,quantity_new,reference_new,value_new,fee_new,dividend_tax_new,cash_after_new,shares_after_new,_merge
old_full_day_gate_negative_control,2020-03-04,13:05,BUY,100,16.85,1685.8425000000002,5.03371685,0.0,1.5420705400024417,1000,0,,,,,,,,left_only
