id,date,stage,open,close,rt_cash,rt_pct,pt_cash,pt_pct,clv,vr,previous_intraday,previous_SSE,gap
BASE_HV,2021-12-10,C,11.75,11.89,-173.8005256999997,-1.4791534102127637,106.0595457000021,0.9026344314893796,0.8529411764705861,1.7994314927745343,2.347826086956517,0.9752038965600063,-0.1699235344095107
BASE_HV,2022-06-01,C,9.35,9.37,-48.89252509999877,-0.5229147069518585,-8.91251490000058,-0.0953210149732682,0.9062500000000021,1.6448890542885344,2.6172300981461394,1.18658875009936,-0.6376195536663132
BASE_HV,2022-08-08,U,9.59,9.62,-59.38230514999775,-0.6192106897809984,0.5877101500004365,0.0061283644421317,0.9629629629629637,1.5159125400725348,1.9128586609989284,1.191192669917407,0.0
BASE_HV,2022-11-02,C,8.49,8.66,-197.2322558499989,-2.323112554181377,142.5978308500011,1.679597536513558,0.9687500000000007,2.0693260571869643,3.256936067551286,2.6167979081542336,-0.8177570093457986
BASE_HV,2022-11-30,U,9.12,9.15,-58.43314015000022,-0.6407142560307041,1.536875150001599,0.0168517012061578,0.9374999999999959,1.7017401701913324,3.171007927519809,2.312755507993458,0.1097694840834329
BASE_HV,2023-03-03,U,10.28,11.37,-1121.316365449999,-10.90774674562256,1057.5941904500012,10.287881230058378,0.8444444444444436,2.6043518008693485,3.7111334002005947,-0.05114801048368145,-0.5802707930367523
BASE_HV,2023-03-14,U,11.6,11.76,-193.50780079999848,-1.668170696551711,126.33228080000151,1.0890713862069097,0.9733333333333315,1.8564985837748256,6.7095588235293935,1.1956032250133086,-0.08613264427217437
BASE_HV,2023-03-23,U,16.69,16.99,-343.8584564999965,-2.0602663660874567,255.8416964999962,1.5329041132414394,1.0,2.0400394905008397,7.0666666666666655,0.3101377128779559,3.922789539227911
BASE_HV,2023-03-27,U,17.08,17.63,-594.7735627499995,-3.4822808123536277,504.67671775000406,2.954781719847799,0.870689655172415,1.7809355386114838,4.807121661721059,-0.6388086881559785,-3.284258210645541
BASE_HV,2023-05-26,R,16.33,16.79,-503.2130372999995,-3.081525029393751,416.3271973000024,2.549462322718937,1.0,1.6309105489544422,1.8750000000000044,-0.10886654663232465,0.18404907975457796
BASE_HV,2023-05-30,R,17.42,18.03,-655.4907930499985,-3.76286333553386,563.8995180500015,3.2370810450631544,0.8163265306122446,1.5566648576452204,3.528050896471946,0.27843079905462975,-2.681564245810042
BASE_HV,2024-01-19,C,13.84,14.2,-391.2169417999986,-2.8267120072254235,328.6031518000014,2.3743002297687963,0.9196428571428573,2.674176816611122,8.123028391167209,0.4294408076297662,0.9482129832239172
BASE_HV,2024-09-27,C,22.02,23.0,-1023.9646998999948,-4.650157583560376,935.5455549000052,4.248617415531359,0.9638554216867457,1.5182113964676707,2.6054002842254897,3.6131165297917267,1.6620498614958512
BASE_HV,2024-10-08,C,27.71,27.71,-52.11227249999913,-0.1880630548538402,-52.11227249999913,-0.1880630548538402,0.9441340782122917,2.066352794844867,3.6625514403292314,8.063692106366238,10.003969829297343
BASE_HV,2024-12-20,C,22.03,22.02,-33.47499244999781,-0.1519518495233673,-53.46999505000146,-0.2427144577848455,0.8571428571428575,1.5684309301607182,4.669811320754724,-0.3599719366765064,-0.7210455159981977
BASE_HV,2025-04-10,D,17.9,17.96,-97.2341253000003,-0.5432074039106163,22.735890300006982,0.1270161469274133,0.9114583333333325,2.3692750465520582,12.002743484224943,1.3117201063559847,9.614206981016537
BASE_HV,2025-04-11,D,17.65,17.8,-186.90008825000217,-1.0589240127478876,113.02495075000144,0.6403679929178552,1.0,2.523636424031908,0.3351955307262733,1.1556384332808811,-1.726057906458811
BASE_HV,2025-07-04,U,23.31,23.81,-545.6803749999976,-2.34097114972114,454.069755000006,1.9479611969112225,1.0,3.3809027020268636,9.501411100658519,0.18404000194049974,0.12886597938144284
BASE_HV,2026-04-09,C,55.0,55.02,-118.49315945399476,-0.2154421080981723,-78.50315154598749,-0.1427330028108863,1.0,1.8772725165668982,4.523633677991135,2.6948217742463143,-2.844020491079313
BASE_HV,2026-04-23,U,66.98,67.92,-1060.5377833379823,-1.583364860164202,818.9925883380029,1.2227419951298937,0.8987730061349698,1.8388676539936664,9.315247589475417,0.5185092490064935,0.13454925997906653
BASE_HV,2026-08-06,C,65.55,68.27,-2839.1262382439963,-4.331237586947363,2599.5148372440112,3.965697692210544,1.0,1.9659895632908366,11.728813559322028,1.468885911844442,-0.5612864077669921
