id,window,excluded_year,n,mean_pct,median_pct,win_pct,cash,pf_pct,pf_cash,worst_pct,mdd_cash,clusters
BASE_HV,primary,2024,17,1.0275132991246196,1.0750771913824777,64.70588235294117,8246.097646370115,2.734088252089621,2.7009376370758753,-4.331237586947363,-2839.1262382439963,10
BASE_HV,primary,2025,20,1.4907231268169256,1.113218706524942,65.0,10289.546756519108,3.137708052335843,2.8644110453802836,-4.650157583560376,-2839.1262382439963,14
BASE_HV,primary,2026,23,1.477898932970264,1.151360221667406,69.56521739130434,9163.729766551101,3.8904517734951587,4.93194656420784,-4.650157583560376,-1076.0769723999938,14
BASE_HV,full_2020,2020,57,0.28570462114235706,0.2195377868576383,54.385964912280706,10787.980556770208,1.2784079135696191,1.91684489547431,-10.90774674562256,-3689.894994149966,36
BASE_HV,full_2020,2021,50,0.4101747609602933,0.7506658772255865,56.00000000000001,11372.4221436202,1.40122623414557,2.0465422949982233,-10.90774674562256,-3502.4549793499746,32
BASE_HV,full_2020,2022,57,0.3433298215677368,0.3877749541584968,57.89473684210527,11076.702628620214,1.3342736232982981,1.9120906713774977,-10.90774674562256,-3798.174494349959,36
BASE_HV,full_2020,2023,52,0.6312317612053762,0.37960982826121326,57.692307692307686,12961.8304193202,1.8709566733015226,2.4249907975913563,-5.107730410911589,-2839.1262382439963,35
BASE_HV,full_2020,2024,49,-0.14256324516340868,0.1167243650477863,51.02040816326531,5179.493449520172,0.8726030299669167,1.4705434478824606,-10.90774674562256,-4091.7942350999538,31
BASE_HV,full_2020,2025,52,0.10309879688871064,0.1672470831111515,51.92307692307693,7222.942559669163,1.0913200809988173,1.6184859894262116,-10.90774674562256,-4091.7942350999538,35
BASE_HV,full_2020,2026,55,0.17342455200346388,0.2195377868576383,54.54545454545454,6097.125569701158,1.1687601401178302,1.7181467631411655,-10.90774674562256,-4091.7942350999538,35
EXT_R1,primary,2024,40,0.47067988278643347,1.1487840481894802,60.0,14852.205085945261,1.377875982976094,1.592053924831229,-6.417454118864033,-8424.94371411291,25
EXT_R1,primary,2025,36,0.1717224492257809,0.8758817801110432,58.333333333333336,17537.2941884582,1.11252756224194,2.1565494085673564,-6.850463732622584,-6650.557636699985,21
EXT_R1,primary,2026,48,-0.7605304404558799,-0.15195055085236636,47.91666666666667,-11380.475311312808,0.5881779209499061,0.6174135619382211,-6.850463732622584,-11380.47531131281,30
EXT_R1,full_2020,2020,94,-0.2894766133828576,0.19063869621645618,54.25531914893617,5863.387179595365,0.8025749419966107,1.1366361963836742,-8.246846366530596,-16389.33162271278,60
EXT_R1,full_2020,2021,105,-0.29431549863004963,0.1722879648148255,53.333333333333336,5337.130884495373,0.7922826167694235,1.1191407243479856,-8.246846366530596,-16805.636062062764,70
EXT_R1,full_2020,2022,105,-0.24241752778259018,0.2123192982402709,55.23809523809524,5936.3286477453785,0.8254912961179824,1.1331604361690821,-8.246846366530596,-16389.331622712783,71
EXT_R1,full_2020,2023,94,-0.09504171927163499,0.1445061649313059,52.12765957446809,10202.365661145363,0.922329421058401,1.2706492189047398,-6.850463732622584,-11940.401285412783,62
EXT_R1,full_2020,2024,90,-0.048250332562532874,0.19063869621645618,55.55555555555556,9959.259901545316,0.9579954870955132,1.2838687232915298,-8.246846366530596,-12183.507045012826,62
EXT_R1,full_2020,2025,86,-0.19753159383671146,0.16337275001778154,54.65116279069767,12644.349004058255,0.8434260473671132,1.5025256808803316,-8.246846366530596,-11801.282474799938,58
EXT_R1,full_2020,2026,98,-0.6089304733057912,-0.021583105385974653,50.0,-16273.420495712753,0.5803506183195133,0.5905469483667789,-8.246846366530596,-16531.20014941275,67
EXT_R2,primary,2024,50,0.006487680251649066,0.3525146963723438,52.0,6870.879588849318,1.004561538197229,1.197039946285515,-10.155278745951652,-15103.73665535588,26
EXT_R2,primary,2025,48,0.049909668037732446,0.5977886292648609,52.083333333333336,15557.087783905246,1.0369624508044213,1.7875366822940788,-6.850463732622584,-7249.482459849947,25
EXT_R2,primary,2026,56,-0.9496724360526303,-0.1700068380148676,44.642857142857146,-17993.518234555777,0.510401715134824,0.5158656538471917,-10.155278745951652,-17993.51823455578,31
EXT_R2,full_2020,2020,130,-0.4255945658978142,-0.11707998930447905,48.46153846153846,-3332.0634189505363,0.6885827204761609,0.9399191284941664,-10.155278745951652,-25060.273612705703,79
EXT_R2,full_2020,2021,149,-0.4070676603428503,-0.1519504805288377,48.99328859060403,-4002.8762329505216,0.6871269685350054,0.9311889922200336,-10.155278745951652,-25657.520152005676,86
EXT_R2,full_2020,2022,148,-0.3506277223904625,0.005904188178068398,50.0,-2996.5471526005076,0.726211370384888,0.9482214047265085,-10.155278745951652,-24651.191071655663,85
EXT_R2,full_2020,2023,139,-0.22307892911400473,-0.1166842410562143,48.92086330935252,1854.504818849473,0.7996992936835727,1.0368012741109565,-10.155278745951652,-19800.13910020569,79
EXT_R2,full_2020,2024,136,-0.23770803994995315,-0.021187357137709903,50.0,1088.9195014994261,0.7796322399324066,1.022856306745766,-10.155278745951652,-20565.72441755574,81
EXT_R2,full_2020,2025,134,-0.22579860731317117,0.005904188178068398,50.0,9775.127696555353,0.7844975110328352,1.3005365007687784,-8.246846366530596,-13754.46097724983,80
EXT_R2,full_2020,2026,142,-0.6044671398924183,-0.15195055085236636,47.183098591549296,-23775.478321905666,0.5340452692333477,0.5238986822842608,-10.155278745951652,-24498.49675195566,86
EXT_R3,primary,2024,41,0.1027728017534573,0.4353338828987076,56.09756097560976,9228.050733250282,1.0688544003340812,1.2982223076204258,-9.120108097805772,-13898.961759185913,28
EXT_R3,primary,2025,44,-0.05671837857175944,0.6891372746077908,59.09090909090909,12544.908872330241,0.9609036509173303,1.6610763790737602,-6.850463732622584,-7417.922079759903,26
EXT_R3,primary,2026,53,-0.9107916188320381,-0.1880630548538402,47.16981132075472,-14331.21527687978,0.5218714296112982,0.582661282639733,-9.120108097805772,-14331.215276879782,34
EXT_R3,full_2020,2020,105,-0.406567723330617,0.2123192982402709,54.285714285714285,200.4646940504208,0.7517180708767842,1.00382556408025,-9.120108097805772,-20791.909746839756,69
EXT_R3,full_2020,2021,112,-0.46428453378570117,0.09814655495435545,50.89285714285714,-1142.6863859995738,0.7175153740714274,0.9790017380413903,-9.120108097805772,-21438.532144989713,75
EXT_R3,full_2020,2022,112,-0.4198504685600884,0.21300883356508482,54.46428571428571,-522.3475026495698,0.7359053078225843,0.9903082284083218,-9.120108097805772,-20818.193261639713,76
EXT_R3,full_2020,2023,94,-0.27321821440616084,0.23812313676063407,54.25531914893617,3351.544007200404,0.8041907337215114,1.075031089966598,-9.120108097805772,-16944.301751789746,67
EXT_R3,full_2020,2024,90,-0.22832010957118418,0.19063869621645618,54.44444444444444,4895.879451650346,0.8446598000507998,1.113246927722131,-9.120108097805772,-15399.966307339799,65
EXT_R3,full_2020,2025,93,-0.2930978859188789,0.2136983688898987,55.91397849462365,8212.737590730305,0.7979652042978754,1.2626827219854682,-8.57271020079678,-12083.108168259834,63
EXT_R3,full_2020,2026,102,-0.7160240248176111,0.021506616978470148,50.0,-18663.386558479713,0.5754941293139174,0.5997377567627856,-9.120108097805772,-18996.401365379716,71
EXT_R4,primary,2024,59,-0.2945353157729868,-0.1790550000000127,47.45762711864407,131.66110539035992,0.8130782414768608,1.0029047872004657,-10.155278745951652,-19543.704299549827,26
EXT_R4,primary,2025,62,-0.015464514706604145,0.5977886292648609,54.83870967741935,12264.549858080307,0.988065250762746,1.468342578667819,-6.850463732622584,-7861.354620949963,27
EXT_R4,primary,2026,71,-0.9051033863547164,-0.1880630548538402,45.07042253521127,-21691.267453989727,0.5171545877316764,0.5286759358814818,-10.155278745951652,-21691.267453989734,33
EXT_R4,full_2020,2020,167,-0.4293345836891026,-0.0625011504246577,49.101796407185624,-9761.13773745943,0.6970721057358602,0.8651964657512345,-10.155278745951652,-30574.436744799623,83
EXT_R4,full_2020,2021,182,-0.38292734571346704,-0.1072258154767477,48.9010989010989,-9335.603856709415,0.723550823543313,0.8755721878931584,-10.155278745951652,-30723.6051576996,87
EXT_R4,full_2020,2022,184,-0.31739583744490096,0.0993215805735424,51.63043478260869,-7967.899593909395,0.7598552814872979,0.8928032385149439,-10.155278745951652,-30299.35560979967,89
EXT_R4,full_2020,2023,166,-0.20697875730436213,0.0802279167952666,50.602409638554214,-3138.7674398094427,0.8187419984984777,0.9505884190124123,-10.155278745951652,-25194.577390399692,84
EXT_R4,full_2020,2024,164,-0.246110290940924,0.01939286162325005,50.0,-3739.437443559499,0.7939460528723492,0.9397507203366896,-10.155278745951652,-25795.24739414975,83
EXT_R4,full_2020,2025,167,-0.14337307781745373,0.1167243650477863,52.69461077844312,8393.45130913045,0.8693413713728185,1.1955254422831145,-8.57271020079678,-14112.89771554988,84
EXT_R4,full_2020,2026,176,-0.49572070747096697,-0.089592695740436,48.86363636363637,-25562.36600293959,0.6303177121244793,0.5927128536275799,-10.155278745951652,-27942.810548589638,90
EXT_R5,primary,2024,38,0.2973375154034907,0.5637405484281486,55.26315789473685,10999.237911629234,1.232364937409776,1.425884488177144,-6.417454118864033,-13323.314428799911,23
EXT_R5,primary,2025,37,0.16542111300464965,0.777436959612295,56.75675675675676,17602.24491731718,1.1112850117824493,2.1658264454832565,-6.850463732622584,-6650.557636699985,21
EXT_R5,primary,2026,45,-0.9771645306011301,-0.1880630548538402,44.44444444444444,-15298.39321448782,0.4967908231131493,0.4992673149500873,-6.850463732622584,-15298.39321448782,28
EXT_R5,full_2020,2020,96,-0.3060893628486749,0.11724021873263124,53.125,3053.1442735293376,0.7813056090971795,1.0709607797687526,-8.246846366530596,-20827.328583299783,60
EXT_R5,full_2020,2021,108,-0.3525604941859928,0.09696371007754814,51.85185185185185,1771.0634548793544,0.7411315484200626,1.0391884854864242,-8.246846366530596,-21798.458595349763,71
EXT_R5,full_2020,2022,106,-0.2624221604802396,0.14502201861615086,53.77358490566038,2972.146895879358,0.8036954304181743,1.0664562284241192,-8.246846366530596,-20686.187915049795,69
EXT_R5,full_2020,2023,98,-0.1773816002416625,0.09696371007754814,51.02040816326531,6270.295942429343,0.8518372432730263,1.161437878267337,-6.850463732622584,-17299.22610779978,64
EXT_R5,full_2020,2024,94,-0.09098860660658882,0.11724021873263124,54.25531914893617,6819.395024229301,0.9156902543504075,1.192441314102813,-8.246846366530596,-16750.12702599982,63
EXT_R5,full_2020,2025,93,-0.14764702607720384,0.1177560724174762,54.83870967741935,13422.402029917246,0.8726476163364056,1.5432425935824556,-8.246846366530596,-11278.84132204992,61
EXT_R5,full_2020,2026,101,-0.6319223612218104,-0.1174757375527438,49.504950495049506,-19478.23610188775,0.5447800673671291,0.51500152592847,-8.246846366530596,-19926.676899837752,68
