left,right,part,window,n,mean_pct,median_pct,win_pct,cash,pf_pct,pf_cash,worst_pct,mdd_cash,clusters
BASE_HV,EXT_R1,intersection,primary,9,0.48630669106757946,0.777436959612295,55.55555555555556,5890.554367488039,1.5332219227726296,4.765067943026831,-4.650157583560376,-1173.3110976999942,7
BASE_HV,EXT_R1,left_only,primary,21,1.726674848584683,1.8159282192028985,71.42857142857143,7959.132717232124,4.745153678761637,2.6636243665503643,-4.331237586947363,-4018.157181035973,17
BASE_HV,EXT_R1,right_only,primary,53,-0.19103564242937005,0.594739668926435,54.71698113207547,4613.957614057289,0.8855873341137319,1.1380051393859363,-6.850463732622584,-11481.320330945797,36
BASE_HV,EXT_R2,intersection,primary,12,0.1336487026158566,0.2946869523792274,50.0,4549.494468200062,1.1321893753207115,2.434834005730958,-4.650157583560376,-1453.833213649988,9
BASE_HV,EXT_R2,left_only,primary,18,2.1685082004720164,2.210745408664671,77.77777777777779,9300.192616520102,7.779465212262232,3.926434479272059,-4.331237586947363,-2957.6193976979903,15
BASE_HV,EXT_R2,right_only,primary,65,-0.41283982464103264,-0.0625011504246577,49.23076923076923,-2332.2698991006664,0.7563641518854674,0.9454117267116288,-10.155278745951652,-17834.851087204752,40
BASE_HV,EXT_R3,intersection,primary,10,0.7586453023262163,0.8758817801110432,60.0,6654.782224038044,1.9242596955540303,5.253539761527601,-4.650157583560376,-1076.0769723999938,8
BASE_HV,EXT_R3,left_only,primary,20,1.65252395083122,1.4836442204351523,70.0,7194.904860682121,4.413638624975357,2.503884841036423,-4.331237586947363,-4018.157181035973,17
BASE_HV,EXT_R3,right_only,primary,59,-0.5231083527956613,0.2672568459031813,52.54237288135594,-2933.910059687674,0.705464343449701,0.9276742942102735,-9.120108097805772,-16556.694213889805,41
BASE_HV,EXT_R4,intersection,primary,13,0.3702674796187866,0.777436959612295,53.84615384615385,5313.722324750067,1.3967431884030561,2.67585861283168,-4.650157583560376,-1076.0769723999938,10
BASE_HV,EXT_R4,left_only,primary,17,2.107262047343667,2.160312243868787,76.47058823529412,8535.964759970097,7.221990295745792,3.6859595943266172,-4.331237586947363,-2957.6193976979903,15
BASE_HV,EXT_R4,right_only,primary,83,-0.5555763761668012,-0.1519504805288377,48.19277108433735,-9961.250570009594,0.6731092237504315,0.8208298330733239,-10.155278745951652,-24357.106960399753,43
BASE_HV,EXT_R5,intersection,primary,9,0.48630669106757946,0.777436959612295,55.55555555555556,5890.554367488039,1.5332219227726296,4.765067943026831,-4.650157583560376,-1173.3110976999942,7
BASE_HV,EXT_R5,left_only,primary,21,1.726674848584683,1.8159282192028985,71.42857142857143,7959.132717232124,4.745153678761637,2.6636243665503643,-4.331237586947363,-4018.157181035973,17
