id,date,stage,open,close,rt_cash,rt_pct,pt_cash,pt_pct,clv,vr,previous_intraday,previous_SSE,gap
BASE_HV,2018-10-23,D,12.55,12.19,324.8388768000028,2.588357584063768,-394.8013068000008,-3.14582714581674,0.9035087719298251,2.3297622697108498,8.119658119658135,4.093802502680877,-0.7905138339920903
BASE_HV,2018-12-06,C,12.15,11.96,155.55997595000153,1.2803290201646216,-224.25012094999664,-1.8456800078189024,0.8679245283018895,1.540522981951877,3.4482758620689724,-0.6058612348211145,-1.2195121951219523
BASE_HV,2019-01-16,C,12.3,12.12,145.25195090000088,1.1809101699187063,-214.5681409000028,-1.7444564300813232,0.8064516129032245,1.5096171038851567,1.73985086992543,1.3636516002074384,0.16286644951140072
BASE_HV,2019-02-14,U,14.3,13.86,401.3455522000037,2.806612253146879,-478.2146721999981,-3.3441585468531336,1.0,3.64280775215213,9.444444444444432,1.8404554373996351,3.6983321247280765
BASE_HV,2019-02-19,U,13.97,13.92,11.813085250003924,0.0845603811739722,-88.13694024999789,-0.6309015050107223,0.933333333333331,2.5732939023634436,1.8991964937910888,2.683097318244765,0.14336917562725038
BASE_HV,2019-02-25,U,14.45,15.16,-749.5438785500003,-5.1871548688581335,669.7464835500033,4.634923761591718,0.9795918367346943,1.869895051731344,3.223443223443212,1.9051159586031208,2.5550035486160416
BASE_HV,2019-02-26,U,15.18,15.1,39.38479040000422,0.2594518471673532,-120.5352503999976,-0.7940398577074941,0.8190476190476194,2.8748289187718847,4.91349480968859,5.600725476477275,0.13192612137202797
BASE_HV,2019-03-07,U,16.75,17.19,-484.0510271999975,-2.8898568788059555,395.5091972000061,2.361248938507499,0.8731343283582077,2.036493210970627,7.524115755626992,1.5667696708123735,0.17942583732057926
BASE_HV,2019-04-17,U,16.61,17.91,-1344.206901500002,-8.092756782059013,1254.493761499998,7.552641550270909,0.9500000000000027,1.6866520472946394,5.167958656330751,2.385654666487924,2.0270270270270174
BASE_HV,2019-04-18,U,18.4,19.61,-1257.775906050001,-6.835738619836961,1161.0147110500027,6.309862560054362,1.0,3.785537845019896,7.826610475617102,0.2925992370905073,2.7359017308765887
