window,kind,rise,pullback,tp,stop,breakout_veto,signals,executed,execution_rate,net_win_rate,avg_net_per_trade,avg_net_per_signal,total_pnl_1000,pf,worst_pnl_1000,max_losing_streak,tp_count,stop_count,ambiguous_bar_count
modern_2024plus,pullback,0.008,0.002,,,0.02,26,9,0.34615384615384615,0.8888888888888888,0.0019788797878866737,0.0006849968496530794,-716.6758890559761,0.7172346478772421,-2534.525123660989,1,0,0,0
modern_2024plus,pullback,0.008,0.002,0.015,,,26,11,0.4230769230769231,0.9090909090909091,0.0026757337855642382,0.0011320412169694854,175.61135937443862,1.0692876774962787,-2534.525123660989,1,4,0,0
modern_2024plus,pullback,0.008,0.002,0.015,,0.02,26,9,0.34615384615384615,0.8888888888888888,0.001287986831278876,0.00044584159544268793,-765.1375938990241,0.6981140227192449,-2534.525123660989,1,3,0,0
modern_2024plus,pullback,0.008,0.003,,,,26,11,0.4230769230769231,0.9090909090909091,0.003572502563051522,0.0015114433920602594,460.72571851104317,1.181779898021113,-2534.525123660989,1,0,0,0
modern_2024plus,pullback,0.008,0.003,,,0.02,26,9,0.34615384615384615,0.8888888888888888,0.0019788797878866737,0.0006849968496530794,-716.6758890559761,0.7172346478772421,-2534.525123660989,1,0,0,0
modern_2024plus,pullback,0.008,0.003,0.015,,,26,11,0.4230769230769231,0.9090909090909091,0.0026757337855642382,0.0011320412169694854,175.61135937443862,1.0692876774962787,-2534.525123660989,1,4,0,0
modern_2024plus,pullback,0.008,0.003,0.015,,0.02,26,9,0.34615384615384615,0.8888888888888888,0.001287986831278876,0.00044584159544268793,-765.1375938990241,0.6981140227192449,-2534.525123660989,1,3,0,0
modern_2024plus,pullback,0.008,0.004,,,,26,11,0.4230769230769231,0.9090909090909091,0.00509754394702363,0.0021566532083561515,1399.6493458490415,1.8771922996277493,-1595.6014963229904,1,0,0,0
modern_2024plus,pullback,0.008,0.004,,,0.02,26,8,0.3076923076923077,1.0,0.007736076986722484,0.002380331380529995,1817.8492346050127,inf,28.53128285000393,0,0,0,0
modern_2024plus,pullback,0.008,0.004,0.015,,,26,11,0.4230769230769231,0.9090909090909091,0.004200775169536347,0.0017772510332653775,1114.5349867124369,1.6985046011055047,-1595.6014963229904,1,4,0,0
modern_2024plus,pullback,0.008,0.004,0.015,,0.02,26,8,0.3076923076923077,1.0,0.0069588224105387115,0.0021411761263196035,1769.3875297619647,inf,28.53128285000393,0,3,0,0
modern_2024plus,pullback,0.008,0.005,,,,26,11,0.4230769230769231,0.9090909090909091,0.00458391913802451,0.0019393504045488311,1080.015770585038,1.5639076824601588,-1915.235071586994,1,0,0,0
modern_2024plus,pullback,0.008,0.005,,,0.02,26,8,0.3076923076923077,1.0,0.007736076986722484,0.002380331380529995,1817.8492346050127,inf,28.53128285000393,0,0,0,0
modern_2024plus,pullback,0.008,0.005,0.015,,,26,11,0.4230769230769231,0.9090909090909091,0.0036871503605372257,0.0015599482294580572,794.9014114484334,1.41504117340007,-1915.235071586994,1,4,0,0
modern_2024plus,pullback,0.008,0.005,0.015,,0.02,26,8,0.3076923076923077,1.0,0.0069588224105387115,0.0021411761263196035,1769.3875297619647,inf,28.53128285000393,0,3,0,0
recent_2025plus,limit,0.002,,,,,19,9,0.47368421052631576,0.5555555555555556,-0.004369932948289084,-0.0020699682386632508,-1707.4049833326462,0.49705040056651256,-3110.245124006821,3,0,0,0
recent_2025plus,limit,0.002,,0.012,,,19,9,0.47368421052631576,0.6666666666666666,-0.0025317781179747,-0.0011992633190406475,-1484.7348075455825,0.5421932855371763,-3110.245124006821,2,3,0,0
recent_2025plus,limit,0.002,,0.015,,,19,9,0.47368421052631576,0.6666666666666666,-0.00217871852156453,-0.0010320245628463564,-1424.5534699170719,0.560749744449345,-3110.245124006821,2,2,0,0
recent_2025plus,limit,0.002,,0.018,,,19,9,0.47368421052631576,0.5555555555555556,-0.004233677821157852,-0.00200542633633793,-1640.1924274477672,0.5168491761289562,-3110.245124006821,3,1,0,0
recent_2025plus,limit,0.003,,,,,19,9,0.47368421052631576,0.5555555555555556,-0.0033696487974046612,-0.0015961494303495763,-1352.6316360740093,0.5881838989748763,-3053.500175848233,3,0,0,0
recent_2025plus,limit,0.003,,0.012,,,19,9,0.47368421052631576,0.6666666666666666,-0.0018618720254117381,-0.0008819393804581917,-1256.4552951472642,0.6011948121174816,-3053.500175848233,2,3,0,0
recent_2025plus,limit,0.003,,0.015,,,19,9,0.47368421052631576,0.6666666666666666,-0.0013989792998232054,-0.0006626744051794132,-1141.0885169691937,0.6378128038792288,-3053.500175848233,2,2,0,0
recent_2025plus,limit,0.003,,0.015,0.04,,19,9,0.47368421052631576,0.6666666666666666,-9.095614865482294e-05,-4.3084491468074024e-05,-470.3030225374288,0.810343600479114,-2382.714681416468,2,2,1,0
recent_2025plus,limit,0.003,,0.018,,,19,9,0.47368421052631576,0.5555555555555556,-0.003342384492289076,-0.0015832347595053518,-1339.1691520133813,0.5922826258921708,-3053.500175848233,3,1,0,0
recent_2025plus,limit,0.004,,,,,19,9,0.47368421052631576,0.5555555555555556,-0.002371357244430196,-0.001123274484203777,-997.8582888153113,0.6856467661674923,-2996.755227689646,3,0,0,0
recent_2025plus,limit,0.004,,0.012,,,19,9,0.47368421052631576,0.6666666666666666,0.000537153963053567,0.0002544413509201107,-375.15741321062524,0.8773173614394534,-2996.755227689646,2,6,0,0
recent_2025plus,limit,0.004,,0.015,,,19,9,0.47368421052631576,0.6666666666666666,-0.0006207933434637255,-0.00029406000479860684,-857.6235640212695,0.7195430024282692,-2996.755227689646,2,2,0,0
recent_2025plus,limit,0.004,,0.018,,,19,9,0.47368421052631576,0.6666666666666666,4.6258482436282116e-05,2.1911912732975738e-05,-639.5719054791047,0.790849477711585,-2996.755227689646,2,2,0,0
recent_2025plus,limit,0.005,,,,,19,9,0.47368421052631576,0.6666666666666666,-0.0013750523413125183,-0.0006513405827269824,-643.0849415566815,0.7903402669427899,-2940.010279531058,2,0,0,0
recent_2025plus,limit,0.005,,0.012,,,19,9,0.47368421052631576,0.7777777777777778,0.0008747816656342432,0.000414370262668852,-279.86667999768315,0.9057224499718076,-2940.010279531058,1,6,0,0
recent_2025plus,limit,0.005,,0.015,,,19,9,0.47368421052631576,0.7777777777777778,0.0004745410371557609,0.0002247825965474657,-413.8852257110294,0.8605761676480235,-2940.010279531058,1,3,0,0
recent_2025plus,limit,0.005,,0.015,0.04,,19,9,0.47368421052631576,0.7777777777777778,0.001549851418845214,0.0007341401457687856,138.6591965682407,1.057392156198614,-2387.465857251788,1,3,1,0
recent_2025plus,limit,0.005,,0.018,,,19,9,0.47368421052631576,0.7777777777777778,0.0008228958100267979,0.0003897927521179569,-355.8897696044031,0.8801128610284057,-2940.010279531058,1,2,0,0
recent_2025plus,open,0.0,,,,,19,11,0.5789473684210527,0.5454545454545454,-0.002296737660126129,-0.0013296902242835485,-1795.5001843499808,0.5062781583095478,-3223.7350203239953,4,0,0,0
recent_2025plus,open,0.0,,0.012,,,19,11,0.5789473684210527,0.6363636363636364,-0.0017956413564097584,-0.001039581837921439,-1822.214599122106,0.4717856272272828,-3223.7350203239953,2,4,0,0
recent_2025plus,open,0.0,,0.015,,,19,11,0.5789473684210527,0.5454545454545454,-0.002841463311084154,-0.0016450577064171417,-1903.653893479628,0.47653834044566135,-3223.7350203239953,4,3,0,0
recent_2025plus,open,0.0,,0.018,,,19,11,0.5789473684210527,0.5454545454545454,-0.002022827270347784,-0.001171110524938191,-1623.1086680281555,0.5536819167007143,-3223.7350203239953,4,3,0,0
recent_2025plus,pullback,0.003,0.002,,,,19,9,0.47368421052631576,0.6666666666666666,-0.0021231426598288775,-0.0010056991546557841,-509.1157690019643,0.822504792275727,-2534.525123660989,2,0,0,0
recent_2025plus,pullback,0.003,0.002,,,0.02,19,8,0.42105263157894735,0.625,-0.004496729496481247,-0.0018933597879921041,-1603.6900959689806,0.44089866383951054,-2534.525123660989,2,0,0,0
recent_2025plus,pullback,0.003,0.002,0.015,,,19,9,0.47368421052631576,0.7777777777777778,-0.0001471208042116134,-6.968880199497477e-05,-303.7300981873142,0.8896074673217728,-2534.525123660989,1,3,0,0
recent_2025plus,pullback,0.003,0.002,0.015,,0.02,19,8,0.42105263157894735,0.75,-0.0018179024160505832,-0.0007654325962318246,-1161.6517708607737,0.5777906705960277,-2534.525123660989,1,2,0,0
recent_2025plus,pullback,0.003,0.003,,,,19,9,0.47368421052631576,0.6666666666666666,-0.0021231426598288775,-0.0010056991546557841,-509.1157690019643,0.822504792275727,-2534.525123660989,2,0,0,0
recent_2025plus,pullback,0.003,0.003,,,0.02,19,8,0.42105263157894735,0.625,-0.004496729496481247,-0.0018933597879921041,-1603.6900959689806,0.44089866383951054,-2534.525123660989,2,0,0,0
recent_2025plus,pullback,0.003,0.003,0.015,,,19,9,0.47368421052631576,0.7777777777777778,-0.0001471208042116134,-6.968880199497477e-05,-303.7300981873142,0.8896074673217728,-2534.525123660989,1,3,0,0
recent_2025plus,pullback,0.003,0.003,0.015,,0.02,19,8,0.42105263157894735,0.75,-0.0018179024160505832,-0.0007654325962318246,-1161.6517708607737,0.5777906705960277,-2534.525123660989,1,2,0,0
recent_2025plus,pullback,0.003,0.004,,,,19,9,0.47368421052631576,0.6666666666666666,-0.001277265771423221,-0.000605020628568894,269.96941753603573,1.1292183336248884,-1595.6014963229904,2,0,0,0
recent_2025plus,pullback,0.003,0.004,,,0.02,19,7,0.3684210526315789,0.7142857142857143,-0.00015110019958463724,-5.5668494583813726e-05,770.99658689201,2.5618327854952585,-276.8092112000003,2,0,0,0
recent_2025plus,pullback,0.003,0.004,0.015,,,19,9,0.47368421052631576,0.6666666666666666,-0.0014706467232363833,-0.0006966221320593394,129.3787286216816,1.0619259169115656,-1595.6014963229904,2,2,0,0
recent_2025plus,pullback,0.003,0.004,0.015,,0.02,19,7,0.3684210526315789,0.7142857142857143,0.00012118428278271675,4.464684102521144e-05,867.0585522712125,2.756428623556165,-276.8092112000003,2,1,0,0
recent_2025plus,pullback,0.003,0.005,,,,19,9,0.47368421052631576,0.6666666666666666,-0.0019050294268665917,-0.0009023823600947013,-49.66415772796768,0.9793829158027453,-1915.235071586994,2,0,0,0
recent_2025plus,pullback,0.003,0.005,,,0.02,19,7,0.3684210526315789,0.7142857142857143,-0.00015110019958463724,-5.5668494583813726e-05,770.99658689201,2.5618327854952585,-276.8092112000003,2,0,0,0
recent_2025plus,pullback,0.003,0.005,0.015,,,19,9,0.47368421052631576,0.6666666666666666,-0.002098410378679754,-0.0009939838635851465,-190.25484664232215,0.9210194963207515,-1915.235071586994,2,2,0,0
recent_2025plus,pullback,0.003,0.005,0.015,,0.02,19,7,0.3684210526315789,0.7142857142857143,0.00012118428278271675,4.464684102521144e-05,867.0585522712125,2.756428623556165,-276.8092112000003,2,1,0,0
recent_2025plus,pullback,0.005,0.002,,,,19,9,0.47368421052631576,0.6666666666666666,-0.0011735551710911525,-0.0005558945547273881,-359.26723075196514,0.8678429350942909,-2534.525123660989,2,0,0,0
recent_2025plus,pullback,0.005,0.002,,,0.02,19,8,0.42105263157894735,0.625,-0.003428443571651307,-0.001443555188063708,-1453.8415577189814,0.4652018980302344,-2534.525123660989,2,0,0,0
recent_2025plus,pullback,0.005,0.002,0.015,,,19,9,0.47368421052631576,0.7777777777777778,0.0008024666845261116,0.0003801157979334213,-153.88155993731482,0.940849273751524,-2534.525123660989,1,3,0,0
recent_2025plus,pullback,0.005,0.002,0.015,,0.02,19,8,0.42105263157894735,0.75,-0.0007496164912206425,-0.00031562799630342845,-1011.8032326107743,0.6110716836126248,-2534.525123660989,1,2,0,0
recent_2025plus,pullback,0.005,0.003,,,,19,9,0.47368421052631576,0.6666666666666666,-0.0015514577104192098,-0.0007349010207248889,-419.2066460519627,0.8491208259283901,-2534.525123660989,2,0,0,0
recent_2025plus,pullback,0.005,0.003,,,0.02,19,8,0.42105263157894735,0.625,-0.0038535839283953713,-0.0016225616540612089,-1513.780973018979,0.45516602590763655,-2534.525123660989,2,0,0,0
recent_2025plus,pullback,0.005,0.003,0.015,,,19,9,0.47368421052631576,0.7777777777777778,0.000424564145198054,0.0002011093319359203,-213.82097523731238,0.9196601321563058,-2534.525123660989,1,3,0,0
recent_2025plus,pullback,0.005,0.003,0.015,,0.02,19,8,0.42105263157894735,0.75,-0.0011747568479647075,-0.0004946344623009295,-1071.742647910772,0.5973095595507467,-2534.525123660989,1,2,0,0
recent_2025plus,pullback,0.005,0.004,,,,19,9,0.47368421052631576,0.6666666666666666,-0.0007055808220135533,-0.0003342224946379989,359.87854048603754,1.1799985810829066,-1595.6014963229904,2,0,0,0
recent_2025plus,pullback,0.005,0.004,,,0.02,19,7,0.3684210526315789,0.7142857142857143,0.000583923306799221,0.00021512963934708143,860.9057098420117,3.132329715021183,-276.8092112000003,2,0,0,0
recent_2025plus,pullback,0.005,0.004,0.015,,,19,9,0.47368421052631576,0.6666666666666666,-0.0008989617738267153,-0.0004258239981284441,219.2878515716833,1.1096800661643047,-1595.6014963229904,2,2,0,0
recent_2025plus,pullback,0.005,0.004,0.015,,0.02,19,7,0.3684210526315789,0.7142857142857143,0.0008562077891665751,0.0003154449749561066,956.9676752212142,3.3702602815393217,-276.8092112000003,2,1,0,0
recent_2025plus,pullback,0.005,0.005,,,,19,9,0.47368421052631576,0.6666666666666666,-0.0013333444774569238,-0.000631584226163806,40.244965222034125,1.0173546385128278,-1915.235071586994,2,0,0,0
recent_2025plus,pullback,0.005,0.005,,,0.02,19,7,0.3684210526315789,0.7142857142857143,0.000583923306799221,0.00021512963934708143,860.9057098420117,3.132329715021183,-276.8092112000003,2,0,0,0
recent_2025plus,pullback,0.005,0.005,0.015,,,19,9,0.47368421052631576,0.6666666666666666,-0.0015267254292700857,-0.0007231857296542511,-100.34572369232035,0.9567284068608197,-1915.235071586994,2,2,0,0
recent_2025plus,pullback,0.005,0.005,0.015,,0.02,19,7,0.3684210526315789,0.7142857142857143,0.0008562077891665751,0.0003154449749561066,956.9676752212142,3.3702602815393217,-276.8092112000003,2,1,0,0
recent_2025plus,pullback,0.008,0.002,,,,19,7,0.3684210526315789,0.8571428571428571,7.179355721042616e-05,2.6450257919630693e-05,-305.63060363896943,0.8794130700123021,-2534.525123660989,1,0,0,0
recent_2025plus,pullback,0.008,0.002,,,0.02,19,5,0.2631578947368421,0.8,-0.004197011040422739,-0.0011044765895849313,-1483.032211205989,0.414867819868431,-2534.525123660989,1,0,0,0
recent_2025plus,pullback,0.008,0.002,0.015,,,19,7,0.3684210526315789,0.8571428571428571,-0.0001768390951207821,-6.515124557081446e-05,-446.2212925533239,0.8239428410522991,-2534.525123660989,1,2,0,0
recent_2025plus,pullback,0.008,0.002,0.015,,0.02,19,5,0.2631578947368421,0.8,-0.0038158127651084436,-0.0010041612539759062,-1386.9702458267864,0.45276918627526547,-2534.525123660989,1,1,0,0
recent_2025plus,pullback,0.008,0.003,,,,19,7,0.3684210526315789,0.8571428571428571,7.179355721042616e-05,2.6450257919630693e-05,-305.63060363896943,0.8794130700123021,-2534.525123660989,1,0,0,0
recent_2025plus,pullback,0.008,0.003,,,0.02,19,5,0.2631578947368421,0.8,-0.004197011040422739,-0.0011044765895849313,-1483.032211205989,0.414867819868431,-2534.525123660989,1,0,0,0
recent_2025plus,pullback,0.008,0.003,0.015,,,19,7,0.3684210526315789,0.8571428571428571,-0.0001768390951207821,-6.515124557081446e-05,-446.2212925533239,0.8239428410522991,-2534.525123660989,1,2,0,0
recent_2025plus,pullback,0.008,0.003,0.015,,0.02,19,5,0.2631578947368421,0.8,-0.0038158127651084436,-0.0010041612539759062,-1386.9702458267864,0.45276918627526547,-2534.525123660989,1,1,0,0
recent_2025plus,pullback,0.008,0.004,,,,19,7,0.3684210526315789,0.8571428571428571,0.0024682871605951682,0.000909368953903483,633.2930236990289,1.3968992415452302,-1595.6014963229904,1,0,0,0
recent_2025plus,pullback,0.008,0.004,,,0.02,19,4,0.21052631578947367,1.0,0.005773410650171527,0.0012154548737203215,1051.492912455,inf,28.53128285000393,0,0,0,0
recent_2025plus,pullback,0.008,0.004,0.015,,,19,7,0.3684210526315789,0.8571428571428571,0.0022196545082639597,0.0008177674504130379,492.70233478467446,1.3087878370132455,-1595.6014963229904,1,2,0,0
recent_2025plus,pullback,0.008,0.004,0.015,,0.02,19,4,0.21052631578947367,1.0,0.006249908494314397,0.0013157702093293468,1147.5548778342024,inf,28.53128285000393,0,1,0,0
recent_2025plus,pullback,0.008,0.005,,,,19,7,0.3684210526315789,0.8571428571428571,0.0016611624607394068,0.0006120072223776762,313.6594484350253,1.163770731378223,-1915.235071586994,1,0,0,0
recent_2025plus,pullback,0.008,0.005,,,0.02,19,4,0.21052631578947367,1.0,0.005773410650171527,0.0012154548737203215,1051.492912455,inf,28.53128285000393,0,0,0,0
recent_2025plus,pullback,0.008,0.005,0.015,,,19,7,0.3684210526315789,0.8571428571428571,0.0014125298084081985,0.000520405718887231,173.06875952067082,1.0903642388802244,-1915.235071586994,1,2,0,0
recent_2025plus,pullback,0.008,0.005,0.015,,0.02,19,4,0.21052631578947367,1.0,0.006249908494314397,0.0013157702093293468,1147.5548778342024,inf,28.53128285000393,0,1,0,0
