window,kind,rise,pullback,tp,stop,breakout_veto,signals,executed,execution_rate,net_win_rate,avg_net_per_trade,avg_net_per_signal,total_pnl_1000,pf,worst_pnl_1000,max_losing_streak,tp_count,stop_count,ambiguous_bar_count
full,pullback,0.008,0.004,0.015,,,61,31,0.5081967213114754,0.6129032258064516,-0.00043320497885354387,-0.00022015334990917803,539.7802970812123,1.1698966510143756,-1595.6014963229904,4,8,0,0
full,pullback,0.008,0.004,0.015,,0.02,61,24,0.39344262295081966,0.5833333333333334,-0.0013746025702400424,-0.0005408272407501806,783.0194058949874,1.5226506639658142,-463.2012121499975,5,5,0,0
full,pullback,0.008,0.005,,,,61,30,0.4918032786885246,0.6,-0.0005026670160115455,-0.00024721328656305517,428.6845029350616,1.1235927268094292,-1915.235071586994,4,0,0,0
full,pullback,0.008,0.005,,,0.02,61,23,0.3770491803278688,0.5652173913043478,-0.001356179019317875,-0.0005113461876116579,742.0479791550349,1.5048110999874782,-463.2012121499975,7,0,0,0
full,pullback,0.008,0.005,0.015,,,61,30,0.4918032786885246,0.6,-0.0005227539642217005,-0.000257092113551656,237.36795676720828,1.068434834553574,-1915.235071586994,4,8,0,0
full,pullback,0.008,0.005,0.015,,0.02,61,23,0.3770491803278688,0.5652173913043478,-0.0012866892769113846,-0.00048514513719609577,800.240640844987,1.5443992430511577,-463.2012121499975,7,5,0,0
modern_2024plus,limit,0.002,,,,,26,15,0.5769230769230769,0.6666666666666666,0.0003154244444667534,0.0001819756410385116,-818.0952500169266,0.7632731436328101,-3110.245124006821,3,0,0,0
modern_2024plus,limit,0.002,,0.012,,,26,15,0.5769230769230769,0.7333333333333333,0.0010215800505465444,0.0005893731060845448,-693.7076532858197,0.7900544080977426,-3110.245124006821,2,7,0,0
modern_2024plus,limit,0.002,,0.015,,,26,15,0.5769230769230769,0.7333333333333333,0.0018638230153576471,0.001075282508860181,-440.62610573450695,0.8666477036286886,-3110.245124006821,2,5,0,0
modern_2024plus,limit,0.002,,0.018,,,26,15,0.5769230769230769,0.6666666666666666,0.0012311534386016472,0.0007102808299624888,-472.8656963498744,0.863169955114063,-3110.245124006821,3,4,0,0
modern_2024plus,limit,0.003,,,,,26,15,0.5769230769230769,0.6666666666666666,0.0013110672358812442,0.0007563849437776409,-340.37617207546225,0.8976905998982301,-3053.500175848233,3,0,0,0
modern_2024plus,limit,0.003,,0.012,,,26,15,0.5769230769230769,0.7333333333333333,0.001556578959418948,0.0008980263227417009,-423.51995869204563,0.8673567906206071,-3053.500175848233,2,7,0,0
modern_2024plus,limit,0.003,,0.015,,,26,15,0.5769230769230769,0.7333333333333333,0.00263472259877205,0.0015200322685223365,-61.349553592391516,0.9807857893932102,-3053.500175848233,2,6,0,0
