entry,exit,window,eligible,excluded,paired_open_mean,paired_open_cash,delta_mean,delta_cash,opening_stops,bar_stops,delayed,saved_losses,spoiled_winners,n,mean,median,win,cash,pf,pf_cash,worst,tail5,mdd_cash,max_loss_run,months,years,clusters,fee,gross,delete1,delete5,delete10,delete5_cash,bad_n,good_n,delete_worst5,delete_both5,no_stop_common,stop_vs_no_stop_mean,stop_vs_no_stop_cash
A,OPEN,main2022,47,0,0.19754239758400743,2097.0722519731926,0.0,0.0,0,0,0,0,0,47,0.19754239758400743,-0.07794371207115026,48.93617021276596,2097.0722519731926,1.270786919159989,1.1598779724738981,-4.66817809846285,-3.254557428369022,-3463.31083533296,4.0,28.0,4.0,35.0,1614.2327480269998,0.3963427207790509,-0.002155121457450854,-0.32525222722718655,-0.597702336202666,-5535.2037658348545,16.0,17.0,0.5610091748115306,0.016683759786327083,,,
A,OPEN,early2022_2023,8,0,-0.7754805717868545,-1298.9485920999907,0.0,0.0,0,0,0,0,0,8,-0.7754805717868545,-0.4528221494092094,37.5,-1298.9485920999907,0.23965925128817192,0.25148753676845254,-4.66817809846285,-4.66817809846285,-1556.5654690999932,2.0,6.0,1.0,7.0,222.28859210000002,-0.5344557921426352,-1.0487926482781436,-2.4178836131074957,,-1552.378079499995,3.0,1.0,0.6518168546153569,,,,
A,OPEN,recent2024,39,0,0.3971368528395686,3396.020844073185,0.0,0.0,0,0,0,0,0,39,0.3971368528395686,0.15089878998996797,51.28205128205128,3396.020844073185,1.5927918307681916,1.2983851852973438,-2.6242498179121085,-2.547747093322108,-3463.3108353329594,3.0,22.0,3.0,28.0,1391.944155927,0.5872757490706788,0.16065023650663404,-0.2193161461543236,-0.5486600643173726,-4236.255173734865,13.0,16.0,0.7946434637511011,0.14044108750162945,,,
A,OPEN,2022,0,0,,0.0,,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
A,OPEN,2023,8,0,-0.7754805717868545,-1298.9485920999907,0.0,0.0,0,0,0,0,0,8,-0.7754805717868545,-0.4528221494092094,37.5,-1298.9485920999907,0.23965925128817192,0.25148753676845254,-4.66817809846285,-4.66817809846285,-1556.5654690999932,2.0,6.0,1.0,7.0,222.28859210000002,-0.5344557921426352,-1.0487926482781436,-2.4178836131074957,,-1552.378079499995,3.0,1.0,0.6518168546153569,,,,
A,OPEN,2024,15,0,0.12016228732250879,227.0720643500401,0.0,0.0,0,0,0,0,0,15,0.12016228732250879,-0.19364178482670052,40.0,227.0720643500401,1.1725654537281631,1.1004779690992512,-1.9198259496211643,-1.9198259496211643,-746.5720230499912,3.0,10.0,1.0,12.0,318.72293565,0.32086724544265977,-0.10342917685077402,-0.9236117411821111,-1.6168156512884249,-1967.0553901499763,6.0,6.0,0.9886512566279759,-0.23040783107579715,,,
A,OPEN,2025,14,0,0.8670477025017671,1759.0782841420817,0.0,0.0,0,0,0,0,0,14,0.8670477025017671,0.6479844150364173,64.28571428571429,1759.0782841420817,2.220138006828676,1.3058671446494248,-2.6242498179121085,-2.6242498179121085,-3463.3108353329594,2.0,7.0,1.0,9.0,569.5567158580001,1.0535132523415798,0.21192612011797335,-0.8072476618983428,-2.4024286392932725,-4913.254182238947,4.0,6.0,2.4541411310287464,0.6708433467872237,,,
A,OPEN,2026,10,0,0.15472351158808087,1409.8704955810617,0.0,0.0,0,0,0,0,0,10,0.15472351158808087,0.3117476282631355,50.0,1409.8704955810617,1.26982340536525,1.4183226742648773,-1.7359404431210887,-1.7359404431210887,-2193.42713347999,3.0,5.0,1.0,7.0,503.66450441899997,0.3341559999334466,-0.045827050176833146,-1.1468501880230688,,-3370.294230544975,3.0,4.0,1.4562972111992305,,,,
A,0935_S0,main2022,47,0,0.19754239758400743,2097.0722519731926,0.039616886786923766,-1708.210813327004,0,0,0,1,4,47,0.23715928437093117,-0.3366800059036273,42.5531914893617,388.86143864618884,1.303663963432529,1.027843839011244,-5.145162588553366,-3.468625008205402,-4964.611737538873,4.0,28.0,4.0,35.0,1613.298561354,0.4360679453828894,0.058255153164092986,-0.3688624027674695,-0.701010667955717,-7084.233300379829,17.0,16.0,0.6277769302295624,-0.007353411135833987,,,
A,0935_S0,early2022_2023,8,0,-0.7754805717868545,-1298.9485920999907,0.4191136385290269,579.0695204000009,0,0,0,1,1,8,-0.35636693325782764,-0.18026271957687212,37.5,-719.8790716999897,0.6606803485719351,0.5813658476190057,-5.145162588553366,-5.145162588553366,-1303.7186400499886,3.0,6.0,1.0,7.0,222.9290717,-0.11432313557255402,-0.7236825709019173,-2.6804637733519545,,-1636.385107549991,2.0,3.0,1.8503270977156625,,,,
A,0935_S0,recent2024,39,0,0.3971368528395686,3396.020844073185,-0.038228600749917914,-2287.280333727005,0,0,0,0,3,39,0.35890825208965077,-0.3370507198956853,43.58974358974359,1108.7405103461795,1.4945258610324321,1.0905374528573675,-2.735741084419863,-2.63035621803142,-4964.611737538873,3.0,22.0,3.0,28.0,1390.369489654,0.5489686799378521,0.14554401346344473,-0.37180251324032637,-0.7499512678345441,-6364.354228679839,15.0,13.0,0.7638142723514451,-0.023069724886839678,,,
A,0935_S0,2022,0,0,,0.0,,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
A,0935_S0,2023,8,0,-0.7754805717868545,-1298.9485920999907,0.4191136385290269,579.0695204000009,0,0,0,1,1,8,-0.35636693325782764,-0.18026271957687212,37.5,-719.8790716999897,0.6606803485719351,0.5813658476190057,-5.145162588553366,-5.145162588553366,-1303.7186400499886,3.0,6.0,1.0,7.0,222.9290717,-0.11432313557255402,-0.7236825709019173,-2.6804637733519545,,-1636.385107549991,2.0,3.0,1.8503270977156625,,,,
A,0935_S0,2024,15,0,0.12016228732250879,227.0720643500401,0.17879224758688833,759.2325937999971,0,0,0,0,0,15,0.29895453490939716,-0.8483869850652294,40.0,986.3046581500371,1.3536194454887338,1.3653691140375828,-2.524971351642977,-2.524971351642977,-927.154235749988,3.0,10.0,1.0,12.0,319.11034185000005,0.4999572835261904,-0.0025021700903851774,-1.1735575196942325,-1.8962695425154679,-2527.3309404999777,6.0,5.0,1.3965665736218298,-0.45084549687299724,,,
A,0935_S0,2025,14,0,0.8670477025017671,1759.0782841420817,0.05474681583730804,529.3876957389896,0,0,0,0,1,14,0.9217945183390752,0.8354085019581392,57.14285714285714,2288.4659798810717,2.4098847894148245,1.4158157606537822,-2.735741084419863,-2.735741084419863,-3752.978762915948,2.0,7.0,1.0,9.0,569.9040201190002,1.1083548536453691,0.34141337975858205,-0.7130055761424364,-1.9034030326198637,-4516.497611013947,5.0,6.0,2.3970930630416487,0.5629160313364652,,,
A,0935_S0,2026,10,0,0.15472351158808087,1409.8704955810617,-0.4939254564772435,-3575.900623265992,0,0,0,0,2,10,-0.33920194488916267,-0.514873484846809,30.0,-2166.0301276849304,0.47574870600140684,0.4642750991427368,-1.4753169085363664,-1.4753169085363664,-2392.9168406239605,3.0,5.0,1.0,7.0,501.35512768500007,-0.16065486863517942,-0.5434985734899799,-1.1785806072175165,,-3652.8233031739856,4.0,2.0,0.5001767174391911,,,,
A,0935_S1,main2022,47,0,0.19754239758400743,2097.0722519731926,-0.04307120749034374,-3795.6484124070075,15,8,0,1,4,47,0.15447119009366353,-0.9031163607055247,42.5531914893617,-1698.5761604338152,1.178852213818289,0.8941910419515617,-4.66817809846285,-3.254557428369022,-5903.535364876879,4.0,28.0,4.0,35.0,1611.781160434,0.353218410520761,-0.02623050838007158,-0.4613943177920307,-0.8060468958214354,-9171.67089945983,23.0,16.0,0.5128104426199555,-0.13785591058457713,47.0,-0.08268809427726749,-2087.4375990800036
A,0935_S1,early2022_2023,8,0,-0.7754805717868545,-1298.9485920999907,0.26747921943696523,229.6178336500002,3,2,0,1,1,8,-0.5080013523498893,-1.1806706363118071,37.5,-1069.3307584499905,0.5773256211255958,0.48317580896540024,-4.66817809846285,-4.66817809846285,-1657.3790824499931,3.0,6.0,1.0,7.0,222.55575844999998,-0.2663123627253253,-0.8969790498642737,-2.4178836131074957,,-1657.379082449993,5.0,3.0,1.8503270977156625,,8.0,-0.1516344190920617,-349.4516867500007
A,0935_S1,recent2024,39,0,0.3971368528395686,3396.020844073185,-0.10677385916774046,-4025.266246057008,12,6,0,0,3,39,0.2903629936718282,-0.3370507198956853,43.58974358974359,-629.2454019838244,1.3655548427558364,0.9550030991711759,-2.6242498179121085,-2.547747093322108,-5903.535364876879,3.0,22.0,3.0,28.0,1389.225401984,0.48030164605841985,0.07519493245567944,-0.45042795671959346,-0.8421328222585123,-8102.340141009842,18.0,13.0,0.6721675664704575,-0.13051758695420432,39.0,-0.06854525841782254,-1737.985912330003
A,0935_S1,2022,0,0,,0.0,,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0
A,0935_S1,2023,8,0,-0.7754805717868545,-1298.9485920999907,0.26747921943696523,229.6178336500002,3,2,0,1,1,8,-0.5080013523498893,-1.1806706363118071,37.5,-1069.3307584499905,0.5773256211255958,0.48317580896540024,-4.66817809846285,-4.66817809846285,-1657.3790824499931,3.0,6.0,1.0,7.0,222.55575844999998,-0.2663123627253253,-0.8969790498642737,-2.4178836131074957,,-1657.379082449993,5.0,3.0,1.8503270977156625,,8.0,-0.1516344190920617,-349.4516867500007
A,0935_S1,2024,15,0,0.12016228732250879,227.0720643500401,0.2434965865667473,919.071034599997,5,2,0,0,0,15,0.36365887388925616,-0.9031163607055247,40.0,1146.1430989500375,1.465806023171086,1.4513020796488765,-1.9198259496211643,-1.9198259496211643,-1027.0532612499849,3.0,10.0,1.0,12.0,319.19190104999996,0.5647804689508095,0.0668239073880353,-1.0765010112244437,-1.6214842413873947,-2367.4924996999775,7.0,5.0,1.3562304315275817,-0.5315177810614935,15.0,0.06470433897985903,159.8384408
A,0935_S1,2025,14,0,0.8670477025017671,1759.0782841420817,-0.140418724236588,-839.0435483600196,4,2,0,0,1,14,0.7266289782651789,0.8354085019581392,57.14285714285714,920.0347357820625,1.8558907923717443,1.1338818731855653,-2.6242498179121085,-2.6242498179121085,-4162.50928122296,2.0,7.0,1.0,9.0,569.0202642180002,0.9128394593035148,0.13123510583284786,-1.0165964162573857,-2.4024286392932725,-5884.928855112956,6.0,6.0,2.3245721642289126,0.39974400900780793,14.0,-0.19516554007389603,-1368.4312440990095
A,0935_S1,2026,10,0,0.15472351158808087,1409.8704955810617,-0.5850767166730855,-4105.293732296986,3,2,0,0,2,10,-0.4303532050850046,-0.7323433171760354,30.0,-2695.423236715924,0.4170021811229911,0.4105232529257617,-1.7359404431210887,-1.7359404431210887,-2722.53896511496,3.0,5.0,1.0,7.0,501.01323671600005,-0.251969526823298,-0.6447777514853595,-1.3608831276092004,,-4182.216412204979,5.0,2.0,0.5001767174391911,,10.0,-0.09115126019584197,-529.3931090309934
A,0935_S2,main2022,47,0,0.19754239758400743,2097.0722519731926,-0.04931962905188023,-3765.912339881009,5,5,0,1,4,47,0.1482227685321271,-0.3366800059036273,42.5531914893617,-1668.8400879078165,1.1703848960511563,0.8958504628031849,-4.66817809846285,-3.254557428369022,-5563.924691158883,4.0,28.0,4.0,35.0,1612.030087908,0.34697753729920616,-0.03261476519294594,-0.468386599063274,-0.813984079967171,-9141.934826933833,18.0,16.0,0.507615643165659,-0.14375270996512987,47.0,-0.08893651583880402,-2057.701526554005
A,0935_S2,early2022_2023,8,0,-0.7754805717868545,-1298.9485920999907,0.4787366997903415,688.9034759500006,1,0,0,1,1,8,-0.2967438719965131,-0.18026271957687212,37.5,-610.04511614999,0.7004452662362016,0.6210325497665932,-4.66817809846285,-4.66817809846285,-1193.884684499989,3.0,6.0,1.0,7.0,223.04011615,-0.05456650801931584,-0.6555419294604151,-2.5214689433217825,,-1526.5511519999914,2.0,3.0,1.8503270977156625,,8.0,0.05962306126131456,109.8339555499997
A,0935_S2,recent2024,39,0,0.3971368528395686,3396.020844073185,-0.15763887599387447,-4454.815815831009,4,5,0,0,3,39,0.23949797684569432,-0.3370507198956853,43.58974358974359,-1058.7949717578263,1.2833716676215525,0.9265426814324496,-2.6242498179121085,-2.547747093322108,-5563.924691158884,3.0,22.0,3.0,28.0,1388.9899717580001,0.42934554659531327,0.02299136255517355,-0.5087731230789824,-0.9105375000591752,-8531.889710783846,16.0,13.0,0.6233014816658662,-0.1878088587940701,39.0,-0.11941027524395655,-2167.5354821040046
A,0935_S2,2022,0,0,,0.0,,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0
A,0935_S2,2023,8,0,-0.7754805717868545,-1298.9485920999907,0.4787366997903415,688.9034759500006,1,0,0,1,1,8,-0.2967438719965131,-0.18026271957687212,37.5,-610.04511614999,0.7004452662362016,0.6210325497665932,-4.66817809846285,-4.66817809846285,-1193.884684499989,3.0,6.0,1.0,7.0,223.04011615,-0.05456650801931584,-0.6555419294604151,-2.5214689433217825,,-1526.5511519999914,2.0,3.0,1.8503270977156625,,8.0,0.05962306126131456,109.8339555499997
A,0935_S2,2024,15,0,0.12016228732250879,227.0720643500401,0.13415768826007976,609.3840555499977,0,4,0,0,0,15,0.2543199755825886,-0.8483869850652294,40.0,836.456119900038,1.285737459233448,1.2935630909929834,-2.2373282236729914,-2.2373282236729914,-1057.0229688999855,3.0,10.0,1.0,12.0,319.03388010000003,0.4552458245758702,-0.050324912226251496,-1.2405093586844453,-2.0298202621745003,-2677.179478749977,6.0,5.0,1.3963900944611332,-0.4511984551943903,15.0,-0.044634559326808515,-149.84853824999922
A,0935_S2,2025,14,0,0.8670477025017671,1759.0782841420817,-0.23007335163499038,-1488.2992481150154,4,1,0,0,1,14,0.6369743508667768,0.8354085019581392,57.14285714285714,270.7790360270666,1.6786223783793208,1.036001892413197,-2.6242498179121085,-2.6242498179121085,-4352.2917165359595,2.0,7.0,1.0,9.0,568.6009639730001,0.8230241167807828,0.03468396863456849,-1.1560591699882339,-2.4024286392932725,-6534.184554867952,6.0,6.0,2.296284464004995,0.336096683503994,14.0,-0.2848201674722984,-2017.686943854005
A,0935_S2,2026,10,0,0.15472351158808087,1409.8704955810617,-0.4939254564772435,-3575.900623265992,0,0,0,0,2,10,-0.33920194488916267,-0.514873484846809,30.0,-2166.0301276849304,0.47574870600140684,0.4642750991427368,-1.4753169085363664,-1.4753169085363664,-2392.9168406239605,3.0,5.0,1.0,7.0,501.35512768500007,-0.16065486863517942,-0.5434985734899799,-1.1785806072175165,,-3652.8233031739856,4.0,2.0,0.5001767174391911,,10.0,0.0,0.0
A,1000_S0,main2022,47,0,0.19754239758400743,2097.0722519731926,0.4299267774957172,7061.342970296031,0,0,0,6,6,47,0.6274691750797247,-0.05596929863672346,48.93617021276596,9158.415222269226,1.7228549717338721,1.643965568817798,-4.552052626129442,-3.6148540554182778,-4616.574153643991,4.0,28.0,4.0,35.0,1619.3547777309998,0.8271222910104733,0.42795301620316645,-0.10367499106767497,-0.6081525805455882,-2114.462343781816,17.0,18.0,1.0986665046283544,0.3323943875892295,,,
A,1000_S0,early2022_2023,8,0,-0.7754805717868545,-1298.9485920999907,1.0826136252983902,1827.1726566500063,0,0,0,2,2,8,0.3071330535115357,-0.646377108434079,37.5,528.2240645500156,1.3546095775714546,1.3894785348186112,-2.846964590844504,-2.846964590844504,-722.178158049991,2.0,6.0,1.0,7.0,224.20093545,0.5506542558081682,-0.15838135005718573,-1.8787247795473723,,-1127.1649449999923,4.0,3.0,3.1286643278675204,,,,
A,1000_S0,recent2024,39,0,0.3971368528395686,3396.020844073185,0.2960422958951689,5234.1703136460255,0,0,0,4,4,39,0.6931791487347377,0.04155511195470229,51.28205128205128,8630.19115771921,1.7981905049968414,1.670792313585199,-4.552052626129442,-3.934021289844943,-4616.574153643991,4.0,22.0,3.0,28.0,1395.153842281,0.8838336828468437,0.45338879782245706,-0.200335707439254,-0.7992795765140275,-2642.686408331832,13.0,15.0,1.2795149075504768,0.3330381380388554,,,
A,1000_S0,2022,0,0,,0.0,,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
A,1000_S0,2023,8,0,-0.7754805717868545,-1298.9485920999907,1.0826136252983902,1827.1726566500063,0,0,0,2,2,8,0.3071330535115357,-0.646377108434079,37.5,528.2240645500156,1.3546095775714546,1.3894785348186112,-2.846964590844504,-2.846964590844504,-722.178158049991,2.0,6.0,1.0,7.0,224.20093545,0.5506542558081682,-0.15838135005718573,-1.8787247795473723,,-1127.1649449999923,4.0,3.0,3.1286643278675204,,,,
A,1000_S0,2024,15,0,0.12016228732250879,227.0720643500401,0.13687636430359346,689.3032759500043,0,0,0,0,0,15,0.25703865162610234,-0.781396109427827,40.0,916.375340300045,1.215759363565533,1.2457801832618367,-3.315989953560444,-3.315989953560444,-1616.4575116999827,3.0,10.0,1.0,12.0,319.07465970000004,0.4579539612323077,-0.11846952238210859,-1.6359625779043518,-2.739398712168155,-3436.412072549972,7.0,6.0,1.755257333523231,-0.5325264436405479,,,
A,1000_S0,2025,14,0,0.8670477025017671,1759.0782841420817,1.1679281783795046,8600.218023858,0,0,0,2,1,14,2.0349758808812717,1.2859160304283295,71.42857142857143,10359.296308000083,5.887617684257471,4.319016797385294,-2.204546880313621,-2.204546880313621,-1951.8751641329989,2.0,7.0,1.0,9.0,575.033692,2.223530655956886,1.4372653729951077,-0.05830627259783672,-1.457236642306341,-749.833419737947,3.0,7.0,3.8085615321787176,1.3156587509725328,,,
A,1000_S0,2026,10,0,0.15472351158808087,1409.8704955810617,-0.6858490421955377,-4055.3509861619805,0,0,0,2,3,10,-0.5311255306074567,-0.46278984210592694,40.0,-2645.480490580918,0.47776961973512555,0.5602620797041342,-4.552052626129442,-4.552052626129442,-4616.57415364399,4.0,5.0,1.0,7.0,501.045490581,-0.3529224970854116,-0.85981266454277,-1.9523427458929816,,-5785.02181302498,3.0,2.0,0.8900916846780678,,,,
A,1000_S1,main2022,47,0,0.19754239758400743,2097.0722519731926,0.2824632470701788,3176.5845451840214,15,12,0,2,6,47,0.4800056446541861,-1.1386292251746142,40.42553191489361,5273.656797157212,1.5141831123700806,1.3081993805553456,-4.66817809846285,-3.254557428369022,-3279.481387228986,5.0,28.0,4.0,35.0,1616.058202843,0.6793230933547928,0.2772837568553336,-0.26869370368672996,-0.7724694661937296,-5999.220768893829,27.0,17.0,0.8770989989138736,0.08088532704846711,47.0,-0.14746353042553847,-3884.758425112012
A,1000_S1,early2022_2023,8,0,-0.7754805717868545,-1298.9485920999907,0.14471266727211274,89.82916295000359,3,3,0,1,2,8,-0.6307679045147419,-1.2235777168491326,25.0,-1209.1194291499874,0.5356196947565152,0.46768482711200343,-4.66817809846285,-4.66817809846285,-1657.379082449993,3.0,6.0,1.0,7.0,222.41442915,-0.3893686426960905,-1.223185268125113,-2.4178836131074957,,-1657.379082449993,6.0,2.0,1.5515543456342726,,8.0,-0.9379009580262775,-1737.343493700003
A,1000_S1,recent2024,39,0,0.3971368528395686,3396.020844073185,0.31071977625952574,3086.755382234018,12,9,0,1,4,39,0.7078566290990943,-1.1351981136277156,43.58974358974359,6482.776226307201,1.8363162252486755,1.4368521077277376,-2.6242498179121085,-2.547747093322108,-3279.481387228986,5.0,22.0,3.0,28.0,1393.6437736930002,0.8985419110062559,0.46845252767008627,-0.18349977408013887,-0.7795408960240302,-4790.10133974384,21.0,15.0,1.1510573247546745,0.18243269614032867,39.0,0.014677480364356748,-2147.414931412008
A,1000_S1,2022,0,0,,0.0,,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0
A,1000_S1,2023,8,0,-0.7754805717868545,-1298.9485920999907,0.14471266727211274,89.82916295000359,3,3,0,1,2,8,-0.6307679045147419,-1.2235777168491326,25.0,-1209.1194291499874,0.5356196947565152,0.46768482711200343,-4.66817809846285,-4.66817809846285,-1657.379082449993,3.0,6.0,1.0,7.0,222.41442915,-0.3893686426960905,-1.223185268125113,-2.4178836131074957,,-1657.379082449993,6.0,2.0,1.5515543456342726,,8.0,-0.9379009580262775,-1737.343493700003
A,1000_S1,2024,15,0,0.12016228732250879,227.0720643500401,0.47648609473481734,1598.3844080000042,5,4,0,0,0,15,0.5966483820573262,-1.1535191521921568,40.0,1825.4564723500441,1.7005289621478545,1.6474734333180265,-1.9198259496211643,-1.9198259496211643,-1466.6089734499803,3.0,10.0,1.0,12.0,319.53852765,0.7981840129245128,0.24539804593706016,-1.1265479822575157,-1.6214842413873947,-2527.3309404999723,9.0,6.0,1.7057146937796865,-0.6316117231276372,15.0,0.33960973043122367,909.08113205
A,1000_S1,2025,14,0,0.8670477025017671,1759.0782841420817,0.7249686045032276,4764.615120689999,4,2,0,0,1,14,1.5920163070049946,1.2859160304283295,57.14285714285714,6523.693404832082,2.8752239990819266,1.9493166498597594,-2.6242498179121085,-2.6242498179121085,-2258.071001126975,2.0,7.0,1.0,9.0,572.5565951680001,1.7797770315663872,0.9602319857437328,-0.7473544986276006,-2.4024286392932725,-4585.436322905948,6.0,7.0,3.6707302311575143,1.0055383236748248,14.0,-0.4429595738762768,-3835.602903168002
A,1000_S1,2026,10,0,0.15472351158808087,1409.8704955810617,-0.5178780609945943,-3276.244146455986,3,3,0,1,3,10,-0.36315454940651354,-1.1316023710380796,30.0,-1866.3736508749244,0.5649921621578453,0.6374852918410987,-1.7359404431210887,-1.7359404431210887,-3279.481387228986,5.0,5.0,1.0,7.0,501.548650875,-0.18465041065531373,-0.6731782409861663,-1.3623214246450548,,-4206.831035158981,6.0,2.0,0.6360123258320277,,10.0,0.16797098120094328,779.1068397059933
A,1000_S2,main2022,47,0,0.19754239758400743,2097.0722519731926,0.21825677951498965,2476.6599045730327,5,14,0,4,6,47,0.415799177098997,-0.5169634084007229,44.680851063829785,4573.732156546226,1.3862031635917016,1.2443001126256121,-4.66817809846285,-3.254557428369022,-3298.085655679987,4.0,28.0,4.0,35.0,1616.332843454,0.6150617702057408,0.2116814965272055,-0.3405437983318226,-0.8770306860886745,-6699.145409504814,22.0,18.0,0.8070463860857277,0.0013661449192204581,47.0,-0.21166999798072755,-4584.6830657229975
A,1000_S2,early2022_2023,8,0,-0.7754805717868545,-1298.9485920999907,0.762817122102055,1307.9076190500068,1,1,0,2,2,8,-0.012663449684799544,-0.646377108434079,37.5,8.959026950015982,0.9893217679135816,1.004776876106714,-4.66817809846285,-4.66817809846285,-1141.5441701499917,2.0,6.0,1.0,7.0,223.72597305000002,0.2301735323156528,-0.5238630679958546,-2.731515454737599,,-1646.429982599992,4.0,3.0,3.1286643278675204,,8.0,-0.31979650319633524,-519.2650375999997
A,1000_S2,recent2024,39,0,0.3971368528395686,3396.020844073185,0.10655209385610441,1168.7522855230277,4,13,0,2,4,39,0.5036889466956732,-0.5169634084007229,46.15384615384615,4564.773129596211,1.477784879285689,1.2709662777782642,-2.6242498179121085,-2.547747093322108,-3298.085655679987,4.0,22.0,3.0,28.0,1392.6068704040001,0.6940132036190921,0.2589120115192067,-0.41769211566053377,-1.0541112275320796,-6708.104436454831,18.0,15.0,0.927975030590097,-0.07911206253538296,39.0,-0.18949020203906447,-4065.4180281229974
A,1000_S2,2022,0,0,,0.0,,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0
A,1000_S2,2023,8,0,-0.7754805717868545,-1298.9485920999907,0.762817122102055,1307.9076190500068,1,1,0,2,2,8,-0.012663449684799544,-0.646377108434079,37.5,8.959026950015982,0.9893217679135816,1.004776876106714,-4.66817809846285,-4.66817809846285,-1141.5441701499917,2.0,6.0,1.0,7.0,223.72597305000002,0.2301735323156528,-0.5238630679958546,-2.731515454737599,,-1646.429982599992,4.0,3.0,3.1286643278675204,,8.0,-0.31979650319633524,-519.2650375999997
A,1000_S2,2024,15,0,0.12016228732250879,227.0720643500401,0.02389495768286561,109.88892805000341,0,9,0,0,0,15,0.14405724500537456,-2.152701768952875,40.0,336.9609924000433,1.1104477373889279,1.0782202431298764,-2.2373282236729914,-2.2373282236729914,-2345.720397849982,3.0,10.0,1.0,12.0,318.7790076,0.3447944728187975,-0.23952102947574558,-1.8054346878354437,-2.1899387780219444,-4015.8264204499733,9.0,6.0,1.3110552565190339,-1.4209305976489421,15.0,-0.11298140662072785,-579.4143479000011
A,1000_S2,2025,14,0,0.8670477025017671,1759.0782841420817,0.6267453188393209,4025.4624778920015,4,1,0,0,1,14,1.4937930213410875,1.2859160304283295,57.14285714285714,5784.540762034085,2.5770665081832163,1.7600096240521852,-2.6242498179121085,-2.6242498179121085,-2537.7503794829754,2.0,7.0,1.0,9.0,572.079237966,1.6813776705784775,0.8544530627210638,-0.9001462763270113,-2.4024286392932725,-5324.588965703946,6.0,7.0,3.6291135069650347,0.9119006942417454,14.0,-0.5411828595401835,-4574.755545965999
A,1000_S2,2026,10,0,0.15472351158808087,1409.8704955810617,-0.4977327168605403,-2966.5991204189777,0,3,0,2,3,10,-0.34300920527245954,-0.46278984210592694,40.0,-1556.728624837916,0.5861957956235371,0.6840596917569486,-2.1338406842845106,-2.1338406842845106,-3298.0856556799863,4.0,5.0,1.0,7.0,501.748624838,-0.1644689539236055,-0.6507945252816619,-1.576110095222987,,-4696.269947281978,3.0,2.0,0.8900916846780678,,10.0,0.18811632533499728,1088.7518657430016
A,0935_S1_WORSTBAR,main2022,47,0,0.19754239758400743,2097.0722519731926,-0.13632386538920885,-5743.441118862014,15,8,0,1,4,47,0.061218532194798496,-0.9031163607055247,42.5531914893617,-3646.3688668888203,1.063973668701765,0.7974355269793902,-4.66817809846285,-3.272466422672645,-7082.184173662882,4.0,28.0,4.0,35.0,1610.5488668889998,0.2597953752229749,-0.1215103979723903,-0.5657484825836179,-0.9245029747740479,-11119.46360591484,23.0,16.0,0.4171024055493624,-0.24649746617822335,47.0,-0.17594075217613256,-4035.2303055350085
A,0935_S1_WORSTBAR,early2022_2023,8,0,-0.7754805717868545,-1298.9485920999907,0.23920701555895169,179.68331339999793,3,2,0,1,1,8,-0.5362735562279027,-1.2598957046731059,37.5,-1119.2652786999927,0.5640570621304638,0.47178957774485575,-4.66817809846285,-4.66817809846285,-1703.1048470499916,3.0,6.0,1.0,7.0,222.5152787,-0.29464213446202536,-0.9292901400105748,-2.440459444541333,,-1687.3337975999937,5.0,3.0,1.8503270977156625,,8.0,-0.1799066229700752,-399.38620700000297
A,0935_S1_WORSTBAR,recent2024,39,0,0.3971368528395686,3396.020844073185,-0.21335584096831864,-5923.124432262011,12,6,0,0,3,39,0.1837810118712501,-0.3370507198956853,43.58974358974359,-2527.103588188827,1.203999483880318,0.8408830598044577,-2.6242498179121085,-2.5746105847775427,-7082.184173662882,3.0,22.0,3.0,28.0,1388.033588189,0.37352614644041093,-0.034191838339650706,-0.5726837593731977,-0.9854672115765313,-10000.198327214846,18.0,13.0,0.5677101579939654,-0.25298489344388486,39.0,-0.17512724021840073,-3635.8440985350057
A,0935_S1_WORSTBAR,2022,0,0,,0.0,,0.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0
A,0935_S1_WORSTBAR,2023,8,0,-0.7754805717868545,-1298.9485920999907,0.23920701555895169,179.68331339999793,3,2,0,1,1,8,-0.5362735562279027,-1.2598957046731059,37.5,-1119.2652786999927,0.5640570621304638,0.47178957774485575,-4.66817809846285,-4.66817809846285,-1703.1048470499916,3.0,6.0,1.0,7.0,222.5152787,-0.29464213446202536,-0.9292901400105748,-2.440459444541333,,-1687.3337975999937,5.0,3.0,1.8503270977156625,,8.0,-0.1799066229700752,-399.38620700000297
