symbol,datetime,date,open,high,low,close,volume,amount,source,clock
601138,2026-05-15 09:31:00,2026-05-15,69.5,69.97000122070312,69.43000030517578,69.80000305175781,11993800.0,835493248.0,pytdxdata_mac_min1,09:31
601138,2026-05-15 09:32:00,2026-05-15,69.83000183105469,70.69999694824219,69.81999969482422,70.5999984741211,6976500.0,489233056.0,pytdxdata_mac_min1,09:32
601138,2026-05-15 09:33:00,2026-05-15,70.63999938964844,70.81999969482422,70.08999633789062,70.0999984741211,8654000.0,610915520.0,pytdxdata_mac_min1,09:33
601138,2026-05-15 09:34:00,2026-05-15,70.0999984741211,70.58000183105469,70.0999984741211,70.37999725341797,5922200.0,416982848.0,pytdxdata_mac_min1,09:34
601138,2026-05-15 09:35:00,2026-05-15,70.5,70.5,70.30999755859375,70.48999786376953,3845200.0,270791456.0,pytdxdata_mac_min1,09:35
601138,2026-05-15 09:36:00,2026-05-15,70.5199966430664,70.6500015258789,70.5199966430664,70.54000091552734,4064100.0,286871456.0,pytdxdata_mac_min1,09:36
601138,2026-05-15 09:37:00,2026-05-15,70.5,70.5,69.80000305175781,69.80000305175781,4024100.0,282641824.0,pytdxdata_mac_min1,09:37
601138,2026-05-15 09:38:00,2026-05-15,69.7699966430664,69.7699966430664,69.25,69.68000030517578,5917300.0,411226752.0,pytdxdata_mac_min1,09:38
601138,2026-05-15 09:39:00,2026-05-15,69.68000030517578,70.31999969482422,69.63999938964844,70.26000213623047,4531700.0,317105440.0,pytdxdata_mac_min1,09:39
601138,2026-05-15 09:40:00,2026-05-15,70.33000183105469,70.41999816894531,70.06999969482422,70.41999816894531,4033800.0,283220384.0,pytdxdata_mac_min1,09:40
601138,2026-05-15 09:41:00,2026-05-15,70.44000244140625,70.63999938964844,70.2300033569336,70.2300033569336,4254400.0,299798816.0,pytdxdata_mac_min1,09:41
601138,2026-05-15 09:42:00,2026-05-15,70.22000122070312,70.22000122070312,69.93000030517578,69.93000030517578,2092700.0,146521264.0,pytdxdata_mac_min1,09:42
601138,2026-05-15 09:43:00,2026-05-15,69.91999816894531,69.91999816894531,69.5,69.9000015258789,2205400.0,153672112.0,pytdxdata_mac_min1,09:43
601138,2026-05-15 09:44:00,2026-05-15,69.87000274658203,70.38999938964844,69.87000274658203,70.33000183105469,3183000.0,223241984.0,pytdxdata_mac_min1,09:44
601138,2026-05-15 09:45:00,2026-05-15,70.22000122070312,70.22000122070312,69.6500015258789,69.66999816894531,2293100.0,160264496.0,pytdxdata_mac_min1,09:45
601138,2026-05-15 09:46:00,2026-05-15,69.66999816894531,69.66999816894531,69.05000305175781,69.05000305175781,2721800.0,188918720.0,pytdxdata_mac_min1,09:46
601138,2026-05-15 09:47:00,2026-05-15,69.06999969482422,69.30000305175781,69.06999969482422,69.2300033569336,3209900.0,222107984.0,pytdxdata_mac_min1,09:47
601138,2026-05-15 09:48:00,2026-05-15,69.19000244140625,69.19000244140625,68.66999816894531,68.69999694824219,3780200.0,260579648.0,pytdxdata_mac_min1,09:48
601138,2026-05-15 09:49:00,2026-05-15,68.75,68.77999877929688,68.51000213623047,68.62000274658203,3761100.0,258305024.0,pytdxdata_mac_min1,09:49
601138,2026-05-15 09:50:00,2026-05-15,68.5999984741211,68.69000244140625,68.12999725341797,68.23999786376953,3555100.0,243453024.0,pytdxdata_mac_min1,09:50
601138,2026-05-15 09:51:00,2026-05-15,68.43000030517578,68.9800033569336,68.30000305175781,68.9800033569336,2826700.0,193539264.0,pytdxdata_mac_min1,09:51
601138,2026-05-15 09:52:00,2026-05-15,68.94999694824219,69.01000213623047,68.80999755859375,68.80999755859375,2716400.0,187288368.0,pytdxdata_mac_min1,09:52
601138,2026-05-15 09:53:00,2026-05-15,68.80000305175781,68.80000305175781,68.58000183105469,68.62999725341797,1474600.0,101237928.0,pytdxdata_mac_min1,09:53
601138,2026-05-15 09:54:00,2026-05-15,68.62999725341797,68.69999694824219,68.5999984741211,68.5999984741211,1101800.0,75654016.0,pytdxdata_mac_min1,09:54
601138,2026-05-15 09:55:00,2026-05-15,68.62999725341797,69.0,68.62999725341797,69.0,1426300.0,98109384.0,pytdxdata_mac_min1,09:55
601138,2026-05-15 09:56:00,2026-05-15,69.05000305175781,69.05000305175781,68.55999755859375,68.61000061035156,2312400.0,159092224.0,pytdxdata_mac_min1,09:56
601138,2026-05-15 09:57:00,2026-05-15,68.58999633789062,68.5999984741211,68.05000305175781,68.08000183105469,2180800.0,148855088.0,pytdxdata_mac_min1,09:57
601138,2026-05-15 09:58:00,2026-05-15,68.04000091552734,68.38999938964844,67.94999694824219,68.38999938964844,3323100.0,226218192.0,pytdxdata_mac_min1,09:58
601138,2026-05-15 09:59:00,2026-05-15,68.38999938964844,68.41000366210938,68.20999908447266,68.38999938964844,1454200.0,99386512.0,pytdxdata_mac_min1,09:59
