entry,exit,days,sale_cash,final_cash,restored
2020-01-02,2020-01-03,1,18347.071773800002,5376.4671891,True
2020-01-10,2020-01-13,1,17997.6035953,5509.788605900001,True
2020-01-14,2020-01-15,1,18357.0565789,5342.219799700004,True
2020-01-16,2020-01-17,1,18377.0261891,5304.677804800005,True
2020-01-20,2020-01-21,1,19305.6130634,5335.275475600007,True
2020-01-23,2020-02-03,1,19964.6102,7285.525495600006,True
2020-02-11,2020-02-12,1,19195.780207300002,7546.467113700008,True
2020-02-18,2020-02-19,1,18816.3576135,7728.142141000011,True
2020-02-24,2020-02-25,1,20104.3974714,7857.160212800012,True
2020-02-28,2020-03-02,1,17049.0471108,7722.278751900012,True
2020-03-11,2020-03-12,1,16509.867635399998,7908.665024200012,True
2020-03-25,2020-03-26,1,13524.4109105,8071.133801200014,True
2020-04-03,2020-04-07,1,13933.787919600001,7842.5635793000165,True
2020-04-15,2020-04-16,1,13843.924673700001,8054.405716800018,True
2020-04-17,2020-04-20,1,13963.742334900002,7925.826310900022,True
2020-04-21,2020-04-22,1,14133.4840216,8047.0301925000185,True
2020-04-23,2020-04-24,1,13933.787919600001,7948.527571900022,True
2020-04-29,2020-04-30,1,14213.3624624,7699.3758898000215,True
2020-05-06,2020-05-07,1,14732.5723276,7769.330070900023,True
2020-05-20,2020-05-21,1,13823.955063500001,7681.056995400024,True
2020-05-27,2020-05-28,1,13454.5172748,7613.548935100025,True
2020-06-01,2020-06-02,1,13853.909478800002,7415.15747350003,True
2020-06-17,2020-06-18,1,14223.3472675,7506.16219980003,True
2020-06-19,2020-06-22,1,14323.1953185,7336.827773500028,True
2020-06-29,2020-06-30,1,15191.873362200002,7405.843784600032,True
2020-07-02,2020-07-03,1,15581.2807611,7163.903187600034,True
2020-07-09,2020-07-10,1,16689.5941272,7379.937950200034,True
2020-07-14,2020-07-15,1,16559.791660900002,7085.972642700039,True
2020-07-21,2020-07-22,1,15401.554269300002,7194.581159200041,True
2020-07-30,2020-07-31,1,14263.2864879,6865.285901300045,True
2020-08-13,2020-08-14,1,15141.949336700001,6984.429887900045,True
2020-08-18,2020-08-19,1,15151.934141800002,7083.543079300047,True
2020-08-28,2020-08-31,1,14722.5875225,6923.398053100047,True
2020-09-02,2020-09-03,1,14742.557132700002,6923.2954385000485,True
2020-09-09,2020-09-10,1,13883.8638941,6814.889592800051,True
2020-09-14,2020-09-15,1,13823.955063500001,6886.699718900056,True
2020-09-21,2020-09-22,1,13714.122207400002,6938.7237898000585,True
2020-10-13,2020-10-14,1,13903.833504300002,7130.433157100062,True
2020-10-21,2020-10-22,1,13614.2741564,7162.650777800061,True
2020-10-23,2020-10-26,1,13564.3501309,7194.970373500064,True
2020-10-28,2020-10-29,1,13913.818309400001,7316.622945100064,True
2020-11-04,2020-11-05,1,13444.532469700001,7049.031277800066,True
2020-11-06,2020-11-09,1,13973.72714,6690.311874600069,True
2020-11-16,2020-11-17,1,14253.3016828,6791.260616000069,True
2020-12-02,2020-12-03,1,14023.6511655,6872.66804220007,True
2020-12-09,2020-12-10,1,13794.0006482,7024.580954100073,True
2020-12-15,2020-12-16,1,13534.395715600001,6846.852532700075,True
2020-12-18,2020-12-21,1,13624.258961500002,6889.054958500079,True
2020-12-24,2020-12-25,1,13354.669223800001,6921.802849200081,True
2020-12-28,2020-12-29,1,13244.836367700002,6834.712683700083,True
2020-12-31,2021-01-04,1,13664.198181900001,6866.828329400083,True
2021-01-06,2021-01-07,1,13843.924673700001,6898.576865100087,True
2021-01-13,2021-01-14,1,15151.934141800002,6167.2584482000875,True
2021-01-19,2021-01-20,1,15072.055701000001,6066.430797600087,True
2021-01-26,2021-01-27,1,14792.4811582,5906.143006400091,True
2021-02-05,2021-02-08,1,13184.9275371,5849.190811200093,True
2021-02-10,2021-02-18,1,14013.6663604,5830.566631400097,True
2021-02-22,2021-02-23,1,13943.772724700002,5862.1112171001005,True
2021-02-25,2021-02-26,1,13893.848699200002,6023.825379100104,True
2021-03-04,2021-03-05,1,13604.289351300002,6056.063394800107,True
2021-03-08,2021-03-09,1,13674.182987000002,5878.049443400108,True
2021-03-17,2021-03-18,1,13524.4109105,5810.398618100111,True
2021-03-31,2021-04-01,1,14343.1649287,5741.075402800114,True
2021-04-08,2021-04-09,1,14333.180123600001,5851.866184300114,True
2021-04-20,2021-04-21,1,14353.1497338,5922.595375400117,True
2021-04-22,2021-04-23,1,14153.453631800001,5963.71686620012,True
2021-04-28,2021-04-29,1,14522.8914205,5793.974539900122,True
2021-05-07,2021-05-10,1,13424.562859500002,5746.538064800125,True
2021-05-13,2021-05-14,1,13354.669223800001,5649.218354200128,True
2021-05-19,2021-05-20,1,13184.9275371,5612.276559200127,True
2021-05-26,2021-05-27,1,12535.9152056,5636.691639800125,True
2021-06-01,2021-06-02,1,12406.1127393,5671.3770555001265,True
2021-06-08,2021-06-09,1,12485.991180100002,5565.82650980013,True
2021-06-18,2021-06-21,1,12466.021569900002,5610.394755600131,True
2021-06-25,2021-06-28,1,12585.8392311,5564.6714605001325,True
2021-07-06,2021-07-07,1,12206.4166373,5549.738775700134,True
2021-07-16,2021-07-19,1,11467.5410599,5526.310120800137,True
2021-07-20,2021-07-21,1,11697.191577200001,5412.365580000138,True
2021-08-02,2021-08-03,1,11737.054823100001,5538.2582846001405,True
2021-08-11,2021-08-12,1,11757.1004078,5424.191373800144,True
2021-08-17,2021-08-18,1,11996.7357302,5359.660983500144,True
