scenario,event,increment,start,end
S1_F1_post0935_b10_e0_d0_main,36,-357.7014820000004,2022-06-15,2022-07-18
S1_F1_post0935_b10_e0_d0_main,37,-754.4970433999897,2022-07-19,2022-09-05
S1_F1_post0935_b10_e0_d0_main,38,11.551140499999747,2022-09-06,2022-09-27
S1_F1_post0935_b10_e0_d0_main,39,-145.9537410999983,2022-09-28,2022-10-12
S1_F1_post0935_b10_e0_d0_main,4,149.02555400000347,2020-03-25,2020-04-02
S1_F1_post0935_b10_e0_d0_main,40,-160.96105089999946,2022-10-13,2022-11-01
S1_F1_post0935_b10_e0_d0_main,41,-119.37961009999526,2022-11-02,2022-11-29
S1_F1_post0935_b10_e0_d0_main,42,-273.0318011999989,2022-11-30,2023-01-05
S1_F1_post0935_b10_e0_d0_main,43,-178.45962139999938,2023-01-06,2023-01-13
S1_F1_post0935_b10_e0_d0_main,44,-68.71080029999939,2023-01-16,2023-02-01
S1_F1_post0935_b10_e0_d0_main,45,71.2796511000015,2023-02-02,2023-02-09
S1_F1_post0935_b10_e0_d0_main,46,130.64588170000206,2023-02-10,2023-02-20
S1_F1_post0935_b10_e0_d0_main,47,110.32378150000113,2023-02-21,2023-03-02
S1_F1_post0935_b10_e0_d0_main,48,-454.74013410000043,2023-03-03,2023-03-13
S1_F1_post0935_b10_e0_d0_main,49,-314.8499389999906,2023-03-14,2023-04-20
S1_F1_post0935_b10_e0_d0_main,5,-242.61824379999962,2020-04-03,2020-04-14
S1_F1_post0935_b10_e0_d0_main,50,-66.72700999999506,2023-04-21,2023-05-25
S1_F1_post0935_b10_e0_d0_main,51,-395.3942826999919,2023-05-26,2023-06-09
S1_F1_post0935_b10_e0_d0_main,52,646.4797181000031,2023-06-12,2023-07-13
S1_F1_post0935_b10_e0_d0_main,53,978.8938718000027,2023-07-14,2023-08-04
S1_F1_post0935_b10_e0_d0_main,54,194.86818280000443,2023-08-07,2023-08-22
S1_F1_post0935_b10_e0_d0_main,55,-935.2940685999965,2023-08-23,2023-09-06
S1_F1_post0935_b10_e0_d0_main,56,423.1415354000055,2023-09-07,2023-09-22
S1_F1_post0935_b10_e0_d0_main,57,-459.0051590000003,2023-09-25,2023-10-30
S1_F1_post0935_b10_e0_d0_main,58,-217.25874169999952,2023-10-31,2023-11-17
S1_F1_post0935_b10_e0_d0_main,59,-90.6547403999939,2023-11-20,2023-11-28
S1_F1_post0935_b10_e0_d0_main,6,-158.09101679998275,2020-04-15,2020-05-19
S1_F1_post0935_b10_e0_d0_main,60,12.394075600001088,2023-11-29,2023-12-08
S1_F1_post0935_b10_e0_d0_main,61,10.781595599997672,2023-12-11,2023-12-19
S1_F1_post0935_b10_e0_d0_main,62,-66.67892519999623,2023-12-20,2024-01-11
S1_F1_post0935_b10_e0_d0_main,63,-219.5955053999951,2024-01-12,2024-02-19
S1_F1_post0935_b10_e0_d0_main,64,664.1416522,2024-02-20,2024-02-27
S1_F1_post0935_b10_e0_d0_main,65,462.4395916000103,2024-02-28,2024-03-18
S1_F1_post0935_b10_e0_d0_main,66,-114.31284539999251,2024-03-19,2024-04-26
S1_F1_post0935_b10_e0_d0_main,67,-342.0508426999986,2024-04-29,2024-05-17
S1_F1_post0935_b10_e0_d0_main,68,224.24171300000307,2024-05-20,2024-06-06
S1_F1_post0935_b10_e0_d0_main,69,-472.2073389999932,2024-06-07,2024-07-01
S1_F1_post0935_b10_e0_d0_main,7,-395.4819947999931,2020-05-20,2020-06-16
S1_F1_post0935_b10_e0_d0_main,70,712.0425217000229,2024-07-02,2024-07-31
S1_F1_post0935_b10_e0_d0_main,71,930.6175950000033,2024-08-01,2024-08-08
S1_F1_post0935_b10_e0_d0_main,72,-128.32990449999852,2024-08-09,2024-08-23
S1_F1_post0935_b10_e0_d0_main,73,733.7280547000082,2024-08-26,2024-09-24
S1_F1_post0935_b10_e0_d0_main,74,81.6040944000124,2024-09-25,2024-11-07
S1_F1_post0935_b10_e0_d0_main,75,460.35795610000787,2024-11-08,2024-11-19
S1_F1_post0935_b10_e0_d0_main,76,219.82490289999987,2024-11-20,2024-11-27
S1_F1_post0935_b10_e0_d0_main,77,-185.1722761999954,2024-11-28,2024-12-05
S1_F1_post0935_b10_e0_d0_main,78,93.22090160000153,2024-12-06,2024-12-19
S1_F1_post0935_b10_e0_d0_main,79,-449.94082749999507,2024-12-20,2025-01-07
S1_F1_post0935_b10_e0_d0_main,8,-528.6572285999937,2020-06-17,2020-07-29
S1_F1_post0935_b10_e0_d0_main,80,-320.6174030999864,2025-01-08,2025-02-21
S1_F1_post0935_b10_e0_d0_main,81,31.623406000002433,2025-02-24,2025-03-04
S1_F1_post0935_b10_e0_d0_main,82,-339.8374114999897,2025-03-05,2025-03-24
S1_F1_post0935_b10_e0_d0_main,83,-11.624444500004756,2025-03-25,2025-04-09
S1_F1_post0935_b10_e0_d0_main,84,184.99218240000482,2025-04-10,2025-04-21
S1_F1_post0935_b10_e0_d0_main,85,-1874.9368108999915,2025-04-22,2025-05-29
S1_F1_post0935_b10_e0_d0_main,86,70.69684690000577,2025-05-30,2025-06-18
S1_F1_post0935_b10_e0_d0_main,87,14.700326400004997,2025-06-19,2025-07-03
S1_F1_post0935_b10_e0_d0_main,88,197.84713000000193,2025-07-04,2025-07-28
S1_F1_post0935_b10_e0_d0_main,89,1074.4253512360192,2025-07-29,2025-09-10
S1_F1_post0935_b10_e0_d0_main,9,-343.7231157999995,2020-07-30,2020-08-12
S1_F1_post0935_b10_e0_d0_main,90,-1175.8963128540054,2025-09-11,2025-09-22
S1_F1_post0935_b10_e0_d0_main,91,1213.866658014027,2025-09-23,2025-10-15
S1_F1_post0935_b10_e0_d0_main,92,10725.631043340036,2025-10-16,2025-11-28
S1_F1_post0935_b10_e0_d0_main,93,-287.02530844799185,2025-12-01,2025-12-09
S1_F1_post0935_b10_e0_d0_main,94,598.9380624119804,2025-12-10,2025-12-17
S1_F1_post0935_b10_e0_d0_main,95,-3457.9414721939684,2025-12-18,2026-01-09
S1_F1_post0935_b10_e0_d0_main,96,3327.5858785140153,2026-01-12,2026-01-30
S1_F1_post0935_b10_e0_d0_main,97,-605.8793994300067,2026-02-02,2026-02-25
S1_F1_post0935_b10_e0_d0_main,98,1950.7192157940153,2026-02-26,2026-03-09
S1_F1_post0935_b10_e0_d0_main,99,-2908.271316197948,2026-03-10,2026-05-11
S1_F1_post0935_b10_e0_d1_main,0,-155.94862179999836,2020-01-02,2020-01-09
S1_F1_post0935_b10_e0_d1_main,1,1816.0104130000109,2020-01-10,2020-02-10
S1_F1_post0935_b10_e0_d1_main,10,188.07235600000422,2020-08-13,2020-08-27
S1_F1_post0935_b10_e0_d1_main,100,-387.6209264639183,2026-05-12,2026-07-09
S1_F1_post0935_b10_e0_d1_main,101,-1855.0717157619802,2026-07-10,2026-08-04
S1_F1_post0935_b10_e0_d1_main,102,-1225.1279432160081,2026-08-05,2026-08-14
S1_F1_post0935_b10_e0_d1_main,103,570.4884455040155,2026-08-17,2026-08-26
S1_F1_post0935_b10_e0_d1_main,104,-1555.6504213079752,2026-08-27,2026-09-11
S1_F1_post0935_b10_e0_d1_main,11,-215.77877899999294,2020-08-28,2020-10-12
S1_F1_post0935_b10_e0_d1_main,12,177.90133459999925,2020-10-13,2020-10-20
S1_F1_post0935_b10_e0_d1_main,13,-508.85196499998347,2020-10-21,2020-11-13
S1_F1_post0935_b10_e0_d1_main,14,86.74588279999807,2020-11-16,2020-12-01
S1_F1_post0935_b10_e0_d1_main,15,-1039.6604191999795,2020-12-02,2021-02-04
S1_F1_post0935_b10_e0_d1_main,16,-110.42232599998897,2021-02-05,2021-03-16
S1_F1_post0935_b10_e0_d1_main,17,-81.20905059999859,2021-03-17,2021-03-30
S1_F1_post0935_b10_e0_d1_main,18,12.811932400007208,2021-03-31,2021-04-19
S1_F1_post0935_b10_e0_d1_main,19,-406.60434899998654,2021-04-20,2021-06-17
S1_F1_post0935_b10_e0_d1_main,2,361.80591260001165,2020-02-11,2020-03-10
S1_F1_post0935_b10_e0_d1_main,20,-26.207498599993414,2021-06-18,2021-07-05
S1_F1_post0935_b10_e0_d1_main,21,-27.146569599999566,2021-07-06,2021-07-15
S1_F1_post0935_b10_e0_d1_main,22,-210.60659139999916,2021-07-16,2021-07-30
S1_F1_post0935_b10_e0_d1_main,23,-85.93139079999855,2021-08-02,2021-08-10
S1_F1_post0935_b10_e0_d1_main,24,-238.44235199999457,2021-08-11,2021-09-01
S1_F1_post0935_b10_e0_d1_main,25,-52.71285919999718,2021-09-02,2021-10-08
S1_F1_post0935_b10_e0_d1_main,26,-520.6659221999889,2021-10-11,2021-11-30
S1_F1_post0935_b10_e0_d1_main,27,-184.3190909999994,2021-12-01,2021-12-23
S1_F1_post0935_b10_e0_d1_main,28,-76.43782059999648,2021-12-24,2021-12-31
S1_F1_post0935_b10_e0_d1_main,29,-146.6915620000018,2022-01-04,2022-02-08
S1_F1_post0935_b10_e0_d1_main,3,169.96954460000416,2020-03-11,2020-03-24
S1_F1_post0935_b10_e0_d1_main,30,1.1672818000024563,2022-02-09,2022-02-18
S1_F1_post0935_b10_e0_d1_main,31,33.55037419999826,2022-02-21,2022-03-11
S1_F1_post0935_b10_e0_d1_main,32,-165.76815759999045,2022-03-14,2022-04-27
S1_F1_post0935_b10_e0_d1_main,33,-88.5835862999993,2022-04-28,2022-05-17
S1_F1_post0935_b10_e0_d1_main,34,51.65192090000164,2022-05-18,2022-05-25
S1_F1_post0935_b10_e0_d1_main,35,-104.58227989999614,2022-05-26,2022-06-14
S1_F1_post0935_b10_e0_d1_main,36,-357.7014820000004,2022-06-15,2022-07-18
S1_F1_post0935_b10_e0_d1_main,37,-754.4970433999897,2022-07-19,2022-09-05
S1_F1_post0935_b10_e0_d1_main,38,11.551140499999747,2022-09-06,2022-09-27
S1_F1_post0935_b10_e0_d1_main,39,-145.9537410999983,2022-09-28,2022-10-12
S1_F1_post0935_b10_e0_d1_main,4,149.02555400000347,2020-03-25,2020-04-02
S1_F1_post0935_b10_e0_d1_main,40,-160.96105089999946,2022-10-13,2022-11-01
S1_F1_post0935_b10_e0_d1_main,41,-119.37961009999526,2022-11-02,2022-11-29
S1_F1_post0935_b10_e0_d1_main,42,-273.0318011999989,2022-11-30,2023-01-05
S1_F1_post0935_b10_e0_d1_main,43,-178.45962139999938,2023-01-06,2023-01-13
S1_F1_post0935_b10_e0_d1_main,44,-68.71080029999939,2023-01-16,2023-02-01
S1_F1_post0935_b10_e0_d1_main,45,71.2796511000015,2023-02-02,2023-02-09
S1_F1_post0935_b10_e0_d1_main,46,130.64588170000206,2023-02-10,2023-02-20
S1_F1_post0935_b10_e0_d1_main,47,110.32378150000113,2023-02-21,2023-03-02
S1_F1_post0935_b10_e0_d1_main,48,-454.74013410000043,2023-03-03,2023-03-13
S1_F1_post0935_b10_e0_d1_main,49,-314.8499389999906,2023-03-14,2023-04-20
S1_F1_post0935_b10_e0_d1_main,5,-242.61824379999962,2020-04-03,2020-04-14
S1_F1_post0935_b10_e0_d1_main,50,-66.72700999999506,2023-04-21,2023-05-25
S1_F1_post0935_b10_e0_d1_main,51,-395.3942826999919,2023-05-26,2023-06-09
S1_F1_post0935_b10_e0_d1_main,52,646.4797181000031,2023-06-12,2023-07-13
S1_F1_post0935_b10_e0_d1_main,53,978.8938718000027,2023-07-14,2023-08-04
S1_F1_post0935_b10_e0_d1_main,54,194.86818280000443,2023-08-07,2023-08-22
S1_F1_post0935_b10_e0_d1_main,55,-935.2940685999965,2023-08-23,2023-09-06
S1_F1_post0935_b10_e0_d1_main,56,423.1415354000055,2023-09-07,2023-09-22
S1_F1_post0935_b10_e0_d1_main,57,-459.0051590000003,2023-09-25,2023-10-30
S1_F1_post0935_b10_e0_d1_main,58,-217.25874169999952,2023-10-31,2023-11-17
S1_F1_post0935_b10_e0_d1_main,59,-90.6547403999939,2023-11-20,2023-11-28
S1_F1_post0935_b10_e0_d1_main,6,-158.09101679998275,2020-04-15,2020-05-19
S1_F1_post0935_b10_e0_d1_main,60,12.394075600001088,2023-11-29,2023-12-08
S1_F1_post0935_b10_e0_d1_main,61,10.781595599997672,2023-12-11,2023-12-19
S1_F1_post0935_b10_e0_d1_main,62,-66.67892519999623,2023-12-20,2024-01-11
S1_F1_post0935_b10_e0_d1_main,63,-219.5955053999951,2024-01-12,2024-02-19
S1_F1_post0935_b10_e0_d1_main,64,664.1416522,2024-02-20,2024-02-27
S1_F1_post0935_b10_e0_d1_main,65,462.4395916000103,2024-02-28,2024-03-18
S1_F1_post0935_b10_e0_d1_main,66,-114.31284539999251,2024-03-19,2024-04-26
S1_F1_post0935_b10_e0_d1_main,67,-342.0508426999986,2024-04-29,2024-05-17
S1_F1_post0935_b10_e0_d1_main,68,224.24171300000307,2024-05-20,2024-06-06
S1_F1_post0935_b10_e0_d1_main,69,-472.2073389999932,2024-06-07,2024-07-01
S1_F1_post0935_b10_e0_d1_main,7,-395.4819947999931,2020-05-20,2020-06-16
S1_F1_post0935_b10_e0_d1_main,70,712.0425217000229,2024-07-02,2024-07-31
S1_F1_post0935_b10_e0_d1_main,71,930.6175950000033,2024-08-01,2024-08-08
S1_F1_post0935_b10_e0_d1_main,72,-128.32990449999852,2024-08-09,2024-08-23
S1_F1_post0935_b10_e0_d1_main,73,733.7280547000082,2024-08-26,2024-09-24
S1_F1_post0935_b10_e0_d1_main,74,81.6040944000124,2024-09-25,2024-11-07
S1_F1_post0935_b10_e0_d1_main,75,460.35795610000787,2024-11-08,2024-11-19
S1_F1_post0935_b10_e0_d1_main,76,219.82490289999987,2024-11-20,2024-11-27
S1_F1_post0935_b10_e0_d1_main,77,-185.1722761999954,2024-11-28,2024-12-05
S1_F1_post0935_b10_e0_d1_main,78,93.22090160000153,2024-12-06,2024-12-19
S1_F1_post0935_b10_e0_d1_main,79,-449.94082749999507,2024-12-20,2025-01-07
S1_F1_post0935_b10_e0_d1_main,8,-528.6572285999937,2020-06-17,2020-07-29
S1_F1_post0935_b10_e0_d1_main,80,-320.6174030999864,2025-01-08,2025-02-21
S1_F1_post0935_b10_e0_d1_main,81,31.623406000002433,2025-02-24,2025-03-04
S1_F1_post0935_b10_e0_d1_main,82,-339.8374114999897,2025-03-05,2025-03-24
S1_F1_post0935_b10_e0_d1_main,83,-11.624444500004756,2025-03-25,2025-04-09
S1_F1_post0935_b10_e0_d1_main,84,184.99218240000482,2025-04-10,2025-04-21
S1_F1_post0935_b10_e0_d1_main,85,-1874.9368108999915,2025-04-22,2025-05-29
S1_F1_post0935_b10_e0_d1_main,86,70.69684690000577,2025-05-30,2025-06-18
S1_F1_post0935_b10_e0_d1_main,87,14.700326400004997,2025-06-19,2025-07-03
S1_F1_post0935_b10_e0_d1_main,88,197.84713000000193,2025-07-04,2025-07-28
S1_F1_post0935_b10_e0_d1_main,89,1074.4253512360192,2025-07-29,2025-09-10
S1_F1_post0935_b10_e0_d1_main,9,-343.7231157999995,2020-07-30,2020-08-12
S1_F1_post0935_b10_e0_d1_main,90,-1175.8963128540054,2025-09-11,2025-09-22
S1_F1_post0935_b10_e0_d1_main,91,1213.866658014027,2025-09-23,2025-10-15
S1_F1_post0935_b10_e0_d1_main,92,10725.631043340036,2025-10-16,2025-11-28
S1_F1_post0935_b10_e0_d1_main,93,-287.02530844799185,2025-12-01,2025-12-09
S1_F1_post0935_b10_e0_d1_main,94,598.9380624119804,2025-12-10,2025-12-17
S1_F1_post0935_b10_e0_d1_main,95,-3457.9414721939684,2025-12-18,2026-01-09
S1_F1_post0935_b10_e0_d1_main,96,3327.5858785140153,2026-01-12,2026-01-30
S1_F1_post0935_b10_e0_d1_main,97,-605.8793994300067,2026-02-02,2026-02-25
S1_F1_post0935_b10_e0_d1_main,98,1950.7192157940153,2026-02-26,2026-03-09
S1_F1_post0935_b10_e0_d1_main,99,-2908.271316197948,2026-03-10,2026-05-11
S1_F1_post0935_b10_e0_d3_main,0,-155.94862179999836,2020-01-02,2020-01-09
S1_F1_post0935_b10_e0_d3_main,1,1816.0104130000109,2020-01-10,2020-02-10
S1_F1_post0935_b10_e0_d3_main,10,188.07235600000422,2020-08-13,2020-08-27
S1_F1_post0935_b10_e0_d3_main,100,-387.6209264639183,2026-05-12,2026-07-09
S1_F1_post0935_b10_e0_d3_main,101,-1855.0717157619802,2026-07-10,2026-08-04
S1_F1_post0935_b10_e0_d3_main,102,-1225.1279432160081,2026-08-05,2026-08-14
S1_F1_post0935_b10_e0_d3_main,103,570.4884455040155,2026-08-17,2026-08-26
S1_F1_post0935_b10_e0_d3_main,104,-1555.6504213079752,2026-08-27,2026-09-11
S1_F1_post0935_b10_e0_d3_main,11,-215.77877899999294,2020-08-28,2020-10-12
S1_F1_post0935_b10_e0_d3_main,12,177.90133459999925,2020-10-13,2020-10-20
S1_F1_post0935_b10_e0_d3_main,13,-508.85196499998347,2020-10-21,2020-11-13
S1_F1_post0935_b10_e0_d3_main,14,86.74588279999807,2020-11-16,2020-12-01
S1_F1_post0935_b10_e0_d3_main,15,-1039.6604191999795,2020-12-02,2021-02-04
S1_F1_post0935_b10_e0_d3_main,16,-110.42232599998897,2021-02-05,2021-03-16
S1_F1_post0935_b10_e0_d3_main,17,-81.20905059999859,2021-03-17,2021-03-30
S1_F1_post0935_b10_e0_d3_main,18,12.811932400007208,2021-03-31,2021-04-19
S1_F1_post0935_b10_e0_d3_main,19,-406.60434899998654,2021-04-20,2021-06-17
S1_F1_post0935_b10_e0_d3_main,2,361.80591260001165,2020-02-11,2020-03-10
S1_F1_post0935_b10_e0_d3_main,20,-26.207498599993414,2021-06-18,2021-07-05
S1_F1_post0935_b10_e0_d3_main,21,-27.146569599999566,2021-07-06,2021-07-15
S1_F1_post0935_b10_e0_d3_main,22,-210.60659139999916,2021-07-16,2021-07-30
S1_F1_post0935_b10_e0_d3_main,23,-85.93139079999855,2021-08-02,2021-08-10
S1_F1_post0935_b10_e0_d3_main,24,-238.44235199999457,2021-08-11,2021-09-01
S1_F1_post0935_b10_e0_d3_main,25,-52.71285919999718,2021-09-02,2021-10-08
S1_F1_post0935_b10_e0_d3_main,26,-520.6659221999889,2021-10-11,2021-11-30
S1_F1_post0935_b10_e0_d3_main,27,-184.3190909999994,2021-12-01,2021-12-23
S1_F1_post0935_b10_e0_d3_main,28,-76.43782059999648,2021-12-24,2021-12-31
S1_F1_post0935_b10_e0_d3_main,29,-146.6915620000018,2022-01-04,2022-02-08
S1_F1_post0935_b10_e0_d3_main,3,169.96954460000416,2020-03-11,2020-03-24
S1_F1_post0935_b10_e0_d3_main,30,1.1672818000024563,2022-02-09,2022-02-18
S1_F1_post0935_b10_e0_d3_main,31,33.55037419999826,2022-02-21,2022-03-11
S1_F1_post0935_b10_e0_d3_main,32,-165.76815759999045,2022-03-14,2022-04-27
S1_F1_post0935_b10_e0_d3_main,33,-88.5835862999993,2022-04-28,2022-05-17
S1_F1_post0935_b10_e0_d3_main,34,51.65192090000164,2022-05-18,2022-05-25
S1_F1_post0935_b10_e0_d3_main,35,-104.58227989999614,2022-05-26,2022-06-14
S1_F1_post0935_b10_e0_d3_main,36,-357.7014820000004,2022-06-15,2022-07-18
S1_F1_post0935_b10_e0_d3_main,37,-754.4970433999897,2022-07-19,2022-09-05
S1_F1_post0935_b10_e0_d3_main,38,11.551140499999747,2022-09-06,2022-09-27
S1_F1_post0935_b10_e0_d3_main,39,-145.9537410999983,2022-09-28,2022-10-12
S1_F1_post0935_b10_e0_d3_main,4,149.02555400000347,2020-03-25,2020-04-02
S1_F1_post0935_b10_e0_d3_main,40,-160.96105089999946,2022-10-13,2022-11-01
S1_F1_post0935_b10_e0_d3_main,41,-119.37961009999526,2022-11-02,2022-11-29
S1_F1_post0935_b10_e0_d3_main,42,-273.0318011999989,2022-11-30,2023-01-05
S1_F1_post0935_b10_e0_d3_main,43,-178.45962139999938,2023-01-06,2023-01-13
S1_F1_post0935_b10_e0_d3_main,44,-68.71080029999939,2023-01-16,2023-02-01
S1_F1_post0935_b10_e0_d3_main,45,71.2796511000015,2023-02-02,2023-02-09
S1_F1_post0935_b10_e0_d3_main,46,130.64588170000206,2023-02-10,2023-02-20
S1_F1_post0935_b10_e0_d3_main,47,110.32378150000113,2023-02-21,2023-03-02
S1_F1_post0935_b10_e0_d3_main,48,-454.74013410000043,2023-03-03,2023-03-13
S1_F1_post0935_b10_e0_d3_main,49,-314.8499389999906,2023-03-14,2023-04-20
S1_F1_post0935_b10_e0_d3_main,5,-242.61824379999962,2020-04-03,2020-04-14
S1_F1_post0935_b10_e0_d3_main,50,-66.72700999999506,2023-04-21,2023-05-25
S1_F1_post0935_b10_e0_d3_main,51,-395.3942826999919,2023-05-26,2023-06-09
S1_F1_post0935_b10_e0_d3_main,52,646.4797181000031,2023-06-12,2023-07-13
S1_F1_post0935_b10_e0_d3_main,53,978.8938718000027,2023-07-14,2023-08-04
S1_F1_post0935_b10_e0_d3_main,54,194.86818280000443,2023-08-07,2023-08-22
S1_F1_post0935_b10_e0_d3_main,55,-935.2940685999965,2023-08-23,2023-09-06
S1_F1_post0935_b10_e0_d3_main,56,423.1415354000055,2023-09-07,2023-09-22
S1_F1_post0935_b10_e0_d3_main,57,-459.0051590000003,2023-09-25,2023-10-30
S1_F1_post0935_b10_e0_d3_main,58,-217.25874169999952,2023-10-31,2023-11-17
S1_F1_post0935_b10_e0_d3_main,59,-90.6547403999939,2023-11-20,2023-11-28
S1_F1_post0935_b10_e0_d3_main,6,-158.09101679998275,2020-04-15,2020-05-19
S1_F1_post0935_b10_e0_d3_main,60,12.394075600001088,2023-11-29,2023-12-08
S1_F1_post0935_b10_e0_d3_main,61,10.781595599997672,2023-12-11,2023-12-19
S1_F1_post0935_b10_e0_d3_main,62,-66.67892519999623,2023-12-20,2024-01-11
S1_F1_post0935_b10_e0_d3_main,63,-219.5955053999951,2024-01-12,2024-02-19
S1_F1_post0935_b10_e0_d3_main,64,664.1416522,2024-02-20,2024-02-27
S1_F1_post0935_b10_e0_d3_main,65,462.4395916000103,2024-02-28,2024-03-18
S1_F1_post0935_b10_e0_d3_main,66,-114.31284539999251,2024-03-19,2024-04-26
S1_F1_post0935_b10_e0_d3_main,67,-342.0508426999986,2024-04-29,2024-05-17
S1_F1_post0935_b10_e0_d3_main,68,224.24171300000307,2024-05-20,2024-06-06
S1_F1_post0935_b10_e0_d3_main,69,-472.2073389999932,2024-06-07,2024-07-01
S1_F1_post0935_b10_e0_d3_main,7,-395.4819947999931,2020-05-20,2020-06-16
S1_F1_post0935_b10_e0_d3_main,70,712.0425217000229,2024-07-02,2024-07-31
S1_F1_post0935_b10_e0_d3_main,71,930.6175950000033,2024-08-01,2024-08-08
S1_F1_post0935_b10_e0_d3_main,72,-128.32990449999852,2024-08-09,2024-08-23
S1_F1_post0935_b10_e0_d3_main,73,733.7280547000082,2024-08-26,2024-09-24
S1_F1_post0935_b10_e0_d3_main,74,81.6040944000124,2024-09-25,2024-11-07
S1_F1_post0935_b10_e0_d3_main,75,460.35795610000787,2024-11-08,2024-11-19
S1_F1_post0935_b10_e0_d3_main,76,219.82490289999987,2024-11-20,2024-11-27
S1_F1_post0935_b10_e0_d3_main,77,-185.1722761999954,2024-11-28,2024-12-05
S1_F1_post0935_b10_e0_d3_main,78,93.22090160000153,2024-12-06,2024-12-19
S1_F1_post0935_b10_e0_d3_main,79,-449.94082749999507,2024-12-20,2025-01-07
S1_F1_post0935_b10_e0_d3_main,8,-528.6572285999937,2020-06-17,2020-07-29
S1_F1_post0935_b10_e0_d3_main,80,-320.6174030999864,2025-01-08,2025-02-21
S1_F1_post0935_b10_e0_d3_main,81,31.623406000002433,2025-02-24,2025-03-04
S1_F1_post0935_b10_e0_d3_main,82,-339.8374114999897,2025-03-05,2025-03-24
S1_F1_post0935_b10_e0_d3_main,83,-11.624444500004756,2025-03-25,2025-04-09
S1_F1_post0935_b10_e0_d3_main,84,184.99218240000482,2025-04-10,2025-04-21
S1_F1_post0935_b10_e0_d3_main,85,-1874.9368108999915,2025-04-22,2025-05-29
S1_F1_post0935_b10_e0_d3_main,86,70.69684690000577,2025-05-30,2025-06-18
S1_F1_post0935_b10_e0_d3_main,87,14.700326400004997,2025-06-19,2025-07-03
S1_F1_post0935_b10_e0_d3_main,88,197.84713000000193,2025-07-04,2025-07-28
S1_F1_post0935_b10_e0_d3_main,89,1074.4253512360192,2025-07-29,2025-09-10
S1_F1_post0935_b10_e0_d3_main,9,-343.7231157999995,2020-07-30,2020-08-12
S1_F1_post0935_b10_e0_d3_main,90,-1175.8963128540054,2025-09-11,2025-09-22
S1_F1_post0935_b10_e0_d3_main,91,1213.866658014027,2025-09-23,2025-10-15
S1_F1_post0935_b10_e0_d3_main,92,10725.631043340036,2025-10-16,2025-11-28
S1_F1_post0935_b10_e0_d3_main,93,-287.02530844799185,2025-12-01,2025-12-09
S1_F1_post0935_b10_e0_d3_main,94,598.9380624119804,2025-12-10,2025-12-17
S1_F1_post0935_b10_e0_d3_main,95,-3457.9414721939684,2025-12-18,2026-01-09
S1_F1_post0935_b10_e0_d3_main,96,3327.5858785140153,2026-01-12,2026-01-30
S1_F1_post0935_b10_e0_d3_main,97,-605.8793994300067,2026-02-02,2026-02-25
S1_F1_post0935_b10_e0_d3_main,98,1950.7192157940153,2026-02-26,2026-03-09
S1_F1_post0935_b10_e0_d3_main,99,-2908.271316197948,2026-03-10,2026-05-11
S0_open_b5_e0_d0_main,0,-13935.088326579673,2020-01-02,2026-09-11
S0_open_b5_e0_d1_main,0,-12420.086981554654,2020-01-02,2026-09-11
S0_open_b5_e0_d3_main,0,-13950.51194351467,2020-01-02,2026-09-11
S0_open_b10_e0_d0_main,0,-13961.36043247977,2020-01-02,2026-09-11
S0_open_b10_e0_d1_main,0,-13971.544335729763,2020-01-02,2026-09-11
S0_open_b10_e0_d3_main,0,-12535.389694949728,2020-01-02,2026-09-11
S0_post0935_b5_e0_d0_main,0,-13781.696779809557,2020-01-02,2026-09-11
S0_post0935_b5_e0_d1_main,0,-13809.186627299583,2020-01-02,2026-09-11
S0_post0935_b5_e0_d3_main,0,-13787.606532299586,2020-01-02,2026-09-11
S0_post0935_b10_e0_d0_main,0,-13865.906820559729,2020-01-02,2026-09-11
S0_post0935_b10_e0_d1_main,0,-12759.586080959736,2020-01-02,2026-09-11
S0_post0935_b10_e0_d3_main,0,-12733.559019239729,2020-01-02,2026-09-11
S1_F1_open_b5_e1_d0_extra_cost,0,-161.22837331999835,2020-01-02,2020-01-09
S1_F1_open_b5_e1_d0_extra_cost,1,1930.473528280003,2020-01-10,2020-02-10
S1_F1_open_b5_e1_d0_extra_cost,10,72.13341192000735,2020-08-13,2020-08-27
S1_F1_open_b5_e1_d0_extra_cost,100,2052.1050235536677,2026-05-12,2026-07-09
S1_F1_open_b5_e1_d0_extra_cost,101,335.71812775041326,2026-07-10,2026-08-04
S1_F1_open_b5_e1_d0_extra_cost,102,239.0620702788001,2026-08-05,2026-08-14
S1_F1_open_b5_e1_d0_extra_cost,103,394.58329323719954,2026-08-17,2026-08-26
S1_F1_open_b5_e1_d0_extra_cost,104,509.3832086435723,2026-08-27,2026-09-11
S1_F1_open_b5_e1_d0_extra_cost,11,-349.1289896799972,2020-08-28,2020-10-12
S1_F1_open_b5_e1_d0_extra_cost,12,88.8857595599984,2020-10-13,2020-10-20
S1_F1_open_b5_e1_d0_extra_cost,13,-423.84881863999544,2020-10-21,2020-11-13
S1_F1_open_b5_e1_d0_extra_cost,14,-21.966231759997754,2020-11-16,2020-12-01
S1_F1_open_b5_e1_d0_extra_cost,15,-595.8277676799917,2020-12-02,2021-02-04
S1_F1_open_b5_e1_d0_extra_cost,16,155.56468680000035,2021-02-05,2021-03-16
